"tp_id","name","city","zip","permit_type"
"10105517915","WOOD GROUP USA, INC.","CLUTE","77531-0388","DYED DIESEL FUEL BONDED USER"
"10105729924","URSA CORPORATION","HOUSTON","77277-0567","DYED DIESEL FUEL BONDED USER"
"10106156978","RED WILLOW PRODUCTION, LLC","IGNACIO","81137-0369","DYED DIESEL FUEL BONDED USER"
"10106276719","SPACE EXPLORATION TECHNOLOGIES CORP.","HAWTHORNE","90250-6844","DYED DIESEL FUEL BONDED USER"
"10106883332","PALOMA RESOURCES, LLC","HOUSTON","77002-5220","DYED DIESEL FUEL BONDED USER"
"10107344755","RIFE ENERGY OPERATING INCORPORATED","FORT WORTH","76109-1934","DYED DIESEL FUEL BONDED USER"
"10107720830","SOJITZ ENERGY VENTURE, INC.","HOUSTON","77042-3635","DYED DIESEL FUEL BONDED USER"
"10203244495","DERICHEBOURG RECYCLING USA, INC.","HOUSTON","77020-3543","DYED DIESEL FUEL BONDED USER"
"10204154404","SPRAGUE OPERATING RESOURCES LLC","PORTSMOUTH","03801-6836","GASOLINE PERMISSIVE SUPPLIER"
"10204154404","SPRAGUE OPERATING RESOURCES LLC","PORTSMOUTH","03801-6836","DIESEL FUEL PERMISSIVE SUPPLIER"
"10206146960","HORIZON PRODUCTION AND OPERATING, LLC","HOUSTON","77019-2153","DYED DIESEL FUEL BONDED USER"
"10206342890","AERO COUNTRY REAL ESTATE LTD","PLANO","75093-5145","AVIATION FUEL DEALER"
"10206746066","DUBLIN AIRPORT ASSOCIATION INCORPORATED","DUBLIN","76446-1908","AVIATION FUEL DEALER"
"10206945775","LLOYD D NABORS DEMOLITION LLC","HUTCHINS","75141-4025","DYED DIESEL FUEL BONDED USER"
"10207636365","BASIN DRILLING, LP","TYLER","75702-7394","DYED DIESEL FUEL BONDED USER"
"10303918410","L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P.","ROCKWALL","75087-9347","AVIATION FUEL DEALER"
"10304273674","SOUTHWEST KANSAS COOP SERVICES, LLC (SKYLAND GRAIN","JOHNSON","67855-0280","GASOLINE DISTRIBUTOR"
"10304273674","SOUTHWEST KANSAS COOP SERVICES, LLC (SKYLAND GRAIN","JOHNSON","67855-0280","DIESEL FUEL DISTRIBUTOR"
"10305448564","BATTALION OIL MANAGEMENT, INC.","HOUSTON","77043-1226","DYED DIESEL FUEL BONDED USER"
"10305996836","COLETO CREEK POWER, LLC","IRVING","75039-2479","DYED DIESEL FUEL BONDED USER"
"10419477202","GEORGE E. WARREN LLC","VERO BEACH","32963-1992","GASOLINE SUPPLIER"
"10419477202","GEORGE E. WARREN LLC","VERO BEACH","32963-1992","DIESEL FUEL SUPPLIER"
"10422718972","CABOT CORPORATION","BOSTON","02210-2058","AVIATION FUEL DEALER"
"10430248301","GULF OIL LIMITED PARTNERSHIP (GREAT ISLAND ENERGY","WELLESLEY HLS","02481-3705","GASOLINE PERMISSIVE SUPPLIER"
"10430248301","GULF OIL LIMITED PARTNERSHIP (GREAT ISLAND ENERGY","WELLESLEY HLS","02481-3705","DIESEL FUEL PERMISSIVE SUPPLIER"
"10430727718","COTERRA ENERGY INC.","HOUSTON","77024-4152","DYED DIESEL FUEL BONDED USER"
"10432434552","NEW ENGLAND PETROLEUM LIMITED PARTNERSHIP","LYNNFIELD","01940-2685","GASOLINE PERMISSIVE SUPPLIER"
"10432434552","NEW ENGLAND PETROLEUM LIMITED PARTNERSHIP","LYNNFIELD","01940-2685","DIESEL FUEL PERMISSIVE SUPPLIER"
"10432803137","DIESEL DIRECT INC.","STOUGHTON","02072-1106","GASOLINE DISTRIBUTOR"
"10434430285","GLOBAL MONTELLO GROUP LLC","WALTHAM","02454-9161","GASOLINE DISTRIBUTOR"
"10434430285","GLOBAL MONTELLO GROUP LLC","WALTHAM","02454-9161","DIESEL FUEL DISTRIBUTOR"
"10434430293","GLOBAL COMPANIES LLC (PETROLEUM GLOBAL SERVICES LL","WALTHAM","02453-1439","GASOLINE SUPPLIER"
"10434430293","GLOBAL COMPANIES LLC (PETROLEUM GLOBAL SERVICES LL","WALTHAM","02453-1439","DIESEL FUEL SUPPLIER"
"10437226235","FAYETTE AERO, LLC","LA GRANGE","78945-0849","AVIATION FUEL DEALER"
"10437341497","AFS FUEL SERVICES L L C","TULSA","74147-0915","AVIATION FUEL DEALER"
"10437691610","NUTRIEN AG SOLUTIONS, INC.","LOVELAND","80538-9001","GASOLINE DISTRIBUTOR"
"10437691610","NUTRIEN AG SOLUTIONS, INC.","LOVELAND","80538-9001","DIESEL FUEL DISTRIBUTOR"
"10438093741","AGRIBIOFUELS, LLC","DAYTON","77535-6566","DIESEL FUEL DISTRIBUTOR"
"10604211507","THE LANE CONSTRUCTION CORPORATION","CHESHIRE","06410-1212","DYED DIESEL FUEL BONDED USER"
"10612590371","UPS FUEL SERVICES, INC.","ATLANTA","30328-3474","GASOLINE DISTRIBUTOR"
"10612590371","UPS FUEL SERVICES, INC.","ATLANTA","30328-3474","DIESEL FUEL SUPPLIER"
"10613136133","EASTERN OIL WELL SERVICE COMPANY","CARRIZO SPGS","78834-6797","DYED DIESEL FUEL BONDED USER"
"10614360989","TRAFIGURA TRADING LLC","HOUSTON","77010-4042","GASOLINE SUPPLIER"
"10614360989","TRAFIGURA TRADING LLC","HOUSTON","77010-4042","DIESEL FUEL SUPPLIER"
"10614665437","VITOL AMERICAS CORP.","HOUSTON","77098-3138","GASOLINE SUPPLIER"
"10614699733","MERIDIAN AGGREGATES COMPANY, A LIMITED PARTNERSHIP","RALEIGH","27612-2309","DYED DIESEL FUEL BONDED USER"
"10614731890","KOLMAR AMERICAS, INC.","SHELTON","06484-6252","GASOLINE SUPPLIER"
"10614731890","KOLMAR AMERICAS, INC.","SHELTON","06484-6252","DIESEL FUEL SUPPLIER"
