"fiscal_year","region","client_age_group","client_race_ethnicity","client_gender","reason","clients"
"2021","1-Lubbock","18-64 with Disability","African American","Female","Emot/Verbl Abuse","1"
"2021","1-Lubbock","18-64 with Disability","African American","Female","Exploitation","5"
"2021","1-Lubbock","18-64 with Disability","African American","Female","Medical Neglect","18"
"2021","1-Lubbock","18-64 with Disability","African American","Female","Men Health Neg.","5"
"2021","1-Lubbock","18-64 with Disability","African American","Female","Physical Abuse","3"
"2021","1-Lubbock","18-64 with Disability","African American","Female","Physical Neglect","93"
"2021","1-Lubbock","18-64 with Disability","African American","Male","Emot/Verbl Abuse","1"
"2021","1-Lubbock","18-64 with Disability","African American","Male","Medical Neglect","25"
"2021","1-Lubbock","18-64 with Disability","African American","Male","Men Health Neg.","3"
"2021","1-Lubbock","18-64 with Disability","African American","Male","Physical Abuse","4"
"2021","1-Lubbock","18-64 with Disability","African American","Male","Physical Neglect","59"
"2021","1-Lubbock","18-64 with Disability","African American","Unknown","Physical Neglect","3"
"2021","1-Lubbock","18-64 with Disability","Anglo","Female","Emot/Verbl Abuse","17"
"2021","1-Lubbock","18-64 with Disability","Anglo","Female","Exploitation","10"
"2021","1-Lubbock","18-64 with Disability","Anglo","Female","Medical Neglect","55"
"2021","1-Lubbock","18-64 with Disability","Anglo","Female","Men Health Neg.","12"
"2021","1-Lubbock","18-64 with Disability","Anglo","Female","Physical Abuse","22"
"2021","1-Lubbock","18-64 with Disability","Anglo","Female","Physical Neglect","186"
"2021","1-Lubbock","18-64 with Disability","Anglo","Female","Sexual Abuse","2"
"2021","1-Lubbock","18-64 with Disability","Anglo","Male","Emot/Verbl Abuse","8"
"2021","1-Lubbock","18-64 with Disability","Anglo","Male","Exploitation","18"
"2021","1-Lubbock","18-64 with Disability","Anglo","Male","Medical Neglect","64"
"2021","1-Lubbock","18-64 with Disability","Anglo","Male","Men Health Neg.","14"
"2021","1-Lubbock","18-64 with Disability","Anglo","Male","Physical Abuse","17"
"2021","1-Lubbock","18-64 with Disability","Anglo","Male","Physical Neglect","192"
"2021","1-Lubbock","18-64 with Disability","Anglo","Male","Sexual Abuse","1"
"2021","1-Lubbock","18-64 with Disability","Asian","Male","Physical Neglect","2"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Female","Emot/Verbl Abuse","8"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Female","Exploitation","5"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Female","Medical Neglect","27"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Female","Men Health Neg.","6"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Female","Physical Abuse","9"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Female","Physical Neglect","104"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Female","Sexual Abuse","6"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Male","Emot/Verbl Abuse","1"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Male","Exploitation","3"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Male","Medical Neglect","28"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Male","Men Health Neg.","5"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Male","Physical Abuse","8"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Male","Physical Neglect","131"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Unknown","Emot/Verbl Abuse","2"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Unknown","Men Health Neg.","1"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Unknown","Physical Abuse","1"
"2021","1-Lubbock","18-64 with Disability","Hispanic","Unknown","Physical Neglect","1"
"2021","1-Lubbock","18-64 with Disability","Native American","Female","Physical Neglect","1"
"2021","1-Lubbock","18-64 with Disability","Native American","Male","Physical Neglect","1"
"2021","1-Lubbock","18-64 with Disability","Other","Female","Emot/Verbl Abuse","1"
"2021","1-Lubbock","18-64 with Disability","Other","Female","Exploitation","2"
"2021","1-Lubbock","18-64 with Disability","Other","Female","Medical Neglect","9"
"2021","1-Lubbock","18-64 with Disability","Other","Female","Men Health Neg.","1"
"2021","1-Lubbock","18-64 with Disability","Other","Female","Physical Abuse","4"
"2021","1-Lubbock","18-64 with Disability","Other","Female","Physical Neglect","33"
"2021","1-Lubbock","18-64 with Disability","Other","Male","Emot/Verbl Abuse","1"
"2021","1-Lubbock","18-64 with Disability","Other","Male","Exploitation","1"
"2021","1-Lubbock","18-64 with Disability","Other","Male","Medical Neglect","5"
"2021","1-Lubbock","18-64 with Disability","Other","Male","Men Health Neg.","1"
"2021","1-Lubbock","18-64 with Disability","Other","Male","Physical Abuse","5"
"2021","1-Lubbock","18-64 with Disability","Other","Male","Physical Neglect","21"
"2021","1-Lubbock","18-64 with Disability","Other","Unknown","Medical Neglect","1"
"2021","1-Lubbock","18-64 with Disability","Other","Unknown","Men Health Neg.","1"
"2021","1-Lubbock","18-64 with Disability","Other","Unknown","Physical Abuse","1"
"2021","1-Lubbock","18-64 with Disability","Other","Unknown","Physical Neglect","1"
"2021","1-Lubbock","65 and Older","African American","Female","Emot/Verbl Abuse","4"
"2021","1-Lubbock","65 and Older","African American","Female","Exploitation","8"
"2021","1-Lubbock","65 and Older","African American","Female","Medical Neglect","19"
"2021","1-Lubbock","65 and Older","African American","Female","Men Health Neg.","3"
"2021","1-Lubbock","65 and Older","African American","Female","Physical Abuse","2"
"2021","1-Lubbock","65 and Older","African American","Female","Physical Neglect","131"
"2021","1-Lubbock","65 and Older","African American","Male","Emot/Verbl Abuse","1"
"2021","1-Lubbock","65 and Older","African American","Male","Exploitation","2"
"2021","1-Lubbock","65 and Older","African American","Male","Medical Neglect","13"
"2021","1-Lubbock","65 and Older","African American","Male","Men Health Neg.","3"
"2021","1-Lubbock","65 and Older","African American","Male","Physical Abuse","2"
"2021","1-Lubbock","65 and Older","African American","Male","Physical Neglect","73"
"2021","1-Lubbock","65 and Older","African American","Unknown","Physical Neglect","2"
"2021","1-Lubbock","65 and Older","Anglo","Female","Emot/Verbl Abuse","38"
"2021","1-Lubbock","65 and Older","Anglo","Female","Exploitation","38"
"2021","1-Lubbock","65 and Older","Anglo","Female","Medical Neglect","160"
"2021","1-Lubbock","65 and Older","Anglo","Female","Men Health Neg.","49"
"2021","1-Lubbock","65 and Older","Anglo","Female","Physical Abuse","36"
"2021","1-Lubbock","65 and Older","Anglo","Female","Physical Neglect","519"
"2021","1-Lubbock","65 and Older","Anglo","Female","Sexual Abuse","2"
"2021","1-Lubbock","65 and Older","Anglo","Male","Emot/Verbl Abuse","16"
"2021","1-Lubbock","65 and Older","Anglo","Male","Exploitation","32"
"2021","1-Lubbock","65 and Older","Anglo","Male","Medical Neglect","116"
"2021","1-Lubbock","65 and Older","Anglo","Male","Men Health Neg.","42"
"2021","1-Lubbock","65 and Older","Anglo","Male","Physical Abuse","17"
"2021","1-Lubbock","65 and Older","Anglo","Male","Physical Neglect","383"
"2021","1-Lubbock","65 and Older","Anglo","Unknown","Emot/Verbl Abuse","1"
"2021","1-Lubbock","65 and Older","Anglo","Unknown","Medical Neglect","1"
"2021","1-Lubbock","65 and Older","Anglo","Unknown","Men Health Neg.","1"
"2021","1-Lubbock","65 and Older","Anglo","Unknown","Physical Abuse","1"
"2021","1-Lubbock","65 and Older","Anglo","Unknown","Physical Neglect","5"
"2021","1-Lubbock","65 and Older","Asian","Female","Exploitation","2"
"2021","1-Lubbock","65 and Older","Asian","Female","Physical Neglect","3"
"2021","1-Lubbock","65 and Older","Asian","Male","Medical Neglect","1"
"2021","1-Lubbock","65 and Older","Asian","Male","Men Health Neg.","1"
"2021","1-Lubbock","65 and Older","Asian","Male","Physical Abuse","1"
"2021","1-Lubbock","65 and Older","Asian","Male","Physical Neglect","3"
"2021","1-Lubbock","65 and Older","Hispanic","Female","Emot/Verbl Abuse","24"
"2021","1-Lubbock","65 and Older","Hispanic","Female","Exploitation","14"
"2021","1-Lubbock","65 and Older","Hispanic","Female","Medical Neglect","48"
"2021","1-Lubbock","65 and Older","Hispanic","Female","Men Health Neg.","11"
"2021","1-Lubbock","65 and Older","Hispanic","Female","Physical Abuse","21"
"2021","1-Lubbock","65 and Older","Hispanic","Female","Physical Neglect","323"
"2021","1-Lubbock","65 and Older","Hispanic","Female","Sexual Abuse","1"
"2021","1-Lubbock","65 and Older","Hispanic","Male","Emot/Verbl Abuse","12"
"2021","1-Lubbock","65 and Older","Hispanic","Male","Exploitation","15"
"2021","1-Lubbock","65 and Older","Hispanic","Male","Medical Neglect","49"
"2021","1-Lubbock","65 and Older","Hispanic","Male","Men Health Neg.","6"
"2021","1-Lubbock","65 and Older","Hispanic","Male","Physical Abuse","14"
"2021","1-Lubbock","65 and Older","Hispanic","Male","Physical Neglect","216"
"2021","1-Lubbock","65 and Older","Hispanic","Unknown","Physical Neglect","1"
"2021","1-Lubbock","65 and Older","Native American","Female","Physical Neglect","1"
"2021","1-Lubbock","65 and Older","Other","Female","Emot/Verbl Abuse","1"
"2021","1-Lubbock","65 and Older","Other","Female","Exploitation","1"
"2021","1-Lubbock","65 and Older","Other","Female","Medical Neglect","9"
"2021","1-Lubbock","65 and Older","Other","Female","Men Health Neg.","6"
"2021","1-Lubbock","65 and Older","Other","Female","Physical Abuse","1"
"2021","1-Lubbock","65 and Older","Other","Female","Physical Neglect","70"
"2021","1-Lubbock","65 and Older","Other","Male","Exploitation","4"
"2021","1-Lubbock","65 and Older","Other","Male","Medical Neglect","7"
"2021","1-Lubbock","65 and Older","Other","Male","Men Health Neg.","2"
"2021","1-Lubbock","65 and Older","Other","Male","Physical Abuse","1"
"2021","1-Lubbock","65 and Older","Other","Male","Physical Neglect","36"
"2021","1-Lubbock","65 and Older","Other","Unknown","Exploitation","2"
"2021","1-Lubbock","65 and Older","Other","Unknown","Medical Neglect","3"
