"id","usdafmid","name","street","city","zip","lat","long","locationtype","day","times","dates","locationdescription","website","facebook","twitter","youtube","othersocialmedia","start","finish","credit","wic","wiccash","sfmnp","snap","organic","bakedgoods","cheese","crafts","flowers","eggs","seafood","herbs","vegetables","honey","jams","maple","meat","nursery","nuts","plants","poultry","prepared","soap","trees","wine","coffee","beans","fruits","grains","juices","mushrooms","petfood","tofu","wildharvested","datasource","insertts","updatets","lastverifieddate","location"
"1","1012335","Boulder Farmers Market","Canyon Boulevard and 13th Street","Boulder","80302","40.015245","-105.277638",,,"Times","May 4 - Oct. 5","Canyon Boulevard and 13th Street","http://www.bcfm.org","www.facebook.com/Boulder-Farmers-Market-512016698971120","www.twitter.com/bldrfarmersmkt",,"www.instagram.com/boulderfarmersmarket","1-Apr","18-Nov","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"Canyon Boulevard and 13th Street
Boulder, Colorado 80302
(40.015245, -105.277638)"
"2","1006305","Briargate Farmers Market","7610 N Union","Colorado Springs","80920","38.824673","-104.840856","Private business parking lot","Wednesday
Sunday","9:00 am - 3:00pm","May 31 - Oct. 11","7610 N. Union Blvd.","www.springsfarmersmarkets.com/#!briargate/csgz",,,,,,,"Y","N","N","N","N","N","Y","Y","Y","N","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","Y","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000","2013-05-05T00:00:00.000","7610 N Union
Colorado Springs, Colorado 80920
(38.824673, -104.840856)"
"6","1001298","Edwards CO Farmers' Market","Edwards Corner","Edwards","81632","39.644032","-106.594119","Private business parking lot",,"Times",,"Edwards Corner","http://www.edwardsfarmersmarket.com",,,,,,,"Y","N","N","N","Y","Y","Y","N","N","N","N","Y","N","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","Y","Y","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"Edwards Corner
Edwards, Colorado 81632
(39.644032, -106.594119)"
"8","1006699","Glenwood Farmers Market","1412 Grand Avenue","Glenwood Springs","81601","39.538067","-107.324839","Private business parking lot",,"Times",,"1412 Grand Avenue",,"https://www.facebook.com/GlenwoodSpringsFarmersMarket",,,,,,"Y","N","N","N","N","-","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"1412 Grand Avenue
Glenwood Springs, Colorado 81601
(39.538067, -107.324839)"
"10","1001888","Farm and Ranch Market (FARM)","28th & North Avenue","Grand Junction",,"39.0774","-108.534",,,"Times",,"28th & North Avenue",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"28th & North Avenue
Grand Junction, Colorado 
(39.0774, -108.534)"
"11","1003819","Greeley Farmers Market at the Depot","902 7th Avenue","Greeley","80631","40.423138","-104.688547",,"Saturday  Wednesday","7:30 AM - 12 PM","May 17 - Oct. 25  
July 9 - Sept. 24","902 7th Avenue","http://www.greeleygov.com/fm","https://www.facebook.com/greeleyfarmersmarket",,,,"13-May","28-Oct","Y","N","N","N","Y","-","Y","N","Y","N","N","N","N","N","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","N","N","N","Y","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"902 7th Avenue
Greeley, Colorado 80631
(40.423138, -104.688547)"
"195",,"Vista Grande  Farmers' Market",,"Colorado Springs",,,,,,"9 a.m. - 3 p.m.","June 9 - Oct. 27","5680 Stetson Hills Blvd.","www.millerfarms.net",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Magpie Supply","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"
Colorado Springs, Colorado 
(38.835224, -104.819798)"
"91","1004823","Brighton Downtown Saturday Market","91 North Main Street","Brighton",,"39.9879","-104.821",,,"Times",,"91 North Main Street",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"91 North Main Street
Brighton, Colorado 
(39.9879, -104.821)"
"112","1003880","Eagle Eye Flea and Farmers' Market","Eagle County Fairgrounds","Eagle",,"39.6546","-106.834",,,"Times",,"Eagle County Fairgrounds",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"Eagle County Fairgrounds
Eagle, Colorado 
(39.6546, -106.834)"
"18","1007748","Parker Farmers Market","Downtown Parker","Parker",,"39.5355","-104.784",,"Sunday","8 AM - 1 PM","May 10 - Mid October","Downtown Parker","http://www.laughingdogfarms.net/tricounty.asp",,,,,"9-May","mid october","N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"Downtown Parker
Parker, Colorado 
(39.5355, -104.784)"
"23","1004069","Denver Urban Homesteading Farmers Market","200 Santa Fe Drive","Denver","80223","39.719549","-104.998287","Other","Saturday
Tuesday
Thursday
Friday",,"Year-round","200 Santa Fe Drive","www.denverurbanhomesteading.com",,,,,"31-Dec","30-Dec","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N",,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"200 Santa Fe Drive
Denver, Colorado 80223
(39.719549, -104.998287)"
"33","1011055","Cherry Creek Fresh Market","3000 E 1st Ave, Denver, CO 80206","Denver","80206","39.717708","-104.958827",,"Saturday
Wednesday","8 AM - 1 PM
9 AM - 1 PM","June 18 - Oct. 25","1st & University (Cherry Creek Shopping Center)","www.coloradofreshmarkets.com","Colorado Fresh Markets","ColoradoFreshMarkets@COfreshmarkets",,,,,"Y","N","N","N","N","Y","Y","N","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","Y","N","N","Y","N","Y","N","Y","Y","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"3000 E 1st Ave, Denver, CO 80206
Denver, Colorado 80206
(39.717708, -104.958827)"
"38","1012723","Woodland Park Farmers Market  Winter","210 E. Midland Avenue","Woodland Park","80683","38.994733","-105.051551",,"Saturday","9 AM - 1 PM","Second Saturdays, Oct. - May","215 E. Midland Road","www.wpfarmersmarket.com","WPFarmers Market","WPFarmers Market",,,"11-Nov","9-Dec","Y","N","N","N","Y","-","Y","Y","Y","N","Y","N","Y","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","N","N","Y","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"210 E. Midland Avenue
Woodland Park, Colorado 80683
(38.994733, -105.051551)"
"44","1010629","Durango Farmers Market","259 W. 9th Street","Durango","81301","37.273057","-107.882769",,"Saturday
Saturday","9 a.m. - 12 p.m. (Oct.), 8 a.m. - 12 p.m.","May 10th thru Sept. 27th 
October 4th thru October 25th","259 W. 9th St.","www.durangofarmersmarket.com/","Durango Farmers Market",,,,"8-May","29-Oct","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","N","Y","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"259 W. 9th Street
Durango, Colorado 81301
(37.273057, -107.882769)"
"48","1011136","Fort Collins Farmers Market","1001 East Harmony Rd","Fort Collins","80525","40.522309","-105.059691",,"Wednesday
Sundays","11 AM - 3 PM rain or shine","May - Oct.","1001 East Harmony Rd","www.fortcollinsfm.com","https://www.facebook.com/pages/Fort-Collins-Farmers-Market-sponsored-by-CAMC/434286586584679?ref=ts&fref=ts",,,,"2-May","14-Nov","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","N","N","Y","N","N","Y","Y","Y","N","Y","Y","Y","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"1001 East Harmony Rd
Fort Collins, Colorado 80525
(40.522309, -105.059691)"
"87","1011149","Berthoud Local Farmers Market","620 Mountin Ave.","Berthoud","80513","40.305329","-105.082636",,,"9 .m. - 1 p.m.","June 25 - Sept. 24","620 Mountin Ave.","http://berthoudlocal.org","facebook.com/berthoudlocal",,,,"24-Jun","23-Sep","Y","N","N","N","N","-","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","N","Y","N","Y","N","N","N","Y","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"620 Mountin Ave.
Berthoud, Colorado 80513
(40.305329, -105.082636)"
"135","1005025","Gulley Greenhouse Farmers' Market","6029 S. Shields","Fort Collins",,"40.5015","-105.097",,,"Times",,"6029 S. Shields","http://www.gulleygreenhouse.com",,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"6029 S. Shields
Fort Collins, Colorado 
(40.5015, -105.097)"
"110","1000417","Doherty High School Farmers Market","4515 Barnes Rd.","Colorado Springs",,"38.8946","-104.744",,,"Times",,"4515 Barnes Rd.",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"4515 Barnes Rd.
Colorado Springs, Colorado 
(38.8946, -104.744)"
"60","1001118","Dillon Farmers Market","121 Buffalo St.  ","Dillon","80435","38.9973","-105.548","Closed-off public street","Friday","9 AM - 2 PM","June 6 - Sept. 19, no Market on Aug. 8","Buffalo St. (By Town Park)","www.facebook.com/dillonfarmersmarket","https://www.facebook.com/pages/Pulaski-County-Farmers-Market/126926763989161",,,,"Jun","Sep","N","N","N","N","N","-","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"121 Buffalo St.
Dillon, Colorado 80435
(38.9973, -105.548)"
"88","1003939","Black Forest Farmers Market","11480 Forest Rd.","Black Forest",,"38.9977","-104.701",,,"Times",,"11480 Forest Rd.",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"11480 Forest Rd.
Black Forest, Colorado 
(38.9977, -104.701)"
"79","1006234","4th Street Farmers Market","315 East 4th St.","Larimer",,"40.3954","-105.073",,,,,"315 East 4th St.","http://www.4thstreetfarmersmarket.com",,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"315 East 4th St.
Larimer, Colorado 
(40.3954, -105.073)"
"80","1001367","American National Bank Downtown Farmers Market Festival","5th and Rood Avenue","Grand Junction",,"39.0682","-108.564",,,"Times",,"5th and Rood Avenue",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"5th and Rood Avenue
Grand Junction, Colorado 
(39.0682, -108.564)"
"83","1016880","Bayfield Downtown Farmers Market","Mill Street at Joe Stephenson Park","Bayfield","81122","37.225579","-107.602898",,,"Times",,"Mill Street at Joe Stephenson Park","http://Bayfielddowntownfarmersmarket.org",,,,,"14-Jun","19-Oct","Y","N","N","N","Y","-","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","Y","N","N","Y","N","Y","N","Y","N","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"Mill Street at Joe Stephenson Park
Bayfield, Colorado 81122
(37.225579, -107.602898)"
"84","1009473","Be Local Winter Farmer's Market","Opera Galleria 123 N College Ave","Fort Collins","80521","40.5878","-105.078",,,"Times",,"Opera Galleria 123 N College Ave","http://www.belocalnc.org/",,,,,,,"Y","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"Opera Galleria 123 N College Ave
Fort Collins, Colorado 80521
(40.5878, -105.078)"
"150","1006742","Larkridge Farmers' Market","I-25 & Hwy. 7 at Larkridge Retail Center","Thornton",,"39.868","-104.972",,,"Times",,"I-25 & Hwy. 7 at Larkridge Retail Center",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"I-25 & Hwy. 7 at Larkridge Retail Center
Thornton, Colorado 
(39.868, -104.972)"
"94","1006846","CCFA Buena Vista Farmers Market","409 E. Main","Buena Vista","81211","38.842674","-106.129207","Closed-off public street",,"Times",,"409 E. Main",,"https://www.facebook.com/pages/Central-Colorado-Foodshed-Alliance/148961155114184",,"Buena Vista",,"7-Jun","11-Oct","Y","N","N","N","Y","-","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","Y","Y","Y","N","N","N","Y","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"409 E. Main
Buena Vista, Colorado 81211
(38.842674, -106.129207)"
