WDID,Water Right Name,Structure Type,Water Source,DIV,WD,County,Q10,Q40,Q160,Section,Township,Range,PM,CoordsEW,CoordsEW Dir,CoordsNS,CoordsNS Dir,UTM x,UTM y,Location Accuracy,Adjudication Type,Adjudication Date,Previous Adj Date,Appropriation Date,Admin No,Order No,Priority No,Case Number,Decreed Uses,Max Decreed Rate,Total Volumetric Limit,Associated WDID,Plan Type,Plan WDID,Comments,More Information,Location,Counties
4304287,PAGODA LAKE MLL,Reservoir,NORTH FORK WHITE RIVER,6,43,RIO BLANCO,,SE,NE,23,2.0 N,89.0 W,S,,,,,300828.4,4444575.5,Spotted from quarters,S,12/31/1976,12/31/1975,03/17/1976,46097,0,,W3218-76,0,,120,,,,,https://dwr.state.co.us/Tools/WaterRights/Transactions/173355,"(40.127935, -107.337589)",1065
4302564,WILCOXSON DITCH NO. 1 HG.2,Ditch,WHITE CREEK,6,43,GARFIELD,,SW,SW,19,3.0 S,93.0 W,S,200,W,0,S,253202.1,4405836.7,Spotted from section lines,"S,C",12/31/2001,12/31/2002,11/16/1999,55882.54741,0,,99CW0325,0,1.5,,,A,4307017,01CW205 CONSOLIDATE WITH 99CW325. AUGMENTED STRUCTURE PLAN ID7017. FILLS COOKIES & JODY'S POND LOC CORRECTED 08CW0071,https://dwr.state.co.us/Tools/WaterRights/Transactions/171370,"(39.766725, -107.881277)",1449
4306057,PICEANCE CK WELL NO  4,Well,RYAN GULCH,6,43,RIO BLANCO,,SE,NE,32,1.0 S,97.0 W,S,,,,,218059.5,4424329.8,Spotted from quarters,O,12/31/1972,,12/31/1913,23375,0,,W1258-72,0,0.011,,,,,,https://dwr.state.co.us/Tools/WaterRights/Transactions/174066,"(39.922167, -108.298913)",1065
4306056,PICEANCE CK WELL NO  3,Well,CORRAL GULCH,6,43,RIO BLANCO,,NW,SE,30,1.0 S,98.0 W,S,,,,,206756.2,4425943.2,Spotted from quarters,O,12/31/1972,,12/31/1912,23010,0,,W1258-72,0,0.077,,,,,,https://dwr.state.co.us/Tools/WaterRights/Transactions/174065,"(39.932841, -108.431675)",1065
4306061,PICEANCE CK WELL NO 17,Well,PICEANCE CREEK,6,43,RIO BLANCO,,SW,SW,3,1.0 S,96.0 W,S,,,,,230207,4431706,Spotted from quarters,O,12/31/1972,,12/31/1963,41637,0,,W1258-72,0,0.033,,,,,,https://dwr.state.co.us/Tools/WaterRights/Transactions/174069,"(39.992479, -108.160043)",1065
4302564,WILCOXSON DITCH NO. 1 HG.2,Ditch,WHITE CREEK,6,43,GARFIELD,,SW,SW,19,3.0 S,93.0 W,S,420,W,30,S,253269.3,4405841.3,Spotted from section lines,"S,C,TT",12/31/2001,12/31/2002,11/16/1999,55882.54741,0,,08CW0071,0,1.5,,4302564,A,4307017,CHANGING TO THIS LOCATION,https://dwr.state.co.us/Tools/WaterRights/Transactions/261554,"(39.76678, -107.880497)",1449
4302563,RYAN'S POND FEEDER DITCH,Ditch,PICEANCE CREEK,6,43,GARFIELD,,NW,SW,25,3.0 S,94.0 W,S,1150,W,1550,S,251817.6,4404744.8,Spotted from section lines,"S,C,TF",12/31/2001,12/31/2002,03/22/2001,55882.55233,0,,08CW0071,0,1,,4302563,A,4307017,CHANGE OF LEGAL DESCRIPTION 08CW0071,https://dwr.state.co.us/Tools/WaterRights/Transactions/259245,"(39.756496, -107.897003)",1449
4302564,WILCOXSON DITCH NO. 1 HG.2,Ditch,WHITE CREEK,6,43,GARFIELD,,SW,SW,19,3.0 S,93.0 W,S,200,W,0,S,253202.1,4405836.7,Spotted from section lines,"S,C,TF",12/31/2001,12/31/2002,11/16/1999,55882.54741,0,,08CW0071,0,1.5,,4302564,A,4307017,CHANGING THIS LOCATION,https://dwr.state.co.us/Tools/WaterRights/Transactions/261553,"(39.766725, -107.881277)",1449
4302562,ROGER'S DITCH,Ditch,PICEANCE CREEK,6,43,GARFIELD,,SW,SW,24,3.0 S,94.0 W,S,600,W,1300,S,251684.8,4406288,Spotted from section lines,"S,C",12/31/1999,12/31/1998,11/16/1999,54741,0,,99CW0325,0,1,,,A,4307017,AUGMENTED STRUCTURE PLAN ID7017. TO FILL ROGER'S POND,https://dwr.state.co.us/Tools/WaterRights/Transactions/171368,"(39.770342, -107.899136)",1449
4302562,ROGER'S DITCH,Ditch,PICEANCE CREEK,6,43,GARFIELD,,SW,SW,24,3.0 S,94.0 W,S,,,,,251719.4,4406091.3,Spotted from quarters,"S,C,AB",12/31/1999,12/31/1998,11/16/1999,54741,0,,08CW0071,0,1,,,,,,https://dwr.state.co.us/Tools/WaterRights/Transactions/242886,"(39.768582, -107.898661)",1449
