"dataset_link","u_id","public","derived_view","parent_uid","domain","type","name","description","visits","creation_date","last_update_date_data","category","keywords","downloads","owner","contactemail","license","publication_stage","published_version_name","published_version_uid","routing_approval","data_provided_by","horizontal_coordinate_system","data_quality_certified","file_size_at_recent_update","sub_agency","update_method","technical_contact_and_phone","expected_update_frequency","horizontal_accuracy","secondary_content_provider","total_records_at_initial_publish","technical_documentation","date_of_inital_publish","field_names_comma_delimited","granularity","date_of_initial_dataset_creation","collection_mode","agency_data_series_page","agency","data_dictionary","publishing_department","stewardship_plan","newest_record_in_dataset","bounding_coordinates","total_columns_at_recent_update","high_value_dataset","api_endpoint","long_description","agency_program_page","source","suggested_by_public","date_released","last_updated","data_source","date_updated","oldest_record_in_dataset","geographic_coverage","positional_accuracy","data_quality_certification","citation","unit_of_analysis","data_governance_plan","total_records_at_recent_update","additional_metadata","business_contact_and_phone","data_collection_instrument","time_period","progress","local_government_entity","update_schedule","frequency_of_update","date_of_most_recent_update","content_type","collection_method","frequency","date_created","status","applicable_information_quality_guideline_designation","source_link","purpose","capabilities","primary_content_provider","canscalesymbols","supportedqueryformats","maxscale","haslabels","htmlpopuptype","privacy_and_confidentiality","copyrighttext","geometrytype","hasattachments","canmodifylayer","fgdc_compliance_geospatial_only","allowotherstoquery","supportsstatistics","maxrecordcount","defaultvisibility","id","secondary_content_editor","spatial_reference_wkid","displayfield","supportsadvancedqueries","currentness_reference","minscale","currentversion","usestandardizedqueries"
"https://data.colorado.gov/d/8ant-mn9d","8ant-mn9d","true","false",,"data.colorado.gov","dataset","COVID-19 Economic Injury Disaster Loans (EIDL) Recipients in Colorado","EIDL recipients from the US SBA, subset to the state of Colorado.","22","2020-10-20T22:22:00.000Z","2020-10-20T22:37:00.000Z","Business","bic,gocodecolorado,colorado,sba,us,eidl,economic,injury,disaster,relief,fund,loan,recipient,covid,coronavirus,recession,covid-19,government,fiscal,policy,business,businesses,local,recovery","6","Colorado Information Marketplace",,"Public Domain","published",,,,"SBA",,,,,"None",,"Static",,,,,,"ActionType,ActionDate,AssistanceType,RecordType,AwardeeOrRecipientLegalEntityName,LegalEntityAddressLine1,LegalEntityAddressLine2,LegalEntityCityName,LegalEntityStateCode,LegalEntityZIP5,LegalEntityCountryCode,LegalEntityForeignCityName,LegalEntityForeignProvinceName,LegalEntityForeignPostalCode,LegalEntityCongressionalDistrict,BusinessTypes,CFDA_Number,PrimaryPlaceOfPerformanceCode,PrimaryPlaceOfPerformanceCountryCode,PrimaryPlaceOfPerformanceZIP+4,PrimaryPlaceOfPerformanceForeignLocationDescription,PrimaryPlaceOfPerformanceCongressionalDistrict,AwardDescription,PeriodOfPerformanceStartDate,PeriodOfPerformanceCurrentEndDate,FederalActionObligation,NonFederalFundingAmount,FaceValueOfDirectLoanOrLoanGuarantee,OriginalLoanSubsidyCost,",,"07/20/2020",,"https://www.sba.gov/funding-programs/loans/coronavirus-relief-options/economic-injury-disaster-loans",,"https://www.sba.gov/funding-programs/loans/coronavirus-relief-options/economic-injury-disaster-loans",,,"6/30/2020",,,,"https://data.colorado.gov/resource/8ant-mn9d.json","Economic Injury Disaster Loans awarded to business entities in the state of Colorado during the COVID-19 pandemic.","https://www.sba.gov/",,,,,"SBA’s Economic Injury Disaster Loan (EIDL) Program",,"4/2/2020","State",,,"SBA - U.S. Small Business Administration","Tabular",,,,,,,,,"None",,,,,,,,,"https://www.sba.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://data.colorado.gov/d/4j38-u7sj","4j38-u7sj","true","false",,"data.colorado.gov","dataset","Road Traffic Counts in Colorado 2019","Traffic counts on public roads under local jurisdiction in 2019. Provided by the CDOT.","27","2020-10-16T20:35:00.000Z","2020-10-16T20:39:00.000Z","Transportation","bic,gocodecolorado,colorado,cdot,colorado department of transportation,transportation,roads,traffic,traffic counts,gis","6","Colorado Information Marketplace",,"Public Domain","published",,,,"CDOT",,,,,"Manual",,"Static",,,,,,"OBJECTID,HPMSYear,SystemID,FundID,LRSROUTE,FROMMEAS,TOMEAS,LENGTH_,FROMDESC,TODESC,HPMSID,REFPT,ENDREFPT,GISID,FIPSCITY,FIPSCOUNTY,FUNCCLASSID,GOVLEVEL,ADMINCLASS,POPULATION,URBAN,UABName,NAAQSID,NHSDESIG,SPECIALSYS,TRKRESTRICT,ACCESS_,ROUTESIGN,ROUTESIGNQUAL,PAVESEGID,SURVEYDATE,PAVETYPE,PRIIRI,PRIPSI,PRIRUTTING,PRIFAULTING,PERCENTCRACK,HPMSCracking,PAVEEXCEPTIONS,PRIYRREHAB,PRITREATMENTDEPTH,PRISURF,PRISURFWD,REGION,TPRID,MPOID,PRICURVECLASS,PRIGRADECLASS,COUNTSTATIONID,COUNTYEAR,AADT,VolumeGroup,AADTYR,AADTDERIV,DHV,DD,AADTSINGLE,AADTCOMB,AADTTRUCKS,PKTRK,OFFPKTRK,PCTPKSU,PCTPKCOMB,PCTOFFPKSU,PCTOFFPKCOMB,YR20FACTOR,ROUTECAPAC,Future_AADT,BUILTYR,OPERATION,MEDIAN,MEDIANWD,MEDIANSF,PRIINSHLDWD,PRIOUTSHLD,PRIOUTSHLDWD,SECINSHLDWD,SECTHRULNQTY,PRITHRULNQTY,THRULNQTY,PRITHRULNWD,HOVTYPE,HOVLNQTY,TOLLID,TOLLTYPE,TOLLCHARGED,HPMS_YRADD,HPMS_YRINSPECT,HPMS_UPDATEYR,RIGIDTHICK,FLEXTHICK,BASETYPE,BASETHICK,CURVES_A,CURVES_B,CURVES_C,CURVES_D,CURVES_E,CURVES_F,GRADES_A,GRADES_B,GRADES_C,GRADES_D,GRADES_E,GRADES_F,CurveLen,GradeLen,PKPARK,WIDENOBSTACLE,WIDENFEAS,SIGHTDIST,SPEEDLIM,INTERSECTION,LTTURNLN,RTTURNLN,SIGNALTYPE,GREENTIME,SIGNALQTY,STOPQTY,OTHERQTY,ROADTERRAIN,HPMS_COMMENTS,ROUTENAME,FROMFEATURE,SEGMDIR,TOFEATURE,SEGMPREFIX,FORESTROUTE,RRXID,TERRAIN,JURSPLIT,HUTF_PROJYR,HUTF_INSPYR,FIPS,ROUTE,SEGMID,HPMSStructureType,STRID,ISDIVIDED,SampleGroupID,DVMT,GapFlag,SATimeStamp,Shape_Length",,,,"http://dtdapps.coloradodot.info/otis/catalog/TraffOff",,,,,,,,,"https://data.colorado.gov/resource/4j38-u7sj.json","Features in this dataset represent traffic counts on public roads under local jurisdiction that are functionally classified as arterials or collectors. Features are represented by polyline (linear) geographic shapes from the Colorado Department of Transportation (CDOT), for 2019","https://www.codot.gov/",,,,,,,,"State",,,"CDOT - Colorado Department of Transportation","Vector Line",,,"http://dtdapps.coloradodot.info/otis/catalog/TraffOn",,,,,,"None",,,,,,,,,"https://www.codot.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://data.colorado.gov/d/fbn4-ype4","fbn4-ype4","true","false",,"data.colorado.gov","dataset","Highway Traffic Counts in Colorado 2019","Traffic counts on highways and various calculations, from Colorado Department of Transportation (CDOT), for 2019.","11","2020-10-16T20:35:00.000Z","2020-10-16T20:39:00.000Z","Transportation","bic,gocodecolorado,colorado,cdot,colorado department of transportation,transportation,highways,traffic,traffic counts,roads,gis","4","Colorado Information Marketplace",,"Public Domain","published",,,,"CDOT",,,,,"None",,"Static",,,,,,"the_geom, objectid, route, refpt, endrefpt, length, updateyr, aadt, aadtyr, countyear, aadtderiv, aadtsingle, aadtcomb, pktrk, offpktrk, yr20factor, dhv, dd, routecapac, edla, vcratio, vcratio20, roadterrai, seasonalgr, countstati, calyr, pctpksu, pctpkcomb, pctoffpksu, pctoffpkco, aadttrucks, objectid_1, isramp, loc_error, shape_stle",,,,"http://dtdapps.coloradodot.info/otis/catalog",,,,,,,,,"https://data.colorado.gov/resource/fbn4-ype4.json","Data has been collected at a variety of locations dating back to 1999 and are factored in to produce the annual average","https://www.codot.gov/",,,,,,,,"State",,,"CDOT - Colorado Department of Transportation","Vector line",,,"http://dtdapps.coloradodot.info/otis/catalog/TraffOn",,,,,,"None",,,,,,,,,"https://www.codot.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://data.colorado.gov/d/e7wz-djhw","e7wz-djhw","true","false",,"data.colorado.gov","dataset","COVID-19 Liquor License Modifications in Colorado","Due to COVID-19, liquor establishments licensed for on-premises sales and consumption of alcohol beverages were closed, and take out and delivery methods were put into place. As Colorado now starts to re-open certain businesses, the Liquor Enforcement Division has been collaborating with local licensing authorities, various state and county public health departments, and various stakeholders, to re-open with limited capacity for on-site consumption of alcohol beverages and food service.","27","2020-11-05T18:14:00.000Z","2020-11-08T11:41:00.000Z","Business","bic,dor,cdor,liquor,covid-19,covid,coronavirus,license,licenses,approved,modified,modification,mod,business,gocodecolorado,outdoor,expansions,distance,distancing,street,row,right,of,way,temporary,biz,dba","2","Colorado Information Marketplace",,"Public Domain","published",,,,"CDOR",,,,,,,"Automated - monthly ",,,,,,"License Number, DBA, Jurisdiction, Date Issued",,,,"https://www.colorado.gov/pacific/enforcement/liquor",,,,,"10/26/2020",,,,"https://data.colorado.gov/resource/e7wz-djhw.json","Approved modifications to liquor licenses due to the covid-19 pandemic. Emergency Regulation 47-302(F) is being adopted to allow on-premises liquor licensed
businesses to apply for temporary modifications with their local and state licensing authority and
to pre plan for temporary outdoor seating areas that support social distancing requirements.","https://cdor.colorado.gov/",,,,,"CDOR Liquor License Data",,"5/20/2020","State",,,"CDOR - Colorado Department of Revenue","Tabular",,,"https://www.colorado.gov/pacific/sites/default/files/Bulletin%2020-07%20%28COVID-19%29.pdf",,,,,,,,,,,,,,,"https://cdor.colorado.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://data.colorado.gov/d/tbm8-vx63","tbm8-vx63","false","false",,"data.colorado.gov","dataset","Test Boilers",,"1","2020-11-02T13:50:00.000Z","2020-11-02T13:55:00.000Z",,,"1","Mike Kwiecinski",,,"published",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://data.colorado.gov/resource/tbm8-vx63.json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://data.colorado.gov/d/xwar-3geb","xwar-3geb","true","false",,"data.colorado.gov","dataset","Breckenridge COVID-19 Business Modifications","Modifications to businesses in Breckenridge, Colorado that were made due to COVID-19.","15","2020-10-29T17:30:00.000Z","2020-10-29T17:39:00.000Z","Business","bic,gocodecolorado,breckenridge,covid,covid-19,coronavirus,modifications,main,street,avenue,porch,patio,liquor,beer,food,restaurant,retsaurants,colorado,mountains,town,mountain,towns,ski,skis,snowboard,resort,area,lift,eat,business,businesses,license,row,right,of,way,co","2","Colorado Information Marketplace",,"Public Domain","published",,,,"Town of Breckenridge",,,,,"None",,"Static",,,,,,"business_name,address,start_date,end_date,type,notes",,,,"https://www.townofbreckenridge.com/live/covid-19",,,,,"10/31/2020",,,,"https://data.colorado.gov/resource/xwar-3geb.json","Modifications to businesses in Breckenridge, Colorado that were made due to COVID-19. Many records are part of Breckenridge's Walkable Main Street program, which ended on 9/28/2020. Modfiications include changes made to private properties.","https://www.townofbreckenridge.com/home",,,,,"Town of Breckenridge Town Clerk",,"5/26/2020","State",,,"Town of Breckenridge","Tabular",,,,,,,,,"None",,,,,,,,,"https://www.townofbreckenridge.com/home",,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://data.colorado.gov/d/93ej-pxq7","93ej-pxq7","true","false",,"data.colorado.gov","href","Colorado Low Head Dam Inventory","Public safety at low head dams is becoming an increasingly important issue as the population of Colorado increases and citizens recreate more and more on waterways within the state.  Efforts such as the low head dam inventory are currently underway to better identify the hazards, educate the recreating public and reduce fatalities and injuries at and around these structures.
The Colorado Low Head Dams inventory includes location information for engineered structures in main stem rivers and their major tributaries. Since the inventory does not include structures on all rivers, it should not be considered an all-inclusive list of all the hazardous structures that may exist.
Structures within the inventory are categorized according to physical attributes and purpose. The three categories are: Diversion structures, grade control structures and recreational structures. Some of the structures have multiple uses.","54","2020-09-29T19:09:00.000Z","2020-09-29T19:09:00.000Z","Recreation","diversion dams,recreational in channel diversions","0","Division of Water Resources","dnr.edo.assist@state.co.us","Public Domain","published",,,,"Department of Natural Resources",,,,,,,,,,,,,,,,,"https://dnr.colorado.gov/colorado-low-head-dams",,,,,,,,,"https://data.colorado.gov/resource/93ej-pxq7.json",,"https://dnr.colorado.gov/",,,,,,,,,,,,,,,,,,,,,"As needed",,,,,,,,,"https://dnr.colorado.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://data.colorado.gov/d/6aqe-63uq","6aqe-63uq","true","false",,"data.colorado.gov","dataset","Scenic Byways in Colorado","Line segment data of CDOT designated scenic byways in Colorado.","19","2020-09-16T19:21:00.000Z","2020-11-04T11:10:00.000Z","Transportation","bic,gocodecolorado,gis,cdot,transportation,scenic,byway,highway,route,line,segment,scenery,rec,recreation,tourism,tour,drive,driving,car,cars,nature,colorado,co,dot,skyway,legends,caminos,antiguos,peak,evans,alpine,loop,river,headwaters,lariat,poudre,cache,trail,ridge,gold,top,rockies,dinosaur,diamond","6","Colorado Information Marketplace",,"Public Domain","published",,,,"CDOT","UTM Zone 13N",,,,"Automated by Staging Server",,"Automated - monthly",,,,,,"objectid, route, name",,,"Digitzed from aerial photography","https://dtdapps.coloradodot.info/otis",,,,,"NA",,,,"https://data.colorado.gov/resource/6aqe-63uq.json","CDOT Scenic Byways route data with corresponding Route Name and Byway Name.","https://dtdapps.coloradodot.info/otis",,,,,"Transportation MapView Scenic Byways",,"NA","State",,,"CDOT - Colorado Department of Transportation","Vector line",,,"https://www.codot.gov/travel/scenic-byways",,,,,,"4th of month",,,,"On-screen digitzing",,,,,"https://dtdapps.coloradodot.info/otis",,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://data.colorado.gov/d/ikpk-kpy4","ikpk-kpy4","false","false",,"data.colorado.gov","dataset","Conditions","test","6","2020-09-15T22:55:00.000Z","2020-09-15T22:59:00.000Z",,,"0","Colorado Information Marketplace","",,"published",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://data.colorado.gov/resource/ikpk-kpy4.json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://data.colorado.gov/d/aueg-2dux","aueg-2dux","true","false",,"data.colorado.gov","file","CO_LOGO",,"3","2020-09-11T18:24:00.000Z","2020-09-11T18:24:00.000Z",,,"1","Kalpana Hanumantharao",,,"published",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://data.colorado.gov/resource/aueg-2dux.json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
