"id","taxyr","businessname1","businessname2","ein","totalassetsboyamt","totalassetseoyamt","totalliabilitiesboyamt","totalliabilitieseoyamt","netassetsorfundbalancesboyamt","netassetsorfundbalanceseoyamt","engagedinexcessbenefittransind","deductiblenoncashcontriind","materialdiversionormisuseind","federatedcampaignsamt","membershipduesamt","fundraisingamt","relatedorganizationsamt","governmentgrantsamt","allothercontributionsamt","noncashcontributionsamt"
"201411609349300621","2013","The Bridge Trust",,"742266006","1916180","2289151",,"0","1916180","2289151","f","f","f",,,,,,"83057",
"201025193493009630","2009","Sunrise Community Health",,"840613289","8704457","9869539","1205222","1404058","7499235","8465481","f","t","f","0","0",,,"2975895","7665815","3327589"
"201100149349300910","2009","HILLTOP HEALTH SERVICES CORPORATION",,"742321009","56762578","55986904","33898722","33225526","22863856","22761378","f","f","f",,,,,"4625494","638758",
"201100259349300805","2009","CRABTREE APARTMENTS",,"841141786","283800","256990","294374","262892","-10574","-5902","f","f","f",,,,,"1924","131","131"
"201100269349300010","2009","Denver Broncos Charities",,"841305294","54721","68900","6545","998","48176","67902","f","f","f",,,,,,,
"201100299349300400","2010","Got Questions Ministries",,"371422141","20955","53813","0","0","20955","53813","f","f","f",,,,,,"164558",
"201100419349300000","2009","Valley Country Club",,"840458222","12009511","11803581","5997873","6024380","6011638","5779201","f","f","f",,,,,,,
"201100459349300890","2009","Park Hill Residence Inc",,"841339020","931058","987284","753040","731833","178018","255451","f","f","f",,,,,,,
"201100459349301400","2009","Battlement Mesa Residence Inc",,"841449940","2807918","2698452","3287755","3356634","-479837","-658182","f","f","f",,,,,,"195",
"201100629349300315","2009","Health SET",,"841102943","750812","880997","70484","156900","680328","724097","f","f","f",,,,,,"239038",
"201100719349300700","2010","LAS BRISAS LEARNING SYSTEMS INC",,"260174430","100","510","0","0","100","510","f","f","f",,,,,,,
"201100749349301015","2009","UNIVERSAL CHASTITY EDUCATION INC",,"201607315","10261","17682","4972","621","5289","17061","f","f","f",,,,,,"151757",
"201100849349300900","2010","Colorado Springs Electrical Joint","Apprenticeship Training Fund","840575011","995309","985019","0","0","995309","985019","f","f","f",,,,,"71978",,
"201101359349300115","2010","ERITREAN COMMUNITY IN CO",,"841144223","568500","559240","568500","559240",,"0","f","f","f",,"31224",,,,,
"201100899349300720","2010","Biblical Education By Extension Inc",,"742752161","1563036","1351964","227382","255880","1335654","1096084","f","f","f",,,,,,"3829742",
"201100979349300610","2009","THE WILDWOOD SCHOOL INC",,"840616743","634309","622741","49189","53522","585120","569219","f","f","f",,,,,"37882","14751",
"201101039349300605","2009","BAYAUD ENTERPRISES INC",,"840616970","3131494","3269288","2249811","2125484","881683","1143804","f","f","f",,,,,,"1570754",
"201101099349300000","2009","Dolphin Swim Club Inc",,"840787141","86017","97046","2728","3471","83289","93575","f","f","f",,,,,,"750",
"201101099349300415","2010","WOMEN OF COURAGE INC",,"841576866","128257","100578","2817","3520","125440","97058","f","f","f",,,,,,"133530","7181"
"201101239349300410","2010","Homeward Pikes Peak",,"134242773","39237","154908","0","81358","39237","73550","f","f","f",,,,,"212099","356295",
"201101239349300620","2010","RUSSIAN CHRISTIAN RADIO INC",,"841203598","322474","224474","656","244","321818","224230","f","f","f",,,,,,"306247",
"201101259349300220","2010","ANNE H GATES TRUST UW 1012028410 R79217007",,"846019358","104397","102224","0","0","104397","102224","f","f","f",,,,,,,
"201101269349300335","2010","CARPENTER ENDOWMENT FUND R79216009 1012028210",,"846019320","181807","178385","0","0","181807","178385","f","f","f",,,,,,,
"201101299349301515","2010","Phoenix Multisport Inc",,"204648043","1751852","1560403","55785","253531","1696067","1306872","f","t","f","240",,,,,"337751","80214"
"201101329349303915","2010","CATTLEMEN'S DAYS INC CO TREASURER",,"721576181","505279","477523","0","-39","505279","477562","f","f","f",,,,,,"168148",
"201101339349300840","2010","WYLY COMMUNITY ART CENTER",,"201188479","151888","146272","46","2782","151842","143490","f","f","f",,,,,"14266","232089",
"201101339349302190","2010","ORIENT LAND TRUST",,"841582988","4064562","3249930","143209","96591","3921353","3153339","f","f","f","0","0",,,"34587","140046","1990"
"201101339349305580","2009","Mercy Regional Medical Center of Durango",,"840405515","111715360","131050427","84155512","90893383","27559848","40157044","f","f","f",,,,,,"70611",
"201101349349300510","2010","BIG THOMPSON WATERSHED FORUM",,"061682189","113884","132402","3770","3740","110114","128662","f","f","f",,,,,"55200","1285",
"201421359349306947","2013","RONALD MCDONALD HOUSE CHARITIES OF","NEW MEXICO INC","850283204","7866015","8217339","41462","43691","7824553","8173648","f","t","f","39626",,"75029",,,"906299","182839"
"201101369349302550","2010","CELEBRATE THE BEAT",,"200670553","17163","39290","0","0","17163","39290","f","f","f",,,,,"500","264380",
"201101369349303575","2010","GOLDEN CIVIC FOUNDATION INC",,"237064045","2528674","2697652","10000","1850","2518674","2695802","f","f","f",,,,,,"1853",
"201101369349304815","2009","Centura Health Corporation",,"841335382","147680856","165941251","72989011","81134824","74691845","84806427","f","f","f",,,,,,"10000000",
"201101379349300100","2010","WILDLAND AWARENESS AND EDUCATIONAL INSTITUTE",,"261731670","3589","63343","0","0","3589","63343","f","f","f","0","0",,,"0","24645","0"
"201101389349300315","2010","WORSHIPLANET INC",,"710640235","67848","75398","0","1200","67848","74198","f","f","f",,,,,,"236011",
"201101399349300810","2010","SAINT BRENDANS IRISH DANCE FOUNDATION",,"841571852","20374","22350","0","0","20374","22350","f","f","f",,"5400",,,,,
"201403179349305080","2013","ASPEN GLOBAL CHANGE INSTITUTE INC",,"841305687","608706","1327541","155441","10232","453265","1317309","f","t","f",,,,,"266599","2748841","380003"
"201101519349300310","2009","Residence at franklin park Inc",,"840630940","1041557","952446","1464307","1463934","-422750","-511488","f","f","f",,,,,"77998","11687",
"201101529349300215","2010","UNITED JEWISH APPEAL ASPEN VALLEY",,"371418235","79493","51488","1205","1741","78288","49747","f","f","f",,"1091",,,,"534238",
"201101549349300710","2010","CLOTHES TO KIDS OF DENVER INC",,"262148733","129230","167474","0","0","129230","167474","f","t","f","18670",,,,,"202152","158106"
"201101829349300005","2010","THE VASCULAR DISEASE FOUNDATION INC",,"841460111","1293948","1401807","69150","105565","1224798","1296242","f","t","f","16324",,,,"193195","1354821","40210"
"201101829349300705","2010","ICAST",,"412139623","165477","347075","157567","198578","7910","148497","f","f","f",,,,,"994160","41872",
"201430139349300238","2012","Tree Care Industry Association Foundation",,"593828176","309735","478802","76703","37325","233032","441477","f","f","f",,,,,,"14784",
"201101919349300100","2010","PROTECTION & EDUCATION RE ANIMALS CULT",,"203726038","139280","79487","34978","30789","104302","48698","f","f","f",,,,,,"314595",
"201101929349300805","2010","Room to Read",,"912003533","20676045","22219059","902472","1196668","19773573","21022391","f","t","f",,,,,"103613","17829274","3022864"
"201101939349300205","2010","BOYS CLUB OF GREELEY FOUNDATION",,"841009628","954545","1015207","0","0","954545","1015207","f","f","f",,,,,,,
"201101969349301310","2009","new schools fund dba newschools venture fund",,"943281780","52163774","55509886","1833052","3104098","50330722","52405788","f","t","f",,,,,,"23056820","1916747"
"201102069349300525","2010","WIND CREST INC",,"510549976","155861180","232861818","164414025","220169872","-8552845","12691946","f","f","f",,,,,,"367437",
"201102109349301010","2010","NATIONAL ASSOCIATION OF COUNSEL FOR CHILDREN",,"840743810","598092","578432","148533","69291","449559","509141","f","f","f",,"80707",,,,"244164",
"201442059349300519","2013","LIGHTHOUSE",,"900616303","33005","74409",,"0","33005","74409","f","f","f",,,,,,"600",
"201102169349300310","2010","Proclamation Ministries Inc",,"470870826","617015","593848","2297","2440","614718","591408","f","f","f",,,,,,"77920",
"201442249349301989","2013","The Loveland Rotary Club Foundation",,"846058583","740422","859490","676","7146","739746","852344","f","f","f",,,"4474",,,"91569","3250"
"201102219349301360","2010","THE GOOD SHEPHERD FOUNDATION",,"841583366","270310","367932","220","531","270090","367401","f","f","f",,,,,,"76815",
"201102229349301550","2010","Young Men's Christian Association of Pueblo Colorado",,"840404925","20519975","20822059","511039","637464","20008936","20184595","f","f","f",,"2229212",,,"421676","309318",
"201102249349300035","2010","COLORADO HOUSING INC",,"840612665","1530891","1503222","849510","904696","681381","598526","f","f","f",,,,,"190780","48762",
"201422109349301102","2013","Global Spheres Inc",,"113843192","64532","70788","0","225","64532","70563","f","f","f","0","0","0","101000","0","257060","0"
"201102289349301330","2010","COLORADO DEMONSTRATION SKIING CO DARREN SZOT",,"743165902","54988","45500","0","0","54988","45500","f","f","f",,,,,,"22850",
"201102519349300230","2010","TIMBERLINE MINISTRIES INC",,"841308567","48964","55541","61135","26350","-12171","29191","f","f","f","65330","22455",,,,,
"201102579349300145","2009","American Numismatic Association Inc",,"486063403","25241032","64638115","4209619","3311925","21031413","61326190","f","t","f",,,,,,"158528",
"201102589349300725","2010","AFRICAID INC",,"841549841","106831","184854","2790","508","104041","184346","f","t","f",,,,,,"215625","28186"
"201102629349300425","2010","ROTARY INTERNATIONAL PUEBLO #43",,"840307713","78364","82917","4415","6500","73949","76417","f","f","f",,"36537",,,,,
"201102729349300700","2010","DURANGO LATINO EDUCATION COALITION",,"841385195","19362","0","0","0","19362","0","f","f","f",,,,,,"102678",
"201102789349300505","2010","BROOMFIELD HIGH SCHOOL BAND PARENTS ASSOCIATION",,"237348117","40957","56007","16","1220","40941","54787","f","f","f","0","20103",,,"0","3996","0"
"201423189349304267","2013","CATHOLIC TELEVISION APOSTOLATE",,"841261595","184460","156099","44783","37306","139677","118793","f","f","f",,,,,,"111000",
"201102989349300015","2010","CERTIFIED FINANCIAL PLANNER BOARD OF","STANDARDS INC","742385850","37873045","42918811","14410888","15565258","23462157","27353553","f","f","f",,,,,,"10000",
"201103089349300710","2010","OTIS A & MARGARET T BARNES TRUST R79224003",,"846023466","14794333","15432376","0","0","14794333","15432376","f","f","f",,,,,,,
"201103099349300205","2010","Allied Housing Inc",,"840584939","3974257","3956546","2897683","2751332","1076574","1205214","f","f","f",,,,,"94584","45082",
"201103119349300620","2010","WHEAT RIDGE 2020 INC",,"562550132","2174226","1863131","793446","397528","1380780","1465603","f","f","f",,,,,"331000","6747","1945"
"201103129349300640","2010","COLORADO RURAL DEVELOPMENTAL COUNCIL",,"134225599","478","71529","12592","8391","-12114","63138","f","f","f",,,,,"41940","62391",
"201103149349300335","2010","THE BUDDY PROGRAM INC",,"742594693","1505241","1684202","49126","45845","1456115","1638357","f","t","f",,,,,"42973","475144","78543"
"201103149349301930","2010","OLD COLORADO CITY HISTORICAL","SOCIETY","840855158","381971","384530","0","1376","381971","383154","f","f","f",,"5736",,,,"8135",
"201103149349302320","2010","CLEAN ENERGY ECONOMY FOR THE REGION",,"200563392","23811","191641","4416","0","19395","191641","f","f","f",,,,,,"145165",
"201103149349302360","2010","MARION DOWNS HEARING CENTER FOUNDATION",,"810569813","966215","917653","0","0","966215","917653","f","f","f",,,,,,"37242","220"
"201103159349302495","2010","The Qalandar School dba The Boulder","Inst For Nature and The Human Spirit","841288920","659860","630790","5690","2372","654170","628418","f","f","f",,,,,,"191216",
"201103159349302535","2010","US LACROSSE INC",,"521765246","9355877","11084315","4210317","5541092","5145560","5543223","f","t","f",,,,,,"1444031","60319"
