"collateralid","fileid","actiontypecode","actiontype","actionreferenceid","recordstatuscode","recordstatus","farmproductflag","farmproductallyears","farmproductstartyear","farmproductendyear","collateraldescription","countyid","county","additionalcollateraldescription"
"5205","6386","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"995665","1344851","A","add",,"A","active","false",,,,"UNKNOWN",,,"See attached"
"237233","251894","A","add",,"A","active","false",,,,"IRS LIEN",,,"SEE DOCUMENT FOR COMPLETE COLLATERAL DESCRIPTION"
"1409212","2057890","A","add",,"A","active","false",,,,"UNKNOWN",,,"SEE COLLATERAL DESCRIPTION WHICH IS ATTACHED HERETO AND INCORPORATED HEREIN BY THIS REFERENCE."
"362604","441745","A","add",,"A","active","false",,,,"PROCEEDS OF COLLATERAL",,,
"192869","199188","A","add",,"A","active","false",,,,"IRS LIEN",,,"SEE DOCUMENT FOR COMPLETE COLLATERAL DESCRIPTION"
"940646","1243653","A","add",,"A","active","false",,,,"UNKNOWN",,,"Crop inventory now owned and hereafter acquired."
"296674","356796","A","add",,"A","active","false",,,,"IRS LIEN",,,"SEE DOCUMENT FOR COMPLETE COLLATERAL DESCRIPTION"
"1185877","1688581","A","add",,"A","active","false",,,,"UNKNOWN",,,"""ALL OF THE DEBTOR'S RIGHT, TITLE AND INTEREST IN PHOTOVOLTAIC SOLAR ENERGY EQUIPMENT (IF ANY), INCLUDING BUT NOT LIMITED TO ROOFTOP SOLAR PANELS, ELECTRICAL INVERTERS, CABLES AND WIRES, SUPPORT BRACKETS, RELATED EQUIPMENT, MONITORING EQUIPMENT, SMART METERS AND ADDITIONS OR REPLACEMENTS OF THE SAME. IN ADDITION, THE SECURITY INTEREST INCLUDES ALL WARRANTIES ISSUED WITH RESPECT TO THE REFERENCED COLLATERAL, ANY RENEWABLE ENERGY OR CARBON CERTIFICATES OR CREDITS (REFERRED TO, AMONG OTHER THINGS, AS ""SRECS""), ANY RENEWABLE ENERGY PRODUCTION INCENTIVES (""PERFORMANCE-BASED INCENTIVES""), AND ANY OTHER ECONOMIC BENEFITS RELATED TO INCENTIVES TO SUPPORT RENEWABLE ENERGY PRODUCTION THAT BORROWER MAY RECEIVE OR BE ENTITLED TO AS A RESULT OF THE PHOTOVOLTAIC SOLAR ENERGY EQUIPMENT."""
"879198","1136683","A","add",,"A","active","false",,,,"UNKNOWN",,,"General intangibles consisting specifically of all of Debtor's right, title and interest now owned or hereafter acquired and where ever located in and to all amounts received by Debtor arising from Debtor's claims in tort against one or more parties for injuries suffered on or about 8/23/2014, and the chooses in action arising from Debtor's claims against one or more parties for injuries suffered on or about 8/23/2014."
"11859","14033","A","add",,"A","active","true","true",,,"ALL FIELD CROPS",,,
"11860","14033","A","add",,"A","active","true","true",,,"HAY",,,
"11862","14033","A","add",,"A","active","true","true",,,"FLAX SEED",,,
"11861","14033","A","add",,"A","active","true","true",,,"BARLEY",,,
"11863","14033","A","add",,"A","active","true","true",,,"OATS",,,
"11865","14033","A","add",,"A","active","true","true",,,"SILAGE",,,"NO DESCRIPTION GIVEN"
"11864","14033","A","add",,"A","active","true","true",,,"SEED CROPS (Specify)",,,
"11856","14033","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"856851","1099597","A","add",,"A","active","false",,,,"UNKNOWN",,,"Medical services and treatment rendered at Centura Penrose Hospital on or about 10/25/2013."
"13788","16179","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"13820","16218","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"13826","16221","A","add",,"A","active","true","true",,,"ALL FIELD CROPS",,,
"13836","16228","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"13922","16316","A","add",,"A","active","true","true",,,"ALL FIELD CROPS",,,
"14105","16488","A","add",,"A","active","true","true",,,"WHEAT",,,
"14103","16488","A","add",,"A","active","true","true",,,"ALL FIELD CROPS",,,
"14104","16488","A","add",,"A","active","true","true",,,"HAY",,,
"14101","16488","A","add",,"A","active","true","true",,,"CATTLE AND CALVES",,,
"14100","16488","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"14119","16489","A","add",,"A","active","true","true",,,"HAY",,,
"14115","16489","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"14116","16489","A","add",,"A","active","true","true",,,"CATTLE AND CALVES",,,
"14118","16489","A","add",,"A","active","true","true",,,"ALL FIELD CROPS",,,
"14121","16489","A","add",,"A","active","true","true",,,"WHEAT",,,
"14495","16892","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"14502","16902","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"14553","16943","A","add",,"A","active","true","true",,,"DRY BEANS",,,
"14550","16943","A","add",,"A","active","true","true",,,"ALL FIELD CROPS",,,
"14555","16943","A","add",,"A","active","true","true",,,"WHEAT",,,
"14548","16943","A","add",,"A","active","true","true",,,"CATTLE AND CALVES",,,
"14551","16943","A","add",,"A","active","true","true",,,"HAY",,,
"14552","16943","A","add",,"A","active","true","true",,,"CORN",,,
"14554","16943","A","add",,"A","active","true","true",,,"SUNFLOWER SEEDS",,,
"14547","16943","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"14566","16944","A","add",,"A","active","true","true",,,"HAY",,,
"14569","16944","A","add",,"A","active","true","true",,,"SUNFLOWER SEEDS",,,
"14567","16944","A","add",,"A","active","true","true",,,"CORN",,,
"14568","16944","A","add",,"A","active","true","true",,,"DRY BEANS",,,
"14570","16944","A","add",,"A","active","true","true",,,"WHEAT",,,
"14565","16944","A","add",,"A","active","true","true",,,"CATTLE AND CALVES",,,
"276766","319500","A","add",,"A","active","false",,,,"General Description",,,"CATEPILLER BACKHOE 420 D SERIAL  # FDP 08117 ALL EQUIPMENT, TOOLS, VEHICLES,  ACCOUNTS RECEIVABLES."
"15133","17587","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"15136","17587","A","add",,"A","active","true","true",,,"ALL FIELD CROPS",,,
"15134","17587","A","add",,"A","active","true","true",,,"CATTLE AND CALVES",,,
"15149","17588","A","add",,"A","active","true","true",,,"ALL FIELD CROPS",,,
"15147","17588","A","add",,"A","active","true","true",,,"CATTLE AND CALVES",,,
"15146","17588","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"15262","17731","A","add",,"A","active","true","true",,,"ALL FIELD CROPS",,,
"705205","853880","A","add",,"A","active","false",,,,"CONTRACT RIGHTS",,,"SUB CONOCO SUB PARCEL A & B M & B LOT PT LT 2"
"146079","138142","A","add",,"A","active","false",,,,"EQUIPMENT",,,"EQUIPMENT"
"546899","687311","A","add",,"A","active","false",,,,"General Description",,,"MEDICAL TREATMENT @ ST. ANTHONY NORTH HOSPITAL. DOI ON OR ABOUT 03/09/09."
"900400","1173749","A","add",,"A","active","false",,,,"UNKNOWN",,,"Medical services and treatment rendered at Centura Penrose Hospital in the amount of $1,693.17 on or about 12/3/2014 for treatment related to accident on 12/3/2014"
"617405","763320","A","add",,"A","active","false",,,,"ACCOUNTS RECEIVABLE/GENERAL INTANGIBLES",,,"ALL ACCOUNTS RECEIVABLE NOW ON THE BOOKS OR TO BE CARRIED ON THE BOOKS.  ALL RIGHTS TO PAYMENT, WHETHER OR NOT EARNED BY PERFORMANCE, INCLUDING, BUT NOT LIMITED TO, PAYMENT FOR PROPERTY OR SERVICES SOLD, LEASED, RENTED, LICENSED, OR ASSIGNED."
"15552","18119","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"1409218","2057900","A","add",,"A","active","false",,,,"UNKNOWN",,,"All rights, title, and interest in and to the following chattel paper and inventory: (i) that certain Vehicle Lease Agreement dated January 27, 2022, by and between Alliance Leasing Corp., as Lessor, and Northrop Grumman Systems Corporation, as Client (Lessee), as further defined by that certain Vehicle Lease Schedule dated February 10, 2022, bearing Lease No. 00-33533-A1 and Unit Number 004 (collectively, the ""Lease""), and all amendments or modifications thereto; and (ii) that certain 2022 RAM 3500 VIN 3C63R3GL3NG152272 covered by the Lease; whether any of the foregoing is now owned or acquired later; all accessions, additions, replacements and substitutions relating to any of the foregoing; all records of any kind relating to any of the foregoing; and all proceeds relating to any of the foregoing (including insurance; general intangibles and accounts)."
"163974","163240","A","add",,"A","active","false",,,,"CONTRACT RIGHTS",,,
"15852","18472","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"535145","675596","A","add",,"A","active","false",,,,"IRS LIEN",,,"SEE DOCUMENT FOR COMPLETE COLLATERAL DESCRIPTION"
"160777","160108","A","add",,"A","active","false",,,,"EQUIPMENT",,,
"1179864","1678249","A","add",,"A","active","false",,,,"UNKNOWN",,,"name predicated on the Straw-man, Ens legis/Trust/Estate described as the debtor and all property is accepted for value and is Exempt from levy. Lien places on debtor entities is for all outstanding property still owed but not yet returned to trust from entities such as municipalities, governments and the like , not on trust entity itself. Trustee is not surety to any account by explicit reservation/indemnification. The following property is hereby registered and liened in the same: All Certificates of Birth Document (California, Book:362 Page:286 Local Registration:3607 Certificate #:2657), SSN/UCC Contract Trust Account-prepaid account Number: 559-15-1698; Exemption Identification Number: 559151698, is herein"
"596534","742162","A","add",,"A","active","false",,,,"IRS LIEN",,,"SEE DOCUMENT FOR COMPLETE COLLATERAL DESCRIPTION"
"1218266","1749586","A","add",,"A","active","false",,,,"UNKNOWN",,,"Solar Panels"
"17099","19928","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"17147","19985","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"17152","19993","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"17185","20035","A","add",,"A","active","true","true",,,"ALL FIELD CROPS",,,
"17489","20374","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"17507","20379","A","add",,"A","active","true","true",,,"TRITICALE",,,"TRITICALE"
"17508","20379","A","add",,"A","active","true","true",,,"WHEAT",,,"WHEAT"
"17505","20379","A","add",,"A","active","true","true",,,"SORGHUM GRAIN",,,"SORGHUM GRAIN"
"17506","20379","A","add",,"A","active","true","true",,,"SUNFLOWER SEEDS",,,"SUNFLOWER SEEDS"
"17504","20379","A","add",,"A","active","true","true",,,"SEED CROPS (Specify)",,,"SEED CROPS"
"17493","20379","A","add",,"A","active","true","true",,,"OTHER FIELD CROPS (SPECIFY)",,,"OTHER FIELD CROPS (SPECIFY)-FORAGE SORGHUM ON HANDOR HERAFTER AQUIRED BY DEBTOR"
"17499","20379","A","add",,"A","active","true","true",,,"BARLEY",,,"BARLEY"
"17501","20379","A","add",,"A","active","true","true",,,"OATS",,,"OATS"
"17503","20379","A","add",,"A","active","true","true",,,"RYE",,,"RYE"
"17500","20379","A","add",,"A","active","true","true",,,"MILLET",,,"MILLET"
"19159","22320","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"19169","22323","A","add",,"A","active","true","true",,,"CATTLE AND CALVES",,,"CATTLE & CALVES"
"19168","22323","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,"ALL LIVESTOCK & LIVESTOCK PRODUCTS"
"19171","22323","A","add",,"A","active","true","true",,,"HAY",,,"HAY"
"19354","22561","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"19357","22564","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"19358","22564","A","add",,"A","active","true","true",,,"CATTLE AND CALVES",,,
"19565","22828","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"20342","23769","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"21481","25155","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"21559","25271","A","add",,"A","active","true","true",,,"ALL LIVESTOCK",,,
"566993","705604","A","add",,"A","active","false",,,,"General Description",,,"ALL INVENTORY, CHATTEL PAPER, ACCOUNTS, EQUIPMENT AND GENERAL INTANGIBLES; WHETHER ANY OF THE FOREGOING IS OWNED NOW OR ACQUIRED LATER; ALL ACCESSIONS, ADDITIONS, REPLACEMENTS, AND SUBSTITUTIONS RELATING TO ANY OF THE FOREGOING; ALL RECORDS OF ANY KIND RELATING TO ANY OF THE FOREGOING; ALL PROCEEDS RELATING TO ANY OF THE FOREGOING (INCLUDING INSURANCE, GENERAL INTANGIBLES AN OTHER ACCOUNTS PROCEEDS)."
"35204","39648","A","add",,"A","active","false",,,,"PRODUCTS OF COLLATERAL",,,
"26114","30246","A","add",,"A","active","false",,,,"EQUIPMENT",,,
"1409264","2057974","A","add",,"A","active","false",,,,"UNKNOWN",,,"All Inventory, Chattel Paper, Accounts, Equipment, and General Intangibles; whether any of the foregoing is owned now or acquired later; all accessions, additions, replacements, and substitutions relating to any of the foregoing; all records of any kind relating to any of the foregoing; all proceeds relating to any of the foregoing (including insurance, general intangibles and other accounts proceeds)"
