"id","taxyr","ein","businessname1","businessname2","address_line_1","address_line_2","city","country_code","postal_code","province","taxperiodbegindt","taxperiodenddt","returntypecd","federaloriginalsubmissioniddt"
"201142159349300114","2009","840746671","ASPEN ART MUSEUM",,"590 N MILL STREET",,"ASPEN",,"81611","CO","2009-10-01T00:00:00.000","2010-09-30T00:00:00.000","990",
"201023193493005080","2009","840382863","VETERANS OF FOREIGN WARS",,"2514 7TH AVENUE",,"GREELEY",,"80631","CO","2009-04-01T00:00:00.000","2010-03-31T00:00:00.000","990",
"201023593492005010","2009","846050853","international union secuirty police and fire professionals of america",,"P O Box 620608",,"Littleton",,"801620608","CO","2009-04-01T00:00:00.000","2010-03-31T00:00:00.000","990EZ",
"201025193493009630","2009","840613289","Sunrise Community Health",,"2930 11th Avenue",,"Evans",,"80620","CO","2009-04-01T00:00:00.000","2010-03-31T00:00:00.000","990",
"201025693492007130","2009","261382809","PIKES PEAK AREA ZONTA FOUNDATION",,"PO BOX 7924",,"COLORADO SPRINGS",,"80933","CO","2009-06-01T00:00:00.000","2010-05-31T00:00:00.000","990EZ",
"201100129349200565","2009","870752876","COLORADO OVARIAN CANCER ALLIANCE",,"PO Box 9216",,"Denver",,"80209","CO","2009-09-01T00:00:00.000","2010-08-31T00:00:00.000","990EZ",
"201100129349200955","2009","364522156","CALLIOPE INC",,"PO Box 384",,"Poncha Springs",,"812420384","CO","2009-12-01T00:00:00.000","2010-11-30T00:00:00.000","990EZ",
"201100149349300910","2009","742321009","HILLTOP HEALTH SERVICES CORPORATION",,"1331 HERMOSA STREET",,"GRAND JUNCTION",,"815064099","CO","2009-08-01T00:00:00.000","2010-07-31T00:00:00.000","990",
"201100219349200010","2009","741884595","COLORADO STATE SCIENCE FAIR INC",,"4007 Lowell Blvd",,"Denver",,"80211","CO","2009-09-01T00:00:00.000","2010-08-31T00:00:00.000","990EZ",
"201100259349300805","2009","841141786","CRABTREE APARTMENTS",,"1550 BLUE SPRUCE DRIVE",,"FORT COLLINS",,"80524","CO","2009-07-01T00:00:00.000","2010-06-30T00:00:00.000","990",
"201100269349300010","2009","841305294","Denver Broncos Charities",,"13655 Broncos Parkway",,"Englewood",,"80112","CO","2009-04-01T00:00:00.000","2010-03-31T00:00:00.000","990",
"201100319349200655","2009","846059175","LITTLE LEAGUE BASEBALL INC",,"P O Box 1744",,"Grand Junction",,"81502","CO","2009-10-01T00:00:00.000","2010-09-30T00:00:00.000","990EZ",
"201100419349300000","2009","840458222","Valley Country Club",,"14601 Country Club Drive",,"Centennial",,"80016","CO","2009-10-01T00:00:00.000","2010-09-30T00:00:00.000","990",
"201100429349200925","2009","311653564","DDC FOOTHILLS HOME",,"1400 Dixon Ave",,"Lafayette",,"80026","CO","2009-07-01T00:00:00.000","2010-06-30T00:00:00.000","990EZ",
"201100439349200700","2009","841059678","Asian Pacific Center for Human Development",,"1544 Elmira Street",,"Aurora",,"80010","CO","2009-07-01T00:00:00.000","2010-06-30T00:00:00.000","990EZ",
