"entityid","fein","name","authorizedofficer","form990tcorporation","extendedduedate","datecreated","fiscalyearend","extensionrequestreason","_990filingstatus","form8868filed"
"20143027819","911699248","EDUCATION FIRST","LUKE BEUTJER",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","OUR FINANCIALS ARE NEARLY COMPLETE, BUT NOT DONE. WE HAD TO RECRUIT/TRAIN A NEW TREASURER DURING THE PANDEMIC.",,"false"
"20183009512","362514518","LA LECHE LEAGUE INTERNATIONAL, INC.","DENNIS CLAPP",,"2021-02-15T00:00:00.000",,"2020-03-31T00:00:00.000","THE FINANCIAL INFORMATION REQUIRED FOR THE REGISTRATION RENEWAL IS NOT YET COMPLETE.",,"false"
"20123002608","204554125","OPERA ON TAP","ANNE RICCI",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","WE ARE CURRENTLY ON AN EXTENSION WITH THE IRS UNTIL NOVEMBER 15, 2020.  WE CAN UPLOAD THE APPROVED FORM.",,"false"
"20183018290","814814298","POLITE TUMOR","EVAN BANKER",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","COMPLETING 2019 FINANCIALS",,"false"
"20033005246","841284837","COMMUNITY SAILING OF COLORADO, LTD.","BRANDON KASS",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","WE ARE CURRENTLY FINISHING OUR 2019 990 TAX FILINGS AND WERE DELAYED DUE TO THE PANDEMIC. A 30-DAY EXTENSION SHOULD BE SUFFICIENT TO COMPLETE OUR TAXES AND COMPLETE THIS PERIODIC REPORT AS WE ARE VERY CLOSE AT THIS TIME. REGARDS, BRANDON",,"false"
"20033009602","841478699","TENDERFOOT CHILD AND FAMILY DEVELOPMENT CENTER","SANDRA B AYERS",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","THE TAX RETURN IS NOT COMPLETE.  I NEED THE TAX RETURN TO MAKE SURE THE NUMBERS ARE ACCURATE",,"false"
"20083007457","841532467","A CHOSEN GENERATION","CHARLES W STECKER",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","REQUEST ESXT4NSION BECAUSE DUE TO COVID ORGANIZATION TAXES HAVE NOT YET BEEN FILED. INFORMATION NEEDED FOR REPORT COMES FROM TAX FORMS.",,"false"
"20183023104","132931242","ECUMENICAL PROJECT FOR INTERNATIONAL COOPERATION, INC","PAUL MCKAY",,"2020-05-15T00:00:00.000",,"2019-06-30T00:00:00.000","EPIC FILED FOR AN EXTENSION ON FORM 8868 TO FILE FORM 990 AND WERE GRANTED AN EXTENSION UNTIL MAY 15, 2020. EPIC'S CPA WILL FILE FORM 990 JULY 1, 2018 TO JUNE 30, 2019 BY THAT DUE DATE.",,"false"
"20203007458","471349730","USONA INSTITUTE, INC.","LIZ VANDERWERFF",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","OUR 2019 AUDITED FINANCIALS ARE NOT YET AVAILABLE.",,"false"
"20173020187","841106761","ZEN CENTER OF DENVER","GREG VAN",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","NEED ADDITIONAL TIME TO OBTAIN THE INFORMATION REQUIRED IN THE FINANCIAL REPORT",,"false"
"20203024536","431208665","HARVESTERS - THE COMMUNITY FOOD NETWORK","MARY HUNT",,"2021-05-15T00:00:00.000",,"2020-06-30T00:00:00.000","ON EXTENSION WITH IRS UNTIL 11/15",,"false"
"20023004651","840643157","COLORADO STATE FIRE FIGHTERS ASSOCIATION","KENNETH G WETTSTEIN",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","WE HAVE HAD A FEW CHANGES TO THE ASSOCIATION AND OUR FILING FOR OUR 8821 FORM HAS BEEN HELD UP BUT SHOULD HAVE NEXT MONTH.   THANK YOU,  KENNETH WETTSTEIN",,"false"
"20143030632","846154601","MURIEL L MACGREGOR CHARITABLE TRUST","WILLIAM G VAN HORN",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","THERE HAS BEEN A TURNOVER IN EMPLOYEES AND I HAVE JUST BECOME AWARE OF THIS. I WILL GATHER THE REQUIRED DOCUMENTATION AND GET IT SUBMITTED ASAP.",,"false"
"20083010112","270131388","OPTOMETRY GIVING SIGHT","LAURA GRADILLAS",,"2022-11-15T00:00:00.000",,"2021-12-31T00:00:00.000","THE FINANCIAL INFORMATION NEEDED FOR THE REGISTRATION IS NOT YET COMPLETE.",,"false"
"20113029170","742357231","PREGNANCY RESOURCE CENTER, INC.","SAYER JACKSON",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","WE HAVE NOT RECEIVED OUR 990'S YET.",,"false"
"20173037034","461608044","VAIL VALLEY LACROSSE CLUB","BRIAN WELCH",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","WE NEED MORE TIME TO OBTAIN ALL FINANCIAL DATA FOR THE MOST RECENT FISCAL YEAR.",,"false"
"20153038225","133648312","THE WINGS CLUB FOUNDATION, INC.","KRYSTLE DAVIS",,"2021-02-15T00:00:00.000",,"2020-03-31T00:00:00.000","THE FINANCIAL INFORMATION NEEDED FOR THE REGISTRATION IS NOT YET COMPLETE.",,"false"
"20103005944","300546977","ESTES PARK RUNNING CLUB, INC.","KATHRYN S ASCHE",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","ADDITIONAL TIME IS NECESSARY TO COMPLETE THE STATE FORM.  THE RELATED FEDERAL TAX RETURN FILING HAS ALREADY BEEN EXTENDED UNTIL 11/15/2020.",,"false"
"20123030648","205577649","FRONT RANGE HIPPOTHERAPY","AMY L MEILEN",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","WE ARE IN THE MIDST OF FINALIZING OUR 2019 TAXES.  WE ASKED FOR AN EXTENSION WITH THAT AS WELL.",,"false"
"20023003134","840933888","REACH PIKES PEAK","PATRICE RAVENSCROFT",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","WE ARE CURRENTLY UNDERGOING A LEADERSHIP CHANGE AS WELL AS A MOVE.",,"false"
"20083006762","760393617","CHERISH OUR CHILDREN INTERNATIONAL (COCI)","KEN WELLS",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","OUR TAXES ARE DUE LATER THIS FALL AND WE ARE STILL FINALIZING THEM.",,"false"
"20103019374","970946480","HEART FOR THE NEEDY","LAURA E OLANIYI",,"2020-11-15T00:00:00.000",,"2019-12-31T00:00:00.000","DUE TO COVID-19 THE ORGANIZATION NEEDS A LITTLE MORE TIME TO ACCURATELY COMPLETE OUR RENEWAL.",,"false"
