"id","county","county_fips","year","age","race","count"
"5","Adams","1","2010","0","Total","126566"
"2","Adams","1","2010","0","White non Hispanic","52645"
"3","Adams","1","2010","0","Hispanic","63660"
"6","Adams","1","2010","0","Black non Hispanic","4228"
"1","Adams","1","2010","0","Asian non Hispanic","5004"
"4","Adams","1","2010","0","American Indian non Hispanic","1029"
"248","Adams","1","2010","18","Total","279944"
"250","Adams","1","2010","18","White non Hispanic","160238"
"252","Adams","1","2010","18","Hispanic","97577"
"249","Adams","1","2010","18","Black non Hispanic","8465"
"247","Adams","1","2010","18","Asian non Hispanic","11114"
"251","Adams","1","2010","18","American Indian non Hispanic","2551"
"493","Adams","1","2010","65","Total","37201"
"495","Adams","1","2010","65","White non Hispanic","27647"
"494","Adams","1","2010","65","Hispanic","7266"
"496","Adams","1","2010","65","Black non Hispanic","743"
"497","Adams","1","2010","65","Asian non Hispanic","1330"
"498","Adams","1","2010","65","American Indian non Hispanic","216"
"11","Adams","1","2011","0","Total","128213"
"8","Adams","1","2011","0","White non Hispanic","52868"
"7","Adams","1","2011","0","Hispanic","64871"
"10","Adams","1","2011","0","Black non Hispanic","4257"
"12","Adams","1","2011","0","Asian non Hispanic","5193"
"9","Adams","1","2011","0","American Indian non Hispanic","1024"
"253","Adams","1","2011","18","Total","285394"
"256","Adams","1","2011","18","White non Hispanic","161542"
"255","Adams","1","2011","18","Hispanic","101094"
"257","Adams","1","2011","18","Black non Hispanic","8674"
"254","Adams","1","2011","18","Asian non Hispanic","11480"
"258","Adams","1","2011","18","American Indian non Hispanic","2604"
"502","Adams","1","2011","65","Total","38592"
"503","Adams","1","2011","65","White non Hispanic","28498"
"501","Adams","1","2011","65","Hispanic","7694"
"500","Adams","1","2011","65","Black non Hispanic","769"
"499","Adams","1","2011","65","Asian non Hispanic","1400"
"504","Adams","1","2011","65","American Indian non Hispanic","231"
"15","Adams","1","2012","0","Total","129476"
"18","Adams","1","2012","0","White non Hispanic","52846"
"16","Adams","1","2012","0","Hispanic","65956"
"14","Adams","1","2012","0","Black non Hispanic","4287"
"17","Adams","1","2012","0","Asian non Hispanic","5371"
"13","Adams","1","2012","0","American Indian non Hispanic","1017"
"259","Adams","1","2012","18","Total","290295"
"262","Adams","1","2012","18","White non Hispanic","162259"
"261","Adams","1","2012","18","Hispanic","104652"
"263","Adams","1","2012","18","Black non Hispanic","8866"
"260","Adams","1","2012","18","Asian non Hispanic","11865"
"264","Adams","1","2012","18","American Indian non Hispanic","2654"
"505","Adams","1","2012","65","Total","40810"
"507","Adams","1","2012","65","White non Hispanic","30031"
"509","Adams","1","2012","65","Hispanic","8232"
"506","Adams","1","2012","65","Black non Hispanic","806"
"510","Adams","1","2012","65","Asian non Hispanic","1490"
"508","Adams","1","2012","65","American Indian non Hispanic","250"
"23","Adams","1","2013","0","Total","130985"
"20","Adams","1","2013","0","White non Hispanic","52834"
"24","Adams","1","2013","0","Hispanic","67247"
"21","Adams","1","2013","0","Black non Hispanic","4335"
"19","Adams","1","2013","0","Asian non Hispanic","5555"
"22","Adams","1","2013","0","American Indian non Hispanic","1014"
"270","Adams","1","2013","18","Total","296072"
"266","Adams","1","2013","18","White non Hispanic","163317"
"268","Adams","1","2013","18","Hispanic","108651"
"267","Adams","1","2013","18","Black non Hispanic","9068"
"265","Adams","1","2013","18","Asian non Hispanic","12327"
"269","Adams","1","2013","18","American Indian non Hispanic","2709"
"513","Adams","1","2013","65","Total","43020"
"515","Adams","1","2013","65","White non Hispanic","31523"
"516","Adams","1","2013","65","Hispanic","8789"
"512","Adams","1","2013","65","Black non Hispanic","846"
"514","Adams","1","2013","65","Asian non Hispanic","1594"
"511","Adams","1","2013","65","American Indian non Hispanic","269"
"26","Adams","1","2014","0","Total","132341"
"25","Adams","1","2014","0","White non Hispanic","52750"
"27","Adams","1","2014","0","Hispanic","68476"
"28","Adams","1","2014","0","Black non Hispanic","4377"
"29","Adams","1","2014","0","Asian non Hispanic","5724"
"30","Adams","1","2014","0","American Indian non Hispanic","1015"
"271","Adams","1","2014","18","Total","302746"
"275","Adams","1","2014","18","White non Hispanic","164775"
"276","Adams","1","2014","18","Hispanic","113068"
"274","Adams","1","2014","18","Black non Hispanic","9287"
"273","Adams","1","2014","18","Asian non Hispanic","12849"
"272","Adams","1","2014","18","American Indian non Hispanic","2767"
"519","Adams","1","2014","65","Total","45126"
"518","Adams","1","2014","65","White non Hispanic","32912"
"522","Adams","1","2014","65","Hispanic","9338"
"521","Adams","1","2014","65","Black non Hispanic","890"
"517","Adams","1","2014","65","Asian non Hispanic","1698"
"520","Adams","1","2014","65","American Indian non Hispanic","287"
"36","Adams","1","2015","0","Total","133942"
"32","Adams","1","2015","0","White non Hispanic","52682"
"35","Adams","1","2015","0","Hispanic","69877"
"34","Adams","1","2015","0","Black non Hispanic","4438"
"31","Adams","1","2015","0","Asian non Hispanic","5924"
"33","Adams","1","2015","0","American Indian non Hispanic","1021"
"277","Adams","1","2015","18","Total","309551"
"278","Adams","1","2015","18","White non Hispanic","166128"
"282","Adams","1","2015","18","Hispanic","117710"
"280","Adams","1","2015","18","Black non Hispanic","9495"
"279","Adams","1","2015","18","Asian non Hispanic","13397"
"281","Adams","1","2015","18","American Indian non Hispanic","2820"
"526","Adams","1","2015","65","Total","47192"
"525","Adams","1","2015","65","White non Hispanic","34239"
"527","Adams","1","2015","65","Hispanic","9904"
"528","Adams","1","2015","65","Black non Hispanic","934"
"523","Adams","1","2015","65","Asian non Hispanic","1809"
"524","Adams","1","2015","65","American Indian non Hispanic","306"
"42","Adams","1","2016","0","Total","134085"
"40","Adams","1","2016","0","White non Hispanic","52057"
"39","Adams","1","2016","0","Hispanic","70516"
"41","Adams","1","2016","0","Black non Hispanic","4441"
"38","Adams","1","2016","0","Asian non Hispanic","6054"
"37","Adams","1","2016","0","American Indian non Hispanic","1017"
"284","Adams","1","2016","18","Total","315003"
"285","Adams","1","2016","18","White non Hispanic","166572"
"286","Adams","1","2016","18","Hispanic","121986"
"287","Adams","1","2016","18","Black non Hispanic","9664"
"283","Adams","1","2016","18","Asian non Hispanic","13921"
"288","Adams","1","2016","18","American Indian non Hispanic","2860"
"529","Adams","1","2016","65","Total","49034"
"533","Adams","1","2016","65","White non Hispanic","35389"
"534","Adams","1","2016","65","Hispanic","10438"
"532","Adams","1","2016","65","Black non Hispanic","975"
"531","Adams","1","2016","65","Asian non Hispanic","1908"
"530","Adams","1","2016","65","American Indian non Hispanic","323"
"46","Adams","1","2017","0","Total","133391"
"47","Adams","1","2017","0","White non Hispanic","51139"
"45","Adams","1","2017","0","Hispanic","70660"
"44","Adams","1","2017","0","Black non Hispanic","4424"
"48","Adams","1","2017","0","Asian non Hispanic","6162"
"43","Adams","1","2017","0","American Indian non Hispanic","1006"
"292","Adams","1","2017","18","Total","319666"
"291","Adams","1","2017","18","White non Hispanic","166405"
"293","Adams","1","2017","18","Hispanic","126148"
"294","Adams","1","2017","18","Black non Hispanic","9797"
"289","Adams","1","2017","18","Asian non Hispanic","14421"
"290","Adams","1","2017","18","American Indian non Hispanic","2894"
"537","Adams","1","2017","65","Total","51012"
"538","Adams","1","2017","65","White non Hispanic","36648"
"536","Adams","1","2017","65","Hispanic","10997"
"540","Adams","1","2017","65","Black non Hispanic","1023"
"535","Adams","1","2017","65","Asian non Hispanic","2003"
"539","Adams","1","2017","65","American Indian non Hispanic","340"
"54","Adams","1","2018","0","Total","133088"
"53","Adams","1","2018","0","White non Hispanic","50373"
"49","Adams","1","2018","0","Hispanic","71020"
"52","Adams","1","2018","0","Black non Hispanic","4419"
"50","Adams","1","2018","0","Asian non Hispanic","6280"
"51","Adams","1","2018","0","American Indian non Hispanic","997"
"299","Adams","1","2018","18","Total","325043"
"298","Adams","1","2018","18","White non Hispanic","166483"
"296","Adams","1","2018","18","Hispanic","130716"
"297","Adams","1","2018","18","Black non Hispanic","9951"
"300","Adams","1","2018","18","Asian non Hispanic","14962"
"295","Adams","1","2018","18","American Indian non Hispanic","2930"
"543","Adams","1","2018","65","Total","53343"
"545","Adams","1","2018","65","White non Hispanic","38142"
"546","Adams","1","2018","65","Hispanic","11631"
"541","Adams","1","2018","65","Black non Hispanic","1079"
"544","Adams","1","2018","65","Asian non Hispanic","2126"
"542","Adams","1","2018","65","American Indian non Hispanic","364"
"55","Adams","1","2019","0","Total","133058"
"59","Adams","1","2019","0","White non Hispanic","49735"
"56","Adams","1","2019","0","Hispanic","71512"
"58","Adams","1","2019","0","Black non Hispanic","4416"
"57","Adams","1","2019","0","Asian non Hispanic","6403"
"60","Adams","1","2019","0","American Indian non Hispanic","992"
"301","Adams","1","2019","18","Total","331431"
"303","Adams","1","2019","18","White non Hispanic","166968"
"306","Adams","1","2019","18","Hispanic","135789"
"305","Adams","1","2019","18","Black non Hispanic","10144"
"304","Adams","1","2019","18","Asian non Hispanic","15558"
"302","Adams","1","2019","18","American Indian non Hispanic","2972"
"550","Adams","1","2019","65","Total","55388"
"547","Adams","1","2019","65","White non Hispanic","39412"
"552","Adams","1","2019","65","Hispanic","12220"
"551","Adams","1","2019","65","Black non Hispanic","1128"
"549","Adams","1","2019","65","Asian non Hispanic","2243"
"548","Adams","1","2019","65","American Indian non Hispanic","385"
"65","Adams","1","2020","0","Total","133067"
"64","Adams","1","2020","0","White non Hispanic","49109"
"63","Adams","1","2020","0","Hispanic","72022"
"62","Adams","1","2020","0","Black non Hispanic","4428"
"61","Adams","1","2020","0","Asian non Hispanic","6518"
"66","Adams","1","2020","0","American Indian non Hispanic","990"
"307","Adams","1","2020","18","Total","338207"
"308","Adams","1","2020","18","White non Hispanic","167620"
"312","Adams","1","2020","18","Hispanic","141071"
"311","Adams","1","2020","18","Black non Hispanic","10321"
"309","Adams","1","2020","18","Asian non Hispanic","16179"
"310","Adams","1","2020","18","American Indian non Hispanic","3016"
"556","Adams","1","2020","65","Total","57583"
"557","Adams","1","2020","65","White non Hispanic","40729"
"555","Adams","1","2020","65","Hispanic","12889"
"553","Adams","1","2020","65","Black non Hispanic","1189"
"554","Adams","1","2020","65","Asian non Hispanic","2370"
"558","Adams","1","2020","65","American Indian non Hispanic","407"
"68","Adams","1","2021","0","Total","133398"
"71","Adams","1","2021","0","White non Hispanic","48610"
"72","Adams","1","2021","0","Hispanic","72704"
"70","Adams","1","2021","0","Black non Hispanic","4447"
"67","Adams","1","2021","0","Asian non Hispanic","6648"
"69","Adams","1","2021","0","American Indian non Hispanic","989"
"313","Adams","1","2021","18","Total","345025"
"314","Adams","1","2021","18","White non Hispanic","168148"
"315","Adams","1","2021","18","Hispanic","146501"
"316","Adams","1","2021","18","Black non Hispanic","10505"
"317","Adams","1","2021","18","Asian non Hispanic","16812"
"318","Adams","1","2021","18","American Indian non Hispanic","3060"
"559","Adams","1","2021","65","Total","59810"
"560","Adams","1","2021","65","White non Hispanic","42064"
"563","Adams","1","2021","65","Hispanic","13570"
"564","Adams","1","2021","65","Black non Hispanic","1249"
"562","Adams","1","2021","65","Asian non Hispanic","2499"
"561","Adams","1","2021","65","American Indian non Hispanic","428"
"76","Adams","1","2022","0","Total","133927"
"77","Adams","1","2022","0","White non Hispanic","48144"
"75","Adams","1","2022","0","Hispanic","73535"
"74","Adams","1","2022","0","Black non Hispanic","4477"
"73","Adams","1","2022","0","Asian non Hispanic","6784"
"78","Adams","1","2022","0","American Indian non Hispanic","988"
"322","Adams","1","2022","18","Total","351942"
"321","Adams","1","2022","18","White non Hispanic","168682"
"324","Adams","1","2022","18","Hispanic","152014"
"323","Adams","1","2022","18","Black non Hispanic","10677"
"320","Adams","1","2022","18","Asian non Hispanic","17464"
"319","Adams","1","2022","18","American Indian non Hispanic","3105"
"570","Adams","1","2022","65","Total","62192"
"566","Adams","1","2022","65","White non Hispanic","43459"
"568","Adams","1","2022","65","Hispanic","14329"
"567","Adams","1","2022","65","Black non Hispanic","1316"
"569","Adams","1","2022","65","Asian non Hispanic","2638"
"565","Adams","1","2022","65","American Indian non Hispanic","450"
"81","Adams","1","2023","0","Total","134697"
"83","Adams","1","2023","0","White non Hispanic","47800"
"80","Adams","1","2023","0","Hispanic","74459"
"79","Adams","1","2023","0","Black non Hispanic","4510"
"84","Adams","1","2023","0","Asian non Hispanic","6942"
"82","Adams","1","2023","0","American Indian non Hispanic","986"
"329","Adams","1","2023","18","Total","359458"
"325","Adams","1","2023","18","White non Hispanic","169345"
"326","Adams","1","2023","18","Hispanic","157940"
"327","Adams","1","2023","18","Black non Hispanic","10868"
"328","Adams","1","2023","18","Asian non Hispanic","18150"
"330","Adams","1","2023","18","American Indian non Hispanic","3156"
"576","Adams","1","2023","65","Total","64648"
"574","Adams","1","2023","65","White non Hispanic","44904"
"572","Adams","1","2023","65","Hispanic","15107"
"573","Adams","1","2023","65","Black non Hispanic","1386"
"571","Adams","1","2023","65","Asian non Hispanic","2778"
"575","Adams","1","2023","65","American Indian non Hispanic","473"
"85","Adams","1","2024","0","Total","135508"
"86","Adams","1","2024","0","White non Hispanic","47446"
"87","Adams","1","2024","0","Hispanic","75440"
"88","Adams","1","2024","0","Black non Hispanic","4534"
"89","Adams","1","2024","0","Asian non Hispanic","7102"
"90","Adams","1","2024","0","American Indian non Hispanic","985"
"334","Adams","1","2024","18","Total","366985"
"335","Adams","1","2024","18","White non Hispanic","169985"
"332","Adams","1","2024","18","Hispanic","163898"
"336","Adams","1","2024","18","Black non Hispanic","11065"
"333","Adams","1","2024","18","Asian non Hispanic","18833"
"331","Adams","1","2024","18","American Indian non Hispanic","3204"
"577","Adams","1","2024","65","Total","67146"
"579","Adams","1","2024","65","White non Hispanic","46330"
"580","Adams","1","2024","65","Hispanic","15931"
"582","Adams","1","2024","65","Black non Hispanic","1457"
"581","Adams","1","2024","65","Asian non Hispanic","2931"
"578","Adams","1","2024","65","American Indian non Hispanic","497"
"94","Adams","1","2025","0","Total","136457"
"95","Adams","1","2025","0","White non Hispanic","47184"
"93","Adams","1","2025","0","Hispanic","76460"
"96","Adams","1","2025","0","Black non Hispanic","4554"
"92","Adams","1","2025","0","Asian non Hispanic","7277"
"91","Adams","1","2025","0","American Indian non Hispanic","982"
"337","Adams","1","2025","18","Total","374529"
"342","Adams","1","2025","18","White non Hispanic","170524"
"340","Adams","1","2025","18","Hispanic","169966"
"338","Adams","1","2025","18","Black non Hispanic","11264"
"339","Adams","1","2025","18","Asian non Hispanic","19519"
"341","Adams","1","2025","18","American Indian non Hispanic","3257"
"587","Adams","1","2025","65","Total","69792"
"588","Adams","1","2025","65","White non Hispanic","47792"
"586","Adams","1","2025","65","Hispanic","16854"
"585","Adams","1","2025","65","Black non Hispanic","1536"
"583","Adams","1","2025","65","Asian non Hispanic","3089"
"584","Adams","1","2025","65","American Indian non Hispanic","520"
"98","Adams","1","2026","0","Total","137698"
"100","Adams","1","2026","0","White non Hispanic","47013"
"99","Adams","1","2026","0","Hispanic","77662"
"102","Adams","1","2026","0","Black non Hispanic","4576"
"97","Adams","1","2026","0","Asian non Hispanic","7465"
"101","Adams","1","2026","0","American Indian non Hispanic","981"
"348","Adams","1","2026","18","Total","382070"
"344","Adams","1","2026","18","White non Hispanic","171042"
"345","Adams","1","2026","18","Hispanic","176049"
"343","Adams","1","2026","18","Black non Hispanic","11470"
"346","Adams","1","2026","18","Asian non Hispanic","20201"
"347","Adams","1","2026","18","American Indian non Hispanic","3308"
"591","Adams","1","2026","65","Total","72249"
"592","Adams","1","2026","65","White non Hispanic","49103"
"593","Adams","1","2026","65","Hispanic","17748"
"589","Adams","1","2026","65","Black non Hispanic","1607"
"590","Adams","1","2026","65","Asian non Hispanic","3249"
"594","Adams","1","2026","65","American Indian non Hispanic","542"
"106","Adams","1","2027","0","Total","139255"
"108","Adams","1","2027","0","White non Hispanic","46953"
"107","Adams","1","2027","0","Hispanic","79036"
"105","Adams","1","2027","0","Black non Hispanic","4599"
"104","Adams","1","2027","0","Asian non Hispanic","7682"
"103","Adams","1","2027","0","American Indian non Hispanic","984"
"354","Adams","1","2027","18","Total","389343"
"349","Adams","1","2027","18","White non Hispanic","171464"
"353","Adams","1","2027","18","Hispanic","181994"
"352","Adams","1","2027","18","Black non Hispanic","11679"
"351","Adams","1","2027","18","Asian non Hispanic","20858"
"350","Adams","1","2027","18","American Indian non Hispanic","3348"
"598","Adams","1","2027","65","Total","74734"
"595","Adams","1","2027","65","White non Hispanic","50376"
"600","Adams","1","2027","65","Hispanic","18702"
"599","Adams","1","2027","65","Black non Hispanic","1677"
"596","Adams","1","2027","65","Asian non Hispanic","3411"
"597","Adams","1","2027","65","American Indian non Hispanic","567"
"112","Adams","1","2028","0","Total","141012"
"111","Adams","1","2028","0","White non Hispanic","46972"
"114","Adams","1","2028","0","Hispanic","80511"
"110","Adams","1","2028","0","Black non Hispanic","4637"
"113","Adams","1","2028","0","Asian non Hispanic","7908"
"109","Adams","1","2028","0","American Indian non Hispanic","983"
"359","Adams","1","2028","18","Total","396562"
"360","Adams","1","2028","18","White non Hispanic","171895"
"358","Adams","1","2028","18","Hispanic","187905"
"357","Adams","1","2028","18","Black non Hispanic","11869"
"355","Adams","1","2028","18","Asian non Hispanic","21496"
"356","Adams","1","2028","18","American Indian non Hispanic","3397"
"603","Adams","1","2028","65","Total","77132"
"606","Adams","1","2028","65","White non Hispanic","51529"
"605","Adams","1","2028","65","Hispanic","19678"
"601","Adams","1","2028","65","Black non Hispanic","1746"
"602","Adams","1","2028","65","Asian non Hispanic","3591"
"604","Adams","1","2028","65","American Indian non Hispanic","589"
"118","Adams","1","2029","0","Total","142866"
"119","Adams","1","2029","0","White non Hispanic","46725"
"117","Adams","1","2029","0","Hispanic","82404"
"116","Adams","1","2029","0","Black non Hispanic","4666"
"115","Adams","1","2029","0","Asian non Hispanic","8087"
"120","Adams","1","2029","0","American Indian non Hispanic","984"
"366","Adams","1","2029","18","Total","403868"
"364","Adams","1","2029","18","White non Hispanic","172742"
"363","Adams","1","2029","18","Hispanic","193417"
"365","Adams","1","2029","18","Black non Hispanic","12073"
"362","Adams","1","2029","18","Asian non Hispanic","22193"
"361","Adams","1","2029","18","American Indian non Hispanic","3443"
"608","Adams","1","2029","65","Total","79381"
"611","Adams","1","2029","65","White non Hispanic","52534"
"610","Adams","1","2029","65","Hispanic","20644"
"607","Adams","1","2029","65","Black non Hispanic","1809"
"609","Adams","1","2029","65","Asian non Hispanic","3784"
"612","Adams","1","2029","65","American Indian non Hispanic","609"
"121","Adams","1","2030","0","Total","145148"
"125","Adams","1","2030","0","White non Hispanic","46633"
"124","Adams","1","2030","0","Hispanic","84527"
"126","Adams","1","2030","0","Black non Hispanic","4706"
"123","Adams","1","2030","0","Asian non Hispanic","8295"
"122","Adams","1","2030","0","American Indian non Hispanic","987"
"370","Adams","1","2030","18","Total","410841"
"369","Adams","1","2030","18","White non Hispanic","173493"
"368","Adams","1","2030","18","Hispanic","198720"
"367","Adams","1","2030","18","Black non Hispanic","12257"
"371","Adams","1","2030","18","Asian non Hispanic","22885"
"372","Adams","1","2030","18","American Indian non Hispanic","3486"
"615","Adams","1","2030","65","Total","81562"
"614","Adams","1","2030","65","White non Hispanic","53415"
"616","Adams","1","2030","65","Hispanic","21674"
"617","Adams","1","2030","65","Black non Hispanic","1877"
"618","Adams","1","2030","65","Asian non Hispanic","3968"
"613","Adams","1","2030","65","American Indian non Hispanic","629"
"132","Adams","1","2031","0","Total","147287"
"131","Adams","1","2031","0","White non Hispanic","46525"
"127","Adams","1","2031","0","Hispanic","86537"
"128","Adams","1","2031","0","Black non Hispanic","4741"
"129","Adams","1","2031","0","Asian non Hispanic","8497"
"130","Adams","1","2031","0","American Indian non Hispanic","987"
"373","Adams","1","2031","18","Total","418265"
"378","Adams","1","2031","18","White non Hispanic","174513"
"374","Adams","1","2031","18","Hispanic","204172"
"375","Adams","1","2031","18","Black non Hispanic","12460"
"376","Adams","1","2031","18","Asian non Hispanic","23590"
"377","Adams","1","2031","18","American Indian non Hispanic","3531"
"623","Adams","1","2031","65","Total","83448"
"622","Adams","1","2031","65","White non Hispanic","54044"
"619","Adams","1","2031","65","Hispanic","22679"
"620","Adams","1","2031","65","Black non Hispanic","1933"
"621","Adams","1","2031","65","Asian non Hispanic","4145"
"624","Adams","1","2031","65","American Indian non Hispanic","647"
"138","Adams","1","2032","0","Total","149637"
"134","Adams","1","2032","0","White non Hispanic","46495"
"137","Adams","1","2032","0","Hispanic","88654"
"135","Adams","1","2032","0","Black non Hispanic","4782"
"133","Adams","1","2032","0","Asian non Hispanic","8718"
"136","Adams","1","2032","0","American Indian non Hispanic","988"
"380","Adams","1","2032","18","Total","425532"
"379","Adams","1","2032","18","White non Hispanic","175400"
"381","Adams","1","2032","18","Hispanic","209612"
"382","Adams","1","2032","18","Black non Hispanic","12664"
"384","Adams","1","2032","18","Asian non Hispanic","24279"
"383","Adams","1","2032","18","American Indian non Hispanic","3576"
"629","Adams","1","2032","65","Total","85258"
"626","Adams","1","2032","65","White non Hispanic","54617"
"628","Adams","1","2032","65","Hispanic","23667"
"625","Adams","1","2032","65","Black non Hispanic","1982"
"627","Adams","1","2032","65","Asian non Hispanic","4329"
"630","Adams","1","2032","65","American Indian non Hispanic","663"
"142","Adams","1","2033","0","Total","151760"
"143","Adams","1","2033","0","White non Hispanic","46417"
"141","Adams","1","2033","0","Hispanic","90610"
"140","Adams","1","2033","0","Black non Hispanic","4817"
"139","Adams","1","2033","0","Asian non Hispanic","8928"
"144","Adams","1","2033","0","American Indian non Hispanic","988"
"385","Adams","1","2033","18","Total","432848"
"390","Adams","1","2033","18","White non Hispanic","176284"
"386","Adams","1","2033","18","Hispanic","215104"
"387","Adams","1","2033","18","Black non Hispanic","12863"
"388","Adams","1","2033","18","Asian non Hispanic","24975"
"389","Adams","1","2033","18","American Indian non Hispanic","3622"
"635","Adams","1","2033","65","Total","87226"
"636","Adams","1","2033","65","White non Hispanic","55206"
"634","Adams","1","2033","65","Hispanic","24773"
"632","Adams","1","2033","65","Black non Hispanic","2038"
"631","Adams","1","2033","65","Asian non Hispanic","4530"
"633","Adams","1","2033","65","American Indian non Hispanic","679"
"150","Adams","1","2034","0","Total","154110"
"147","Adams","1","2034","0","White non Hispanic","46413"
"149","Adams","1","2034","0","Hispanic","92691"
"146","Adams","1","2034","0","Black non Hispanic","4859"
"145","Adams","1","2034","0","Asian non Hispanic","9157"
"148","Adams","1","2034","0","American Indian non Hispanic","989"
"391","Adams","1","2034","18","Total","439442"
"392","Adams","1","2034","18","White non Hispanic","176715"
"395","Adams","1","2034","18","Hispanic","220388"
"393","Adams","1","2034","18","Black non Hispanic","13043"
"396","Adams","1","2034","18","Asian non Hispanic","25635"
"394","Adams","1","2034","18","American Indian non Hispanic","3660"
"639","Adams","1","2034","65","Total","89439"
"640","Adams","1","2034","65","White non Hispanic","55952"
"638","Adams","1","2034","65","Hispanic","25945"
"642","Adams","1","2034","65","Black non Hispanic","2097"
"641","Adams","1","2034","65","Asian non Hispanic","4748"
"637","Adams","1","2034","65","American Indian non Hispanic","697"
"154","Adams","1","2035","0","Total","156459"
"152","Adams","1","2035","0","White non Hispanic","46415"
"153","Adams","1","2035","0","Hispanic","94760"
"151","Adams","1","2035","0","Black non Hispanic","4904"
"156","Adams","1","2035","0","Asian non Hispanic","9391"
"155","Adams","1","2035","0","American Indian non Hispanic","990"
"400","Adams","1","2035","18","Total","445651"
"398","Adams","1","2035","18","White non Hispanic","176875"
"399","Adams","1","2035","18","Hispanic","225597"
"402","Adams","1","2035","18","Black non Hispanic","13207"
"397","Adams","1","2035","18","Asian non Hispanic","26275"
"401","Adams","1","2035","18","American Indian non Hispanic","3696"
"645","Adams","1","2035","65","Total","91975"
"644","Adams","1","2035","65","White non Hispanic","56869"
"646","Adams","1","2035","65","Hispanic","27233"
"647","Adams","1","2035","65","Black non Hispanic","2164"
"648","Adams","1","2035","65","Asian non Hispanic","4992"
"643","Adams","1","2035","65","American Indian non Hispanic","716"
"162","Adams","1","2036","0","Total","159013"
"158","Adams","1","2036","0","White non Hispanic","46488"
"161","Adams","1","2036","0","Hispanic","96936"
"159","Adams","1","2036","0","Black non Hispanic","4956"
"160","Adams","1","2036","0","Asian non Hispanic","9640"
"157","Adams","1","2036","0","American Indian non Hispanic","992"
"408","Adams","1","2036","18","Total","451734"
"404","Adams","1","2036","18","White non Hispanic","176949"
"403","Adams","1","2036","18","Hispanic","230783"
"406","Adams","1","2036","18","Black non Hispanic","13364"
"405","Adams","1","2036","18","Asian non Hispanic","26910"
"407","Adams","1","2036","18","American Indian non Hispanic","3728"
"651","Adams","1","2036","65","Total","94356"
"652","Adams","1","2036","65","White non Hispanic","57660"
"654","Adams","1","2036","65","Hispanic","28502"
"650","Adams","1","2036","65","Black non Hispanic","2229"
