"entityid","entitytype","documentid","fein","name","isparentorganization","organizationname","firstname","middlename","lastname","principaladdress","principalcity","principalcounty","principalstate","principalzipcode","principalzipcode4","mailingaddress","mailingcity","mailingstate","mailingzipcode","mailingzipcode4","phone","fax","website"
"20023003251","CO","20143042053","846038762","DENVER RESCUE MISSION","true","CHAMPA HOUSE",,,,"2544 CHAMPA STREET","Denver",,"CO","80205",,,,"CO",,,"3032971815",,
"20143030995","CO","20213033011","131610451","UNITED SERVICE ORGANIZATIONS, INC.","false",,,,,"8400 PENA BLVD","Denver",,"CO","80249",,,,"CO",,,"3033426880",,
"20023005479","CO","20113018938","840625890","COLORADO WEST REGIONAL MENTAL HEALTH, INC.","false",,,,,"1023 COUNTY RD 610","Granby","GRAND","CO","80446",,"P.O. BOX 726","GRANBY","CO","80446",,"9709452241","9709455523",
"20023003134","CO","20143039513","840933888","PIKES PEAK COMMUNITY ACTION AGENCY, INC.","false",,,,,"925 S. INSTITUTE","Colorado Springs","EL PASO","CO","80903",,,,"CO",,,"7193857910","7193857916",
"20033005503","CO","20173028344","840385934","YOUNG LIFE","false",,,,,"12124 PINE VALLEY CIR","Peyton",,"CO","80831",,,,"CO",,,"7198863146",,
"20023005058","CO","20093001531","840622660","NORTH RANGE BEHAVIORAL HEALTH","false",,,,,"1309 10TH AVENUE","Greeley","WELD","CO","80631",,,,"CO",,,"9703472120","9703539782",
"20093006726","CO","20093008943","841482793","HOLLAND & HART FOUNDATION","false",,,,,"600 EAST MAIN STREET, SUITE 104","Aspen",,"CO","81611",,,,,,,"9709253476",,
"20093003881","CO","20093003881","261457057","VITALITY IN ACTION FOUNDATION","true","FRONT RANGE CHAPTER -- VIA FOUNDATION",,,,"30552 HILLTOP DR","Evergreen","JEFFERSON","CO","80439",,,,,,,"3036741852",,
"20023004395","CO","20113031437","133541913","TEACH FOR AMERICA, INC.","false",,,,,"1391 SPEER BOULEVARD, SUITE 710","Denver",,"CO","80204",,,,"CO",,,"3038934483","3038930414",
"20033003106","CO","20213030215","840645787","SOUTHSIDE CHILDREN'S CENTER #1","false",,,,,"2102 S. PRAIRIE AVE","Pueblo",,"CO","81004",,"2601 SPRAGUE AVENUE","PUEBLO","CO","81004",,"7195642285",,
"20083002913","CO","20213009967","846032037","SOCIETY OF SAINT VINCENT DE PAUL","true","SOCIETY OF ST VINCENT DE PAUL PRESENTATION OF OUR LADY CONFERENCE",,,,"665 IRVING ST","Denver",,"CO","80204",,,,"CO",,,"35344882",,
"20033004791","CO","20083006864","237112507","COLORADO RIGHT TO LIFE COMMITTEE","true","MARANATHA RIGHT TO LIFE",,,,"2050 S ONEIDA SUITE 116","Denver","DENVER","CO","80224",,,,,,,"3037539394",,
"20033002330","CO","20053003003","135643799","DUCKS UNLIMITED, INC.","true","MEEKER",,,,"ONE WATERFOWL WAY","Memphis",,"TN","38120",,,,,,,,,
"20063010743","CO","20183006889","311705370","COMMON CAUSE EDUCATION FUND","false",,,,,"1536 WYNKOOP STREET, STE 300","Denver",,"CO","80202",,,,"CO",,,"3032922163",,
"20043010694","CO","20123005074","942512284","RURAL COMMUNITY ASSISTANCE CORPORATION","true","RURAL COMMUNITY ASSISTANCE CORPORATION",,,,"611 CONCORD AVENUE","Boulder",,"CO","80304",,,,,,,"3035450964",,
"20103023958","CO","20173027968","850433956","NEEDFUL PROVISION, INC.","false",,,,,"25337 CR T.5","Dolores",,"CO","81323",,,,"CO",,,"9708827979",,
"20033004791","CO","20133035785","237112507","COLORADO RIGHT TO LIFE","true","LARIMER COUNTY RIGHT TO LIFE",,,,"2050 S ONEIDA SUITE 116","Denver","DENVER","CO","80224",,,,,,,"3037539394",,
"20043004424","CO","20063004424","841313257","COMMONWORKS","false",,,,,"515 GREENWOOD","Canon City","FREMONT","CO","81212",,,,"CO",,,"7192758796",,
"20023003270","CO","20163000082","841176989","CHRISTIAN LIVING COMMUNITIES","true","CLC CLERMONT PARK (UNIVERSITY HILLS)",,,,"2480 SOUTH CLERMONT STREET","Denver",,"CO","80222",,,,,,,"7209743504",,
"20033007255","CO","20123041766","680163253","MULE DEER FOUNDATION","true","MULE DEER FOUNDATION DROPTINE CHAPTER",,,,"225 W. MAIN STREET","Naturita",,"CO","81422",,,,,,,"9708647335",,
"20123008103","CO","20153011827","570564993","NATIONAL WILD TURKEY FEDERATION, INC.","true","LIMON THUNDERCHICKENS",,,,"P.O. BOX 530","Edgefield",,"CO","29824",,,,"CO",,,"8036373106",,
"20143030461","CO","20173030933","311614650","ORPHAN GRAIN TRAIN, INC.","true","ORPHAN GRAIN TRAIN INC - CASTLE ROCK COLLECTION CENTER",,,,"550 WOLFSENSBERGER ROAD","Castle Rock",,"CO","80109",,,,"CO",,,"3039069573",,
"20023003159","CO","20043002354","840820084","SENIOR HOUSING OPTIONS, INC.","true","PARK HILL RESIDENCE",,,,"1901 EUDORA","Denver","DENVER","CO","80220",,"1510 17TH ST","DENVER","CO","80202",,"3035954464","3035959225",
"20033007255","CO","20123000362","680163253","MULE DEER FOUNDATION","true","MULE DEER FOUNDATION BUCKHORN CHAPTER",,,,"105 CAPITOL SUITE 5","Eagle","EAGLE","CO","81631",,,,,,,"9704710302","9703286021",
"20053010019","CO","20063010600","840472982","ARAPAHOE MENTAL HEALTH CENTER D/B/A ARAPAHOE/DOUGLAS MENTAL HEALTH NET","false",,,,,"61 WEST DAVIES","Littleton","ARAPAHOE","CO","80120",,,,"CO",,,"3037979420",,
"20033007255","CO","20173007799","680163253","MULE DEER FOUNDATION","true","MULE DEER FOUNDATION PIKES PEAK CHAPTER",,,,"6881 METROPOLITAN","Colorado Springs","EL PASO","CO","80911",,,,,,,"7193908471",,
"20083005651","CO","20143017361","841156963","HOPE'S PROMISE","true","HOPE'S PROMISE",,,,"530 MAIN STREET, SUITE A","Grand Junction","MESA","CO","81501",,,,,,,,,
"20033003117","CO","20103000786","840777089","HOSPICE & PALLIATIVE CARE OF NORTHERN COLORADO","false",,,,,"1106 6TH AVENUE","Fort Morgan","MORGAN","CO","80701",,,,,,,"9708673300","9708675381",
"20023005479","CO","20073005079","840625890","COLORADO WEST REGIONAL MENTAL HEALTH, INC.","false",,,,,"439 BREEZE, SUITE 200","Craig","MOFFAT","CO","81625",,,,"CO",,,"9709452241","9709455523",
"20123030533","CO","20123030533","840563240","COLORADO FEDERATION OF GARDEN CLUBS, INC.","true","DIG AND DREAM GARDEN CLUB",,,,"5724 SOUTH GENOA CT.","Aurora",,"CO","80015",,,,"CO",,,"3034841639",,
"20163021141","CO","20203005722","813053404","JORDAN MINISTRIES INC","true","COLORADO WORSHIP CENTER",,,,"53 PALOMA HEIGHTS #103","Colorado Springs",,"CO","80921",,"53 PALOMA HEIGHTS #103","COLORADO SPRINGS","CO","80921",,"9547909910","9547909910",
