"id","taxyr","businessname1","businessname2","ein","pygrantsandsimilarpaidamt","cygrantsandsimilarpaidamt","pybenefitspaidtomembersamt","cybenefitspaidtomembersamt","pysalariescompempbnftpaidamt","cysalariescompempbnftpaidamt","pytotalproffndrsngexpnsamt","cytotalproffndrsngexpnsamt","cytotalfundraisingexpenseamt","pyotherexpensesamt","cyotherexpensesamt","pytotalexpensesamt","cytotalexpensesamt","pyrevenueslessexpensesamt","cyrevenueslessexpensesamt","professionalfundraisingind","compensationprocessceoind","compensationprocessotherind","indivrcvdgreaterthan100kcnt","cntrctrcvdgreaterthan100kcnt","grantstodomesticorgsgrp_totalamt","grantstodomesticorgsgrp_programservicesamt","grantstodomesticindividualsgrp_totalamt","grantstodomesticindividualsgrp_programservicesamt","foreigngrantsgrp_totalamt","foreigngrantsgrp_programservicesamt","compcurrentofcrdirectorsgrp_totalamt","compcurrentofcrdirectorsgrp_programservicesamt","compcurrentofcrdirectorsgrp_managementandgeneralamt","compcurrentofcrdirectorsgrp_fundraisingamt","totalfunctionalexpensesgrp_totalamt","totalfunctionalexpensesgrp_programservicesamt","totalfunctionalexpensesgrp_managementandgeneralamt","totalfunctionalexpensesgrp_fundraisingamt","jointcostsind","totaljointcostsgrp_fundraisingamt","totaljointcostsgrp_managementandgeneralamt","totaljointcostsgrp_programservicesamt","totaljointcostsgrp_totalamt"
"201423099349302007","2013","Valley View Hospital Association",,"840446259","2500","0","0","0","76941803","84800371","0","0","0","67169568","73256882","144113871","158057253","24352485","17420810","f","t","t","94","10",,,,,,,"1608470",,"1608470",,"158057253","120569655","37487598","0","f",,,,
"201810809349300631","2016","NATIONAL ALLIANCE ON MENTAL ILLNESS-COLORADO SPRINGS",,"742338585","250","500","0","0","69344","115824","0","15867","31636","188923","121043","258517","253234","-29337","74392","t","t","f","0","0","500","500","0","0","0","0","66083","52867","6608","6608","253234","179302","42296","31636","f",,,,
"201411609349300526","2013","COMMUNITY COLLEGE OF AURORA","FOUNDATION","841078004","487161","598702",,"0","208039","177331","8133","0","137935","1633024","1556010","2336357","2332043","717357","831252","f","t","t","1",,"598702","598702",,,,,"115017","25582","53245","36190","2332043","2080386","113722","137935","f",,,,
"201203199349307000","2011","THOMAS MACLAREN STATE CHARTER SCHOOL",,"260505334","0","0","0","0","536571","721022","0","0","0",,"335264","1147962","1056286","71423","35432","f","t","t","0","0",,,,,,,"43189",,"43189",,"1056286","844793","211493","0","f",,,,
"201432259349302488","2013","TSOKNYI HUMANITARIAN FOUNDATION DBA","INTERNATIONAL FRIENDS TSOKNYI NEPAL NUNS","201419753","228200","596243","0","0","0","0","0","0","11137","25091","22629","253291","618872","125898","-90904","f","f","f","0","0",,,,,"596243","596243",,,,,"618872","596243","11492","11137","f",,,,
"201402959349300340","2013","SPRING INSTITUTE FOR","INTERCULTURAL LEARNING","840788093",,"0",,"0","1444841","1286904",,"0","0","1301095","1137468","2745936","2424372","-264605","-129048","f","t","t",,,,,,,,,"195180","162399","32781",,"2424372","2115487","308885","0","f",,,,
"201423529349300037","2013","COLORADO SYMPHONY ASSOCIATION",,"840511458","0","0","0","0","7929231","8228400","0","0","601121","4301043","4621789","12230274","12850189","-1387039","970898","f","t","t","2","0",,,,,,,"918815","781621","102856","34338","12850189","9918523","2330545","601121","f",,,,
"201211609349300506","2010","ASPEN CENTER FOR ENVIRONMENTAL STUDIES",,"237042291","0","0","0","0","804322","798534","0","0","113503",,"520036","1274323","1318570","509285","597587","f","t","f","1","0",,,,,,,"115935","38645","38645","38645","1318570","1044595","160472","113503","f",,,,
"201241739349300409","2011","NEW THOMAS LEARNING CENTER OF COLORADO",,"841158482","0","0","0","0","53117","31978","0","0","0",,"16228","91781","48206","-34151","-8730","f","f","f","0","0",,,,,,,,,,,"48206","48206","0","0","f",,,,
"201100629349300315","2009","Health SET",,"841102943","0","0","0","0","0","0","0","0","49304",,"484423","492423","484423","-36674","10325","f","t","t","0","0","0",,"0",,"0",,"0",,,,"484423","387499","47620","49304","t",,,,
