"entityid","fein","name","statementofpurpose","filingdate"
"20183007707","822987996","CONSERVATION DIVER FOUNDATION","CONSERVATION DIVER FOUNDATION IS A NON-PROFIT CORPORATION AND SHALL OPERATE EXCLUSIVELY FOR EDUCATIONAL AND CHARITABLE PURPOSES WITHIN THE MEANING OF SECTION 501 (C)(3) OF THE INTERNAL REVENUE CODE, OR THE CORRESPONDING SECTION OF ANY FUTURE FEDERAL TAX CODE. CONSERVATION DIVER IS A COMPANY DEDICATED TO PROVIDING THE IN-DEPTH TRAINING AND PRACTICAL SKILLS NECESSARY TO ALLOW SCUBA DIVERS AROUND THE WORLD TO CONTRIBUTE PROACTIVELY TO THE PROTECTION, RESEARCH, AND RESTORATION OF MARINE ENVIRONMENTS, PARTICULARLY CORAL REEFS.    THE ORGANIZATION ALSO PROVIDES GRANTS, SCHOLARSHIPS, AND FUNDING TO YOUTH AND LOCAL RESIDENTS TO PARTICIPATE IN COURSES IN ORDER TO EMPOWER LOCAL COMMUNITIES. FURTHERMORE, THE ORGANIZATION USES FUNDS TO ASSIST TRAINED AND CERTIFIED INDIVIDUALS IN ESTABLISHING REEF CONSERVATION CENTERS IN AREAS OF NEED.","2018-03-09T00:00:00.000"
"20143025241","471046788","THE HEART TO HEALTH FOUNDATION, INC.","THE HEART TO HEALTH FOUNDATION, INC. EXISTS TO PROVIDE BASIC MEDICAL CARE IN FOREIGN, DISADVANTAGED COMMUNITIES. THE ORGANIZATION WILL ALSO PROVIDE PREVENTATIVE HEALTH EDUCATION TO HELP THE RESIDENTS OF THESE COMMUNITIES TO BETTER TAKE CARE OF THEMSELVES. ALL SERVICES WILL BE COST FREE TO CLIENTS.     THE ORGANIZATION WILL BRING THEIR MOBILE CLINIC TO A FOREIGN, DISADVANTAGED COMMUNITY AT LEAST ONCE PER YEAR. AS THE ORGANIZATION GROWS, IT WILL INCREASE THE AVERAGE NUMBER OF ANNUAL TRIPS. AT THIS POINT IN TIME, THE ORGANIZATION HAS IDENTIFIED SEVERAL COMMUNITIES IN PERU. THE ORGANIZATION WILL CONTINUE TO SEEK OTHER COMMUNITIES IN PERU AND OTHER FOREIGN COUNTRIES THROUGH PERSONAL CONTACTS, NEEDS ASSESSMENTS, INVITATION, AND OTHER NONPROFIT ORGANIZATIONS. COMMUNITIES MUST BE ECONOMICALLY DISADVANTAGED AND LOCATED IN A RURAL AREA IN ORDER TO QUALIFY FOR ASSISTANCE.    EACH TIME THE ORGANIZATION VISITS A COMMUNITY IN NEED, THEY SPEND APPROXIMATELY FIVE DAYS WITH THE RESIDENTS. DURING THIS TIME, THE ORGANIZATION WILL PROVIDE DENTAL CARE, NECESSARY SURGERIES, TESTING FOR SEXUALLY TRANSMITTED AND INFECTIOUS DISEASES, AND OTHER BASIC MEDICAL NEEDS. COMMUNITY RESIDENTS WILL BE SERVED ON A FIRST COME, FIRST SERVE BASIS. THE ORGANIZATION WILL KEEP RECORDS ON EACH CLIENT INCLUDING THEIR NAME, AGE, AND VITAL SIGNS.     THE ORGANIZATION WILL ALSO OFFER PREVENTATIVE HEALTH EDUCATION. THIS WILL INCLUDE CLASSROOM SESSIONS ON TOPICS SUCH AS BASIC HYGIENE, POSTURE, AND SEXUALLY TRANSMITTED DISEASES. THESE SESSIONS WILL OCCUR ONCE A DAY DURING THEIR STAY IN THE COMMUNITY, AND THE WILL FOCUS ON A DIFFERENT TOPIC EACH DAY.","2018-03-09T00:00:00.000"
"20113018936","274332308","MYTEAM TRIUMPH - ROCKY MOUNTAIN","THE CORPORATION IS FORMED TO RECEIVE AND ADMINISTER FUNDS FOR CHARITABLE, SCIENTIFIC, LITERARAY OR EDUCATIONAL PURPOSES WITHIN THE MEANING OF SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE, AND MORE SPECIFICALLY, TO MATCH DISABLED INDIVIDUALS WITH TEAMS OF ATHLETES TO PROVIDE ENDURANCE EVENT EXPERIENCES FOR THOSE WITH DISABILITIES WHO COULD NOT OTHERWISE HAVE SUCH AN EXPERIENCE. DISABLED INDIVIDUALS WILL PARTICIPATE IN MARATHONS, RUNS, TRIATHLONS, BIKE RIDES, AND OTHER ENDURANCE EVENTS.","2018-03-09T00:00:00.000"
"20113020147","556017181","WEST VIRGINIA UNIVERSITY FOUNDATION, INC.","THE WEST VIRGINIA UNIVERSITY FOUNDATION, INC. SERVES WEST VIRGINIA UNIVERSITY AND ITS AFFILIATED ORGANIZATIONS THAT QUALIFY AS TAX-EXEMPT ORGANIZATIONS UNDER SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE THROUGH EXCELLENCE IN FUNDRAISING, INVESTMENT MANAGEMENT, AND STEWARDSHIP.  THE FOUNDATION MAXIMIZES PRIVATE CHARITABLE SUPPORT AND ACCEPTS, INVESTS, AND MANAGES PRIVATE GIFTS, DONATIONS, AND BEQUESTS.  PRIVATE SUPPORT IS USED TO IMPACT WEST VIRGINIA UNIVERSITY AND ITS AFFILIATED ORGANIZATIONS ACROSS ALL LEVELS INCLUDING STUDENT SCHOLARSHIPS, SALARY SUPPORT, AND CAPITAL PROJECT INITIATIVES.","2018-03-09T00:00:00.000"
"20163003848","410695524","GUSTAVUS ADOLPHUS COLLEGE","GUSTAVUS ADOLPHUS COLLEGE IS A HIGHLY SELECTIVE, PRIVATE, COEDUCATIONAL RESIDENTIAL LIBERAL ARTS COLLEGE AFFILIATED WITH THE EVANGELICAL LUTHERAN CHURCH IN AMERICA.  GUSTAVUS ADOLPHUS COLLEGE PREPARES ITS STUDENTS FOR FULFILLING LIVES OF LEADERSHIP AND SERVICE AND IS COMMITTED TO THE CORE VALUES OF EXCELLENCE, COMMUNITY, JUSTICE, SERVICE AND FAITH.","2018-03-09T00:00:00.000"
"20153042137","026006438","AMERICAN FRIENDS OF THE BLIND IN GREECE","THE AMERICAN FRIENDS OF THE BLIND IN GREECE IDENTIFIES, ACQUIRES, AND DELIVERS THE BEST POSSIBLE RESOURCES AND OPPORTUNITIES AVAILABLE TO ORGANIZATIONS IN GREECE, DEDICATED TO IMPROVING THE LIVES OF GREECE S BLIND AND SEVERELY SIGHT- IMPAIRED PEOPLE.","2018-03-09T00:00:00.000"
"20183007658","824665305","BIKERS FIGHTING CHILDHOOD CANCER","ALL MONEY RAISED GOES TO HELPING FAMILIES FINANCIAL NEEDS WHILE TENDING TO THEIR CHILDREN WITH CANCER.  IF SUCH FAMILIES CANNOT BE FOUND THE MONEY RAISED WILL GO TO THE CHILDREN'S HOSPITAL ONCOLOGY WARD FOR THEIR SOLE USE.  MINUS ALLOWABLE EXPENSES TO CREATE EVENTS.","2018-03-09T00:00:00.000"
"20133018525","020535267","AMERICAN COLLEGE OF OSTEOPATHIC INTERNISTS, INC.","THE PURPOSE OF THE AMERICAN COLLEGE OF OSTEOPATHIC INTERNISTS, INC. (ACOI) IS TO PROVIDE AND EVALUATE POSTDOCTORAL EDUCATION FOR OSTEOPATHIC PHYSICIANS IN THE FIELD OF INTERNAL MEDICINE; PROVIDE AND EVALUATE CONTINUING EDUCATION FOR OSTEOPATHIC INTERNISTS; ENCOURAGE, ADVISE AND ASSIST IN CLINICAL RESEARCH IN OSTEOPATHIC INTERNAL MEDICINE; AND TO AID AND SUPPORT ALL ASPECTS OF THE FURTHERANCE OF OSTEOPATHIC INTERNAL MEDICINE AND ITS PRACTITIONERS.","2018-03-09T00:00:00.000"
"20103008125","840531208","JARROW MONTESSORI SCHOOL","JARROW MONTESSORI, A NOT-FOR-PROFIT, PRIVATE SCHOOL AND THE OLDEST MONTESSORI SCHOOL IN COLORADO, WAS FOUNDED OVER FORTY YEARS AGO IN 1964.  WE SERVE STUDENT POPULATIONS FROM 6 MONTHS TO 12 YEARS OF AGE.","2018-03-09T00:00:00.000"
"20033009124","841480014","THE CHALLENGE FOUNDATION, INC.","THE CHALLENGE FOUNDATION WAS FOUNDED TO HELP ECONOMICALLY DISADVANTAGED CHILDREN ATTAIN COLLEGE READINESS THROUGH A SUMMER EDUCATIONAL AND TUTORIAL PROGRAM, MENTORING, AND SCHOLARSHIPS.","2018-03-09T00:00:00.000"
"20083006331","841547110","RALSTON VALLEY HS MUSIC BOOSTERS","THE MUSIC BOOSTERS PROVIDE FINANCIAL AND MATERIAL ASSISTANCE TO THE RALSTON VALLEY HIGH SCHOOL MUSIC PROGRAMS AND THE STUDENTS.  IN ADDITION, THE BOOSTERS CREATE A POSITIVE UNITY AMONGST SCHOOL ADMINISTRATORS, EDUCATORS, PARENTS AND STUDENTS ACTIVELY INVOLVED IN MUSIC EDUCATION.  THE BOOSTERS INCREASE COMMUNITY AWARENESS AND INVOLVEMENT IN MUSIC ACTIVITIES AND EVENTS.","2018-03-09T00:00:00.000"
"20183007645","453788065","GOSPEL PARTNERS MEDIA, INC.","GOSPEL PARTNERS MEDIA EXISTS TO REACH MILLIONS OF LOST SOULS WITH THE LIFE-CHANGING GOSPEL OF JESUS CHRIST, THOUGH CULTURALLY COMPELLING, BIBLICALLY SOUND, AND GOSPEL-CENTERED PRODUCTIONS FOR RADIO, TV, AND INTERNET.","2018-03-09T00:00:00.000"
"20173008090","811768674","TWEEDS HOLIDAY HOME TOUR, INC.","TWEEDS HOLIDAY HOME TOUR, INC. SHALL BE OPERATED EXCLUSIVELY FOR CHARITABLE PURPOSES, MORE SPECIFICALLY TO RAISE FUNDS FOR THE GREATER TELLER COUNTY NONPROFIT ORGANIZATIONS THAT FOSTER ART, CULTURE, HUMAN SERVICES, ENVIRONMENTAL STEWARDSHIP OR SPORTS AND RECREATION. REVENUES ARE GENERATED BY PRODUCING AN IMPRESSIVE, HIGH QUALITY TOUR EVENT THAT POSITIVELY SHOWCASES THE GREATER TELLER COUNTY AREA AND ITS TALENTS, CREATIVITY AND COMMUNITY COMMITMENT.  FUNDS HAVE BEEN RAISED FOR AND DISTRIBUTED TO UTE PASS SYMPHONY GUILD, WOODLAND PARK ARTS ALLIANCE, UTE PASS HISTORICAL SOCIETY, RAMPART LIBRARY DISTRICT, TELLER SENIOR COALITION, HABITAT FOR HUMANITY, WOODLAND AQUATIC PROJECT, WOODLAND PARK HOCKEY ASSOCIATION, VOICES OF GRIEF, DAYBREAK, PIKES PEAK REGIONAL HOSPITAL FOUNDATION, DICKSON PERFORMING ARTS CENTER, AND TELLER COUNTY REGIONAL ANIMAL SHETLER.","2018-03-09T00:00:00.000"
"20123030683","331207431","GIRLS LEADERSHIP INSTITUTE","GIRLS LEADERSHIP IS A NATIONAL EDUCATIONAL NON-PROFIT CHANGING THE FACE OF LEADERSHIP. GIRLS LEADERSHIP (GL) TEACHES GIRLS THE SKILLS TO KNOW WHO THEY ARE, WHAT THEY BELIEVE, AND HOW TO EXPRESS IT, EMPOWERING THEM TO CREATE CHANGE IN THEIR WORLD. WE WORK WITH GIRLS, PARENTS AND CAREGIVERS, AND EDUCATORS TO ENSURE LASTING IMPACT.    GL'S VISION IS OF A SOCIETY WHERE GIRLS AND WOMEN ENGAGE AUTHENTICALLY AND ASSERTIVELY AT EVERY LEVEL OF DECISION MAKING IN ALL AREAS OF THEIR LIVES.    OUR PROGRAM OFFERINGS INCLUDE PARENT AND DAUGHTER PROGRAMS, DAY CAMPS, SUMMER CAMPS, PARENT EDUCATION PRESENTATIONS AND PROFESSIONAL DEVELOPMENT SEMINARS.    IN THE LAST YEAR WE SERVED 8,300 CLIENTS.","2018-03-09T00:00:00.000"
"20153024453","465632891","RED LOBSTER CARES, INC.","TO PROVIDE CHARITABLE EMERGENCY ASSISTANCE AND DISASTER RELIEF TO EMPLOYEES AND THE DEPENDENTS OF EMPLOYEES OF RED LOBSTER SEAFOOD COMPANY.  TO MAKE CHARITABLE CONTRIBUTIONS TO OTHER ORGANIZATIONS THAT ARE RECOGNIZED AS DESCRIBED IN SECTION 501(C)(3) OF THE CODE AND TO SOLICIT, RECEIVE, INVEST, ADMINISTER AND DISTRIBUTE PROPERTY AND FUNDS FOR THE ABOVE PURPOSES AND FOR NO OTHER PURPOSES.","2018-03-09T00:00:00.000"
