"entityid","fein","name","title","businessname","middlename","firstname","lastname","principaladdress","principalcity","principalstate","principalzipcode","principalzipcode4","mailingaddress","mailingcity","mailingstate","mailingzipcode","mailingzipcode4","phone","subcontractor","inbusiness"
"20153042565","270792775","LEARNING ONE TO ONE FOUNDATION, INC","REGISTERED AGENT",,,"Erika","Twani","440 W BEAVER CREEK BLVD","Avon","CO","81620",,"111 W BEAVER CREEK BLVD","AVON","CO","81620",,,"false","false"
"20083005262","841149543","THE LITERACY PROJECT","TREASURER",,,"Adina","Dean","AVON PUBLIC LIBRARY","Avon","CO","81620",,,,,,,"9708453108","false","true"
"20083005262","841149543","THE LITERACY PROJECT","CUSTODIAN OF FINANCIAL RECORDS",,,"Colleen","Gray","200 BENCHMARK ROAD","Avon","CO","81620",,,,,,,"9709490233","false","false"
"20123033024","460961369","THE CYCLE EFFECT","DIRECTOR",,,"Erik","Garcia","1061 W. BEAVER CREEK BLVD (P.O. BOX  6575)","Avon","CO","81620",,,,,,,"9704450309","false","true"
"20083005262","841149543","THE LITERACY PROJECT","BOARD MEMBER",,,"Brian","Nestor","AVON PUBLIC LIBRARY","Avon","CO","81620",,,,,,,"9707485721","false","true"
"20143028438","453953406","EAGLE VALLEY SENIOR LIFE, INC.","PRESIDENT",,,"Andrew","Zaback","PO BOX 9727","Avon","CO","81620",,,,,,,"9707485708","false","true"
"20143028438","453953406","EAGLE VALLEY SENIOR LIFE, INC.","BOARD MEMBER",,,"Jerry","Sibley","PO BOX 9727","Avon","CO","81620",,,,,,,"9709046028","false","true"
"20143028438","453953406","EAGLE VALLEY SENIOR LIFE, INC.","BOARD MEMBER",,,"Lori","Barnes","10 W. BEAVER CREEK BLVD","Avon","CO","81620",,,,,,,"9704792100","false","true"
"20083005262","841149543","THE LITERACY PROJECT","REGISTERED AGENT","THE LITERACY PROJECT",,,,"AVON PUBLIC LIBRARY","Avon","CO","81620",,"P.O. BOX 608","MINTURN","CO","81645",,,"false","false"
"20063007736","841430248","THE SAMARITAN CENTER OF THE ROCKIES","DIRECTOR",,,"Ethan","Moore","90 LARIAT LOOP","Edwards","CO","81632",,"PMB 240, P O BOX 19000","AVON","CO","81620",,"9","false","true"
"20153033049","900996653","SUICIDE PREVENTION COALITION OF EAGLE VALLEY","REGISTERED AGENT",,,"Greg","Daly","60 BUCK CREEK ROAD","Avon","CO","81620",,"PO BOX 5913","EAGLE","CO","81631",,,"false","false"
"20073008181","841343263","RED RIBBON PROJECT","REGISTERED AGENT",,"A","Paula","Palmateer","34520 US HIGHWAY 6 UNIT C 10","Edwards","CO","81632",,"PO BOX 6058","AVON","CO","81620",,,"false","false"
"20073008181","841343263","RED RIBBON PROJECT","BOARD MEMBER",,,"Gerry","Lopez","PO BOX 6058","Avon","CO","81620",,,,,,,"9703316506","false","true"
"20153033049","900996653","SUICIDE PREVENTION COALITION OF EAGLE VALLEY","MEMBER AT LARGE",,,"Agnes","Harakal","60 BUCK CREEK ROAD","Avon","CO","81620",,,,,,,"9707484410","false","true"
"20153033049","900996653","SUICIDE PREVENTION COALITION OF EAGLE VALLEY","PRESIDENT",,,"Greg","Daly","60 BUCK CREEK RD","Avon","CO","81620",,,,,,,"9707484410","false","false"
"20153033049","900996653","SUICIDE PREVENTION COALITION OF EAGLE VALLEY","MEMBER AT LARGE",,,"Gerry","Lopez","60 BUCK CREEK ROAD","Avon","CO","81620",,,,,,,"9707484410","false","true"
"20073008181","841343263","RED RIBBON PROJECT","PRESIDENT",,,"White","Monica","PO BOX  6058","Avon","CO","81620",,,,,,,"9708275900","false","false"
"20123019305","541786436","NAHMA EDUCATIONAL FOUNDATION","DIRECTOR",,,"Alice","Fletcher","1821 AVON STREET, SUITE 200","Charlottesville","VA","22902",,,,,,,"4349792900","false","true"
"20153033049","900996653","SUICIDE PREVENTION COALITION OF EAGLE VALLEY","PRESIDENT",,,"Greg","Daly","1 LAKE STREET","Avon","CO","81620",,,,,,,"9707484410","false","true"
"20073008181","841343263","RED RIBBON PROJECT","CUSTODIAN OF FINANCIAL RECORDS",,,"Joel","Barndt","P. O. BOX 6058","Avon","CO","81620",,,,,,,"4066988586","false","false"
"20093002052","263651313","HOSPICE OF THE VALLEY","TREASURER",,,"Colleen","Weiss-hanen","P.O. BOX 9550","Avon","CO","81620",,,,,,,"9707903105","false","true"
"20163024016","813152753","TEAM LEO ANIMAL RESCUE","PRESIDENT, DIRECTOR",,,"Holly","Walthers","41199 HIGHWAY 6, BAY 4","Avon","CO","81620",,,,,,,"9709490922","false","true"
"20163024016","813152753","TEAM LEO ANIMAL RESCUE","REGISTERED AGENT",,,"Holly","Walthers","41199 HIGHWAY 6, BAY 4","Avon","CO","81620",,"PO BOX 399","VAIL","CO","81658",,,"false","false"
"20163024016","813152753","TEAM LEO ANIMAL RESCUE","SECRETARY, DIRECTOR",,,"Lisa","Walthers","41199 HIGHWAY 6, BAY 4","Avon","CO","81620",,,,,,,"9709490922","false","true"
"20093002052","263651313","HOSPICE OF THE VALLEY","VICE-CHAIR",,,"Michael","Brown","10 W BEAVER CREEK RD.","Avon","CO","81620",,,,,,,"9707485702","false","true"
"20173037034","461608044","VAIL VALLEY LACROSSE CLUB","REGISTERED AGENT","VAIL VALLEY LACROSSE CLUB",,,,"1967 CIRCLE DRIVE","Vail","CO","81657",,"PO BOX 5910","AVON","CO","81620",,,"false","false"
"20163024016","813152753","TEAM LEO ANIMAL RESCUE","PRESIDENT",,,"Holly","Walthers","41199 HIGHWAY 6, BAY 4","Avon","CO","81620",,,,,,,"9709490922","false","false"
"20173037034","461608044","VAIL VALLEY LACROSSE CLUB","TREASURER",,,"Stephanie","Novasad","P.O. BOX 5910","Avon","CO","81620",,,,,,,"9708458000","false","true"
"20043009006","841359124","VAIL VALLEY CHARITABLE FUND, INC.","SECRETARY",,,"Peter","Brill","P.O. BOX 1498","Avon","CO","81620",,,,,,,"9708458910","false","true"
"20123033024","460961369","THE CYCLE EFFECT","DIRECTOR",,,"Erik","Garcia","1061 W. BEAVER CREEK BLVD (P.O. BOX  6575)","Avon","CO","81620",,,,,,,"9704450309","false","true"
"20173022175","272179046","CHILDREN'S GLOBAL ALLIANCE, INC.","REGISTERED AGENT","CHILDREN'S GLOBAL ALLIANCE",,,,"20 EAGLE RD","Avon","CO","81620",,"2121 N. FRONTAGE RD. W. #176","VAIL","CO","81657",,,"false","false"
"20173022175","272179046","CHILDREN'S GLOBAL ALLIANCE, INC.","BOARD MEMBER, EXECUTIVE DIRECTOR",,"Marie","Lisa","Howell","20 EAGLE ROAD","Avon","CO","81620",,,,,,,"4076257111","false","true"
"20053007256","841593859","EAGLE RIVER YOUTH COALITION, INC.","BOARD MEMBER",,,"Kristi","Grems","37347 US HIGHWAY 6, SUITE 202","Avon","CO","81620",,,,,,,"9709499250","false","true"
