"entityid","fein","name","title","businessname","middlename","firstname","lastname","principaladdress","principalcity","principalstate","principalzipcode","principalzipcode4","mailingaddress","mailingcity","mailingstate","mailingzipcode","mailingzipcode4","phone","subcontractor","inbusiness"
"20173030878","814497800","WORLD CLASS ACCESSIBILITY FOUNDATION","TREASURER",,,"Peter","Seibert","531 EASH LIONSHEAD CIRCLE, SUITE 11","Vail","CO","81657",,,,,,,"9703901864","false","false"
"20173030878","814497800","WORLD CLASS ACCESSIBILITY FOUNDATION","REGISTERED AGENT",,"A.","Catherine","Zinn","1045 EDWARDS VILLAGE BLVD","Edwards","CO","81632",,"PO BOX 5372","VAIL","CO","81658",,,"false","false"
"20173030878","814497800","WORLD CLASS ACCESSIBILITY FOUNDATION","BOARD MEMBER, TREASURER",,,"Peter","Seibert","531 EAST LIONSHEAD CIRCLE, SUITE 11","Vail","CO","81657",,,,,,,"9703901864","false","true"
"20143028438","453953406","EAGLE VALLEY SENIOR LIFE, INC.","REGISTERED AGENT","LAW OFFICES OF ROHN K. ROBBINS, LLC",,,,"435 RAWHIDE RD.","Edwards","CO","81632",,"PO BOX 6133","VAIL","CO","81658",,,"false","false"
"20113040749","841303384","COLORADO AMATEUR HOCKEY ASSOCIATION","VP RECREATIOINAL",,,"Alan","Mclean","1000 LIONS RIDGE LOOP","Vail","CO","81657",,,,,,,"9704777075","false","true"
"20173004302","814523417","VAIL MUSEUM OF ART, INC.","PRESIDENT",,,"Mervyn","Lapin","232 W. MEADOW DRIVE","Vail","CO","81657",,,,,,,"9704765531","false","true"
"20173004302","814523417","VAIL MUSEUM OF ART, INC.","REGISTERED AGENT",,,"Mervyn","Lapin","232 W. MEADOW DR.","Vail","CO","81657",,"232 W. MEADOW DR.","VAIL","CO","81657",,,"false","false"
"20173004302","814523417","VAIL MUSEUM OF ART, INC.","TREASURER/SECRETARY",,,"Mervyn","Lapin",,,,,,,,,,,"9704796001","false","true"
"20173004302","814523417","VAIL MUSEUM OF ART, INC.","CHAIRMAN",,,"Mervyn","Lapin","232 W. MEADOW DRIVE","Vail","CO","81657",,,,,,,"9704796001","false","false"
"20173004302","814523417","VAIL MUSEUM OF ART, INC.","CHAIRMAN",,,"Mervyn","Lapin","232 W. MEADOW DRIVE","Vail","CO","81657",,,,,,,"9704765531","false","true"
"20173004302","814523417","VAIL MUSEUM OF ART, INC.","PRESIDENT",,,"Mervyn","Lapin","232 W. MEADOW DRIVE","Vail","CO","81657",,,,,,,"9704796001","false","false"
"20033007197","841442704","SONNENALP OF VAIL FOUNDATION","VICE PRESIDENT",,,"Deborah","Bowker",,,,,,,,,,,"8438533992","false","true"
"20033007197","841442704","SONNENALP OF VAIL FOUNDATION","TRUSTEE",,,"Valerie","Wolfe","20 VAIL ROAD","Vail","CO","81657",,"P.O. BOX 4401","VAIL","CO","81658",,"9708457425","false","true"
"20033007197","841442704","SONNENALP OF VAIL FOUNDATION","PRESIDENT",,,"Rosana","Faessler","20 VAIL RD","Vail","CO","81657",,,,,,,"9704795700","false","false"
"20033007197","841442704","SONNENALP OF VAIL FOUNDATION","TRUSTEE",,,"Sally","Rose",,,,,,,,,,,"9704763873","false","true"
"20033007197","841442704","SONNENALP OF VAIL FOUNDATION","REGISTERED AGENT","SONNENALP OF VAIL FOUNDATION",,,,"20 VAIL RD","Vail","CO","81657",,"20 VAIL RD","VAIL","CO","81657",,,"false","false"
"20033007197","841442704","SONNENALP OF VAIL FOUNDATION","TRUSTEE",,,"Sally","Johnston","356 HANSEN RANCH ROAD","Vail","CO","81657",,,,,,,"9704765641","false","true"
"20033007197","841442704","SONNENALP OF VAIL FOUNDATION","CUSTODIAN OF FINANCIAL RECORDS",,"D.","Michele","Davis","20 VAIL ROAD","Vail","CO","81657",,,,,,,"9704795700","false","false"
"20033007197","841442704","SONNENALP OF VAIL FOUNDATION","PRESIDENT",,,"Rosana","Faessler","20 VAIL ROAD","Vail","CO","81657",,,,,,,"9704795401","false","true"
"20033007197","841442704","SONNENALP OF VAIL FOUNDATION","SEC / TREASURER",,"D.","Michele","Davis","20 VAIL ROAD","Vail","CO","81657",,,,,,,"9704795700","false","true"
"20083006473","202040957","FREEDOM PARK MEMORIAL COMMITTEE, INC.","REGISTERED AGENT",,,"Rohn","Robbins","435 RAWHIDE RD","Edwards","CO","81632",,"PO BOX 6133","VAIL","CO","81658",,,"false","false"
"20143009430","841153707","BUDDY WERNER LEAGUE VAIL-BEAVER CREEK, INC.","BOARD MEMBER",,,"Chris","Kehoe",,,,,,,,,,,,"false","true"
"20143009430","841153707","BUDDY WERNER LEAGUE VAIL-BEAVER CREEK, INC.","OFFICER",,,"Tom","Davies",,,,,,,,,,,,"false","true"
"20043009006","841359124","VAIL VALLEY CHARITABLE FUND, INC.","BOARD MEMBER",,,"Diane","Voytko","0320 BEARD CREEK ROAD","Edwards","CO","81632",,,,,,,"9709266340","false","true"
"20043009006","841359124","VAIL VALLEY CHARITABLE FUND, INC.","CUSTODIAN OF FINANCIAL RECORDS",,,"Brooke","Skjonsby",,,,,,,,,,,"9705241480","false","false"
"20043009006","841359124","VAIL VALLEY CHARITABLE FUND, INC.","BOARD MEMBER",,,"Dagmar","Huber","P.O. BOX 2307","Edwards","CO","81632",,,,,,,"9705241480","false","true"
"20173037034","461608044","VAIL VALLEY LACROSSE CLUB","VICE PRESIDENT",,,"Tina","Petersen",,,,,,,,,,,"9737536300","false","true"
"20043009006","841359124","VAIL VALLEY CHARITABLE FUND, INC.","BOARD MEMBER",,,"Marka","Moser","P.O. BOX 902","Vail","CO","81658",,,,,,,"9705241480","false","true"
"20043009006","841359124","VAIL VALLEY CHARITABLE FUND, INC.","VICE CHAIRMAN",,,"Mary","Mcdougall","P.O. BOX 6133","Vail","CO","81658",,,,,,,"9705241480","false","true"
"20093008252","201771307","BLUE RIVER WATERSHED GROUP","REGISTERED AGENT",,,"Jennifer","Hopkins","4680 VAIL RACQUET CLUB DRIVE","Vail","CO","81657",,"P.O. BOX 1626","FRISCO","CO","80443",,,"false","false"
"20043009006","841359124","VAIL VALLEY CHARITABLE FUND, INC.","BOARD MEMBER",,,"Martha","Brassel","PO BOX 309","Vail","CO","81658",,,,,,,"9707485907","false","true"
"20173037034","461608044","VAIL VALLEY LACROSSE CLUB","SECRETARY",,"Mills","Melissa","Mcloota","1967 CIRCLE DRIVE","Vail","CO","81657",,,,,,,"9708458000","false","true"
"20173037034","461608044","VAIL VALLEY LACROSSE CLUB","DIRECTOR",,,"Chris","Bivona",,,,,,,,,,,"9735256123","false","false"
"20043009006","841359124","VAIL VALLEY CHARITABLE FUND, INC.","EXECUTIVE DIRECTOR",,,"Brooke","Skjonsby","1400 LIONSRIDGE LOOP #5","Vail","CO","81657",,,,,,,"9705241480","false","true"
"20173037034","461608044","VAIL VALLEY LACROSSE CLUB","VICE PRESIDENT",,,"Jim","Yurcak",,,,,,,,,,,"9703282427","false","true"
"20043009006","841359124","VAIL VALLEY CHARITABLE FUND, INC.","BOARD MEMBER",,,"Mark","Bricklin","PO BOX 1021","Vail","CO","81658",,,,,,,"9703903444","false","true"
"20043009006","841359124","VAIL VALLEY CHARITABLE FUND, INC.","CHAIRMAN",,"K","Rohn","Robbins","435 RAWHIDE","Edwards","CO","81632",,,,,,,"9705241480","false","false"
"20033002397","841216307","ROCKY MOUNTAIN STROKE CENTER","BOARD MEMBER",,,"Charlie","Vail","5666 S. BANNOCK STREET","Littleton","CO","80120",,,,,,,"3037308800","false","true"
"20173037034","461608044","VAIL VALLEY LACROSSE CLUB","PRESIDENT",,,"Mike","Miner",,,,,,,,,,,"9708458000","false","false"
"20043009006","841359124","VAIL VALLEY CHARITABLE FUND, INC.","BOARD MEMBER",,,"Jeremy","Gross",,,,,,,,,,,"9703021295","false","true"
"20173037034","461608044","VAIL VALLEY LACROSSE CLUB","PRESIDENT",,,"Mike","Miner",,,,,,,,,,,"9707548476","false","true"
