"dataset_link","u_id","public","derived_view","parent_uid","domain","type","name","description","visits","creation_date","last_update_date_data","category","keywords","downloads","owner","contactemail","license","publication_stage","published_version_name","published_version_uid","routing_approval","data_provided_by","horizontal_coordinate_system","data_quality_certified","file_size_at_recent_update","sub_agency","update_method","technical_contact_and_phone","expected_update_frequency","horizontal_accuracy","secondary_content_provider","total_records_at_initial_publish","technical_documentation","date_of_inital_publish","field_names_comma_delimited","granularity","date_of_initial_dataset_creation","collection_mode","agency_data_series_page","agency","data_dictionary","publishing_department","stewardship_plan","newest_record_in_dataset","bounding_coordinates","total_columns_at_recent_update","high_value_dataset","api_endpoint","long_description","agency_program_page","source","suggested_by_public","date_released","last_updated","data_source","date_updated","oldest_record_in_dataset","geographic_coverage","positional_accuracy","data_quality_certification","citation","unit_of_analysis","data_governance_plan","total_records_at_recent_update","additional_metadata","business_contact_and_phone","data_collection_instrument","time_period","progress","local_government_entity","update_schedule","frequency_of_update","date_of_most_recent_update","content_type","collection_method","frequency","date_created","status","applicable_information_quality_guideline_designation","source_link","purpose","capabilities","primary_content_provider","canscalesymbols","supportedqueryformats","maxscale","haslabels","htmlpopuptype","privacy_and_confidentiality","copyrighttext","geometrytype","hasattachments","canmodifylayer","fgdc_compliance_geospatial_only","allowotherstoquery","supportsstatistics","maxrecordcount","defaultvisibility","id","secondary_content_editor","spatial_reference_wkid","displayfield","supportsadvancedqueries","currentness_reference","minscale","currentversion","usestandardizedqueries","owner_uid","provenance","coordinate_system_disclaimer","web_display_coordinate_system","single_row","related_datasets","api_query_url","update_frequency","null_meaning","update_type","source_update_schedule"
"https://data.colorado.gov/d/x6i2-b493","x6i2-b493","false","true","4ykn-tg5h","data.colorado.gov","filter","Test Saved View","Colorado Business Entities (corporations, LLCs, etc.) registered with the Colorado Department of State (CDOS) since 1864.","1","2020-11-02T21:30:00.000Z","2020-11-13T12:17:00.000Z","Business","bic,gocodecolorado,covid19,colorado,business,businesses organization,registration,registered business,address,location,name,entity,business entity,bizent","0","Van W",,"Public Domain","unpublished",,,,"CDOS",,,,,"Automated by Staging Server",,"Automated - daily",,,,,,"entityid, entityname, principaladdress1, principaladdress2, principalcity, principalstate, principalzipcode, principalcountry, mailingaddress1, mailingaddress2, mailingcity, mailingstate, mailingzipcode, mailingcountry, entitystatus, jurisdictonofformation, entitytypeverbatim, entitytype, agentfirstname, agentmiddlename, agentlastname, agentsuffix, agentorganizationname, agentprincipaladdress1, agentprincipaladdress2, agentprincipalcity, agentprincipalstate, agentprincipalzipcode, agentprincipalcountry, agentmailingaddress1, agentmailingaddress2, agentmailingcity, agentmailingstate, agentmailingzipcode, agentmailingcountry, entityformdate, location",,,,"https://www.sos.state.co.us/biz/BusinessEntityCriteriaExt.do",,,,,,,,,"https://data.colorado.gov/resource/x6i2-b493.json","Colorado Department of State (CDOS) Colorado Business Entities (corporations, LLCs, etc.) registered with the Colorado Secretary of State. The business registration goes back to the 1800's, with over 1 million records available. It contains business name, principal address, mailing address, owner name, owner address, entity status, type and creation date. As of March 2018 there are over 1.7 million unique business id's registered with the state of co, and there is a (very rough) average of 2,000 new businesses added each week. Entity and Entity Id are the business number from CDOS (also the unique identifier) and registered business name. Principal Address, however, is not always guaranteed to be the physical location of the business entity’s main operation. Some businesses can be registered in CO but have an address outside of the state or may list a PO box and there are businesses with locations that don’t have a public access entry point. Mailing Address is the mailing address of the business owne, and the Agent address may be the address of the agent or in some cases has the same address as the business owner. The year in Entity Form Date is corroborated by the first four digits of the Entity Id.","https://www.sos.state.co.us/",,,,,,,,"State",,,"CDOS - Colorado Department of State","Tabular",,,"http://learnercommunity.com/portal/Files/Org/5d253e1535be429bb1f78929a435c5c6/site/assets/BIC_Business_Data/index.html",,,,,,"Every day after midnight",,,,,,,,,"https://www.sos.state.co.us/",,,,,,,,,,,,,,,,,,,,,,,,,,,,"4tf8-276e","official",,,"Business entity name, id, type, status, and contact","Joinable to: Business Entity Transaction History, Trade Names for Businesses in Colorado, Trademarks for Business in Colorado based on ""entityId""",,,,"Automated - daily",
"https://data.colorado.gov/d/inat-rz9w","inat-rz9w","false","true","a9rr-k8mu","data.colorado.gov","filter","Eagle County Child Care Facilities Report","This dataset includes all non-24 hour licensed child care facilities  in the State of Colorado. It is updated monthly, and is intended for public use. It includes CDHS-issued child care license numbers, legal business names as they appear in the licensing application, the types of service the programs provide, the physical location address es of the programs as they appear in the licensing application, the longitude-latitude coordinate values derived from geocoding services and spatial QA, the valid Colorado Shines quality rating levels (if applicable), total licensed capacities, and CCCAP utilization and fiscal agreement.

Disclaimer: The State of Colorado, the Colorado Department of Human Services, and the Office of Early Childhood make no representations or warranties expressed or implied, with respect to the use of data provided herewith regardless of its format or the means of its transmission. There is no guarantee or representation to the user as to the accuracy, currency, suitability, or reliability of this data for any purpose. The user accepts the data “as is”. The State of Colorado assumes no responsibility for loss or damage incurred as a result of any user reliance on this data.
Users of this information should review or consult the primary data and information sources to ascertain the usability of the information. The State of Colorado does not necessarily endorse any interpretations or products derived from the data.","2","2020-11-03T17:28:00.000Z","2020-10-21T16:54:00.000Z","Early childhood","early childhood,licensed child care,child care center,day care,family child care home,qris quality ratings,colorado shines,cccap","1","LeighCHernandez",,"Open Data Commons Public Domain Dedication and License","unpublished",,,,"Colorado Department of Human Services - Office of Early Childhood","NAD 83, UTM 13N",,,,"Manual",,"Monthly",,,,,,,,,,,,"see attachment",,,,,,,"https://data.colorado.gov/resource/inat-rz9w.json",,,,,,,"CDHS Licensing, Colorado Shines QRIS, Child Care Automated Tracking System [CHATS] ",,,"State of Colorado",,,"Colorado Department of Human Services - Office of Early Childhood","Licensed Child Care Provider",,,,,,,,,"Monthly",,,,"Point address based geocoding",,,,,"http://coloradoofficeofearlychildhood.force.com/oec",,,,,,,,,,,,,,,,,,,,,,,,,,,,"izf7-rkb8","community",,,,,,,,,
"https://data.colorado.gov/d/8ant-mn9d","8ant-mn9d","true","false",,"data.colorado.gov","dataset","COVID-19 Economic Injury Disaster Loans (EIDL) Recipients in Colorado","EIDL recipients from the US SBA, subset to the state of Colorado.","22","2020-10-20T22:22:00.000Z","2020-10-20T22:37:00.000Z","Business","bic,gocodecolorado,colorado,sba,us,eidl,economic,injury,disaster,relief,fund,loan,recipient,covid,coronavirus,recession,covid-19,government,fiscal,policy,business,businesses,local,recovery","6","Colorado Information Marketplace",,"Public Domain","published",,,,"SBA",,,,,"None",,"Static",,,,,,"ActionType,ActionDate,AssistanceType,RecordType,AwardeeOrRecipientLegalEntityName,LegalEntityAddressLine1,LegalEntityAddressLine2,LegalEntityCityName,LegalEntityStateCode,LegalEntityZIP5,LegalEntityCountryCode,LegalEntityForeignCityName,LegalEntityForeignProvinceName,LegalEntityForeignPostalCode,LegalEntityCongressionalDistrict,BusinessTypes,CFDA_Number,PrimaryPlaceOfPerformanceCode,PrimaryPlaceOfPerformanceCountryCode,PrimaryPlaceOfPerformanceZIP+4,PrimaryPlaceOfPerformanceForeignLocationDescription,PrimaryPlaceOfPerformanceCongressionalDistrict,AwardDescription,PeriodOfPerformanceStartDate,PeriodOfPerformanceCurrentEndDate,FederalActionObligation,NonFederalFundingAmount,FaceValueOfDirectLoanOrLoanGuarantee,OriginalLoanSubsidyCost,",,"07/20/2020",,"https://www.sba.gov/funding-programs/loans/coronavirus-relief-options/economic-injury-disaster-loans",,"https://www.sba.gov/funding-programs/loans/coronavirus-relief-options/economic-injury-disaster-loans",,,"6/30/2020",,,,"https://data.colorado.gov/resource/8ant-mn9d.json","Economic Injury Disaster Loans awarded to business entities in the state of Colorado during the COVID-19 pandemic.","https://www.sba.gov/",,,,,"SBA’s Economic Injury Disaster Loan (EIDL) Program",,"4/2/2020","State",,,"SBA - U.S. Small Business Administration","Tabular",,,,,,,,,"None",,,,,,,,,"https://www.sba.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,,"8cet-tw9x","official",,,"Information for one EIDL program loan including the recipient, recipient information, amount, and type.",,,,,"Static",
"https://data.colorado.gov/d/ftqj-jyh9","ftqj-jyh9","false","true","np9s-xdna","data.colorado.gov","map","Test Set","These boundaries are current as of 5-16-2019","1","2020-10-20T20:14:00.000Z","2019-06-11T20:11:00.000Z","Economic Growth",,"0","ThoughtDistillery",,,"unpublished",,,,"OEDIT",,,,,,"oit_gis@state.co.us",,,,,,,,,,,,,,,,,,,,"https://data.colorado.gov/resource/ftqj-jyh9.json",,,,,,,,,,,,,,,,,,"sonya.guram@state.co.us",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"izwg-5juu","community",,,,,,,,,
"https://data.colorado.gov/d/4j38-u7sj","4j38-u7sj","true","false",,"data.colorado.gov","dataset","Road Traffic Counts in Colorado 2019","Traffic counts on public roads under local jurisdiction in 2019. Provided by the CDOT.","27","2020-10-16T20:35:00.000Z","2020-10-16T20:39:00.000Z","Transportation","bic,gocodecolorado,colorado,cdot,colorado department of transportation,transportation,roads,traffic,traffic counts,gis","6","Colorado Information Marketplace",,"Public Domain","published",,,,"CDOT",,,,,"Manual",,"Static",,,,,,"OBJECTID,HPMSYear,SystemID,FundID,LRSROUTE,FROMMEAS,TOMEAS,LENGTH_,FROMDESC,TODESC,HPMSID,REFPT,ENDREFPT,GISID,FIPSCITY,FIPSCOUNTY,FUNCCLASSID,GOVLEVEL,ADMINCLASS,POPULATION,URBAN,UABName,NAAQSID,NHSDESIG,SPECIALSYS,TRKRESTRICT,ACCESS_,ROUTESIGN,ROUTESIGNQUAL,PAVESEGID,SURVEYDATE,PAVETYPE,PRIIRI,PRIPSI,PRIRUTTING,PRIFAULTING,PERCENTCRACK,HPMSCracking,PAVEEXCEPTIONS,PRIYRREHAB,PRITREATMENTDEPTH,PRISURF,PRISURFWD,REGION,TPRID,MPOID,PRICURVECLASS,PRIGRADECLASS,COUNTSTATIONID,COUNTYEAR,AADT,VolumeGroup,AADTYR,AADTDERIV,DHV,DD,AADTSINGLE,AADTCOMB,AADTTRUCKS,PKTRK,OFFPKTRK,PCTPKSU,PCTPKCOMB,PCTOFFPKSU,PCTOFFPKCOMB,YR20FACTOR,ROUTECAPAC,Future_AADT,BUILTYR,OPERATION,MEDIAN,MEDIANWD,MEDIANSF,PRIINSHLDWD,PRIOUTSHLD,PRIOUTSHLDWD,SECINSHLDWD,SECTHRULNQTY,PRITHRULNQTY,THRULNQTY,PRITHRULNWD,HOVTYPE,HOVLNQTY,TOLLID,TOLLTYPE,TOLLCHARGED,HPMS_YRADD,HPMS_YRINSPECT,HPMS_UPDATEYR,RIGIDTHICK,FLEXTHICK,BASETYPE,BASETHICK,CURVES_A,CURVES_B,CURVES_C,CURVES_D,CURVES_E,CURVES_F,GRADES_A,GRADES_B,GRADES_C,GRADES_D,GRADES_E,GRADES_F,CurveLen,GradeLen,PKPARK,WIDENOBSTACLE,WIDENFEAS,SIGHTDIST,SPEEDLIM,INTERSECTION,LTTURNLN,RTTURNLN,SIGNALTYPE,GREENTIME,SIGNALQTY,STOPQTY,OTHERQTY,ROADTERRAIN,HPMS_COMMENTS,ROUTENAME,FROMFEATURE,SEGMDIR,TOFEATURE,SEGMPREFIX,FORESTROUTE,RRXID,TERRAIN,JURSPLIT,HUTF_PROJYR,HUTF_INSPYR,FIPS,ROUTE,SEGMID,HPMSStructureType,STRID,ISDIVIDED,SampleGroupID,DVMT,GapFlag,SATimeStamp,Shape_Length",,,,"http://dtdapps.coloradodot.info/otis/catalog/TraffOff",,,,,,,,,"https://data.colorado.gov/resource/4j38-u7sj.json","Features in this dataset represent traffic counts on public roads under local jurisdiction that are functionally classified as arterials or collectors. Features are represented by polyline (linear) geographic shapes from the Colorado Department of Transportation (CDOT), for 2019","https://www.codot.gov/",,,,,,,,"State",,,"CDOT - Colorado Department of Transportation","Vector Line",,,"http://dtdapps.coloradodot.info/otis/catalog/TraffOn",,,,,,"None",,,,,,,,,"https://www.codot.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,,"8cet-tw9x","official","NOTE: To maintain source projection, select “Export Original” from export menu. To display on the web, export using any other option.","WGS84","Road annual average daily traffic, length, year updated, and location",,,,,"Static",
"https://data.colorado.gov/d/3a58-24xw","3a58-24xw","true","true","wumm-7awb","data.colorado.gov","filter","Southern High Plans Non-Exempt","All well applications and permits issued.","22","2020-10-08T18:49:00.000Z","2020-11-13T07:23:00.000Z","Water","well,application,permit,gocode","1","tkosloff",,,"published",,,,,,,,,,,"Weekly",,,,,,,,,,,,,,,,,,,"https://data.colorado.gov/resource/3a58-24xw.json","All well applications and permits issued.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bwu3-ez4z","community",,,,,,,,,
"https://opendata.fcgov.com/d/w5fp-k6cj","w5fp-k6cj","true","false",,"opendata.fcgov.com","gis map","MosquitoVehicles","","23","2019-01-16T00:18:00.000Z","2019-07-19T10:03:00.000Z",,,"84","Tim Campbell",,,"published",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.fcgov.com/resource/w5fp-k6cj.json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"k7vp-p8s6","official",,,,,,,,,
"https://data.colorado.gov/d/fbn4-ype4","fbn4-ype4","true","false",,"data.colorado.gov","dataset","Highway Traffic Counts in Colorado 2019","Traffic counts on highways and various calculations, from Colorado Department of Transportation (CDOT), for 2019.","11","2020-10-16T20:35:00.000Z","2020-10-16T20:39:00.000Z","Transportation","bic,gocodecolorado,colorado,cdot,colorado department of transportation,transportation,highways,traffic,traffic counts,roads,gis","4","Colorado Information Marketplace",,"Public Domain","published",,,,"CDOT",,,,,"None",,"Static",,,,,,"the_geom, objectid, route, refpt, endrefpt, length, updateyr, aadt, aadtyr, countyear, aadtderiv, aadtsingle, aadtcomb, pktrk, offpktrk, yr20factor, dhv, dd, routecapac, edla, vcratio, vcratio20, roadterrai, seasonalgr, countstati, calyr, pctpksu, pctpkcomb, pctoffpksu, pctoffpkco, aadttrucks, objectid_1, isramp, loc_error, shape_stle",,,,"http://dtdapps.coloradodot.info/otis/catalog",,,,,,,,,"https://data.colorado.gov/resource/fbn4-ype4.json","Data has been collected at a variety of locations dating back to 1999 and are factored in to produce the annual average","https://www.codot.gov/",,,,,,,,"State",,,"CDOT - Colorado Department of Transportation","Vector line",,,"http://dtdapps.coloradodot.info/otis/catalog/TraffOn",,,,,,"None",,,,,,,,,"https://www.codot.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,,"8cet-tw9x","official","NOTE: To maintain source projection, select “Export Original” from export menu. To display on the web, export using any other option.","WGS84","Stretches of highway with traffic counts for a specific time frame",,,,,"Static",
"https://data.colorado.gov/d/nkq2-eq7n","nkq2-eq7n","false","true","4ykn-tg5h","data.colorado.gov","filter","1st View","Colorado Business Entities (corporations, LLCs, etc.) registered with the Colorado Department of State (CDOS) since 1864.","1","2020-10-21T19:57:00.000Z","2020-11-13T12:17:00.000Z","Business","bic,gocodecolorado,covid19,colorado,business,businesses organization,registration,registered business,address,location,name,entity,business entity,bizent","0","R L Melvin",,"Public Domain","unpublished",,,,"CDOS",,,,,"Automated by Staging Server",,"Automated - daily",,,,,,"entityid, entityname, principaladdress1, principaladdress2, principalcity, principalstate, principalzipcode, principalcountry, mailingaddress1, mailingaddress2, mailingcity, mailingstate, mailingzipcode, mailingcountry, entitystatus, jurisdictonofformation, entitytypeverbatim, entitytype, agentfirstname, agentmiddlename, agentlastname, agentsuffix, agentorganizationname, agentprincipaladdress1, agentprincipaladdress2, agentprincipalcity, agentprincipalstate, agentprincipalzipcode, agentprincipalcountry, agentmailingaddress1, agentmailingaddress2, agentmailingcity, agentmailingstate, agentmailingzipcode, agentmailingcountry, entityformdate, location",,,,"https://www.sos.state.co.us/biz/BusinessEntityCriteriaExt.do",,,,,,,,,"https://data.colorado.gov/resource/nkq2-eq7n.json","Colorado Department of State (CDOS) Colorado Business Entities (corporations, LLCs, etc.) registered with the Colorado Secretary of State. The business registration goes back to the 1800's, with over 1 million records available. It contains business name, principal address, mailing address, owner name, owner address, entity status, type and creation date. As of March 2018 there are over 1.7 million unique business id's registered with the state of co, and there is a (very rough) average of 2,000 new businesses added each week. Entity and Entity Id are the business number from CDOS (also the unique identifier) and registered business name. Principal Address, however, is not always guaranteed to be the physical location of the business entity’s main operation. Some businesses can be registered in CO but have an address outside of the state or may list a PO box and there are businesses with locations that don’t have a public access entry point. Mailing Address is the mailing address of the business owne, and the Agent address may be the address of the agent or in some cases has the same address as the business owner. The year in Entity Form Date is corroborated by the first four digits of the Entity Id.","https://www.sos.state.co.us/",,,,,,,,"State",,,"CDOS - Colorado Department of State","Tabular",,,"http://learnercommunity.com/portal/Files/Org/5d253e1535be429bb1f78929a435c5c6/site/assets/BIC_Business_Data/index.html",,,,,,"Every day after midnight",,,,,,,,,"https://www.sos.state.co.us/",,,,,,,,,,,,,,,,,,,,,,,,,,,,"iw7q-v3dh","community",,,"Business entity name, id, type, status, and contact","Joinable to: Business Entity Transaction History, Trade Names for Businesses in Colorado, Trademarks for Business in Colorado based on ""entityId""",,,,"Automated - daily",
"https://data.colorado.gov/d/4fvm-zuzp","4fvm-zuzp","false","true","cjkq-q9ih","data.colorado.gov","filter","NAICS 221 by county","Employment counts by SIC and NAICS codes, county, and quarter since 2000 from Colorado Department of Labor and Employment (CDLE).","1","2020-10-10T22:54:00.000Z","2020-10-21T14:55:00.000Z","Labor and Employment","bic,gocodecolorado,covid19,colorado,cdle,colorado department of labor and employment,lmi,wid,ces,sic,naics,county,quarter,employment","1","ben.webster@colorado.edu",,"Public Domain","unpublished",,,,"CDLE",,,,,"Manual",,"Manual - monthly",,,,,,"stateabbrv, statename, stfips, areaname, areatype, areatyname, area, periodyear, periodtype, period, pertypdesc, indcodty, indcode, codetitle, ownership, ownertitle, prelim, firms, estab, avgemp, mnth1emp, mnth2emp, mnth3emp, topempav, totwage, avgwkwage, taxwage, contrib, suppress",,,,"https://www.bls.gov/eag/eag.co.htm",,,,,,,,,"https://data.colorado.gov/resource/4fvm-zuzp.json","This table contains covered employment by industry collected for the Quarterly Census of Employment and Wages (QCEW) report. The QCEW publication data set is vastly larger in scale than most BLS products. For example, the national Current Employment Statistics (CES) program publishes data for most of the 1,083 NAICS detailed industries for the nation. QCEW publishes every NAICS industry for the more than 3,000 counties in the United States. The QCEW program produces a comprehensive tabulation of employment and wage information for workers covered by State unemployment insurance (UI) laws and Federal workers covered by the Unemployment Compensation for Federal Employees (UCFE) program. Publicly available files include data on the number of establishments, monthly employment, and quarterly wages, by NAICS industry, by county, by ownership sector, for the entire United States. These data are aggregated to annual levels, to higher industry levels (NAICS industry groups, sectors, and supersectors), and to higher geographic levels (national, State, and Metropolitan Statistical Area (MSA)). Employment data under the QCEW program represent the number of covered workers who worked during, or received pay for, the pay period including the 12th of the month. Excluded are members of the armed forces, the self-employed, proprietors, domestic workers, unpaid family workers, and railroad workers covered by the railroad unemployment insurance system. Wages represent total compensation paid during the calendar quarter, regardless of when services were performed. The QCEW program does provide partial information on agricultural industries and employees in private households.","https://www.colorado.gov/cdle",,,,,,,,"State",,,"CDLE - Colorado Department of Labor & Employment","Tabular",,,"http://www.workforceinfodb.org/pdf/WID_2-5_standard.pdf",,,,,,"4th of month",,,,,,,,,"https://www.colorado.gov/cdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2htr-eqiz","community",,,"Average employees employed by industry by year and quarter","Joinable to: Employment Wages in Colorado, Hours Worked by Employees in Colorado, Long-Term Employment Projections in Colorado, Personal Income in Colorado, Population Estimates by Year for Counties in Colorado 2015, Short-Term Employment Projections in Colorado, Unemployment Estimates in Colorado based on ""areaname""",,,,"Manual - monthly",
