"bill_number","title","date_signed","status"
"HB12-1001","Rule Review Evaluation Of Educator Effectiveness","2012-02-15T00:00:00.000","Governor Action - Signed "
"HB12-1005","Legal Investments For Public Funds","2012-03-07T00:00:00.000","Governor Action - Signed "
"HB12-1006","American Red Cross Colorado Chapters Tax Checkoff","2012-04-26T00:00:00.000","Governor Action - Signed "
"HB12-1008","GA & Public Input Proposed Agency Rules & Fees","2012-05-17T00:00:00.000","Governor Action - Signed "
"HB12-1009","Federal Funds Transparency Act","2012-04-16T00:00:00.000","Governor Action - Signed "
"HB12-1010","Reissue Lost Mutual Ditch Share Cert","2012-03-15T00:00:00.000","Governor Action - Signed "
"HB12-1012","Increase Agency Displacement Expenses Payment Cap","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1013","Interventions For Middle School Students","2012-03-16T00:00:00.000","Governor Action - Signed "
"HB12-1015","Modifications DORA Sunrise Review Process","2012-03-15T00:00:00.000","Governor Action - Signed "
"HB12-1017","Extend Local Access Health Care Pilot","2012-04-26T00:00:00.000","Governor Action - Signed "
"HB12-1018","FPPA Social Security Pension Modifications","2012-03-19T00:00:00.000","Governor Action - Signed "
"HB12-1019","Transfer Ports Of Entry To State Patrol","2012-04-26T00:00:00.000","Governor Action - Signed "
"HB12-1022","Establish Mines Water Replacement Reqmnt","2012-03-15T00:00:00.000","Governor Action - Signed "
"HB12-1023","Fallen Heroes Vehicle License Plate","2012-04-26T00:00:00.000","Governor Action - Signed "
"HB12-1026","Municipal Prosecuting Attorney Peace Officers","2012-04-06T00:00:00.000","Governor Action - Signed "
"HB12-1028","Continue Low-income Energy-related Assistance","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1029","Economic Stimulus Personal Property Tax Exemption","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1031","FPPA Board Authority To Amend Plans","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1032","Continue Forest Restoration Programs 5 Years","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1033","Workers' Comp Admin Audit Fines","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1034","Waste Tire Processor End User Fund","2012-05-09T00:00:00.000","Governor Action - Signed "
"HB12-1042","Income Tax Credit For Estate Taxes On Ag Land","2012-05-21T00:00:00.000","Governor Action - Signed "
"HB12-1043","Concurrent Enrollment For Early High School Grads","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1045","Spruce Beetle Kill Wood Products Tax Exemption","2012-05-21T00:00:00.000","Governor Action - Signed "
"HB12-1047","Non-safety Licensing Standards Kinship Foster Care","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1050","Extend Nongame & Endangered Wildlife Tax Checkoff","2012-03-16T00:00:00.000","Governor Action - Signed "
"HB12-1054","Simplify Procurement DHCPF Health Care Providers","2012-03-15T00:00:00.000","Governor Action - Signed "
"HB12-1055","DORA Div Registrations Name Change Rule Authority","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1058","Health Department Infant Eye Prophylaxis","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1061","The Skills For Jobs Act","2012-04-02T00:00:00.000","Governor Action - Signed "
"HB12-1063","Military Veterans Cemetery At Homelake Expansion","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1065","Deadline Advan Prac Nurse Retain Prescriptive Auth","2012-04-02T00:00:00.000","Governor Action - Signed "
"HB12-1070","Harmonize Gov Ethics Statutes & Constitution","2012-05-09T00:00:00.000","Governor Action - Signed "
"HB12-1071","Portable Electronics Insurance","2012-03-19T00:00:00.000","Governor Action - Signed "
"HB12-1072","Higher Ed Prior Learning Assessments","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1073","Number Of Judges In Judicial Districts","2012-03-09T00:00:00.000","Governor Action - Signed "
"HB12-1074","Judicial Oversight Of Guardians & Conservators","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1077","FPPA Inv Confidentiality Revisions","2012-03-19T00:00:00.000","Governor Action - Signed "
"HB12-1078","Exempt Drinking Water Cert Designation","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1079","CDPS Peace Officer Designations","2012-03-16T00:00:00.000","Governor Action - Signed "
"HB12-1080","Adams State College Name Change","2012-05-19T00:00:00.000","Governor Action - Signed "
"HB12-1081","Operations Auraria Higher Education Center","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1083","Continue Environmental Agriculture Program Fees","2012-04-16T00:00:00.000","Governor Action - Signed "
"HB12-1085","Hearsay Exception For Developmentally Disabled","2012-04-03T00:00:00.000","Governor Action - Signed "
"HB12-1086","Rule Review Bill","2012-05-15T00:00:00.000","Governor Action - Signed "
"HB12-1089","Specific Wording Of Statewide Ballot Title","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1090","No School Pupil Enrollment Counts On Holidays","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1094","Parking In Front Of Fire Hydrant Penalty","2012-04-06T00:00:00.000","Governor Action - Signed "
"HB12-1095","Verification Of Electronic Court Documents","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1096","Extend Make-A-Wish Foundation Of CO Tax Checkoff","2012-03-19T00:00:00.000","Governor Action - Signed "
"HB12-1097","Food Protection Act Civil Penalties","2012-04-06T00:00:00.000","Governor Action - Signed "
"HB12-1100","Pregnancy & Evidence Of Substance Use","2012-03-09T00:00:00.000","Governor Action - Signed "
"HB12-1104","CO Cancer Fund Tax Checkoff Name Change","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1108","Dept Transportation Urban Logo Signs","2012-05-18T00:00:00.000","Governor Action - Signed "
"HB12-1114","Stalking Mandatory Arrest Protection Order","2012-05-11T00:00:00.000","Governor Action - Signed "
"HB12-1117","Local Gov Allow Charitable Giving From Motorists","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1120","Create Unemployment Insurance Division In DOLE","2012-03-19T00:00:00.000","Governor Action - Signed "
"HB12-1124","Colorado Digital Learning Study","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1125","Modify Procedures Regarding Impounded Animal Costs","2012-04-12T00:00:00.000","Governor Action - Signed "
"HB12-1126","On-site Wastewater Treatment Systems","2012-04-26T00:00:00.000","Governor Action - Signed "
"HB12-1127","Unemployment Ins Rate Reduction New Employers","2012-03-19T00:00:00.000","Governor Action - Signed "
"HB12-1131","Child Loss Awareness Vehicle License Plate","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1139","Pretrial Detention Of Children Tried As Adults","2012-03-15T00:00:00.000","Governor Action - Signed "
"HB12-1140","Suicide Prevention For Minors Family Education","2012-05-11T00:00:00.000","Governor Action - Signed "
"HB12-1144","Employment Contracts Non-tenure-track Professors","2012-04-12T00:00:00.000","Governor Action - Signed "
"HB12-1146","Funding For Dropout Recovery Programs","2012-05-17T00:00:00.000","Governor Action - Signed "
"HB12-1147","Western Tiger Salamander State Amphibian","2012-03-16T00:00:00.000","Governor Action - Signed "
"HB12-1151","Human Trafficking And Prostitution","2012-05-11T00:00:00.000","Governor Action - Signed "
"HB12-1153","Distinguished Flying Cross License Plate","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1158","Commercial Livestock Feed Reg By Commr Of Ag","2012-03-15T00:00:00.000","Governor Action - Signed "
"HB12-1162","Operation Desert Storm Vehicle License Plate","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1163","Conditional & Provisional Peace Officer Status","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1169","Open Meetings & Secret Ballot Leadership Elections","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1177","Dev Disab Home Care Allowance Grant Program","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1178","Notice For Tax Refund Of Lost Gas Or Special Fuel","2012-04-06T00:00:00.000","Governor Action - Signed "
"HB12-1180","Suppl Approp Dept Of Agriculture","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1181","Suppl Approp Dept Of Corrections","2012-04-06T00:00:00.000","Governor Action - Signed "
"HB12-1182","Suppl Approp Dept Of Education","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1183","Suppl Approp Office To Governor, Lt Gov, OSPB","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1184","Suppl Approp Dept Of Health Care Policy & Financing","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1185","Suppl Approp Dept Of Higher Education","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1186","Suppl Approp Dept Of Human Services","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1187","Suppl Approp To Judicial Dept","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1188","Suppl Approp Dept Of Labor & Employment","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1189","Suppl Approp Dept Of Law","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1190","Suppl Approp Dept Of Local Affairs","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1191","Suppl Approp Dept Of Military & Veterans Affairs","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1192","Suppl Approp Dept Of Natural Resources","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1193","Suppl Approp Dept Of Personnel & Administration","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1194","Suppl Approp Dept Of Public Health & Environment","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1195","Suppl Approp Dept Of Public Safety","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1196","Suppl Approp Dept Of Regulatory Agencies","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1197","Suppl Approp Dept Of Revenue","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1198","Suppl Approp Dept Of State","2012-03-08T00:00:00.000","Governor Action - Signed "
"HB12-1199","Suppl Approp Dept Of The Treasury","2012-02-23T00:00:00.000","Governor Action - Signed "
"HB12-1200","Suppl Approp Capital Construction","2012-03-01T00:00:00.000","Governor Action - Signed "
"HB12-1201","Mid-year School Finance Adjustments","2012-03-01T00:00:00.000","Governor Action - Signed "
"HB12-1202","Allow HCPF Approps For Quitline Matching Funds","2012-03-01T00:00:00.000","Governor Action - Signed "
"HB12-1203","Reenact Comprehensive Primary Care Serv Statutes","2012-03-01T00:00:00.000","Governor Action - Signed "
"HB12-1204","Sunset Regulation Hemodialysis Technicians","2012-04-13T00:00:00.000","Governor Action - Signed "
"HB12-1206","Sunset Review Cold Case Task Force","2012-04-12T00:00:00.000","Governor Action - Signed "
"HB12-1207","Sunset Cover All Children Advisory Committee","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1209","Uniform Electronic Legal Material Act","2012-04-26T00:00:00.000","Governor Action - Signed "
"HB12-1212","BOCES Multi-district On-line Education Programs","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1213","Escape From Community Corrections Program","2012-05-17T00:00:00.000","Governor Action - Signed "
"HB12-1214","Community College Two-year Degree Programs","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1215","Surplus Lines Insurance Fed Conformity","2012-04-13T00:00:00.000","Governor Action - Signed "
"HB12-1216","Drivers Licensing Services Fund","2012-04-06T00:00:00.000","Governor Action - Signed "
"HB12-1217","Owner-user Organization Boiler Inspections","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1220","CSU Global Campus And CSU Board Of Governors","2012-04-12T00:00:00.000","Governor Action - Signed "
"HB12-1221","Direct Billing For Anatomic Pathology Services","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1222","Recreate CDOT Renovation Fund","2012-04-06T00:00:00.000","Governor Action - Signed "
"HB12-1223","Inmates Eligibility For Earned Time","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1224","Creation Of A Consolidated Communications System","2012-05-09T00:00:00.000","Governor Action - Signed "
"HB12-1228","Neighborhood Youth Organizations Background Checks","2012-04-23T00:00:00.000","Governor Action - Signed "
"HB12-1229","Publication Requirements Legal Notice In Newspaper","2012-04-06T00:00:00.000","Governor Action - Signed "
"HB12-1231","Access To Driver's Info Private Investigators","2012-03-16T00:00:00.000","Governor Action - Signed "
"HB12-1233","Legal Separation Court Appearance Procedure","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1236","Modify Regulation Charitable Solicitations","2012-04-26T00:00:00.000","Governor Action - Signed "
"HB12-1238","Ensuring K-3 Literacy Education","2012-05-17T00:00:00.000","Governor Action - Signed "
"HB12-1239","Special District Approval Requirements","2012-05-11T00:00:00.000","Governor Action - Signed "
"HB12-1244","SOS Create Inventory Of Local Govs & Agents","2012-05-11T00:00:00.000","Governor Action - Signed "
"HB12-1246","Reverse Payday Shift State Employees Paid Biweekly","2012-04-16T00:00:00.000","Governor Action - Signed "
"HB12-1247","Reduce Tobacco Settlement Accelerated Payments","2012-03-22T00:00:00.000","Governor Action - Signed "
"HB12-1248","Create Fund For Dept Of Law & Auth Grant Spending","2012-03-19T00:00:00.000","Governor Action - Signed "
