WDID,Structure Name,Structure Type,Water Source,GNIS ID,Stream Mile,DIV,WD,County,Q10,Q40,Q160,Section,Township,Range,PM,CoordsEW,CoordsEW Dir,CoordsNS,CoordsNS Dir,UTM x,UTM y,Latitude,Longitude,Location Accuracy,Adjudication Date,Previous Adj Date,Appropriation Date,Admin No,Order No,Priority No,Associated Case Numbers,Decreed Uses,Net Absolute,Net Conditional,Net APEX Absolute,Net APEX Conditional,Decreed Units,Seasonal Limits,Comments,Modified,More Information,Location,Counties
5900865,DRY GULCH W W D,Ditch,OHIO CREEK,00186665,15.44,4,59,GUNNISON,NW,SE,NW,32,15.0 S,86.0 W,S,,,,,323545.7,4286114.0,38.706074,-107.029320,Spotted from quarters,09/14/1906,,08/10/1901,18849.00000,0,147,CA1325,1,3.3750,0.0000,0.0000,0.0000,C,No,SOURCE WASTE WATER FROM MILL CR P101,01/01/1986 12:00:00 AM,https://dwr.state.co.us/Tools/WaterRights/NetAmounts/1625978,"(38.706074, -107.02932)",1005
5900695,TINGLEY DITCH,Ditch,OHIO CREEK,00186665,2.95,4,59,GUNNISON,,NW,NE,13,50.0 N,1.0 W,N,,,,,332771.1,4274216.2,38.600704,-106.920417,GPS,09/14/1906,,06/01/1876,9649.00000,0,5,"W3496, CA1325, 95CW0020, 07CW0007",1A,3.8500,0.0000,0.0000,0.0000,C,No,"HGT ON E BK P16, USE ADDED, AUG USE ADDED; 18.05AF/YR FR THIS , PR 227 OR CUNNINGHAM D, TT HYZER DITCH ID594, USE ADDED, USE ADDED; REPL MOUNTAIN MEAD SUBD P/A; DRY UP 3.41A; BYPASS HDGT",03/09/2009 10:50:00 AM,https://dwr.state.co.us/Tools/WaterRights/NetAmounts/1625764,"(38.600704, -106.920417)",1005
5900519,BIEBEL NO 1 DITCH,Ditch,OHIO CREEK,00186665,3.61,4,59,GUNNISON,NE,NW,SE,12,50.0 N,1.0 W,N,,,,,332915.1,4275039.2,38.608144,-106.918962,GPS,09/14/1906,,04/10/1880,11058.00000,0,16,"CA5676, CA1325",1,1.5000,0.0000,0.0000,0.0000,C,No,"HGT ON E BK P25, TRANSFERED IN LOCATION AS OF 1/27/61, TRANSFERED IN LOCATION AS OF 1/27/61",10/11/2006 02:39:00 PM,https://dwr.state.co.us/Tools/WaterRights/NetAmounts/1625256,"(38.608144, -106.918962)",1005
5900625,MAY BOHM & ENLD M B H P,Ditch,OHIO CREEK,00186665,9.79,4,59,GUNNISON,NW,SE,SE,21,51.0 N,1.0 W,N,,,,,328371.0,4281290.0,38.663577,-106.972664,GPS,09/14/1906,,02/28/1896,16860.00000,0,107,"07CW0133, CA1325",1,2.8750,0.0000,0.0000,0.0000,C,No,"HGT ON W BK P35, LOCATION CORRECTION, LOCATION CORRECTION",12/03/2012 09:04:00 AM,https://dwr.state.co.us/Tools/WaterRights/NetAmounts/1625590,"(38.663577, -106.972664)",1005
5900688,SUNKI NO 3 DITCH,Ditch,OHIO CREEK,00186665,23.43,4,59,GUNNISON,,NW,SW,35,14.0 S,87.0 W,S,,,,,318380.1,4295753.9,38.791844,-107.091224,GPS,09/14/1906,,05/20/1900,18402.00000,0,137,CA1325,1,0.5000,0.0000,0.0000,0.0000,C,No,SOURCE DRILL GULCH CR TRIB OF OHIO CR P97,01/01/1986 12:00:00 AM,https://dwr.state.co.us/Tools/WaterRights/NetAmounts/1625746,"(38.791844, -107.091224)",1005
5900588,HINKLE HAMILTON DITCH,Ditch,OHIO CREEK,00186665,13.49,4,59,GUNNISON,,SE,SE,33,15.0 S,86.0 W,S,,,,,326204.0,4285413.6,38.700297,-106.998590,GPS,09/14/1906,,05/15/1883,12188.00000,0,40,CA1325,1,4.5000,0.0000,0.0000,0.0000,C,No,HGT ON W BK P40,01/01/1986 12:00:00 AM,https://dwr.state.co.us/Tools/WaterRights/NetAmounts/1625470,"(38.700297, -106.99859)",1005
5900692,TEACHOUT-FAIRCHILD DITCH,Ditch,OHIO CREEK,00186665,10.81,4,59,GUNNISON,NW,SE,NW,21,51.0 N,1.0 W,N,,,,,327630.0,4282178.5,38.671431,-106.981397,GPS,09/14/1906,,07/31/1877,10074.00000,0,6,"CA5329, CA1325",1,5.0000,0.0000,0.0000,0.0000,C,No,"HGT ON E BK P17, CPD 6/24/1953 P521 TO NW SE NW SEC 21, NEW HEADGATE, CPD 6/24/1953 P521 FROM NE NE SW SEC 21, OLD HEADGATE",10/17/2006 01:38:00 PM,https://dwr.state.co.us/Tools/WaterRights/NetAmounts/1625759,"(38.671431, -106.981397)",1005
5900594,HYZER DITCH,Ditch,OHIO CREEK,00186665,2.65,4,59,GUNNISON,SW,SE,NW,13,50.0 N,1.0 W,N,,,,,332434.1,4274002.2,38.598713,-106.924234,GPS,09/14/1906,,06/01/1876,9649.00000,0,5,95CW0020,1,0.4000,0.0000,0.0000,0.0000,C,No,TF TINGLEY DITCH ID695,02/05/2007 10:17:00 AM,https://dwr.state.co.us/Tools/WaterRights/NetAmounts/1625488,"(38.598713, -106.924234)",1005
5901198,MESA DITCH,Ditch,OHIO CREEK,00186665,12.12,4,59,GUNNISON,NW,SE,NE,17,51.0 N,1.0 W,N,,,,,326808.0,4283813.0,38.685996,-106.991248,GPS,09/14/1906,,06/04/1899,18052.00000,0,128,CA1325,1,5.0000,0.0000,0.0000,0.0000,C,No,AKA TEACHOUT DITCH P92,01/01/1986 12:00:00 AM,https://dwr.state.co.us/Tools/WaterRights/NetAmounts/1626367,"(38.685996, -106.991248)",1005
5900725,SQUIRREL CREEK NO2 DITCH,Ditch,OHIO CREEK,00186665,17.01,4,59,GUNNISON,SE,SW,SW,20,15.0 S,86.0 W,S,,,,,323315.0,4288458.0,38.727139,-107.032570,GPS,09/14/1906,,06/03/1884,12573.00000,0,49,CA1325,1,1.3750,0.0000,0.0000,0.0000,C,No,HGT ON N BK P47,05/18/2006 01:49:00 PM,https://dwr.state.co.us/Tools/WaterRights/NetAmounts/1625822,"(38.727139, -107.03257)",1005
