WDID,Structure Name,CIU Code,Structure Type,Water Source,Associated Case Numbers,Associated Permits,DIV,WD,County,Q10,Q40,Q160,Section,Township,Range,PM,CoordsEW,CoordsEW Dir,CoordsNS,CoordsNS Dir,UTM x,UTM y,Location Accuracy,More Information,Location,Counties
2009802,W0872 WELL NO 06,Active structure but diversion records are not maintained (U),WELL,GROUNDWATER: CONFINED SAN LUIS VALLEY,W0872,52061-,3,20,ALAMOSA,,NE,NE,18,39.0 N,9.0 E,N,1,E,566,N,409923,4165344.5,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2009802,"(37.630826, -106.020865)",83
2002031,WASON RANCH APD NO 1,Active structure but diversion records are not maintained (U),DITCH,RIO GRANDE,04CW0005,,3,20,MINERAL,,NW,NW,8,41.0 N,1.0 E,N,10,W,750,N,332353.5,4187647.4,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2002031,"(37.820853, -106.904775)",31
2010802,W1463 WELL NO 11,Active structure but diversion records are not maintained (U),WELL,GROUNDWATER: CONFINED SAN LUIS VALLEY,W1463,,3,20,RIO GRANDE,,NW,NW,21,38.0 N,8.0 E,N,10,W,231,N,401721.1,4154338.5,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2010802,"(37.530801, -106.112327)",35
2013646,W3956 WELL NO 05,Active structure but diversion records are not maintained (U),WELL,GROUNDWATER: CONFINED SAN LUIS VALLEY,W3956,,3,20,ALAMOSA,,NE,SE,11,40.0 N,10.0 E,N,10,E,1458,S,426251.2,4175635.4,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2013646,"(37.72502, -105.836879)",83
2706313,RGWCD WELL SW-135,Active Structure with contemporary diversion records (A),WELL,GROUNDWATER: UNCONFINED SAN LUIS VALLEY,,"41922-F, 41922-F-R, 84198-F",3,27,SAGUACHE,,SW,NW,21,42.0 N,10.0 E,N,17,W,228,N,421559.8,4192265.4,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2706313,"(37.874501, -105.891905)",1067
2009406,W0635 WELL NO 05,"Historical structure only - no longer exists or has records, but has historical data (H)",WELL,GROUNDWATER: RIO GRANDE,"01CW0027, W0635",1557-R,3,20,RIO GRANDE,,NW,NW,24,39.0 N,8.0 E,N,18,W,225,N,406676,4163881.4,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2009406,"(37.617308, -106.057471)",35
2200949,BLAIN BAGWELL TAILWTR D,Active Structure with contemporary diversion records (A),DITCH,CONEJOS RIVER,"01CW0025, 05CW0002",,3,22,CONEJOS,SW,SW,SW,17,34.0 N,10.0 E,N,20,W,10,S,419236.1,4115330,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2200949,"(37.180924, -105.909865)",1440
2005456,W0714 WELL NO 04,Active structure but diversion records are not maintained (U),WELL,GROUNDWATER: CONFINED SAN LUIS VALLEY,"81CW0062, W0714",12174-R,3,20,ALAMOSA,,NW,SW,11,40.0 N,9.0 E,N,20,W,2212,S,415001.9,4175839.1,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2005456,"(37.725883, -105.964535)",83
2005550,W1465 WELL NO 03,Active structure but diversion records are not maintained (U),WELL,GROUNDWATER: UNCONFINED SAN LUIS VALLEY,"82CW0091, W1465",3154-F,3,20,ALAMOSA,,NW,NW,20,40.0 N,9.0 E,N,20,W,400,N,410141.6,4173449.1,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2005550,"(37.703881, -106.019382)",83
2010693,W1408 WELL NO 01,Active structure but diversion records are not maintained (U),WELL,GROUNDWATER: RIO GRANDE,"07CW0032, W1408",21809-F,3,20,ALAMOSA,,SW,SW,28,39.0 N,9.0 E,N,20,W,1290,S,411523.6,4161081.1,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2010693,"(37.592554, -106.002207)",83
2010820,W1465 WELL NO 02,Active Structure with contemporary diversion records (A),WELL,GROUNDWATER: UNCONFINED SAN LUIS VALLEY,W1465,6203-R,3,20,ALAMOSA,,NW,SW,19,40.0 N,9.0 E,N,20,W,2000,S,408435.9,4172560.6,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2010820,"(37.695709, -106.038621)",35
2008609,W0183 WELL NO FIRE 01,Active structure but diversion records are not maintained (U),WELL,GROUNDWATER: UNCONFINED SAN LUIS VALLEY,W0183,46865-,3,20,ALAMOSA,,NW,NW,8,40.0 N,9.0 E,N,20,W,235,N,410146.1,4176716.4,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2008609,"(37.733323, -106.01974)",83
2010793,W1463 WELL NO 02,Active structure but diversion records are not maintained (U),WELL,GROUNDWATER: CONFINED SAN LUIS VALLEY,W1463,,3,20,RIO GRANDE,,NE,NE,20,38.0 N,8.0 E,N,20,E,40,N,401712.7,4154396.8,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2010793,"(37.531323, -106.112425)",35
2505534,PERMIT 41906-F-R,Active Structure with contemporary diversion records (A),WELL,GROUNDWATER: UNCONFINED SAN LUIS VALLEY,,41906-F-R,3,25,SAGUACHE,,SW,SW,29,1.0 S,1.0 W,B,22,W,766,S,428886.7,4186450.4,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2505534,"(37.822697, -105.808029)",1067
2005397,W0921 WELL NO 01,Active structure but diversion records are not maintained (U),WELL,GROUNDWATER: UNCONFINED SAN LUIS VALLEY,"W0921, W3804",10793-R,3,20,ALAMOSA,,SW,SW,18,40.0 N,9.0 E,N,25,W,25,S,408448.7,4173578.6,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2005397,"(37.704884, -106.038601)",35
2012491,W2505 WELL NO 01,Active structure but diversion records are not maintained (U),WELL,GROUNDWATER: CONFINED SAN LUIS VALLEY,W2505,12854-R,3,20,ALAMOSA,,SW,NW,21,37.0 N,9.0 E,N,25,W,1900,N,411314.6,4144065.8,Spotted from section lines,https://dwr.state.co.us/Tools/Structures/2012491,"(37.43919, -106.002521)",83
