WDID,Water Right Name,Structure Type,Water Source,DIV,WD,County,Q10,Q40,Q160,Section,Township,Range,PM,CoordsEW,CoordsEW Dir,CoordsNS,CoordsNS Dir,UTM x,UTM y,Location Accuracy,Adjudication Type,Adjudication Date,Previous Adj Date,Appropriation Date,Admin No,Order No,Priority No,Case Number,Decreed Uses,Max Decreed Rate,Total Volumetric Limit,Associated WDID,Plan Type,Plan WDID,Comments,More Information,Location,Counties
4904475,AMY R FOOTE RES,Reservoir,BUFFALO CREEK,1,49,LINCOLN,,SE,SW,28,9.0 S,53.0 W,S,,,,,643488.1,4344016.9,Spotted from quarters,S,09/08/1938,12/28/1893,07/31/1906,20665,0,,CA2985,1,,120.82,,,,57,https://dwr.state.co.us/Tools/WaterRights/Transactions/245134,"(39.233608, -103.337512)",30
4900500,AUSTIN DITCH,Ditch,SOUTH FORK REPUBLICAN RIVER,1,49,KIT CARSON,NE,SW,NW,9,6.0 S,45.0 W,S,703,W,1426,N,719826.7,4380272.3,Spotted from section lines,S,09/08/1938,12/28/1893,11/22/1894,16397,0,,CA2985,1,7,,,,,32,https://dwr.state.co.us/Tools/WaterRights/Transactions/185021,"(39.543995, -102.441807)",1009
4904482,BARBER DAM STORAGE RES,Reservoir,SOUTH FORK REPUBLICAN RIVER,1,49,KIT CARSON,SE,NW,SE,10,10.0 S,44.0 W,S,,,,,732872.8,4341720.7,Spotted from quarters,S,12/31/1971,12/31/1970,08/01/1964,44194.41851,0,,W1507,1,,42.25,,,,,https://dwr.state.co.us/Tools/WaterRights/Transactions/185107,"(39.193565, -102.303531)",1009
4904482,BARBER DAM STORAGE RES,Reservoir,SOUTH FORK REPUBLICAN RIVER,1,49,KIT CARSON,SE,NW,SE,10,10.0 S,44.0 W,S,,,,,732872.8,4341720.7,Spotted from quarters,S,12/31/1971,12/31/1970,08/01/1964,44194.41851,0,,W8177,1,,42.25,,,,REFILL,https://dwr.state.co.us/Tools/WaterRights/Transactions/185108,"(39.193565, -102.303531)",1009
4900501,BARNES DITCH,Ditch,SOUTH FORK REPUBLICAN RIVER,1,49,YUMA,SW,SW,SE,21,5.0 S,44.0 W,S,2311,E,182,S,732179.1,4386955.1,Spotted from section lines,"S,AB",09/08/1938,12/28/1893,04/15/1908,21289,0,,84CW0204,1,11.3,,,,,ABAN 2/3/1988,https://dwr.state.co.us/Tools/WaterRights/Transactions/185023,"(39.600893, -102.295871)",1073
4900501,BARNES DITCH,Ditch,SOUTH FORK REPUBLICAN RIVER,1,49,YUMA,SW,SW,SE,21,5.0 S,44.0 W,S,2311,E,182,S,732179.1,4386955.1,Spotted from section lines,S,09/08/1938,12/28/1893,04/15/1908,21289,0,,CA2985,1,11.3,,,,,64 ENLT OF SCHERRER D IN SAME LOC,https://dwr.state.co.us/Tools/WaterRights/Transactions/185022,"(39.600893, -102.295871)",1073
4900534,BISHOP IRR PIPELINE,Pipeline,SOUTH FORK REPUBLICAN RIVER,1,49,YUMA,NW,SW,SE,7,5.0 S,42.0 W,S,2041,E,1234,S,748137.4,4391237.7,Spotted from section lines,S,12/31/1974,12/31/1973,12/31/1940,45290.33237,0,,W7709,1Q,3.342,,,,,,https://dwr.state.co.us/Tools/WaterRights/Transactions/185091,"(39.634963, -102.108622)",1073
4904483,BISHOP WILDLIFE PONDS 1 THRU 21,Reservoir,SOUTH FORK REPUBLICAN RIVER,1,49,YUMA,,NW,SE,7,5.0 S,42.0 W,S,,,,,747941.9,4391660.9,Spotted from quarters,"S,C,AB",12/31/1974,12/31/1973,09/01/1973,45290.45169,0,,W7709,1W,,90,,,,CANCELLED,https://dwr.state.co.us/Tools/WaterRights/Transactions/249413,"(39.638825, -102.110734)",1073
4904483,BISHOP WILDLIFE PONDS 1 THRU 21,Reservoir,SOUTH FORK REPUBLICAN RIVER,1,49,YUMA,,NW,SE,7,5.0 S,42.0 W,S,,,,,747941.9,4391660.9,Spotted from quarters,"S,C",12/31/1974,12/31/1973,09/01/1973,45290.45169,0,,W7709,1W,,90,,,,,https://dwr.state.co.us/Tools/WaterRights/Transactions/185110,"(39.638825, -102.110734)",1073
4904483,BISHOP WILDLIFE PONDS 1 THRU 21,Reservoir,SOUTH FORK REPUBLICAN RIVER,1,49,YUMA,,NW,SE,7,5.0 S,42.0 W,S,,,,,747941.9,4391660.9,Spotted from quarters,"S,AB",12/31/1974,12/31/1973,09/01/1973,45290.45169,0,,12CW0152,1W,,48.8,,,,ABANDONED; 11CW0263,https://dwr.state.co.us/Tools/WaterRights/Transactions/264027,"(39.638825, -102.110734)",1073
