"year","agedesc","gender","ethnicity","degreelevel","residency","cip2","cip","programname","recordcount"
"2001","25-40","Female","Hispanic","Associate","In-State","22","22.0103",,
"2001","21-24","Female","Hispanic","Associate","In-State","51","51.1601",,
"2001","17-20","Female","Black or African American, non-Hispanic","Certificate","In-State","51","51.1613",,
"2001","17-20","Female","Hispanic","Certificate","In-State","48","48.0201",,
"2001","17-20","Female","White, non-Hispanic","Certificate","In-State","51","51.1613",,
"2001","17-20","Male","Asian or Pacific Islander","Certificate","In-State","48","48.0201",,
"2001","17-20","Male","Hispanic","Certificate","In-State","48","48.0201",,
"2001","17-20","Male","White, non-Hispanic","Associate","In-State","48","48.0101",,
"2001","17-20","Male","White, non-Hispanic","Associate","In-State","48","48.0201",,
"2001","17-20","Male","White, non-Hispanic","Associate","In-State","52","52.1202",,
"2001","17-20","Male","White, non-Hispanic","Certificate","In-State","48","48.0101",,
"2001","17-20","Male","White, non-Hispanic","Certificate","In-State","48","48.0201",,
"2001","21-24","Female","Black or African American, non-Hispanic","Certificate","In-State","51","51.1613",,
"2001","21-24","Female","Hispanic","Associate","In-State","52","52.1202",,
"2001","21-24","Female","Hispanic","Certificate","In-State","51","51.1613",,
"2001","21-24","Female","Native American or Alaskan Native","Associate","In-State","51","51.1601",,
"2001","21-24","Female","White, non-Hispanic","Associate","In-State","48","48.0201",,
"2001","21-24","Female","White, non-Hispanic","Associate","In-State","51","51.1601",,
"2001","21-24","Female","White, non-Hispanic","Associate","In-State","52","52.1202",,
"2001","21-24","Female","White, non-Hispanic","Certificate","In-State","20","20.0201",,
"2001","21-24","Female","White, non-Hispanic","Certificate","In-State","48","48.0201",,
"2001","21-24","Female","White, non-Hispanic","Certificate","In-State","51","51.1613",,
"2001","21-24","Female","White, non-Hispanic","Certificate","In-State","52","52.1202",,
"2001","21-24","Male","White, non-Hispanic","Associate","In-State","48","48.0101",,
"2001","21-24","Male","White, non-Hispanic","Associate","In-State","51","51.1601",,
"2001","21-24","Male","White, non-Hispanic","Certificate","In-State","12","12.0405",,
"2001","21-24","Male","White, non-Hispanic","Certificate","In-State","48","48.0101",,
"2001","21-24","Male","White, non-Hispanic","Certificate","In-State","51","51.1613",,
"2001","25-40","Female","Asian or Pacific Islander","Associate","In-State","52","52.1202",,
"2001","25-40","Female","Asian or Pacific Islander","Certificate","In-State","51","51.1613",,
"2001","25-40","Female","Asian or Pacific Islander","Certificate","In-State","52","52.1204",,
