"id","taxyr","businessname1","businessname2","ein","licensedstatescd","allstatescd","missiondesc","lobbyingactivitiesind","independentauditfinclstmtind","consolidatedauditfinclstmtind","form990providedtogvrnbodyind","conflictofinterestpolicyind","whistleblowerpolicyind","documentretentionpolicyind"
"201441299349301724","2013","GRAND JUNCTION AIR SHOW INC",,"742528367",,,"TO PLAN, ORGANIZE AND PRESENT AIR","f","f","f","t","f","f","f"
"201025193493009630","2009","Sunrise Community Health",,"840613289",,,"Sunrise Community Health provides access to quality, comprehensive family health care services and is committed to addressing the special needs of our community's medically under served and migrant populations. The health center had over 110,856 visits/encounters and took care of 27,074 patients.","f","t","f","t","t","t","t"
"201100149349300910","2009","HILLTOP HEALTH SERVICES CORPORATION",,"742321009",,,"TO SERVE CITIZENS OF WESTERN","f","t","f","t","t","t","t"
"201100259349300805","2009","CRABTREE APARTMENTS",,"841141786",,,"Neighbor to Neighbor (N2N) empowers people and promotes housing opportunity through counseling, education, supportive services, community partnerships and the provision of multi-family affordable housing. N2N fosters positive outcomes and stable housing along all points of the housing continuum, from homelessness through home ownership","f","f","t","t","t","f","t"
"201100269349300010","2009","Denver Broncos Charities",,"841305294",,,"Denver Broncos Charities support many qualified non-profit organizations that work to impact the quality of life for youth, health and the hungry and homeless. DBC's emphasis is on programs designed to assist young people in the areas of education and youth football with a particular emphasis on programs aimed at disadvantaged and at-risk youth. DBC's will also consider programs devoted to health and hunger and homelessness issues.","f","f","f","t","t","f","t"
"201100299349300400","2010","Got Questions Ministries",,"371422141",,,"Answering Bible Questions Online","f","f","f","t","f","f","f"
"201100419349300000","2009","Valley Country Club",,"840458222",,,"Private Country Club","f","t","f","t","t","t","t"
"201100459349300890","2009","Park Hill Residence Inc",,"841339020",,,"To provide and promote quality affordable housing and services in a caring environment for older adults in Colorado.","f","t","t","f","t","t","t"
"201100459349301400","2009","Battlement Mesa Residence Inc",,"841449940",,,"To provide and promote quality affordable housing and services in a caring environment for older adults in Western Colorado.","f","t","t","f","t","t","t"
"201401689349300100","2013","Denver Center Child Care Association",,"841201719",,,"Our philosophy reflects our commitment","f","f","f","f","f","f","f"
"201100719349300700","2010","LAS BRISAS LEARNING SYSTEMS INC",,"260174430",,,"education programs","f","f","f","t","f","f","f"
"201100749349301015","2009","UNIVERSAL CHASTITY EDUCATION INC",,"201607315",,,"TO PROMOTE, THROUGH EDUCATION, SEXUAL ABSTINENCE UNTIL MARRIAGE AND MARITAL FIDELITY AS HEALTHY LIFESTYLES FREE FROM SEXUALLY-TRANSMITTED DISEASES INCLUDING HIV AND AIDS.","f","f","f","t","t","f","f"
"201100849349300900","2010","Colorado Springs Electrical Joint","Apprenticeship Training Fund","840575011",,,"To provide education and training for qualified applicants to obtain employment and local and state licenses in the electrical industry.","f","t","f","t","t","t","t"
"201101359349300115","2010","ERITREAN COMMUNITY IN CO",,"841144223",,,"SOCIAL AND CULTURAL ACTIVITIES","f","f","f","t","f","f","f"
"201100899349300720","2010","Biblical Education By Extension Inc",,"742752161",,,"To assist the church, primarily in closed countries, in the establishment of continuing, indigenous church-based training centers in which servant leaders are equipped to develop growing and reproducing churches.","f","t","f","t","t","t","t"
"201100979349300610","2009","THE WILDWOOD SCHOOL INC",,"840616743",,,"Create a happy, caring and nurturing preschool dedicated to environmental exploration and artistic expression. Promote the children's experiential learning, social interaction and positive self-concept. Strive to provide a meaningful first-learning experience for the children, their parents, the staff and the community.","f","f","f","t","f","f","f"
"201101039349300605","2009","BAYAUD ENTERPRISES INC",,"840616970",,,"Employment opportunities for persons with disabilities.","f","t","f","t","t","t","t"
"201101099349300000","2009","Dolphin Swim Club Inc",,"840787141",,,"SWIMMING PROGRAM, PHYSICAL TRAINING, LESSONS, COMPETITIVE MEETS","f","f","f","t","t","f","f"
"201101099349300415","2010","WOMEN OF COURAGE INC",,"841576866",,,"TO PROVIDE SPIRITUAL, EMOTIONAL, AND MATERIAL SUPPORT FOR SINGLE-MOM FAMILIES WHO ENTER INTO A PARTNERSHIP TO STRIVE TOWARD SELF-SUFFICIENCY.","f","f","f","f","f","f","f"
"201101239349300410","2010","Homeward Pikes Peak",,"134242773",,,"To be the catalyst in the Pikes Peak region's commitment to eliminate homelessness by coordinating, facilitating and monitoring a strategic plan for homeless services and resource utilization","f","f","f","t","t","t","t"
"201101239349300620","2010","RUSSIAN CHRISTIAN RADIO INC",,"841203598",,,"TO SPREAD THE GOSPEL OF JESUS CHRIST PRIMARILY AMONG RUSSIAN SPEAKING PEOPLE THOUGHOUT THE WORLD THROUGH THE USE OF VARIOUS MEDIA OUTLETS AND MINISTRIES","f","t","f","t","t","t","t"
"201101259349300220","2010","ANNE H GATES TRUST UW 1012028410 R79217007",,"846019358",,,"TO BE USED UNER THE DIRECTION OF THE VESTRY OF THE GRACE & ST. STEPHENS EPISCOPAL CHURCH OF COLORADO SPRINCS, CO FOR THE RELIEF OF THE POOR OF GRACE & ST. STEPHENS EPISCOPAL CHURCH","f","f","f","t","f","f","f"
"201101269349300335","2010","CARPENTER ENDOWMENT FUND R79216009 1012028210",,"846019320",,,"FOR THE SUPPORT OF GRACE EPISCOPAL CHURCH, COLORADO SPRINGS, CO","f","f","f","t","f","f","f"
"201101299349301515","2010","Phoenix Multisport Inc",,"204648043",,,"Phoenix Multisport's mission is to foster a supportive, physically active community for individuals who are recovering from alcohol and substance abuse and those that choose to live a sober life. Through pursuits like climbing, hiking, running, swimming, road and mountain biking, yoga, strength training, racing and other activities, they seek to help their members develop and maintain the emotional strength they need to stay sober.Phoenix members become part of a community that places value on the future rather than the past. Phoenix Multisport offers the opportunity for social and athletic networking that can lead to long lasting relationships with others who share a commitment to sobriety.","f","t","f","t","t","t","t"
"201103129349300640","2010","COLORADO RURAL DEVELOPMENTAL COUNCIL",,"134225599",,,"RURAL COMMUNITY ASSESSMENTS TO ENHANCE THE ECONOMIC CLIMATE AND BASE.","f","f","f","t","f","f","f"
"201231449349300608","2011","WINGS OVER THE ROCKIES AIR & SPACE MUSEUM",,"840931491",,,"THE ORGANIZATION'S MISSION IS TO EDUCATE AND INSPIRE PEOPLE OF ALL AGES ABOUT AVIATION AND SPACE ENDEAVORS OF THE PAST, PRESENT, AND FUTURE.","f","t","f","t","t","t","t"
"201101329349303915","2010","CATTLEMEN'S DAYS INC CO TREASURER",,"721576181",,,"CATTLEMEN'S DAYS CELEBRATION IS USED TO PROMOTE COMMUNITY ACTIVITES WITHIN GUNNISON COUNTY INCLUDING: A RODEO, PARADE, DANCES AND BREAST CANCER AWARENESS AND FUNDING BREAST CANCER SUPPORT PROGRAMS.","f","f","f","t","t","f","f"
"201101339349300840","2010","WYLY COMMUNITY ART CENTER",,"201188479",,,"THE WYLY COMMUNITY ART CENTER FOSTERS CREATIVE EXPRESSION THROUGH THE VISUAL ARTS FOR LEARNERS OF ALL AGES AND ABILITIES. WE PROVIDE CLASSES, OUTREACH PARTNERSHIP PROGRAMS AND COMMUNITY EVENTS. WE ARE COMMITTED TO ENHANCING AND ENLIVENING OUR COMMUNITY THROUGH EXCELLENCE IN TEACHING, PROMOTING FREEDOM OF EXPRESSION AND ENCOURAGING THE UNIQUE LEARNING STYLE OF EACH INDIVIDUAL.","f","f","f","t","f","f","f"
"201101339349302190","2010","ORIENT LAND TRUST",,"841582988",,,"Orient Land Trust is a nonprofit land trust dedicated to the preservation of natural and biologic resources, agricultural lands, wildlife habitat, open space, and historic and geologic features of the northern San Luis Valley for the enjoyment of current and future generations.","f","t","f","t","t","t","t"
"201101339349305580","2009","Mercy Regional Medical Center of Durango",,"840405515",,,"The organization's mission is to nurture the healing ministry of the Church by bringing it new life, energy and viability in the 21st century. Fidelity to the Gospel urges us to emphasize human dignity and social justice as we move toward the creation of healthier communities.","t","f","t","f","t","t","t"
"201101349349300510","2010","BIG THOMPSON WATERSHED FORUM",,"061682189",,,"THE MISSION OF THE BIG THOMPSON WATERSHED","f","f","f","t","t","f","f"
"201203209349307870","2011","Our Sister's Keeper Coalition Inc",,"204919465",,,"Our Sisters Keeper Coalition is dedicated to promoting the safety and sovereignity of all families, and honoring the fundamental value of those who experience domestic violence and /or sexual assault, by providing inclusive victim services, educational programs, and community outreach, to help survivors achieve long-term self sufficiency.","f","f","f","f","t","f","f"
