"month","year","city","amount","naics","industry"
"1","2016","Arvada","7000.0","11","Agriculture, Forestry, Fishing and Hunting"
"1","2016","Arvada",,"21","Mining, Quarrying, and Oil and Gas Extraction"
"1","2016","Arvada",,"22","Utilities"
"1","2016","Arvada","6211000.0","23","Construction"
"1","2016","Arvada","9915000.0","31-33","Manufacturing"
"1","2016","Arvada","19229000.0","42","Wholesale Trade"
"1","2016","Arvada","2781000.0","441","Motor Vehicle and Parts Dealers"
"1","2016","Arvada","1986000.0","442","Furniture and Home Furnishings Stores"
"1","2016","Arvada","2578000.0","443","Electronics and Appliance Stores"
"1","2016","Arvada","9451000.0","444","Building Material and Garden Equipment and Supplies Dealers"
"1","2016","Arvada","36507000.0","445","Food and Beverage Stores"
"1","2016","Arvada","4105000.0","446","Health and Personal Care Stores"
"1","2016","Arvada","6684000.0","447","Gasoline Stations"
"1","2016","Arvada","793000.0","448","Clothing and Clothing Accessories Stores"
"1","2016","Arvada","2203000.0","451","Sporting Goods, Hobby, Musical Instrument, and Book Stores"
"1","2016","Arvada","27847000.0","452","General Merchandise Stores"
"1","2016","Arvada","4211000.0","453","Miscellaneous Store Retailers"
"1","2016","Arvada","660000.0","454","Nonstore Retailers"
"1","2016","Arvada","89000.0","48-49","Transportation and Warehousing"
"1","2016","Arvada","6627000.0","51","Information"
"1","2016","Arvada","1020000.0","52","Finance and Insurance"
"1","2016","Arvada","1828000.0","53","Real Estate and Rental and Leasing"
"1","2016","Arvada","3769000.0","54","Professional, Scientific, and Technical Services"
"1","2016","Arvada","1043000.0","56","Administrative and Support and Waste Management and Remediation Services"
"1","2016","Arvada",,"61","Educational Services"
"1","2016","Arvada","307000.0","62","Health Care and Social Assistance"
"1","2016","Arvada","937000.0","71","Arts, Entertainment, and Recreation"
"1","2016","Arvada",,"721","Accommodation"
"1","2016","Arvada","15866000.0","722","Food Services and Drinking Places"
"1","2016","Arvada","7118000.0","55; 81","Management of Companies and Enterprises; Other Services (except Public Administration)"
"1","2016","Arvada",,"92","Public Administration"
"1","2016","Aurora",,"11","Agriculture, Forestry, Fishing and Hunting"
"1","2016","Aurora","353000.0","21","Mining, Quarrying, and Oil and Gas Extraction"
"1","2016","Aurora",,"22","Utilities"
"1","2016","Aurora","8694000.0","23","Construction"
