"channel","station","name","elevation","quadrant","northing","easting","point"
"1","SPYHILL","Spy Hill","0","NW","51.15482858138461","-114.18665813492161","POINT (-114.18665813492161 51.15482858138461)"
"29","COCHRANE","Cochrane","0",,"51.167472438967074","-114.4424234249817","POINT (-114.4424234249817 51.167472438967074)"
"43","HWY22","Highway 22","0",,"51.03674999971967","-114.46800000034084","POINT (-114.46800000034084 51.03674999971967)"
"41","PRIDDIS","Priddis Slough","0","SE","50.87669444475213","-114.05074999967637","POINT (-114.05074999967637 50.87669444475213)"
"11","WEST DOVER","West Dover","1060.3","SE","51.03038128816031","-113.9938127994461","POINT (-113.9938127994461 51.03038128816031)"
"22","OGDEN","Ogden","1025.1","SE","50.983094595234306","-114.00088359999468","POINT (-114.00088359999468 50.983094595234306)"
"15","ROSSCARROCK","Rosscarrock","1145.4","SW","51.03864087879308","-114.15244507058881","POINT (-114.15244507058881 51.03864087879308)"
"12","68ST LAKE","68 St Lake","1056.5","SE","51.03430728342149","-113.93533120242921","POINT (-113.93533120242921 51.03430728342149)"
"35","VALLEYRIDGE","Valley Ridge","0","NW","51.09104316199858","-114.24795436466589","POINT (-114.24795436466589 51.09104316199858)"
"20","MIDNAPORE","Midnapore","1045.9","SE","50.91051062803269","-114.06240819346772","POINT (-114.06240819346772 50.91051062803269)"
"28","CROSSFIELD","Crossfield","1114.2",,"51.430538294448255","-114.02752984780602","POINT (-114.02752984780602 51.430538294448255)"
"13","COACH HILL","Coach Hill","1231.5","SW","51.06156844517798","-114.1872903332045","POINT (-114.1872903332045 51.06156844517798)"
"21","PARKLAND","Parkland","1040.5","SE","50.9294468399336","-114.03850029091872","POINT (-114.03850029091872 50.9294468399336)"
"37","RANCH","Ranch RG","0",,"50.853654836275545","-114.19440689181488","POINT (-114.19440689181488 50.853654836275545)"
"7","TUXEDO","Tuxedo","1084","NW","51.076207102883515","-114.07135525401071","POINT (-114.07135525401071 51.076207102883515)"
"14","DOWNTOWN","Downtown","1050.1","SW","51.04404968795353","-114.08399847032432","POINT (-114.08399847032432 51.04404968795353)"
"40","Tom Campbell Precip","Tom Campbell","0","NE","51.05207093059583","114.02970898949592","POINT (-114.02970898949592 51.05207093059583)"
"18","CEDARBRAE","Cedarbrae","1109.3","SW","50.957634559666374","-114.12129580486774","POINT (-114.12129580486774 50.957634559666374)"
"48","Seton Precip","Seton","0","SE","50.87746877342638","-113.95418866721879","POINT (-113.95418866721879 50.87746877342638)"
"6","HUNTINGTON","Huntington","1080.8","NW","51.115554014788515","-114.06803811828553","POINT (-114.06803811828553 51.115554014788515)"
"31","CHESTERMERE","Chestermere","0",,"51.04803182479013","-113.82428244385339","POINT (-113.82428244385339 51.04803182479013)"
"27","COUNTRYHLS","Country Hills","1078.4","NW","51.140460958147244","-114.08339617003467","POINT (-114.08339617003467 51.140460958147244)"
"24","AIRDRIE","Airdrie","1086.2",,"51.2785380881217","-114.0112498908703","POINT (-114.0112498908703 51.2785380881217)"
"30","DEWINTON","DeWinton","1108.3",,"50.825767765782345","-114.02478666340305","POINT (-114.02478666340305 50.825767765782345)"
"33","SADDLERIDGE","Saddleridge","0","NE","51.126473016633916","-113.94882957134003","POINT (-113.94882957134003 51.126473016633916)"
"42","PROVIDENCE","Providence","0","SW","50.907638888672636","-114.18261111055446","POINT (-114.18261111055446 50.907638888672636)"
"9","TEMPLE","Temple","1091.5","NE","51.091568702208946","-113.95767637272729","POINT (-113.95767637272729 51.091568702208946)"
"32","BRIDLEWOOD","Bridlewood","0","SW","50.90761283803141","-114.11846292165309","POINT (-114.11846292165309 50.90761283803141)"
"3","EDGEMONT","Edgemont","0","NW","51.126078704424266","-114.15028263583865","POINT (-114.15028263583865 51.126078704424266)"
"46","Cornerstone","Cornerstone","1090","NE","51.16527777760604","-113.93666666747492","POINT (-113.93666666747492 51.16527777760604)"
"26","MCKENZIE LK","McKenzie Towne","1033.8","SE","50.91614839708709","-113.9631668519238","POINT (-113.9631668519238 50.91614839708709)"
"36","PINE CR WTP","Pine Creek WTP","0","SE","50.86001386798942","-113.98834553271556","POINT (-113.98834553271556 50.86001386798942)"
"4","BOWNESS","Bowness","0","NW","51.08435067942505","-114.18024509199186","POINT (-114.18024509199186 51.08435067942505)"
"34","SIGNAL HILL","Signal Hill","0","SW","51.02099324885904","-114.18758865124072","POINT (-114.18758865124072 51.02099324885904)"
"47","Evergreen Precip","Evergreen","0","SW","50.907177179917184","-114.11885040788745","POINT (-114.11885040788745 50.907177179917184)"
"23","SHEPARD LAG","Shepard Lagoons","1032","SE","50.94801832680598","-113.95816492887724","POINT (-113.95816492887724 50.94801832680598)"
"38","WATER CENT","Water Centre","0","SE","51.02921811071509","-114.04842719673827","POINT (-114.04842719673827 51.02921811071509)"
"8","MOUNTVIEW","Mountview","1076.4","NE","51.068571657563965","-114.04227027629852","POINT (-114.04227027629852 51.068571657563965)"
"10","FOREST HEIGHTS","Forest Heights","1066.6","SE","51.05142269670339","-113.97020661311997","POINT (-113.97020661311997 51.05142269670339)"
"17","WINDSOR PK","Windsor Park","1062.3","SW","51.0048089553852","-114.071245883345","POINT (-114.071245883345 51.0048089553852)"
"44","FORRESTLWN","Forest Lawn Creek","0","SE","50.98950000041434","-113.93449999972292","POINT (-113.93449999972292 50.98950000041434)"
"5","UNIVERSITY","University","1107.3","NW","51.081650205804245","-114.14001061935177","POINT (-114.14001061935177 51.081650205804245)"
"2","LSVRSPRING","Silver Springs","0","NW","51.11534470273686","-114.20311777529577","POINT (-114.20311777529577 51.11534470273686)"
"16","LINCOLN PK","Lincoln Park","1114.2","SW","51.006027920196566","-114.1285172662023","POINT (-114.1285172662023 51.006027920196566)"
"19","HAYSBORO","Haysboro","1054.2","SW","50.96614898477539","-114.07455457133409","POINT (-114.07455457133409 50.96614898477539)"
