"rowid","year","month","activity_date","users","new_users","sessions","city","network_location","device_category","region","avg_session_duration"
"120200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Albuquerque","(not set)","desktop","New Mexico","117.0"
"220200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Ashburn","(not set)","desktop","Virginia","0.0"
"320200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Austin","(not set)","mobile","Texas","0.0"
"420200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","0","1","Avondale","(not set)","desktop","Arizona","0.0"
"520200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Bensenville","(not set)","desktop","Illinois","0.0"
"620200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Boardman","(not set)","desktop","Oregon","0.0"
"720200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","5","5","5","Chandler","(not set)","desktop","Arizona","0.0"
"820200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","0","1","Chandler","(not set)","mobile","Arizona","0.0"
"920200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Chandler","(not set)","tablet","Arizona","81.0"
"1020200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Cheyenne","(not set)","desktop","Wyoming","0.0"
"1120200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Chino Valley","(not set)","desktop","Arizona","0.0"
"1220200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Denver","(not set)","desktop","Colorado","0.0"
"1320200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Fremont","(not set)","desktop","California","0.0"
"1420200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Gilbert","(not set)","desktop","Arizona","0.0"
"1520200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Gilbert","(not set)","mobile","Arizona","0.0"
"1620200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Hanover","(not set)","desktop","Maryland","0.0"
"1720200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Hyderabad","(not set)","desktop","Telangana","22.0"
"1820200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Indianapolis","(not set)","desktop","Indiana","0.0"
"1920200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Irvine","(not set)","mobile","California","0.0"
"2020200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","3","3","3","Los Angeles","(not set)","mobile","California","0.0"
"2120200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","19","6","20","Mesa","(not set)","desktop","Arizona","99.1"
"2220200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","14","12","16","Mesa","(not set)","mobile","Arizona","96.6875"
"2320200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","3","1","3","Mesa","(not set)","tablet","Arizona","13.333333333333334"
"2420200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","New York","(not set)","desktop","New York","0.0"
"2520200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Ontario","(not set)","mobile","California","0.0"
"2620200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","6","4","6","Phoenix","(not set)","desktop","Arizona","8.166666666666666"
"2720200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","11","10","11","Phoenix","(not set)","mobile","Arizona","9.454545454545455"
"2820200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","4","3","4","Scottsdale","(not set)","desktop","Arizona","57.25"
"2920200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","1","1","1","Seal Beach","(not set)","desktop","California","0.0"
"3020200226","2020","2020-02-01T00:00:00.000","2020-02-26T00:00:00.000","2","2","2","Tempe","(not set)","desktop","Arizona","74.5"
"120200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","2","2","2","(not set)","(not set)","desktop","(not set)","0.0"
"220200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","(not set)","(not set)","desktop","Guanajuato","0.0"
"320200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Al Ain","(not set)","desktop","Abu Dhabi","0.0"
"420200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Apache Junction","(not set)","desktop","Arizona","47.0"
"520200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Berkeley","(not set)","desktop","California","0.0"
"620200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Cedar Rapids","(not set)","mobile","Iowa","0.0"
"720200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Chandler","(not set)","desktop","Arizona","5.0"
"820200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Charlotte","(not set)","desktop","North Carolina","0.0"
"920200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Chicago","(not set)","desktop","Illinois","0.0"
"1020200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Costa Mesa","(not set)","desktop","California","0.0"
"1120200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","0","1","Denton","(not set)","mobile","Maryland","0.0"
"1220200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Fullerton","(not set)","mobile","California","35.0"
"1320200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Gilbert","(not set)","desktop","Arizona","159.0"
"1420200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","0","1","Gilbert","(not set)","mobile","Arizona","0.0"
"1520200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","2","2","2","Irvine","(not set)","mobile","California","0.0"
"1620200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Los Angeles","(not set)","desktop","California","0.0"
"1720200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","4","4","4","Los Angeles","(not set)","mobile","California","0.0"
"1820200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","19","10","21","Mesa","(not set)","desktop","Arizona","98.42857142857143"
"1920200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","8","6","8","Mesa","(not set)","mobile","Arizona","1.5"
"2020200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Mesa","(not set)","tablet","Arizona","0.0"
"2120200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Naperville","(not set)","desktop","Illinois","0.0"
"2220200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Oakdale","(not set)","desktop","Minnesota","1031.0"
"2320200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","0","1","Peoria","(not set)","desktop","Arizona","1944.0"
"2420200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","3","3","3","Phoenix","(not set)","desktop","Arizona","63.0"
"2520200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","11","10","11","Phoenix","(not set)","mobile","Arizona","3.0"
"2620200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Pinetop-Lakeside","(not set)","desktop","Arizona","435.0"
"2720200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","San Jose","(not set)","desktop","California","0.0"
"2820200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","0","1","San Tan Valley","(not set)","mobile","Arizona","0.0"
"2920200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","2","2","2","Scottsdale","(not set)","desktop","Arizona","0.0"
"3020200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Scottsdale","(not set)","mobile","Arizona","0.0"
"3120200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Scottsdale","(not set)","tablet","Arizona","0.0"
"3220200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","0","1","Southport","(not set)","mobile","England","0.0"
"3320200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","0","1","Tempe","(not set)","desktop","Arizona","25.0"
"3420200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Wichita","(not set)","desktop","Kansas","0.0"
"3520200227","2020","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","1","1","1","Zurich","(not set)","desktop","Zurich","0.0"
"120200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","(not set)","(not set)","desktop","(not set)","0.0"
"220200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","Birmingham","(not set)","desktop","Alabama","0.0"
"320200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","Boardman","(not set)","desktop","Oregon","0.0"
"420200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","Chandigarh","(not set)","mobile","Chandigarh","0.0"
"520200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","0","1","Dallas","(not set)","tablet","Texas","0.0"
"620200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","El Cajon","(not set)","desktop","California","0.0"
"720200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","0","1","Falmouth","(not set)","desktop","Maine","0.0"
"820200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","Gilbert","(not set)","desktop","Arizona","0.0"
"920200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","Gilbert","(not set)","mobile","Arizona","0.0"
"1020200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","Glendale","(not set)","desktop","Arizona","0.0"
"1120200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","Huntersville","(not set)","desktop","North Carolina","0.0"
"1220200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","Las Vegas","(not set)","tablet","Nevada","67.0"
"1320200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","2","2","2","Los Angeles","(not set)","mobile","California","0.0"
"1420200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","6","5","6","Mesa","(not set)","desktop","Arizona","20.0"
"1520200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","5","5","5","Mesa","(not set)","mobile","Arizona","8.0"
"1620200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","2","1","2","Mesa","(not set)","tablet","Arizona","0.0"
"1720200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","Palm Desert","(not set)","desktop","California","0.0"
"1820200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","5","2","5","Phoenix","(not set)","desktop","Arizona","176.8"
"1920200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","8","7","8","Phoenix","(not set)","mobile","Arizona","2.625"
"2020200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","San Francisco","(not set)","mobile","California","0.0"
"2120200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","San Jose","(not set)","tablet","California","0.0"
"2220200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","San Tan Valley","(not set)","mobile","Arizona","0.0"
"2320200228","2020","2020-02-01T00:00:00.000","2020-02-28T00:00:00.000","1","1","1","Tempe","(not set)","desktop","Arizona","0.0"
"120200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","(not set)","(not set)","desktop","(not set)","0.0"
"220200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","(not set)","(not set)","mobile","(not set)","0.0"
"320200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","(not set)","(not set)","mobile","California","3.0"
"420200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","3","3","3","Boardman","(not set)","desktop","Oregon","21.0"
"520200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","Chicago","(not set)","desktop","Illinois","0.0"
"620200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","2","Gilbert","(not set)","desktop","Arizona","0.0"
"720200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","Gilbert","(not set)","mobile","Arizona","0.0"
"820200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","Irvine","(not set)","mobile","California","0.0"
"920200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","Lake Zurich","(not set)","mobile","Illinois","0.0"
"1020200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","Los Angeles","(not set)","desktop","California","0.0"
"1120200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","2","2","2","Los Angeles","(not set)","mobile","California","0.0"
"1220200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","5","4","5","Mesa","(not set)","desktop","Arizona","13.0"
"1320200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","7","7","7","Mesa","(not set)","mobile","Arizona","9.857142857142858"
"1420200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","Mesa","(not set)","tablet","Arizona","0.0"
"1520200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","Peoria","(not set)","desktop","Arizona","0.0"
"1620200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","0","1","Phoenix","(not set)","desktop","Arizona","0.0"
"1720200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","12","10","13","Phoenix","(not set)","mobile","Arizona","19.923076923076923"
"1820200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","2","2","2","Queen Creek","(not set)","desktop","Arizona","17.0"
"1920200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","Queen Creek","(not set)","mobile","Arizona","0.0"
"2020200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","2","Sacramento","(not set)","mobile","California","0.0"
"2120200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","0","1","San Tan Valley","(not set)","tablet","Arizona","0.0"
"2220200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","Scottsdale","(not set)","desktop","Arizona","0.0"
"2320200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","1","1","1","Seattle","(not set)","desktop","Washington","0.0"
"2420200301","2020","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","2","2","2","Tempe","(not set)","mobile","Arizona","0.0"
"120200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","(not set)","(not set)","mobile","(not set)","0.0"
"220200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Acworth","(not set)","mobile","Georgia","0.0"
"320200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Arlington","(not set)","mobile","Virginia","0.0"
"420200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","5","5","5","Ashburn","(not set)","desktop","Virginia","0.0"
"520200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Bakersfield","(not set)","desktop","California","0.0"
"620200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Bixby","(not set)","desktop","Oklahoma","0.0"
"720200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Carrollton","(not set)","desktop","Texas","0.0"
"820200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Chandler","(not set)","desktop","Arizona","0.0"
"920200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","4","4","4","Chandler","(not set)","mobile","Arizona","0.0"
"1020200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Coffeyville","(not set)","desktop","Kansas","0.0"
"1120200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","3","3","3","Gilbert","(not set)","desktop","Arizona","261.0"
"1220200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","4","3","4","Gilbert","(not set)","mobile","Arizona","0.0"
"1320200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Glendale","(not set)","mobile","Arizona","0.0"
"1420200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Hendersonville","(not set)","mobile","North Carolina","0.0"
"1520200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","4","4","4","Hialeah Gardens","(not set)","desktop","Florida","0.0"
"1620200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Houston","(not set)","mobile","Texas","0.0"
"1720200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","2","2","2","Las Vegas","(not set)","mobile","Nevada","0.0"
"1820200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Latham","(not set)","desktop","New York","0.0"
"1920200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","0","2","Los Angeles","(not set)","desktop","California","0.0"
"2020200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Los Angeles","(not set)","mobile","California","0.0"
"2120200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","27","16","27","Mesa","(not set)","desktop","Arizona","18.77777777777778"
"2220200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","21","20","21","Mesa","(not set)","mobile","Arizona","64.0952380952381"
"2320200302","2020","2020-03-01T00:00:00.000","2020-03-02T00:00:00.000","1","1","1","Mesa","(not set)","tablet","Arizona","0.0"
