"calendar","title","location","description","start_date","end_date","phone","email","requirement"
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participante
conocerá como ingresar transacciones de donativos y de gastos al sistema para producir
y radicar los informes requeridos por Ley.","2016-10-05T13:30:00.000","2016-10-05T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2016-10-19T13:30:00.000","2016-10-19T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-02-22T13:30:00.000","2017-02-22T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-04-05T13:30:00.000","2017-03-29T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-04-05T13:30:00.000","2017-04-05T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-04-18T13:30:00.000","2017-04-18T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-05-03T13:30:00.000","2017-05-03T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-05-10T13:30:00.000","2017-05-10T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-06-02T13:30:00.000","2017-06-02T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-06-14T13:30:00.000","2017-06-14T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-07-12T13:30:00.000","2017-07-12T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-08-16T13:30:00.000","2017-08-16T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-09-13T13:30:00.000","2017-09-13T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2018-01-17T13:30:00.000","2018-01-17T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2018-02-13T13:30:00.000","2018-02-13T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2018-10-11T13:30:00.000","2018-10-11T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2560. secretaria@oce..pr.gov"
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2018-10-24T13:30:00.000","2018-10-24T15:30:00.000","(787) 332-2050","secretaria@oce.pr.gov","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2560. secretaria@oce..pr.gov"
