"incident_no","agency","crash_date","crash_city","crash_location","crash_day","year","crash_time","conditions","crash_circumstances","role","crash_injury","seatbelt","gender","age","latitude","count"
"193903","VSP - B2 Royalton","2017-03-19T00:00:00.000","Reading",,"2017","Sunday",,"Good","Driving too fast for conditions","Driver","Fatality (K)","No","Male","20.7",,"1"
"193577","VSP - B4 Rutland","2017-03-18T00:00:00.000","Killington",,"2017","Saturday","1:00","Good","Exceeded authorized speed limit","Passenger","Fatality (K)","No","Male","30",,"1"
"194346","VSP - A5 Derby","2017-02-25T00:00:00.000","Barton","MinCollector","2017","Saturday","15:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Male","73.400000000000006","(44.81912, -72.18491)","1"
"192599","VSP - B2 Royalton","2017-02-16T00:00:00.000","Hartland","I-91","2017","Thursday","6:00","Slick","Driving too fast for conditions","Driver","Fatality (K)","Yes","Male","50","(43.59563, -72.34711)","1"
"192095","VSP - A2 St. Albans","2017-02-04T00:00:00.000","Georgia","I-89","2017","Saturday","16:00","Good","Operating vehicle in erratic- reckless- careless- negligent- or aggressive manner","Driver","Fatality (K)","No","Male","35.200000000000003",,"1"
"191299","VSP - A3 Middlesex","2017-01-17T00:00:00.000","Montpelier","I-89","2017","Tuesday","20:00","Slick","Driving too fast for conditions","Passenger","Fatality (K)","No","Male","21","(44.24585, -72.58715)","1"
"191227","VSP - A2 St. Albans","2017-01-10T00:00:00.000","South Hero","TOWN ROAD 0017","2017","Tuesday","15:00","Good","Under the influence of medication/drugs/alcohol","Driver","Fatality (K)","No","Male","39.200000000000003","(44.62827, -73.28401)","1"
"193934","VSP - A5 Derby","2017-01-02T00:00:00.000","Barton","I-91","2017","Monday","20:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Female","45.1","(44.75179, -72.19273)","1"
"191116","VSP - B5 New Haven","2016-12-29T00:00:00.000","Cornwall","VT-74","2016","Thursday","13:00","Slick","Swerving or avoiding due to wind- slippery surface- vehicle- object- non-motorist in roadway etc","Driver","Fatality (K)","Yes","Male","69.2","(43.95173, -73.22249)","1"
"191281","VSP - B5 New Haven","2016-12-14T00:00:00.000","New Haven","VT-17","2016","Wednesday","5:00","Slick","Driving too fast for conditions","Driver","Fatality (K)","No","Female","62.2","(44.12495, -73.13025)","1"
"191160","VSP - B5 New Haven","2016-12-11T00:00:00.000","Addison","VT-22A","2016","Sunday","16:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Male","78.8","(44.05829, -73.30226)","1"
"190528","VSP - B2 Royalton","2016-11-29T00:00:00.000","Bridgewater","US-4","2016","Tuesday","7:00","Slick","No improper driving","Driver","Fatality (K)","Yes","Male","62","(43.59439, -72.70837)","1"
"188726","VSP - B4 Rutland","2016-11-28T00:00:00.000","Benson","VT-22A","2016","Monday","10:00","Good","Unknown","Passenger","Fatality (K)","No","Male","74","(43.7505, -73.3085)","1"
"188569","VSP - B4 Rutland","2016-11-21T00:00:00.000","Clarendon","US-7","2016","Monday","12:00","Good","Failed to yield right of way","Driver","Fatality (K)","Yes","Female","21.8","(43.56075, -72.96423)","1"
"187903","VSP - A1 Williston","2016-11-03T00:00:00.000","Charlotte","US-7","2016","Thursday","1:00","Unknown","Unknown","Driver","Fatality (K)","Yes","Male","23","(44.34871, -73.23972)","1"
"188730","VSP - A2 St. Albans","2016-10-14T00:00:00.000","Highgate","US-7","2016","Friday","17:00","Shoulders",,"Bicycle","Fatality (K)","N/A","Male","14","(44.95241, -73.11242)","1"
"190036","VSP - B1 Westminster","2016-10-13T00:00:00.000","Guilford","MinCollector","2016","Thursday","11:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","48.2","(42.78569, -72.64394)","1"
"191306","VSP - B1 Westminster","2016-10-03T00:00:00.000","Marlboro","VT-9","2016","Monday","22:00","Slick","Driving too fast for conditions","Driver","Fatality (K)","Yes","Male","26.4","(42.87771, -72.68224)","1"
"188739","VSP - B3 Shaftsbury","2016-09-30T00:00:00.000","Woodford","VT-9","2016","Friday","10:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","44","(42.89495, -73.05874)","1"
"188012","VSP - B3 Shaftsbury","2016-09-22T00:00:00.000","Whitingham","FAS 0105","2016","Thursday","2:00","Good","Driving too fast for conditions","Passenger","Fatality (K)","No","Male","20","(42.76794, -72.9281)","1"
"188869","VSP - A4 St. Johnsbury","2016-09-19T00:00:00.000","Lyndon","MinCollector","2016","Monday","1:00","Good","Under the influence of medication/drugs/alcohol","Driver","Fatality (K)","Yes","Male","21.1","(44.53083, -72.02222)","1"
"187304","VSP - B4 Rutland","2016-09-03T00:00:00.000","Rutland Town","W. PROCTOR RD.- RUTLAND TOWN","2016","Saturday","23:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Female","52.5","(43.60784, -73.02634)","1"
"187438","VSP - B1 Westminster","2016-08-28T00:00:00.000","Weathersfield","I-91","2016","Sunday","9:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","79","(43.37196, -72.424)","1"
"188610","VSP - B1 Westminster","2016-08-24T00:00:00.000","Weathersfield","FAS 0135","2016","Wednesday","21:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","29.8",,"1"
"184279","VSP - A2 St. Albans","2016-08-05T00:00:00.000","South Hero","US-2","2016","Friday","14:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Male","56.4","(44.64514, -73.30916)","1"
"184101","VSP - A2 St. Albans","2016-07-30T00:00:00.000","Fairfield","TOWN ROAD 0034","2016","Saturday","15:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","51.2","(44.82005, -72.86912)","1"
"188156","VSP - A2 St. Albans","2016-07-05T00:00:00.000","Georgia","US-7","2016","Tuesday","23:00","Good","Operating vehicle in erratic- reckless- careless- negligent- or aggressive manner","Passenger","Fatality (K)","No","Male","32","(44.7789, -73.10586)","1"
"179903","VSP - A2 St. Albans","2016-06-22T00:00:00.000","Fairfield","TOWN ROAD 0014","2016","Wednesday","22:00","Good","Other improper action","Driver","Fatality (K)","No","Male","21.1","(44.85044, -72.90507)","1"
"183858","VSP - B3 Shaftsbury","2016-05-30T00:00:00.000","Shaftsbury","FAS 0112","2016","Monday","12:00","Good","Driving too fast for conditions","Driver","Fatality (K)","No","Male","36.799999999999997","(42.94568, -73.25699)","1"
"178701","VSP - A3 Middlesex","2016-05-30T00:00:00.000","Moretown","TOWN ROAD 0031","2016","Monday","19:00","Good","Under the influence of medication/drugs/alcohol","Passenger","Fatality (K)","No","Male","23","(44.23931, -72.66389)","1"
"183844","VSP - A5 Derby","2016-05-29T00:00:00.000","Charleston","VT-105","2016","Sunday","16:00","Good","Exceeded authorized speed limit","Passenger","Fatality (K)","No","Male","26","(44.89841, -72.0609)","1"
"183844","VSP - A5 Derby","2016-05-29T00:00:00.000","Charleston","VT-105","2016","Sunday","16:00","Good","Exceeded authorized speed limit","Passenger","Fatality (K)","No","Female","29","(44.89841, -72.0609)","1"
"184342","VSP - D1 Rockingham (VOID)","2016-05-22T00:00:00.000","Westminster","Unknown","2016","Sunday","19:00","Other","Driving too fast for conditions","Passenger","Fatality (K)","No","Female","23","(43.10555, -72.5166)","1"
"185094","VSP - A5 Derby","2016-05-18T00:00:00.000","Brighton","VT-105","2016","Wednesday","15:00","Good","Exceeded authorized speed limit","Driver","Fatality (K)","No","Male","29","(44.8157, -71.87868)","1"
"178236","VSP - A3 Middlesex","2016-05-11T00:00:00.000","East Montpelier","VT-14","2016","Wednesday","13:00","Good","Operating vehicle in erratic- reckless- careless- negligent- or aggressive manner","Driver","Fatality (K)","No","Male","42.3","(44.23876, -72.48916)","1"
"184116","VSP - D2 Brattleboro (VOID)","2016-04-26T00:00:00.000","Dummerston","VT-30","2016","Tuesday","15:00","Good","No improper driving","Passenger","Fatality (K)","No","Female","88","(42.90275, -72.60119)","1"
"177909","VSP - A2 St. Albans","2016-04-24T00:00:00.000","Alburg","VT-78","2016","Sunday","15:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","59.3","(44.96963, -73.2661)","1"
"183917","VSP - B4 Rutland","2016-04-22T00:00:00.000","Tinmouth","TOWN ROAD 0014","2016","Friday","20:00","Good",,"Pedestrian","Fatality (K)","N/A","Male","58","(43.46212, -73.08216)","1"
"177532","VSP - B2 Royalton","2016-04-10T00:00:00.000","Bethel","I-89","2016","Sunday","4:00","Good","Under the influence of medication/drugs/alcohol","Driver","Fatality (K)","No","Male","22.6","(43.87864, -72.61591)","1"
"183969","VSP - B3 Shaftsbury","2016-04-01T00:00:00.000","Sunderland","VT-7A","2016","Friday","11:00","Good","No improper driving","Driver","Fatality (K)","Yes","Female","73.5","(43.117, -73.11198)","1"
"175945","VSP - A3 Middlesex","2016-03-07T00:00:00.000","Cabot","US-2","2016","Monday","13:00","Slick","Driving too fast for conditions","Driver","Fatality (K)","Yes","Male","68.8","(44.36358, -72.31785)","1"
"179274","VSP - D1 Rockingham (VOID)","2016-03-06T00:00:00.000","Athens","MinCollector","2016","Sunday","6:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Female","31.3","(43.11655, -72.5714)","1"
"176373","VSP - A4 St. Johnsbury","2016-03-05T00:00:00.000","St. Johnsbury","RED VILLAGE RD.- ST. JOHNSBURY","2016","Saturday","4:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","22.7","(44.45774, -71.94582)","1"
"176877","VSP - A5 Derby","2016-02-08T00:00:00.000","Coventry","I-91","2016","Monday","6:00","Good","Unknown","Driver","Fatality (K)","No","Female","26.2","(44.87264, -72.17642)","1"
"176071","VSP - D1 Rockingham (VOID)","2016-01-24T00:00:00.000","Londonderry","TOWN ROAD 0005","2016","Sunday","2:00","Good","Driving too fast for conditions","Driver","Fatality (K)","Yes","Male","24.8","(43.21415, -72.81346)","1"
"176151","VSP - B5 New Haven","2016-01-20T00:00:00.000","Bridport","VT-125","2016","Wednesday","15:00","Good","No improper driving","Driver","Fatality (K)","Yes","Male","66.3","(43.99099, -73.3467)","1"
"174752","VSP - A3 Middlesex","2016-01-13T00:00:00.000","Cabot","US-2","2016","Wednesday","7:00","Slick","Driving too fast for conditions","Driver","Fatality (K)","No","Female","47.4","(44.36283, -72.30734)","1"
"176447","VSP - B4 Rutland","2015-12-29T00:00:00.000","Killington","US-4","2015","Tuesday","14:00","Slick","No improper driving","Passenger","Fatality (K)","No","Female","50","(43.6646, -72.8123)","1"
"176447","VSP - B4 Rutland","2015-12-29T00:00:00.000","Killington","US-4","2015","Tuesday","14:00","Slick","No improper driving","Passenger","Fatality (K)","No","Male","51","(43.6646, -72.8123)","1"
"176447","VSP - B4 Rutland","2015-12-29T00:00:00.000","Killington","US-4","2015","Tuesday","14:00","Slick","No improper driving","Driver","Fatality (K)","Yes","Male","51.3","(43.6646, -72.8123)","1"
"176814","VSP - B4 Rutland","2015-12-12T00:00:00.000","Wells","VT-30","2015","Saturday","17:00","Good","Driving too fast for conditions","Driver","Fatality (K)","No","Female","28.5","(43.4271, -73.19668)","1"
"176380","VSP - A2 St. Albans","2015-12-05T00:00:00.000","Highgate","VT-78","2015","Saturday","16:00","Good",,"Pedestrian","Fatality (K)","N/A","Male","54","(44.9259, -72.96946)","1"
"164931","VSP - A2 St. Albans","2015-12-05T00:00:00.000","Fairfax","TOWN ROAD 0031","2015","Saturday","8:00","Rough","Driving too fast for conditions","Driver","Fatality (K)","No","Male","47.6","(44.6825, -72.9513)","1"
"164521","VSP - A5 Derby","2015-11-30T00:00:00.000","Coventry","TOWN ROAD 0045","2015","Monday","7:00","Unknown","Unknown","Driver","Fatality (K)","No","Female","35.200000000000003","(72.2144, -44.869)","1"
"165572","VSP - A3 Middlesex","2015-11-25T00:00:00.000","East Montpelier","US-2","2015","Wednesday","0:00","Good","Under the influence of medication/drugs/alcohol","Driver","Fatality (K)","No","Male","41.4","(44.26942, -76.45866)","1"
"164098","VSP - A2 St. Albans","2015-11-05T00:00:00.000","Enosburg","TOWN ROAD 0008","2015","Thursday","2:00","Good","Exceeded authorized speed limit","Driver","Fatality (K)","Yes","Female","29.6","(44.90837, -72.81668)","1"
"164768","VSP - B4 Rutland","2015-10-17T00:00:00.000","Sudbury","VT-30","2015","Saturday","21:00","Good","Operating vehicle in erratic- reckless- careless- negligent- or aggressive manner","Driver","Fatality (K)","No","Male","20.3","(43.82435, -73.1935)","1"
"165177","VSP - B2 Royalton","2015-10-14T00:00:00.000","Hartland","I-91","2015","Wednesday","22:00","Good",,"Pedestrian","Fatality (K)","N/A","Male","60","(43.59457, -72.34831)","1"
"162542","VSP - A1 Williston","2015-10-06T00:00:00.000","Bolton","US-2","2015","Tuesday","21:00","Good","No improper driving","Driver","Fatality (K)","Yes","Male","22.2","(44.37249, -72.87607)","1"
"163908","VSP - A5 Derby","2015-09-28T00:00:00.000","Lemington","VT-102","2015","Monday","12:00","Good","Driving too fast for conditions","Driver","Fatality (K)","Yes","Male","42.8","(44.85924, -71.55187)","1"
"162539","VSP - A1 Williston","2015-09-26T00:00:00.000","Buels Gore","VT-17","2015","Saturday","16:00","Rough","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","55.6","(44.21073, -72.93308)","1"
"163031","VSP - B4 Rutland","2015-09-18T00:00:00.000","Pittsford","US-7","2015","Friday","5:00","Good","No improper driving","Driver","Fatality (K)","No","Male","44","(43.75009, -73.04775)","1"
"163261","VSP - B4 Rutland","2015-09-07T00:00:00.000","Pawlet","VT-30","2015","Monday","15:00","Good",,"Bicycle","Fatality (K)","N/A","Male","54","(43.35228, -73.18174)","1"
"162656","VSP - D2 Brattleboro (VOID)","2015-09-04T00:00:00.000","Marlboro","VT-9","2015","Friday","16:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Female","88.8","(42.86609, -72.72238)","1"
"162495","VSP - A2 St. Albans","2015-09-03T00:00:00.000","Swanton","US-7","2015","Thursday","12:00","Good","No improper driving","Driver","Fatality (K)","Yes","Female","68.2","(44.89143, -73.09096)","1"
"162495","VSP - A2 St. Albans","2015-09-03T00:00:00.000","Swanton","US-7","2015","Thursday","12:00","Good","No improper driving","Passenger","Fatality (K)","No","Male","67","(44.89143, -73.09096)","1"
"162401","VSP - B3 Bradford (VOID)","2015-08-29T00:00:00.000","Vershire","VT-113","2015","Saturday","12:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","68.5","(43.96161, -72.28789)","1"
"163246","VSP - D1 Rockingham (VOID)","2015-08-23T00:00:00.000","Landgrove","TOWN ROAD 0009","2015","Sunday","2:00","Good","Fatigued- asleep","Driver","Fatality (K)","Yes","Male","22.2","(43.24773, -72.85491)","1"
"162275","VSP - B2 Royalton","2015-08-17T00:00:00.000","Norwich","I-91","2015","Monday","15:00","Good",,"Pedestrian","Fatality (K)","N/A","Male","54","(43.73449, -72.27457)","1"
"163240","VSP - A5 Derby","2015-08-16T00:00:00.000","Brighton","VT-114","2015","Sunday","12:00","Good","Failure to keep in proper lane","Passenger","Fatality (K)","No","Male","4","(44.78378, -71.91116)","1"
"163349","VSP - D1 Rockingham (VOID)","2015-08-09T00:00:00.000","Westminster","MinCollector","2015","Sunday","19:00","Good","Exceeded authorized speed limit","Driver","Fatality (K)","No","Male","26.8","(43.07276, -72.50987)","1"
"161828","VSP - B4 Rutland","2015-07-31T00:00:00.000","Killington","US-4","2015","Friday","22:00","Good","No improper driving","Driver","Fatality (K)","Yes","Male","62.9","(43.60749, -72.75135)","1"
"163428","VSP - D1 Rockingham (VOID)","2015-07-25T00:00:00.000","Weathersfield","I-91","2015","Saturday","11:00","Good","Failure to keep in proper lane","Passenger","Fatality (K)","No","Male","22","(43.35799, -72.42367)","1"
"161345","VSP - A2 St. Albans","2015-07-25T00:00:00.000","Georgia","TOWN ROAD 0005","2015","Saturday","11:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","71.2","(44.72859, -73.1976)","1"
"162047","VSP - A5 Derby","2015-07-16T00:00:00.000","Craftsbury","VT-14","2015","Thursday","17:00","Good","Failed to yield right of way","Driver","Fatality (K)","No","Male","91.9","(44.65252, -72.40584)","1"
"161807","VSP - A4 St. Johnsbury","2015-07-08T00:00:00.000","Sheffield","I-91","2015","Wednesday","16:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","22.4","(44.67312, -72.13277)","1"
"160415","VSP - A4 St. Johnsbury","2015-07-04T00:00:00.000","Lyndon","TOWN ROAD 0057","2015","Saturday","14:00","Good","Fatigued- asleep","Driver","Fatality (K)","No","Male","66.400000000000006","(44.51085, -72.02688)","1"
"160381","VSP - A2 St. Albans","2015-06-26T00:00:00.000","Bakersfield","TOWN ROAD 0025","2015","Friday","12:00","Good",,"Passenger","Fatality (K)","No","Male","15","(44.80469, -72.78717)","1"
"160565","VSP - B5 New Haven","2015-06-17T00:00:00.000","Ferrisburgh","TOWN ROAD 0006","2015","Wednesday","17:00","Good",,"Bicycle","Fatality (K)","N/A","Male","60","(44.23607, -73.24346)","1"
"160567","VSP - B2 Royalton","2015-06-15T00:00:00.000","Bridgewater","US-4","2015","Monday","14:00","Good","Followed too closely","Driver","Fatality (K)","No","Male","62.5","(43.60406, -72.73283)","1"
"160270","VSP - A1 Williston","2015-06-12T00:00:00.000","Colchester","I-89","2015","Friday","20:00","Slick","Driving too fast for conditions","Driver","Fatality (K)","Yes","Male","48.6","(44.58882, -73.17074)","1"
"159594","VSP - B3 Shaftsbury","2015-05-24T00:00:00.000","Woodford","VT-9","2015","Sunday","16:00","Good","Failure to keep in proper lane","Passenger","Fatality (K)","No","Female","41","(42.87866, -73.11672)","1"
"159594","VSP - B3 Shaftsbury","2015-05-24T00:00:00.000","Woodford","VT-9","2015","Sunday","16:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","41.8","(42.87866, -73.11672)","1"
"160147","VSP - A2 St. Albans","2015-05-22T00:00:00.000","Georgia","MinCollector","2015","Friday","23:00","Good","Operating vehicle in erratic- reckless- careless- negligent- or aggressive manner","Driver","Fatality (K)","No","Male","20.5","(44.75593, -73.15746)","1"
"160506","VSP - A3 Middlesex","2015-05-02T00:00:00.000","Williamstown","MinCollector","2015","Saturday","16:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","52.7","(44.08881, -72.51781)","1"
"158629","VSP - B5 New Haven","2015-04-14T00:00:00.000","Weybridge","TOWN ROAD 0003","2015","Tuesday","17:00","Good",,"Bicycle","Fatality (K)","N/A","Male","55","(44.04519, -73.19367)","1"
"158289","VSP - A1 Williston","2015-04-04T00:00:00.000","Colchester","I-89","2015","Saturday","17:00","Good","Failure to keep in proper lane","Passenger","Fatality (K)","No","Female","18","(44.54201, -73.19787)","1"
"157318","VSP - A4 St. Johnsbury","2015-01-23T00:00:00.000","St. Johnsbury","I-91","2015","Friday","20:00","Slick","Driving too fast for conditions","Driver","Fatality (K)","No","Male","29.2","(44.47337, -72.02472)","1"
"157318","VSP - A4 St. Johnsbury","2015-01-23T00:00:00.000","St. Johnsbury","I-91","2015","Friday","20:00","Slick","Driving too fast for conditions","Passenger","Fatality (K)","No","Male","37","(44.47337, -72.02472)","1"
"155637","VSP - A1 Williston","2014-12-29T00:00:00.000","Cambridge","VT-15","2014","Monday","5:00","Slick","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Female","54.5","(44.64818, -72.87196)","1"
"154959","VSP - A2 St. Albans","2014-12-24T00:00:00.000","Berkshire","VT-105","2014","Wednesday","15:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","46.7","(44.96331, -72.69176)","1"
"153991","VSP - A1 Williston","2014-11-28T00:00:00.000","Huntington","FAS 0212","2014","Friday","21:00","Slick","Operating vehicle in erratic- reckless- careless- negligent- or aggressive manner","Passenger","Fatality (K)","No","Female","20","(44.3049, -73.00862)","1"
"156586","VSP - A5 Derby","2014-11-12T00:00:00.000","Barton","US-5","2014","Wednesday","22:00","Good","Disregarded traffic signs- signals- markings","Driver","Fatality (K)","No","Male","27.8","(44.78307, -72.21392)","1"
"152990","VSP - A1 Williston","2014-11-02T00:00:00.000","Williston","I-89","2014","Sunday","6:00","Unknown","Other improper action","Driver","Fatality (K)","No","Male","52.4","(73.03828, -44.43066)","1"
"153794","VSP - A3 Middlesex","2014-10-25T00:00:00.000","Washington","TOWN ROAD 0001","2014","Saturday","12:00","Good","Inattention","Driver","Fatality (K)","No","Male","17.899999999999999","(44.0668, -72.39884)","1"
"152530","VSP - A2 St. Albans","2014-10-08T00:00:00.000","Alburg","US-2","2014","Wednesday","10:00","Slick","Failed to yield right of way","Driver","Fatality (K)","No","Female","83.1","(44.95988, -73.277)","1"
"150423","VSP - A1 Williston","2014-09-02T00:00:00.000","Milton","I-89","2014","Tuesday","21:00","Slick","Swerving or avoiding due to wind- slippery surface- vehicle- object- non-motorist in roadway etc","Driver","Fatality (K)","Yes","Male","79.2","(73.16196, -44.61811)","1"
"151960","VSP - A4 St. Johnsbury","2014-08-31T00:00:00.000","Lunenburg","US-2","2014","Sunday","23:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","48.1","(44.4649, -71.6542)","1"
"150587","VSP - B2 Royalton","2014-08-28T00:00:00.000","Randolph","VT-14","2014","Thursday","15:00","Good",,"Pedestrian","Fatality (K)","N/A","Male","14","(43.92243, -72.55362)","1"
"152396","VSP - A3 Middlesex","2014-08-25T00:00:00.000","Brookfield","I-89","2014","Monday","14:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","64.5","(44.0567, -72.60571)","1"
"153358","VSP - A5 Derby","2014-08-02T00:00:00.000","Derby","I-91","2014","Saturday","17:00","Slick","Exceeded authorized speed limit","Driver","Fatality (K)","No","Male","50.9","(44.93797, -72.16399)","1"
