"trade","level","company","code_year","course_title","hours","contact_name","contact_phone","contact_email","course_type","website","approved_denied","date_reviewed","instructor","company_street_address","company_city","company_state","company_zip","notes"
"Electrical","Master/Journeyman","@Your Pace Online","2017","2017 NEC Review","15 Hours",,"877-724-6150","programs@atyourpaceonline.com","Online","www.tradesmance.com","Approved","2017-06-06T00:00:00.000","Chuck Price","1383 2nd Ave.","Gold Hill","OR","97525",
"Electrical","F6 Farm Equipment  Specialty","@Your Pace Online","2014","2014 NEC Updates","8 Hours",,"877-724-6150","Contact@atyourpaceonline.com","Online","https://www.tradesmance.com","Approved","2015-12-01T00:00:00.000","N/A","1383 2nd Ave.","Gold Hill","OR","97525",
"Electrical","F6 Farm Equipment  Specialty","@Your Pace Online","2017","2017 NEC Review","8 Hours",,"877-724-6150","programs@atyourpaceonline.com","Online","www.tradesmance.com","Approved","2017-10-03T00:00:00.000","Chuck Price","1383 2nd Ave.","Gold Hill","OR","97525",
"Electrical","G7G Gas Pumps/Bulk Plats  Specialty","@Your Pace Online","2014","2014 NEC Updates","8 Hours",,"877-724-6150","Contact@atyourpaceonline.com","Online","https://www.tradesmance.com","Approved","2015-12-01T00:00:00.000","N/A","1383 2nd Ave.","Gold Hill","OR","97525",
"Electrical","G7G Gas Pumps/Bulk Plats  Specialty","@Your Pace Online","2017","2017 NEC Review","8 Hours",,"877-724-6150","programs@atyourpaceonline.com","Online","www.tradesmance.com","Approved","2017-10-03T00:00:00.000","Chuck Price","1383 2nd Ave.","Gold Hill","OR","97525",
"Electrical","G7K Electric Locksmith  Specialty","@Your Pace Online","2014","2014 NEC Updates","8 Hours",,"877-724-6150","Contact@atyourpaceonline.com","Online","https://www.tradesmance.com","Approved","2015-12-01T00:00:00.000","N/A","1383 2nd Ave.","Gold Hill","OR","97525",
"Electrical","G7K Electric Locksmith  Specialty","@Your Pace Online","2017","2017 NEC Review","8 Hours",,"877-724-6150","programs@atyourpaceonline.com","Online","www.tradesmance.com","Approved","2017-10-03T00:00:00.000","Chuck Price","1383 2nd Ave.","Gold Hill","OR","97525",
"Electrical","G7l Lightning Rod  Specialty","@Your Pace Online","2014","2014 NEC Updates","8 Hours",,"877-724-6150","Contact@atyourpaceonline.com","Online","https://www.tradesmance.com","Approved","2015-12-01T00:00:00.000","N/A","1383 2nd Ave.","Gold Hill","OR","97525",
"Electrical","G7l Lightning Rod  Specialty","@Your Pace Online","2017","2017 NEC Review","8 Hours",,"877-724-6150","programs@atyourpaceonline.com","Online","www.tradesmance.com","Approved","2017-10-03T00:00:00.000","Chuck Price","1383 2nd Ave.","Gold Hill","OR","97525",
"Electrical","Master/Journeyman","@Your Pace Online","2014","2014 NEC Code Update","15 Hours",,"877-724-6150","Contact@atyourpaceonline.com","Online","https://www.tradesmance.com","Approved","2014-10-04T00:00:00.000","N/A","1383 2nd Ave.","Gold Hill","OR","97525",
