Crash ID,Agency,Crash Date,City,Street,Crash Year,Crash Day,Crash Hour,Road Conditions,Crash Circumstances,Crash Role,Injury,Seatbelt,Gender,Age,GeoLocation,Count,Counties
191160,VSP - B5 New Haven,12/11/2016,Addison,VT-22A,2016,Sunday,16:00,Good,Failure to keep in proper lane,Driver,Fatality (K),Yes,Male,78.8,"(44.05829, -73.30226)",1,3202
134268,VSP - B5 New Haven,04/03/2013,Addison,VT-17,2013,Wednesday,16:00,Good,Failure to keep in proper lane,Driver,Fatality (K),Yes,Female,54.3,"(44.06761, -73.38269)",1,3202
143279,VSP - B5 New Haven,12/17/2013,Addison,VT-22A,2013,Tuesday,18:00,Slick,Failure to keep in proper lane,Driver,Fatality (K),Yes,Male,46.3,"(44.10085, -73.29704)",1,3202
101220,VSP - A5 Derby,04/30/2010,Albany,TOWN ROAD 0011,2010,Friday,7:00,Good,Failure to keep in proper lane,Driver,Fatality (K),No,Male,20.5,"(44.7221103210991, -72.3639178455181)",1,3215
152530,VSP - A2 St. Albans,10/08/2014,Alburg,US-2,2014,Wednesday,10:00,Slick,Failed to yield right of way,Driver,Fatality (K),No,Female,83.1,"(44.95988, -73.277)",1,3206
177909,VSP - A2 St. Albans,04/24/2016,Alburg,VT-78,2016,Sunday,15:00,Good,Failure to keep in proper lane,Driver,Fatality (K),No,Male,59.3,"(44.96963, -73.2661)",1,3206
179274,VSP - D1 Rockingham (VOID),03/06/2016,Athens,MinCollector,2016,Sunday,6:00,Good,Failure to keep in proper lane,Driver,Fatality (K),No,Female,31.3,"(43.11655, -72.5714)",1,3217
160381,VSP - A2 St. Albans,06/26/2015,Bakersfield,TOWN ROAD 0025,2015,Friday,12:00,Good,,Passenger,Fatality (K),No,Male,15,"(44.80469, -72.78717)",1,3205
126027,VSP - A4 St. Johnsbury,07/28/2012,Barnet,I-91,2012,Saturday,18:00,Good,Failure to keep in proper lane,Driver,Fatality (K),Yes,Male,45.8,"(44.31875, -72.03898)",1,3203
123591,VSP - A4 St. Johnsbury,04/15/2012,Barnet,US-5,2012,Sunday,17:00,Good,Failure to keep in proper lane,Driver,Fatality (K),No,Male,21.2,"(44.36382, -72.0437)",1,3203
193934,VSP - A5 Derby,01/02/2017,Barton,I-91,2017,Monday,20:00,Good,Failure to keep in proper lane,Driver,Fatality (K),Yes,Female,45.1,"(44.75179, -72.19273)",1,3215
129047,VSP - A5 Derby,08/23/2012,Barton,FAS 0286 (VT 16 TH),2012,Thursday,1:00,Good,Driving too fast for conditions,Driver,Fatality (K),No,Male,23.5,"(44.76331, -72.13145)",1,3215
194346,VSP - A5 Derby,02/25/2017,Barton,MinCollector,2017,Saturday,15:00,Good,Failure to keep in proper lane,Driver,Fatality (K),Yes,Male,73.400000000000006,"(44.81912, -72.18491)",1,3215
156586,VSP - A5 Derby,11/12/2014,Barton,US-5,2014,Wednesday,22:00,Good,Disregarded traffic signs- signals- markings,Driver,Fatality (K),No,Male,27.8,"(44.78307, -72.21392)",1,3215
146806,VSP - B4 Rutland,01/26/2014,Benson,VT-22A,2014,Sunday,15:00,Good,Failed to yield right of way,Passenger,Fatality (K),No,Male,48,"(43.67164, -73.28931)",1,3216
188726,VSP - B4 Rutland,11/28/2016,Benson,VT-22A,2016,Monday,10:00,Good,Unknown,Passenger,Fatality (K),No,Male,74,"(43.7505, -73.3085)",1,3216
154959,VSP - A2 St. Albans,12/24/2014,Berkshire,VT-105,2014,Wednesday,15:00,Good,Failure to keep in proper lane,Driver,Fatality (K),No,Male,46.7,"(44.96331, -72.69176)",1,3205
141408,VSP - A3 Middlesex,10/06/2013,Berlin,I-89,2013,Sunday,16:00,Slick,Driving too fast for conditions,Passenger,Fatality (K),No,Male,21,"(44.1799, -72.5755)",1,905
116262,VSP - A3 Middlesex,07/29/2011,Berlin,I-89,2011,Friday,4:00,Good,,Pedestrian,Fatality (K),N/A,Male,71,"(44.18037, -72.57554)",1,905
141408,VSP - A3 Middlesex,10/06/2013,Berlin,I-89,2013,Sunday,16:00,Slick,Driving too fast for conditions,Driver,Fatality (K),Yes,Male,23.2,"(44.1799, -72.5755)",1,905
177532,VSP - B2 Royalton,04/10/2016,Bethel,I-89,2016,Sunday,4:00,Good,Under the influence of medication/drugs/alcohol,Driver,Fatality (K),No,Male,22.6,"(43.87864, -72.61591)",1,3218
125920,VSP - A1 Williston,05/07/2012,Bolton,I-89,2012,Monday,7:00,Good,Failure to keep in proper lane,Passenger,Fatality (K),No,Male,1,"(44.37164, -72.87541)",1,3204
125920,VSP - A1 Williston,05/07/2012,Bolton,I-89,2012,Monday,7:00,Good,Failure to keep in proper lane,Driver,Fatality (K),No,Male,29.4,"(44.37164, -72.87541)",1,3204
125920,VSP - A1 Williston,05/07/2012,Bolton,I-89,2012,Monday,7:00,Good,Failure to keep in proper lane,Passenger,Fatality (K),No,Female,29,"(44.37164, -72.87541)",1,3204
162542,VSP - A1 Williston,10/06/2015,Bolton,US-2,2015,Tuesday,21:00,Good,No improper driving,Driver,Fatality (K),Yes,Male,22.2,"(44.37249, -72.87607)",1,3204
149884,VSP - A1 Williston,07/20/2014,Bolton,MinCollector,2014,Sunday,20:00,Good,Operating vehicle in erratic- reckless- careless- negligent- or aggressive manner,Driver,Fatality (K),No,Male,24.8,"(44.37877, -72.91955)",1,3204
117459,VSP - B3 Bradford (VOID),09/24/2011,Bradford,US-5,2011,Saturday,18:00,Good,Failure to keep in proper lane,Driver,Fatality (K),No,Male,42.2,"(43.9921, -72.12795)",1,3207
114894,VSP - B3 Bradford (VOID),08/21/2011,Bradford,I-91,2011,Sunday,17:00,Good,Failure to keep in proper lane,Driver,Fatality (K),Yes,Male,65,"(43.99815, -72.13061)",1,3207
119400,VSP - B3 Bradford (VOID),11/20/2011,Bradford,I-91,2011,Sunday,14:00,Good,Unknown,Driver,Fatality (K),No,Female,18.2,"(43.98596, -72.13374)",1,3207
