"the_geom","objectid","map_label","funcarea_id","globalid","created_user","created_date","last_edited_user","last_edited_date","squarefeet","perimeterlength","longitude","latitude","area_number","tma_name","facility_id","property_id","floor","functional_area_type","functional_area_subtype","gender","comments"
"MULTIPOLYGON (((-122.443897643082 37.806725454892, -122.444016505847 37.806710816449, -122.44403077229 37.806695191203, -122.4440334259 37.806708732407, -122.444035538058 37.806719511295, -122.444038190345 37.806733045311, -122.444018616867 37.806721595355, -122.443899751815 37.806736233838, -122.443897643082 37.806725454892)))","224175","West Marina Berths 323/325E","1259524","{162D0334-FFEB-46FE-A916-CA4A53E80CE1}","DHALVERSON@RPDGIS.SFGOV.ORG","2019-11-18T23:50:38.000Z","RPDGIS@RPDGIS.SFGOV.ORG","2022-08-01T17:26:58.000Z","182.35364877000001","101.47359917","-122.44395824","37.806713629999997","W Berth 323/325E","West Marina Berths 323/325E",,"112",,"Boat Berth","30 FT",,
"MULTIPOLYGON (((-122.46932724491 37.767273319714, -122.469332681333 37.767271760785, -122.469343829722 37.767269358405, -122.469355244286 37.767267917693, -122.46936678257 37.767267460857, -122.469378321145 37.767267999872, -122.469387579637 37.767269464692, -122.469392090537 37.767270165283, -122.469401255003 37.767270738555, -122.469405844687 37.767270599687, -122.469410417984 37.767270185316, -122.469417086247 37.767269613375, -122.469423088471 37.767271453435, -122.469427530202 37.767275154469, -122.469429180752 37.76727831724, -122.469428757242 37.767285080827, -122.469426718745 37.767288096151, -122.469420256949 37.767292473235, -122.469416461407 37.767298157613, -122.469417564552 37.767304524387, -122.469420271357 37.767311471794, -122.469421864473 37.767318634277, -122.469422320368 37.767325895069, -122.469421619178 37.767333147255, -122.469420843499 37.767336733586, -122.469418222116 37.76733973071, -122.469416138957 37.767340547782, -122.469388811925 37.767352468887, -122.469388808544 37.767352469844, -122.46932257683 37.767289685609, -122.469311687094 37.767279362825, -122.469321928223 37.767275112765, -122.46932724491 37.767273319714)))","1315","South Africa","145657","{5E181FE2-81EF-45C7-9428-18B7B45ADB54}","rpdgis","2013-05-23T11:31:43.000Z","RPDGIS@RPDGIS.SFGOV.ORG","2022-08-01T17:13:26.000Z","632.46464216000004","104.82213929","-122.46936196999999","37.767300880000001","GGP3/BotG-26C","GGP3: Botanical - bed 26C =South Africa","10462","756667",,"Ornamental Garden",,,
"MULTIPOLYGON (((-122.412342420907 37.743508219356, -122.412332550461 37.743500452403, -122.412331020227 37.74349924707, -122.412332837345 37.743498193794, -122.412334568318 37.743497188779, -122.41233457054 37.74349718694, -122.412339727732 37.743501118184, -122.412343759695 37.743504190801, -122.412354735399 37.743497796956, -122.41235689453 37.743496538959, -122.412348801189 37.743490088689, -122.412348802301 37.74349008777, -122.412356282092 37.743485618891, -122.412363492494 37.743481310295, -122.41236364675 37.743481218571, -122.412364060277 37.743480970332, -122.412369354353 37.743485810488, -122.412371440626 37.74348771876, -122.412373492544 37.743489085956, -122.412374372448 37.743489672791, -122.41237437474 37.743489673655, -122.412371551032 37.743492008582, -122.412371551009 37.743492007681, -122.412368530513 37.743489342224, -122.412364546179 37.743485827237, -122.412360661916 37.743487611607, -122.412354219222 37.743490573036, -122.412360284411 37.743495388961, -122.412363047651 37.74349758365, -122.412342420907 37.743508219356)))","4167","Bernal Heights Retaining Wall","124106","{FE85E62C-96BA-419C-9F3E-B4CE197686F2}","rpdgis","2013-05-23T11:31:43.000Z","RPDGIS@RPDGIS.SFGOV.ORG","2022-08-01T17:18:48.000Z","25.261690789999999","45.882709830000003","-122.41233990000001","37.743489850000003","Retaining Wall","Bernal Park Hardscape - Retaining Wall","108984","36",,"Retaining Wall",,,
"MULTIPOLYGON (((-122.402727418761 37.73237972951, -122.402784182541 37.732365360256, -122.402799218793 37.732401652001, -122.40274299385 37.732415838624, -122.402727418761 37.73237972951)))","225","Silver Terrace Maint Facility Bldg","12726","{6172FCE1-2410-4D8B-B376-AB7C556C8F65}","rpdgis","2013-05-23T11:31:43.000Z","RPDGIS@RPDGIS.SFGOV.ORG","2022-08-01T17:11:46.000Z","238.35913599","62.098994529999999","-122.40275017","37.732385659999998","Maintenance Bldg","Silver Terrace Maintenance - Building","12721","39",,"Structural","Building (shell, exterior walls)",,
"MULTIPOLYGON (((-122.451908535206 37.762738696614, -122.451910496677 37.762738430714, -122.451910169234 37.762736856288, -122.451922361519 37.762735218725, -122.451922696551 37.762736779507, -122.452001317537 37.76272613717, -122.452000767795 37.76272357688, -122.4519993538 37.762723767925, -122.451996081356 37.762708531924, -122.451999853851 37.762708020636, -122.451999639142 37.762707021128, -122.452019682665 37.762704308143, -122.452022969323 37.762719609698, -122.452061519072 37.762714391224, -122.452065094219 37.762731037135, -122.452008388881 37.762738712924, -122.45200833703 37.762738467748, -122.451968306534 37.762743886466, -122.451968216073 37.762743467993, -122.451911217747 37.762751183735, -122.451908535206 37.762738696614)))","124436","Hallway","1258046","{4FD76989-CA74-4B0B-AE99-096250ED8970}","CTRUONG@RPDGIS.SFGOV.ORG","2017-03-17T17:03:00.000Z","RPDGIS@RPDGIS.SFGOV.ORG","2022-08-01T17:24:05.000Z","278.17738227000001","115.74712366999999","-122.45197713","37.762724169999998","8","Interior - Recreational/Hallway-8","180","104","First Floor","Structural","Hallway","2",
"MULTIPOLYGON (((-122.41238019626 37.749971834888, -122.412369887752 37.7499726141, -122.412369780555 37.749971492018, -122.412340699559 37.749973394168, -122.412336636806 37.749938050265, -122.412345479568 37.749937430024, -122.412347465798 37.749950393384, -122.412377452591 37.749948714455, -122.41238019626 37.749971834888)))","347208","CH Bldg","11648","{2CB6E3A3-BDB2-49F1-82FF-50FB3E661FED}","DHALVERSON@RPDGIS.SFGOV.ORG","2021-12-30T21:28:16.000Z","RPDGIS@RPDGIS.SFGOV.ORG","2022-08-01T17:30:40.000Z","106.64985095","49.23159562","-122.4123446","37.749952329999999","GARF/Club-BuildingR","Garfield: Clubhouse - building roof","575","24",,"Structural","Building (shell, exterior walls)",,
"MULTIPOLYGON (((-122.410098673103 37.795960130838, -122.410063370483 37.795783876742, -122.41032783246 37.795750511474, -122.410327943435 37.795750498862, -122.410328053252 37.795750485367, -122.410333295774 37.795784347298, -122.410119324145 37.795799271517, -122.410110310454 37.795798846156, -122.410092135412 37.795800025552, -122.410095430446 37.795834916679, -122.410102560633 37.795873731745, -122.410131234219 37.795891758348, -122.41011211902 37.795911533266, -122.410113920667 37.795933888389, -122.410132559497 37.79594331956, -122.41012080064 37.795962976218, -122.410104585932 37.795965043998, -122.41009977946 37.795965656273, -122.410098673103 37.795960130838)), ((-122.41040893102 37.795768523225, -122.410457289728 37.795763018308, -122.4104619067 37.795786072217, -122.410399298547 37.7957939718, -122.410400506158 37.795800783424, -122.41037921999 37.795803314617, -122.410376380549 37.795790462469, -122.410397172241 37.79578817901, -122.41040893102 37.795768523225)), ((-122.410463062756 37.795791850986, -122.410623366357 37.795771625123, -122.410630689889 37.795808189405, -122.410470164479 37.795822931389, -122.410463062756 37.795791850986)), ((-122.410169212941 37.795833552981, -122.410169505044 37.795833561768, -122.410169790196 37.795833609419, -122.410170062676 37.795833694225, -122.41017031222 37.79583381455, -122.410170533036 37.795833965982, -122.41017071822 37.795834145027, -122.410170863091 37.795834346354, -122.410170964082 37.795834563713, -122.410171016513 37.795834791771, -122.410171020198 37.795835023323, -122.410170974999 37.795835252963, -122.410170881842 37.795835472565, -122.410170742858 37.795835676688, -122.410170563562 37.795835858934, -122.410170347266 37.795836015644, -122.410170101755 37.795836140383, -122.410169832659 37.795836231259, -122.410169548966 37.79583628452, -122.410169257466 37.795836299155, -122.410168872668 37.795836263031, -122.410168594813 37.795836190028, -122.410168336488 37.795836081561, -122.41016810571 37.795835940204, -122.410167907112 37.795835769487, -122.410167747669 37.795835575606, -122.410167632035 37.79583536299, -122.410167563757 37.795835136991, -122.410167543044 37.795834905715, -122.410167572326 37.795834675432, -122.410167649474 37.795834451582, -122.410167773538 37.795834241393, -122.410167939003 37.79583405126, -122.410168143714 37.795833885726, -122.410168380977 37.795833749404, -122.410168642961 37.795833646928, -122.410168922923 37.795833581111, -122.410169212941 37.795833552981)), ((-122.410227954838 37.795836454997, -122.410228237952 37.795836467534, -122.410228515181 37.795836516214, -122.410228778579 37.795836601167, -122.410229021242 37.7958367189, -122.410229235131 37.795836865938, -122.410229415634 37.795837039651, -122.410229558073 37.795837234709, -122.410229657767 37.79583744578, -122.410229712306 37.795837667496, -122.410229720371 37.795837892669, -122.410229681821 37.795838115892, -122.41022959763 37.795838330843, -122.410229469929 37.79583853208, -122.410229301962 37.795838713241, -122.410229098177 37.79583887065, -122.41022886527 37.795838999691, -122.4102286088 37.795839095769, -122.410228335534 37.795839156972, -122.410228053393 37.795839182271, -122.410227555743 37.795839129951, -122.410227287966 37.795839051377, -122.410227039743 37.795838938241, -122.410226817977 37.795838794035, -122.410226630708 37.795838622233, -122.410226481504 37.795838429087, -122.410226374999 37.795838218126, -122.410226313648 37.795837996521, -122.410226299862 37.795837769639, -122.410226332689 37.795837544705, -122.410226413405 37.795837327107, -122.410226538742 37.795837122303, -122.410226704346 37.795836937576, -122.410226905768 37.795836776601, -122.410227138606 37.795836644857, -122.410227396141 37.795836546058, -122.410227670473 37.795836482134, -122.410227954838 37.795836454997)), ((-122.41028083422 37.795852026569, -122.410281126392 37.795852038057, -122.410281411591 37.79585208751, -122.410281682983 37.795852174136, -122.410281931415 37.79585229538, -122.410282152277 37.795852448613, -122.410282336349 37.795852628577, -122.410282481221 37.795852829904, -122.410282579965 37.7958530482, -122.410282632396 37.795853276258, -122.410282636082 37.79585350781, -122.410282590883 37.79585373745, -122.410282497726 37.795853957053, -122.410282359901 37.795854162058, -122.410282180628 37.795854345205, -122.410281965468 37.795854501897, -122.410281721139 37.79585462842, -122.410281452089 37.795854721097, -122.410281168443 37.79585477616, -122.410280876989 37.795854792597, -122.410280246353 37.795854691964, -122.410279979039 37.795854587248, -122.410279739226 37.79585444784, -122.410279531569 37.795854278171, -122.410279364132 37.795854082617, -122.410279240505 37.795853868329, -122.410279165346 37.795853639737, -122.41027914111 37.795853404012, -122.410279166848 37.795853168379, -122.410279242744 37.795852940044, -122.410279367827 37.795852725332, -122.410279535446 37.795852530658, -122.410279743471 37.795852361465, -122.410279985228 37.795852223268, -122.410280252841 37.795852118898, -122.41028053848 37.795852052989, -122.41028083422 37.795852026569)), ((-122.410406268353 37.795879517301, -122.410418526621 37.795879318706, -122.410424882153 37.795887974621, -122.410426334628 37.795896710872, -122.410421704603 37.795907491383, -122.410414524612 37.795914419969, -122.410399988315 37.795921468634, -122.410383875523 37.795914916509, -122.41037994707 37.795905247962, -122.410382048764 37.795891588486, -122.41039165581 37.795883646372, -122.410406268353 37.795879517301)), ((-122.410429149906 37.795934622517, -122.410439957975 37.795925687632, -122.410464878402 37.795940855034, -122.41046145056 37.795950643661, -122.410430800322 37.795951140232, -122.410429149906 37.795934622517)), ((-122.410254609008 37.795967620016, -122.410340146826 37.79595705366, -122.410344856122 37.795977781851, -122.410260775323 37.795988389494, -122.410254609008 37.795967620016)), ((-122.410154378488 37.795980923375, -122.410171141697 37.795965079786, -122.410191007733 37.795974491068, -122.410205670341 37.795972306929, -122.410210301259 37.79599475771, -122.410174710038 37.795999247317, -122.41015948643 37.796001168373, -122.410154378488 37.795980923375)))","393","Woh Hei Yuen Park Perennial Beds","325","{D9D0B491-31D8-4F2C-8BFF-2AE9F2AAD9F1}","rpdgis","2013-05-23T11:31:43.000Z","RPDGIS@RPDGIS.SFGOV.ORG","2022-08-01T17:12:03.000Z","2512.55715934","690.10561870000004","-122.41031373","37.795853520000001","WOH/Land-Perennial","Woh Hei Yuen: Landscape - perennial bed","307","170",,"Planted Bed","Perennial Bed",,
"MULTIPOLYGON (((-122.374248651477 37.732555269161, -122.3740746289 37.732637025261, -122.374072011636 37.732638757572, -122.373926017361 37.732706863011, -122.373925886167 37.732706790297, -122.373925615185 37.732707384002, -122.373688695938 37.73284454893, -122.3736869642 37.732843553591, -122.373685700008 37.732845395051, -122.373626304943 37.732883083934, -122.373567994169 37.732923950351, -122.373522654155 37.732960616297, -122.373503029817 37.732980098998, -122.373489558385 37.733004277418, -122.373473333661 37.733038882514, -122.373456886411 37.733064706102, -122.373413094693 37.733122914357, -122.373382572004 37.73314895994, -122.373250851746 37.733270074108, -122.373065201107 37.733436566409, -122.373063412135 37.733440098772, -122.372964912945 37.733522541447, -122.372864151491 37.733615005454, -122.37279076039 37.73369605031, -122.372641767041 37.733870156665, -122.372641242061 37.733869857694, -122.372502073626 37.734064085928, -122.372500797891 37.73406335459, -122.372500816822 37.734064105902, -122.372467639813 37.734094587739, -122.372411916835 37.734128422604, -122.372393226761 37.734136683657, -122.372391079658 37.734137938924, -122.372385450623 37.734140120099, -122.372350991702 37.734155351193, -122.372338785537 37.73415820465, -122.372335025344 37.734159661287, -122.372309566319 37.734165035158, -122.372295997382 37.734168206766, -122.372281795588 37.734170896366, -122.372273231719 37.734172703305, -122.372268980657 37.734173323302, -122.372238440293 37.734179106847, -122.372228152175 37.734179270329, -122.37221408626 37.7341813179, -122.37218570773 37.734179944781, -122.372160522824 37.734180344967, -122.372134796054 37.734177478745, -122.372111803945 37.734176365185, -122.372100678075 37.73417367881, -122.37208991989 37.734172479904, -122.372064292021 37.734164890632, -122.372047910878 37.734160934129, -122.372040432833 37.734157825697, -122.372029118895 37.734154475405, -122.371991040963 37.734140102224, -122.371966234742 37.734126974531, -122.371948856654 37.734119748928, -122.371937993197 37.734112027789, -122.3719324268 37.73410908274, -122.371888487306 37.734076845957, -122.371846243391 37.734046825343, -122.371792715703 37.73400690029, -122.371778729406 37.733996699941, -122.3717407655 37.733968151471, -122.371721024428 37.733953427418, -122.371719804531 37.733952389673, -122.371690306276 37.733930208061, -122.371617064317 37.733867468242, -122.371523136706 37.733782092216, -122.371496531122 37.733759147241, -122.371496166945 37.733759555869, -122.371350564796 37.733619086467, -122.371351051863 37.733618556026, -122.371348087954 37.733618603102, -122.371047361878 37.73337765947, -122.370732106469 37.733144746699, -122.370527107398 37.732999789578, -122.370254197011 37.732811617268, -122.370031263831 37.732672100737, -122.36985933349 37.732563853981, -122.369801717892 37.732530087836, -122.369800367002 37.732526502616, -122.369785712196 37.732518168246, -122.369936175566 37.732350017246, -122.369949185377 37.732340913975, -122.370003086358 37.73227679954, -122.370618323551 37.732428895556, -122.370720379527 37.732483829968, -122.370801474269 37.732583950574, -122.370993366623 37.732695962381, -122.371706053595 37.733109776136, -122.37170899804 37.733129231642, -122.371719651077 37.733162215383, -122.3717326114 37.733189310884, -122.371733085255 37.733194293381, -122.371734589904 37.733192625662, -122.371737354879 37.733202567193, -122.371747962229 37.733224364882, -122.371768521106 37.733242011192, -122.371808132961 37.73326734227, -122.371850107579 37.733286644522, -122.371874210623 37.733295248497, -122.371908116588 37.733293711262, -122.371912159075 37.733296795879, -122.371913194038 37.733295627684, -122.371927069031 37.733297404329, -122.371956047265 37.733299939556, -122.371989902944 37.733296406006, -122.372023733477 37.733291874299, -122.372044871506 37.733282551527, -122.372316549233 37.733436993382, -122.372647437 37.733197091722, -122.372650396063 37.733197258278, -122.372646505127 37.733195010308, -122.372735499282 37.733174424246, -122.372778327908 37.733157767648, -122.372951048555 37.733107095476, -122.372959869024 37.733104354353, -122.373262339359 37.732728315417, -122.373326742624 37.73268974861, -122.373371359369 37.732664276511, -122.373374388886 37.73266404269, -122.373373350325 37.732663446378, -122.373622292488 37.73253588619, -122.373620544108 37.732534905534, -122.374067899055 37.732287356319, -122.374171707563 37.732176271399, -122.374450216195 37.732332396731, -122.374248651477 37.732555269161), (-122.372130831385 37.733531006858, -122.37221271558 37.733435372881, -122.372064819674 37.733344150712, -122.371971637725 37.733447572143, -122.372130831385 37.733531006858)))","4069","India Basin Natural Areas","12562","{12FCC7BD-297D-4716-A4E0-EA7E452BADC2}","rpdgis","2013-05-23T11:31:43.000Z","RPDGIS@RPDGIS.SFGOV.ORG","2022-08-01T17:18:35.000Z","267929.53649248002","3852.9511812999999","-122.37203469000001","37.733168710000001","Natural Area","India Basin Natural Area","12560","48",,"Natural Area",,,
"MULTIPOLYGON (((-122.470998119047 37.768722581032, -122.471007120122 37.768729482638, -122.471016626427 37.768736384808, -122.471026364505 37.768743079425, -122.47103632965 37.768749560257, -122.47104651049 37.768755826594, -122.471056903382 37.768761869485, -122.471067498041 37.768767686397, -122.471078287538 37.768773272941, -122.47108926608 37.768778624707, -122.471100422198 37.768783737381, -122.471111749013 37.768788608373, -122.471123238462 37.768793233313, -122.471132921949 37.768797356727, -122.471142743987 37.768801267837, -122.471148979224 37.768803582467, -122.471148998385 37.768803619998, -122.471150651096 37.7688052344, -122.471152063313 37.768806984402, -122.471153218625 37.768808850453, -122.471154101608 37.768810807576, -122.471154701381 37.768812830719, -122.471155009354 37.768814895691, -122.471155022492 37.768816973705, -122.471154742444 37.7688190413, -122.471154169556 37.768821068731, -122.471153312331 37.768823034226, -122.471149883653 37.768826797414, -122.47114623114 37.768830425556, -122.471142362474 37.768833908609, -122.471138285431 37.768837240136, -122.471134011143 37.768840411838, -122.471129548498 37.768843416358, -122.471124908605 37.768846244497, -122.471120101606 37.768848893382, -122.471116108641 37.768850558932, -122.471111979292 37.768852005061, -122.471107736041 37.76885322328, -122.471103399195 37.768854208746, -122.471098985655 37.768854956667, -122.471094520341 37.768855464827, -122.471090020154 37.768855728435, -122.471085507839 37.768855748914, -122.47108100602 37.768855523182, -122.471076531791 37.768855053657, -122.471072109079 37.768854343543, -122.471067758381 37.768853395202, -122.471063220326 37.768851247754, -122.471058857017 37.768848882892, -122.471054682334 37.768846310297, -122.471050715855 37.768843540455, -122.471046970326 37.768840583069, -122.471043459653 37.768837448719, -122.471040195517 37.768834149828, -122.471037193005 37.768830698761, -122.471034460397 37.768827107996, -122.471032011692 37.768823391719, -122.471029854057 37.768819563329, -122.471027994708 37.768815638026, -122.471020753076 37.768807442577, -122.471013714074 37.768799139197, -122.471006879945 37.768790726946, -122.471000251993 37.768782212113, -122.470993834804 37.768773596423, -122.470991061673 37.768770232543, -122.470986401557 37.768763099734, -122.47098453697 37.768759361973, -122.470982477367 37.768754992107, -122.470981779665 37.768751631376, -122.470980900314 37.768747671661, -122.470980361678 37.768743673805, -122.470980442398 37.768741495988, -122.470980800559 37.76873933426, -122.470981427682 37.768737211294, -122.470983463919 37.768733170383, -122.470986302042 37.768729699159, -122.470990073325 37.768726610675, -122.470992407695 37.768725205379, -122.470994916695 37.768724006248, -122.470998115714 37.768722583791, -122.470998119047 37.768722581032)))","2292","Australia","146418","{2C408E4A-2172-4C6B-97C8-FC4EE87C07C8}","rpdgis","2013-05-23T11:31:43.000Z","RPDGIS@RPDGIS.SFGOV.ORG","2022-08-01T17:16:29.000Z","1161.86259808","147.74614872000001","-122.47105274","37.768788929999999","GGP3/BotG-59C","GGP3: Botanical - bed 59C =Australia","10462","756667",,"Ornamental Garden",,,
"MULTIPOLYGON (((-122.41197940166 37.740253893474, -122.411969471282 37.740241617756, -122.411973156421 37.740192493669, -122.411990082186 37.740193439275, -122.41200236537 37.740194124959, -122.412009393428 37.740194517403, -122.412004948454 37.740247850809, -122.412003674586 37.740263133662, -122.411978569318 37.740261857555, -122.41197940166 37.740253893474)))","328359","Prentiss MP  Concrete Hardscape","12962","{E523B276-379B-4783-8749-78768639C1ED}","DHALVERSON@RPDGIS.SFGOV.ORG","2021-09-28T16:45:09.000Z","RPDGIS@RPDGIS.SFGOV.ORG","2022-08-01T17:29:48.000Z","245.56848472999999","68.95865277","-122.41197628","37.740222009999997","Concrete Path","Prentiss Hardscape - Concrete Path","12958","201",,"Stairway or Steps",,,
