"id","unique_id","cnn_intrsctn_fkey","cnn_sgmt_fkey","case_id_pkey","tb_latitude","tb_longitude","geocode_source","geocode_location","collision_datetime","collision_date","collision_time","accident_year","month","day_of_week","time_cat","juris","officer_id","reporting_district","beat_number","primary_rd","secondary_rd","distance","direction","weather_1","weather_2","collision_severity","type_of_collision","mviw","ped_action","road_surface","road_cond_1","road_cond_2","lighting","control_device","intersection","vz_pcf_code","vz_pcf_group","vz_pcf_description","vz_pcf_link","number_killed","number_injured","street_view","dph_col_grp","dph_col_grp_description","party_number_ckey","party_type","at_fault","party_sex","party_age","party_sobriety","party_drug_physical","dir_of_travel","party_safety_equip_1","party_safety_equip_2","finan_respons","sp_info_1","sp_info_2","sp_info_3","oaf_viol_cat","oaf_viol_section","oaf_violation_code","oaf_violation_suffix","oaf_1","oaf_2","party_number_killed","party_number_injured","move_pre_acc","vehicle_year","vehicle_make","stwd_vehicle_type","race","inattention","special_info_f","special_info_g","street_of_travel","vehicle_autonomous","point","data_as_of","data_updated_at","data_loaded_at",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"vw_geo_sfpd_cr_switrs_all_types_col_prties_cty_union.fid--12c25f02_182dedc44a0_-f11","19630","24298000.0","409000","4619250","37.776207655613","-122.411588915504","SFPD-CROSSROADS","CITY STREET","2010-03-15T08:00:00.000","2010-03-15T00:00:00.000","08:00:00","2010","March","Monday","6:01 am to 10:00 am","3801","1819","SOUTH","4B3A","08TH ST","HOWARD ST","7","South","Clear","Not Stated","Injury (Complaint of Pain)","Vehicle/Pedestrian","Pedestrian","Crossing in Crosswalk at Intersection","Dry","No Unusual Condition","Not Stated","Daylight","Functioning","Intersection <= 20ft","21950(a)","21950(a,c)","Driver or bicyclist to yield right-of-way at crosswalks","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21950","0","1","http://maps.google.com/maps?q=&layer=c&cbll=37.776207655613,-122.411588915504","BB","Vehicle-Pedestrian","1","Driver","Yes","Male","55","Had Not Been Drinking","Not Stated","South","Air Bag Not Deployed","Unknown","Not Stated","Not Stated","Not Stated","Not Stated","Not Stated",,"Not Stated",,"None Apparent","Not Stated","0","0","Making Left Turn","2003","OTHER - AUTO","Other Bus","White","Not Stated","Not Stated","Not Stated","Not Collected","Not Collected","POINT (-122.41159 37.776207)","2010-03-15T00:00:00.000","2022-03-28T00:00:00.000","2022-08-27T03:36:20.739","32","32","1","10","34"
"vw_geo_sfpd_cr_switrs_all_types_col_prties_cty_union.fid--12c25f02_182dedc44a0_-1059","19142","27188000.0","7534000","4557062","37.7716807251828","-122.4614998887","SFPD-CROSSROADS","CITY STREET","2010-01-22T14:50:00.000","2010-01-22T00:00:00.000","14:50:00","2010","January","Friday","2:01 pm to 6:00 pm","3801","1584","PARK","4B5F","JOHN F KENNEDY DR","CONSERVATORY DR WEST","162","East","Clear","Not Stated","Injury (Complaint of Pain)","Not Stated","Other Motor Vehicle","No Pedestrian Involved","Dry","No Unusual Condition","Not Stated","Daylight","None","Midblock > 20ft","21460(a)","21460(a,b)","Improper turns over double lines or solid lines to right prohibited","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21460","0","3","http://maps.google.com/maps?q=&layer=c&cbll=37.7716807251828,-122.4614998887","AA","Vehicle(s) Only Involved","2","Driver","No","Male","58","Had Not Been Drinking","Not Stated","East","Air Bag Not Deployed","Lap/Shoulder Harness Used","Not Stated","Not Stated","Not Stated","Not Stated","Not Stated",,"Not Stated",,"None Apparent","Not Stated","0","2","Proceeding Straight","2011","FORD","Not Stated","Black","Not Stated","Not Stated","Not Stated","Not Collected","Not Collected","POINT (-122.4615 37.77168)","2010-01-22T00:00:00.000","2022-03-28T00:00:00.000","2022-08-27T03:36:20.163","9","9","7","4","12"
"vw_geo_sfpd_cr_switrs_all_types_col_prties_cty_union.fid--12c25f02_182dedc44a0_-97","63270","28073000.0",,"4374415","37.7347329147391","-122.410829500699","SFPD-CROSSROADS","CITY STREET","2009-08-27T08:24:00.000","2009-08-27T00:00:00.000","08:24:00","2009","August","Thursday","6:01 am to 10:00 am","3801","1973",,,"ALEMANY BLVD","PUTNAM ST","0","Not Stated","Clear","Not Stated","Injury (Other Visible)","Broadside","Other Motor Vehicle","No Pedestrian Involved","Dry","No Unusual Condition","Not Stated","Daylight","Functioning","Intersection <= 20ft","21801(a)","21801(a,b)","Violation of right-of-way - left turn","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21801","0","1","http://maps.google.com/maps?q=&layer=c&cbll=37.7347329147391,-122.410829500699","AA","Vehicle(s) Only Involved","2","Driver","No","Male","23","Had Not Been Drinking","Not Stated","South","Not Required","M/C Helmet Driver - Yes","No Proof of Insurance Obtained","Not Stated","Not Stated","Not Stated","Not Stated",,"Not Stated",,"None Apparent","Not Stated","0","1","Proceeding Straight","1998","YAMAHA","Motorcycle","Hispanic","Not Stated","Not Stated","Not Stated","Not Collected","Not Collected","POINT (-122.41083 37.734734)","2009-08-27T00:00:00.000","2022-03-28T00:00:00.000","2022-08-27T03:36:27.588","83","83","9","2","2"
"vw_geo_sfpd_cr_switrs_all_types_col_prties_cty_union.fid--12c25f02_182dedc44a0_-a1a","625854","26621000.0",,"200627494","37.7833084873587","-122.439480381845","SFPD-INTERIM DB","CITY STREET","2020-10-17T20:41:00.000","2020-10-17T00:00:00.000","20:41:00","2020","October","Saturday","6:01 pm to 10:00 pm","3801","2200","Northern","2","DIVISADERO ST","GEARY BLVD","0","Not Stated","Clear","Not Stated","Injury (Complaint of Pain)","Broadside","Other Motor Vehicle","No Pedestrian Involved","Dry","No Unusual Condition","Not Stated","Dark - Street Lights","Functioning","Intersection <= 20ft","21453(a)","21453(a,c)","Red signal - driver or bicyclist responsibilities","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21453","0","1","http://maps.google.com/maps?q=&layer=c&cbll=37.7833084874,-122.439480382","AA","Vehicle(s) Only Involved","1","Driver","Yes","Male","28","Had Not Been Drinking","Not Stated","South","Air Bag Not Deployed","Lap/Shoulder Harness Used","Yes Proof of Insurance Obtained","Cell Phone Not In Use","Not Stated","Not Stated",,,"Not Stated",,"Not Stated","Not Stated","0","0","Proceeding Straight","2011","Dodge / Challenger / Grey","Passenger Car","White","Not Stated",,,"DIVISADERO ST","Not applicable, conventional vehicle","POINT (-122.43948 37.78331)","2020-10-27T00:00:00.000","2022-03-28T00:00:00.000","2022-08-27T03:36:23.081","103","103","4","11","15"
"vw_geo_sfpd_cr_switrs_all_types_col_prties_cty_union.fid--12c25f02_182dedc44a0_-461","61351","21522000.0",,"4080635","37.7152977964974","-122.445835076741","SFPD-CROSSROADS","CITY STREET","2009-01-03T11:50:00.000","2009-01-03T00:00:00.000","11:50:00","2009","January","Saturday","10:01 am to 2:00 pm","3801","649","INGLE","4B2H","ALEMANY BLVD","OTTAWA AVE","0","Not Stated","Clear","Not Stated","Injury (Complaint of Pain)","Broadside","Other Motor Vehicle","No Pedestrian Involved","Dry","No Unusual Condition","Not Stated","Daylight","Functioning","Intersection <= 20ft","21801(b)","21801(a,b)","Violation of right-of-way - left turn","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21801","0","1","http://maps.google.com/maps?q=&layer=c&cbll=37.7152977964974,-122.445835076741","AA","Vehicle(s) Only Involved","1","Driver","Yes","Male","39","Had Not Been Drinking","Not Stated","East","Not Stated","M/C Helmet Driver - Yes","Yes Proof of Insurance Obtained","Not Stated","Not Stated","Not Stated","Unsafe Speed","22350",,,"Violation","Not Stated","0","1","Proceeding Straight","2007","KAWASAKI","Not Stated","White","Not Stated","Not Stated","Not Stated","Not Collected","Not Collected","POINT (-122.44583 37.715298)","2009-01-03T00:00:00.000","2022-03-28T00:00:00.000","2022-08-27T03:36:25.794","80","80","9","1","28"
"vw_geo_sfpd_cr_switrs_all_types_col_prties_cty_union.fid--12c25f02_182dedc44a0_-32c","62192","30049000.0","4970000","4199531","37.7939902667764","-122.396459459759","SFPD-CROSSROADS","CITY STREET","2009-04-10T17:55:00.000","2009-04-10T00:00:00.000","17:55:00","2009","April","Friday","2:01 pm to 6:00 pm","3801","002317","COA","3A12D","DRUMM ST","CALIFORNIA ST","120","North","Clear","Not Stated","Injury (Complaint of Pain)","Vehicle/Pedestrian","Pedestrian","Crossing Not in Crosswalk","Dry","No Unusual Condition","Not Stated","Daylight","None","Midblock > 20ft","21955","21955","Crossing between controlled intersections (Jaywalking)","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21955","0","1","http://maps.google.com/maps?q=&layer=c&cbll=37.7939902667764,-122.396459459759","BB","Vehicle-Pedestrian","1","Pedestrian","Yes","Male","33","Had Not Been Drinking","Not Stated","East","Not Stated","Not Stated","Not Applicable","Not Stated","Not Stated","Not Stated","Not Stated",,"Not Stated",,"Not Stated","Not Stated","0","1","Other",,"-","Pedestrian","Other","Not Stated","Not Stated","Not Stated","Not Collected","Not Collected","POINT (-122.39646 37.79399)","2009-04-10T00:00:00.000","2022-03-28T00:00:00.000","2022-08-27T03:36:26.362","108","108","6","3","8"
"vw_geo_sfpd_cr_switrs_all_types_col_prties_cty_union.fid--12c25f02_182dedc44a0_-4a8","61227","27157000.0","8347201","4057358","37.7658994430098","-122.467448578386","SFPD-CROSSROADS","CITY STREET","2008-12-17T12:59:00.000","2008-12-17T00:00:00.000","12:59:00","2008","December","Wednesday","10:01 am to 2:00 pm","3801","1573","TARAV","4B3I","LINCOLN WAY","10TH AVE","22","East","Clear","Not Stated","Injury (Complaint of Pain)","Broadside","Other Motor Vehicle","No Pedestrian Involved","Dry","No Unusual Condition","Not Stated","Daylight","None","Midblock > 20ft","21801(a)","21801(a,b)","Violation of right-of-way - left turn","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21801","0","1","http://maps.google.com/maps?q=&layer=c&cbll=37.7658994430098,-122.467448578386","AA","Vehicle(s) Only Involved","1","Driver","Yes","Female","31","Had Not Been Drinking","Not Stated","West","Air Bag Not Deployed","Lap/Shoulder Harness Used","Yes Proof of Insurance Obtained","Not Stated","Not Stated","Not Stated","Improper Turning","22103",,,"Violation","Not Stated","0","1","Making U Turn","2008","FORD","Passenger Car","Hispanic","Not Stated","Not Stated","Not Stated","Not Collected","Not Collected","POINT (-122.467445 37.7659)","2008-12-17T00:00:00.000","2022-03-28T00:00:00.000","2022-08-27T03:36:25.659","9","9","10","11","14"
"vw_geo_sfpd_cr_switrs_all_types_col_prties_cty_union.fid--12c25f02_182dedc44a0_-1f0","62801","23881000.0",,"4290678","37.7700497725621","-122.407001490015","SFPD-CROSSROADS","CITY STREET","2009-06-27T18:00:00.000","2009-06-27T00:00:00.000","18:00:00","2009","June","Saturday","2:01 pm to 6:00 pm","3801","001460",,"COB","09TH ST","BRANNAN ST","0","Not Stated","Clear","Not Stated","Injury (Complaint of Pain)","Broadside","Motor Vehicle on Other Roadway","No Pedestrian Involved","Dry","No Unusual Condition","Not Stated","Daylight","Functioning","Intersection <= 20ft","22350","22350","Unsafe speed for prevailing conditions","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22350","0","3","http://maps.google.com/maps?q=&layer=c&cbll=37.7700497725621,-122.407001490015","AA","Vehicle(s) Only Involved","2","Driver","No","Male","53","Not Applicable","Not Applicable","North","Air Bag Not Deployed","Lap/Shoulder Harness Used","Yes Proof of Insurance Obtained","Not Stated","Not Stated","Not Stated","Not Stated",,"Not Stated",,"None Apparent","Not Stated","0","3","Proceeding Straight","2009","FORD","Passenger Car","Black","Not Stated","Not Stated","Not Stated","Not Collected","Not Collected","POINT (-122.407 37.77005)","2009-06-27T00:00:00.000","2022-03-28T00:00:00.000","2022-08-27T03:36:26.957","33","33","1","10","34"
"vw_geo_sfpd_cr_switrs_all_types_col_prties_cty_union.fid--12c25f02_182dedc44a0_b1","64077","23085000.0",,"4490651","37.7326509875309","-122.476947113594","SFPD-CROSSROADS","CITY STREET","2009-11-23T08:30:00.000","2009-11-23T00:00:00.000","08:30:00","2009","November","Monday","6:01 am to 10:00 am","3801","1629","TARVA","3162","OCEAN AVE","21ST ST","0","Not Stated","Clear","Not Stated","Injury (Complaint of Pain)","Broadside","Other Motor Vehicle","No Pedestrian Involved","Dry","No Unusual Condition","Not Stated","Daylight","Functioning","Intersection <= 20ft","21802(b)","21802(a,b)","Violation of right-of-way - entering through highway","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21802","0","2","http://maps.google.com/maps?q=&layer=c&cbll=37.7326509875309,-122.476947113594","AA","Vehicle(s) Only Involved","1","Driver","Yes","Female","64","Had Not Been Drinking","Not Stated","East","Air Bag Deployed","Lap/Shoulder Harness Used","Yes Proof of Insurance Obtained","Not Stated","Not Stated","Not Stated","Not Stated",,"Not Stated",,"None Apparent","Not Stated","0","1","Proceeding Straight","2006","TOYOTA","Passenger Car","White","Not Stated","Not Stated","Not Stated","Not Collected","Not Collected","POINT (-122.476944 37.73265)","2009-11-23T00:00:00.000","2022-03-28T00:00:00.000","2022-08-27T03:36:28.225","62","62","10","8","35"
"vw_geo_sfpd_cr_switrs_all_types_col_prties_cty_union.fid--12c25f02_182dedc44a0_-c20","19935","23941000.0",,"4657039","37.7785051048409","-122.405615266463","SFPD-CROSSROADS","CITY STREET","2010-04-21T11:35:00.000","2010-04-21T00:00:00.000","11:35:00","2010","April","Wednesday","10:01 am to 2:00 pm","3801","1736","B","4B2B","06TH ST","FOLSOM ST","0","Not Stated","Cloudy","Not Stated","Injury (Complaint of Pain)","Broadside","Other Motor Vehicle","No Pedestrian Involved","Wet","No Unusual Condition","Not Stated","Daylight","Functioning","Intersection <= 20ft","21453(a)","21453(a,c)","Red signal - driver or bicyclist responsibilities","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21453","0","1","http://maps.google.com/maps?q=&layer=c&cbll=37.7785051048409,-122.405615266463","AA","Vehicle(s) Only Involved","1","Driver","Yes","Female","48","Had Not Been Drinking","Not Stated","South","Lap/Shoulder Harness Used","Not Stated","Not Stated","Not Stated","Not Stated","Not Stated","Not Stated",,"Not Stated",,"None Apparent","Not Stated","0","0","Proceeding Straight","2009","TOYOTA","Passenger Car","Not Stated","Not Stated","Not Stated","Not Stated","Not Collected","Not Collected","POINT (-122.40562 37.778503)","2010-04-21T00:00:00.000","2022-03-28T00:00:00.000","2022-08-27T03:36:22.144","32","32","1","10","34"
