locID,CNN,xLoc,yLoc,LocationDescription,curbReturnLoc,positionOnReturn,Latitude,Longitude,LastUpdate,InvenID,conditionScore,detectableSurf,vitalFacilities,heavyTraffic,lipTooHigh,probStreetMeetCR,possBasementObstacle,signalPoleInWing,catchBasinFrontOfCR,insideCrosswalk,surfCond,slopeWing,flushToCorner,colorContrast,paintedRed,topClearance,sideClearance,CRTooNarrow,levelLandTop,levelLandBottom,slopeRangeID,crPossible,crExist,Location
130000-NW-MB,130000,6012440.952042,2115217.659819,02ND ST: STEVENSON ST to JESSIE ST (36 - 68),NW,MB,37.78862881644396,-122.40057807572386,11/10/2020 06:44:16 AM,52211,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78862881644396, -122.40057807572386)"
130000-NW-Right-I,130000,6012445.777264,2115222.031175,02ND ST: STEVENSON ST to JESSIE ST (36 - 68),NW,Right,37.78862881644396,-122.40057807572386,11/10/2020 06:44:16 AM,52210,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78862881644396, -122.40057807572386)"
130000-W-MB,130000,6012452.009611,2115206.130603,02ND ST: STEVENSON ST to JESSIE ST (36 - 68),W,MB,37.78862881644396,-122.40057807572386,11/10/2020 06:44:16 AM,52212,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78862881644396, -122.40057807572386)"
134000-E-MB,134000,6013091.572855,2114614.721598,02ND ST: NATOMA ST to HOWARD ST (165 - 199),E,MB,37.786991192960215,-122.39852328079522,11/10/2020 06:44:16 AM,52219,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.786991192960215, -122.39852328079522)"
134000-E-Right-I,134000,6013087.182165,2114609.847236,02ND ST: NATOMA ST to HOWARD ST (165 - 199),E,Right,37.786991192960215,-122.39852328079522,11/10/2020 06:44:16 AM,52220,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.786991192960215, -122.39852328079522)"
135000-W-MB,135000,6013226.817695,2114396.520475,02ND ST: HOWARD ST to TEHAMA ST (200 - 227),W,MB,37.78655876929179,-122.3979807233262,11/10/2020 06:44:16 AM,52224,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78655876929179, -122.3979807233262)"
135000-W-Right-I,135000,6013231.237057,2114400.687789,02ND ST: HOWARD ST to TEHAMA ST (200 - 227),W,Right,37.78655876929179,-122.3979807233262,11/10/2020 06:44:16 AM,52223,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78655876929179, -122.3979807233262)"
138000-E-MB,138000,6013749.067844,2113932.4701,02ND ST: FOLSOM ST to DOW PL (300 - 353),E,MB,37.785219517019684,-122.39630043779177,11/10/2020 06:44:16 AM,52225,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.785219517019684, -122.39630043779177)"
139000-NE-MB,139000,6013933.832526,2113739.672855,02ND ST: DOW PL to HARRISON ST (344 - 399),NE,MB,37.78460395764737,-122.39552816018342,11/10/2020 06:44:16 AM,52227,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78460395764737, -122.39552816018342)"
139000-NE-Left-I,139000,6013928.099419,2113734.337767,02ND ST: DOW PL to HARRISON ST (344 - 399),NE,Left,37.78460395764737,-122.39552816018342,11/10/2020 06:44:16 AM,52226,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78460395764737, -122.39552816018342)"
140000-NW-MB,140000,6014047.865146,2113529.341445,02ND ST: HARRISON ST to STILLMAN ST (400 - 459),NW,MB,37.78390724821567,-122.39465556575409,11/10/2020 06:44:16 AM,52229,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78390724821567, -122.39465556575409)"
140000-NW-Right-I,140000,6014052.504918,2113533.741901,02ND ST: HARRISON ST to STILLMAN ST (400 - 459),NW,Right,37.78390724821567,-122.39465556575409,11/10/2020 06:44:16 AM,52228,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78390724821567, -122.39465556575409)"
147000-SE-Right-I,147000,6015273.634438,2112322.426803,02ND ST: BRANNAN ST to TOWNSEND ST (600 - 699),SE,Right,37.78122645251676,-122.39130233495628,11/10/2020 06:44:16 AM,52237,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78122645251676, -122.39130233495628)"
147000-NW-MB,147000,6015003.434172,2112527.106401,02ND ST: BRANNAN ST to TOWNSEND ST (600 - 699),NW,MB,37.78122645251676,-122.39130233495628,11/10/2020 06:44:16 AM,52234,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78122645251676, -122.39130233495628)"
147000-W-MB,147000,6015173.435876,2112348.443159,02ND ST: BRANNAN ST to TOWNSEND ST (600 - 699),W,MB,37.78122645251676,-122.39130233495628,11/10/2020 06:44:16 AM,52235,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78122645251676, -122.39130233495628)"
147000-SE-MB,147000,6015279.191825,2112327.967268,02ND ST: BRANNAN ST to TOWNSEND ST (600 - 699),SE,MB,37.78122645251676,-122.39130233495628,11/10/2020 06:44:16 AM,52236,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.78122645251676, -122.39130233495628)"
167000-W-MB,167000,6012276.59991,2114071.62003,03RD ST: MINNA ST to HOWARD ST (133 - 199),W,MB,37.78542973689612,-122.40097915722303,11/10/2020 06:44:16 AM,51761,65,0,,1,,,,0,0,1,1,,,0,,,,1,,,5,,1,"(37.78542973689612, -122.40097915722303)"
167000-N-MB,167000,6012316.82044,2114114.74604,03RD ST: MINNA ST to HOWARD ST (133 - 199),N,MB,37.78542973689612,-122.40097915722303,11/10/2020 06:44:16 AM,49365,80,1,1,1,0,,0,0,0,1,0,0,,1,,,,1,1,0,2,,1,"(37.78542973689612, -122.40097915722303)"
169000-E-IB-I,169000,6012862.77987,2113502.61417,03RD ST: CLEMENTINA ST to FOLSOM ST (264 - 299),E,IB,37.78399927344423,-122.39919507712165,11/10/2020 06:44:16 AM,52718,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.78399927344423, -122.39919507712165)"
169000-E-MB,169000,6012862.77987,2113502.61417,03RD ST: CLEMENTINA ST to FOLSOM ST (264 - 299),E,MB,37.78399927344423,-122.39919507712165,11/10/2020 06:44:16 AM,52717,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.78399927344423, -122.39919507712165)"
169000-N-IB-I,169000,6012862.77987,2113502.61417,03RD ST: CLEMENTINA ST to FOLSOM ST (264 - 299),N,IB,37.78399927344423,-122.39919507712165,11/10/2020 06:44:16 AM,52716,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.78399927344423, -122.39919507712165)"
169000-N-MB,169000,6012862.77987,2113502.61417,03RD ST: CLEMENTINA ST to FOLSOM ST (264 - 299),N,MB,37.78399927344423,-122.39919507712165,11/10/2020 06:44:16 AM,52715,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.78399927344423, -122.39919507712165)"
185105-E-MB,185105,6015682.88149,2107455.45096,03RD ST: WARRIORS WAY to 16TH ST (1601 - 1799) -- EAST --,E,MB,37.767864326635056,-122.38914698973406,11/10/2020 06:44:16 AM,51788,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.767864326635056, -122.38914698973406)"
185105-E-IB,185105,6015653.76991,2107454.6198,03RD ST: WARRIORS WAY to 16TH ST (1601 - 1799) -- EAST --,E,IB,37.767864326635056,-122.38914698973406,11/10/2020 06:44:16 AM,51789,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.767864326635056, -122.38914698973406)"
185206-NW-MB,185206,6015595.92055,2107470.03747,03RD ST: CAMPUS WAY to 16TH ST (1700 - 1798) -- WEST --,NW,MB,37.76738609670323,-122.38924006398875,11/10/2020 06:44:16 AM,51786,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.76738609670323, -122.38924006398875)"
185206-NW-OB,185206,6015624.87684,2107471.32411,03RD ST: CAMPUS WAY to 16TH ST (1700 - 1798) -- WEST --,NW,OB,37.76738609670323,-122.38924006398875,11/10/2020 06:44:16 AM,51787,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.76738609670323, -122.38924006398875)"
197101-S-MB,197101,6016091.170958,2099766.961918,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,S,MB,37.747583715857274,-122.38725141634254,11/10/2020 06:44:16 AM,52177,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.747583715857274, -122.38725141634254)"
197101-SE-MB,197101,6016090.953944,2099783.020945,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,SE,MB,37.747583715857274,-122.38725141634254,11/10/2020 06:44:16 AM,52178,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.747583715857274, -122.38725141634254)"
197201-SW-MB,197201,6015996.98693,2099801.792647,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3200 - 3398) -- WEST --,SW,MB,37.7475776572063,-122.38739470842476,11/10/2020 06:44:16 AM,52175,100,1,,,0,,,0,0,1,1,1,,1,,,,1,1,1,2,,1,"(37.7475776572063, -122.38739470842476)"
197201-S-MB,197201,6015997.479913,2099783.785329,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3200 - 3398) -- WEST --,S,MB,37.7475776572063,-122.38739470842476,11/10/2020 06:44:16 AM,52176,36,,,,,,,,,,,,,,,,,,,,5,,1,"(37.7475776572063, -122.38739470842476)"
292000-N-Center,292000,6010672.84861,2113163.07064,05TH ST: JESSIE ST to MISSION ST (67 - 99),N,Center,37.782944679450424,-122.40674754035317,11/10/2020 06:44:16 AM,52595,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.782944679450424, -122.40674754035317)"
