"event_id","department","status","category","type","open_date","due_date","title","sfcitypartner_link"
"SFGOV~0000007362","Human Services Agency","Open","Personal Services","Seeking Bids","2022-08-25T13:02:41","2022-09-16T15:00:00","EXT HSA | RFP 1030 Alemany Farmers Market – Supple","https://sfcitypartner.sfgov.org/pages/Events-BS3/event-details.aspx?Page=AUC_RESP_INQ_DTL&Action=U&AUC_ID=0000007362&AUC_ROUND=1&AUC_VERSION=1&BIDDER_ID=0000000001&BIDDER_LOC=1&BIDDER_SETID=SHARE&BIDDER_TYPE=B&BUSINESS_UNIT=SFGOV"
"SFGOV~0000007304","Airport Commission","Amended","Personal Services","Seeking Bids","2022-08-03T15:28:27","2022-11-09T14:00:00","EXT AIR | HMT1 Retail Concession Leases, SBSA","https://sfcitypartner.sfgov.org/pages/Events-BS3/event-details.aspx?Page=AUC_RESP_INQ_DTL&Action=U&AUC_ID=0000007304&AUC_ROUND=1&AUC_VERSION=2&BIDDER_ID=0000000001&BIDDER_LOC=1&BIDDER_SETID=SHARE&BIDDER_TYPE=B&BUSINESS_UNIT=SFGOV"
"SFGOV~0000007343","Office of Contract Administration","Amended","Personal Services","Seeking Bids","2022-08-22T11:00:00","2022-09-08T15:00:00","OCA AIR | IT Lead Detection","https://sfcitypartner.sfgov.org/pages/Events-BS3/event-details.aspx?Page=AUC_RESP_INQ_DTL&Action=U&AUC_ID=0000007343&AUC_ROUND=1&AUC_VERSION=2&BIDDER_ID=0000000001&BIDDER_LOC=1&BIDDER_SETID=SHARE&BIDDER_TYPE=B&BUSINESS_UNIT=SFGOV"
"SFGOV~0000007361","Airport Commission","Open","Personal Services","Seeking Bids","2022-08-24T15:19:24","2022-12-14T14:00:00","EXT AIR | Terminal 2 Coffee Lease","https://sfcitypartner.sfgov.org/pages/Events-BS3/event-details.aspx?Page=AUC_RESP_INQ_DTL&Action=U&AUC_ID=0000007361&AUC_ROUND=1&AUC_VERSION=1&BIDDER_ID=0000000001&BIDDER_LOC=1&BIDDER_SETID=SHARE&BIDDER_TYPE=B&BUSINESS_UNIT=SFGOV"
"SFGOV~0000007312","Human Services Agency","Amended","Personal Services","Seeking Bids","2022-08-04T14:04:39","2022-09-07T15:00:00","EXT HSA | RFP 1032 Family and Children’s Services","https://sfcitypartner.sfgov.org/pages/Events-BS3/event-details.aspx?Page=AUC_RESP_INQ_DTL&Action=U&AUC_ID=0000007312&AUC_ROUND=1&AUC_VERSION=3&BIDDER_ID=0000000001&BIDDER_LOC=1&BIDDER_SETID=SHARE&BIDDER_TYPE=B&BUSINESS_UNIT=SFGOV"
"SFGOV~0000007334","Municipal Transportation Agency","Open","Commodity","Seeking Bids","2022-08-12T15:21:09","2022-09-09T15:00:00","EXT MTA | SR1961 Engine Overhaul Kit &Recon Engine","https://sfcitypartner.sfgov.org/pages/Events-BS3/event-details.aspx?Page=AUC_RESP_INQ_DTL&Action=U&AUC_ID=0000007334&AUC_ROUND=1&AUC_VERSION=1&BIDDER_ID=0000000001&BIDDER_LOC=1&BIDDER_SETID=SHARE&BIDDER_TYPE=B&BUSINESS_UNIT=SFGOV"
"SFGOV~0000007313","Municipal Transportation Agency","Amended","Commodity","Seeking Bids","2022-08-04T14:30:11","2022-09-07T14:00:00","EXT MTA | KIEPE PARTS","https://sfcitypartner.sfgov.org/pages/Events-BS3/event-details.aspx?Page=AUC_RESP_INQ_DTL&Action=U&AUC_ID=0000007313&AUC_ROUND=1&AUC_VERSION=4&BIDDER_ID=0000000001&BIDDER_LOC=1&BIDDER_SETID=SHARE&BIDDER_TYPE=B&BUSINESS_UNIT=SFGOV"
"SFGOV~0000007270","Department of Public Health","Open","Personal Services","Seeking Bids","2022-07-22T15:48:36","2022-09-07T12:00:00","EXT DPH | Children's Oral Health Comm Taskforce","https://sfcitypartner.sfgov.org/pages/Events-BS3/event-details.aspx?Page=AUC_RESP_INQ_DTL&Action=U&AUC_ID=0000007270&AUC_ROUND=1&AUC_VERSION=1&BIDDER_ID=0000000001&BIDDER_LOC=1&BIDDER_SETID=SHARE&BIDDER_TYPE=B&BUSINESS_UNIT=SFGOV"
"SFGOV~0000006234","Municipal Transportation Agency","Open","Personal Services","Seeking Bids","2021-11-29T09:25:50","2023-12-29T09:25:00","EXT MTA | Elevator & Escalator Inspection & Maint","https://sfcitypartner.sfgov.org/pages/Events-BS3/event-details.aspx?Page=AUC_RESP_INQ_DTL&Action=U&AUC_ID=0000006234&AUC_ROUND=1&AUC_VERSION=1&BIDDER_ID=0000000001&BIDDER_LOC=1&BIDDER_SETID=SHARE&BIDDER_TYPE=B&BUSINESS_UNIT=SFGOV"
"SFGOV~0000005961","Municipal Transportation Agency","Amended","Personal Services","Seeking Bids","2021-09-27T08:02:08","2023-10-27T08:02:00","EXT MTA | Fire Systems Inspection & Maintenance","https://sfcitypartner.sfgov.org/pages/Events-BS3/event-details.aspx?Page=AUC_RESP_INQ_DTL&Action=U&AUC_ID=0000005961&AUC_ROUND=1&AUC_VERSION=2&BIDDER_ID=0000000001&BIDDER_LOC=1&BIDDER_SETID=SHARE&BIDDER_TYPE=B&BUSINESS_UNIT=SFGOV"
