CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
7278348,06/19/2017 09:42:00 PM,09/27/2017 10:21:07 PM,09/27/2017 10:21:07 PM,Closed,Case is a Duplicate - Request is a duplicate and has been previously reported as 7278280,DPW Ops Queue,Encampments,Encampment Reports,Encampment Cleanup,"210 THE EMBARCADERO, SAN FRANCISCO, CA, 94111",3,Financial District,SOUTHERN,37.79216157276,-122.390294037873,"(37.79216157, -122.39029404)",Mobile/Open311,http://mobile311.sfgov.org/reports/7278348/photos
7278344,06/19/2017 09:40:07 PM,06/24/2017 12:26:05 AM,06/24/2017 12:26:05 AM,Closed,Area Cleared,DPW Ops Queue,Encampments,Encampment Reports,Encampment Cleanup,Intersection of DON CHEE WAY and THE EMBARCADERO,3,Financial District,CENTRAL,37.794574638864,-122.393002146969,"(37.79457464, -122.39300215)",Mobile/Open311,http://mobile311.sfgov.org/reports/7278344/photos
7278292,06/19/2017 09:11:02 PM,06/24/2017 12:25:38 AM,06/24/2017 12:25:38 AM,Closed,Area Cleared,DPW Ops Queue,Encampments,Encampment Reports,Encampment Cleanup,Intersection of DON CHEE WAY and THE EMBARCADERO,3,Financial District,CENTRAL,37.794575560873,-122.393112368996,"(37.79457556, -122.39311237)",Mobile/Open311,http://mobile311.sfgov.org/reports/7278292/photos
7278281,06/19/2017 09:08:01 PM,06/21/2017 03:25:14 AM,06/21/2017 03:25:14 AM,Closed,Area Cleared,DPW Ops Queue,Encampments,Encampment Reports,Encampment Cleanup,"210 THE EMBARCADERO, SAN FRANCISCO, CA, 94111",3,Financial District,SOUTHERN,37.792290654069,-122.390413647632,"(37.79229065, -122.39041365)",Mobile/Open311,http://mobile311.sfgov.org/reports/7278281/photos
7278280,06/19/2017 09:07:44 PM,06/21/2017 03:25:12 AM,06/21/2017 03:25:12 AM,Closed,Area Cleared,DPW Ops Queue,Encampments,Encampment Reports,Encampment Cleanup,"210 THE EMBARCADERO, SAN FRANCISCO, CA, 94111",3,Financial District,SOUTHERN,37.792180893047,-122.390316082279,"(37.79218089, -122.39031608)",Mobile/Open311,http://mobile311.sfgov.org/reports/7278280/photos
7278216,06/19/2017 08:24:56 PM,06/19/2017 08:56:15 PM,06/19/2017 08:56:15 PM,Closed,Case Resolved - Police Officer responded to request under CAD # 171703576.,Police - Homeless Concerns Queue,Homeless Concerns,Individual Concerns,aggressive_behavior,Intersection of SACRAMENTO ST and VAN NESS AVE,3,Pacific Heights,NORTHERN,37.791215,-122.422754,"(37.791215, -122.422754)",Mobile/Open311,
7277582,06/19/2017 04:23:54 PM,06/19/2017 04:49:15 PM,06/19/2017 04:49:15 PM,Closed,Insufficient Information - Insufficient infomation provided for action to be taken.,Police - Homeless Concerns Queue,Homeless Concerns,Individual Concerns,aggressive_behavior,"41 ELLIS ST, SAN FRANCISCO, CA, 94102",3,Downtown / Union Square,CENTRAL,37.785203333333,-122.406716666667,"(37.78520333, -122.40671667)",Mobile/Open311,
7277247,06/19/2017 03:22:18 PM,06/19/2017 04:35:16 PM,06/19/2017 04:35:16 PM,Closed,Case Resolved - Police Officer responded to request under CAD # 171702388.  Citation was issued.,Police - Homeless Concerns Queue,Homeless Concerns,Individual Concerns,aggressive_behavior,Intersection of GEARY ST and MASON ST,3,Tenderloin,CENTRAL,37.787158414757,-122.409664197008,"(37.78715841, -122.4096642)",Mobile/Open311,
7276647,06/19/2017 01:33:27 PM,06/20/2017 10:55:18 AM,06/20/2017 10:55:18 AM,Closed,Area Cleared,DPW Ops Queue,Encampments,Encampment Reports,Encampment Cleanup,Intersection of NOTTINGHAM PL and KEARNY ST,3,North Beach,CENTRAL,37.797543946293,-122.405408374493,"(37.79754395, -122.40540837)",Phone,
7276539,06/19/2017 01:12:13 PM,06/19/2017 07:24:27 PM,06/19/2017 07:24:27 PM,Closed,Case Resolved - Police Officer responded to request under CAD # 171701872.  Issue reported could not be validated.,Police - Homeless Concerns Queue,Homeless Concerns,Individual Concerns,wellbeing_check,"560 MARKET ST, SAN FRANCISCO, CA, 94104",3,Financial District,CENTRAL,37.789811666667,-122.400908333333,"(37.78981167, -122.40090833)",Mobile/Open311,
