CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
15751022,08/28/2022 11:33:00 PM,,08/28/2022 11:55:01 PM,Open,accepted,DPW Ops Queue,Street Defects,Pavement_Defect,Pavement_Defect,"3051 OCTAVIA ST, SAN FRANCISCO, CA, 94123",OCTAVIA ST,2,Union Street,NORTHERN,37.800208991646,-122.42935723749,"(37.80020899, -122.42935724)",Mobile/Open311,
15750923,08/28/2022 10:12:00 PM,,08/28/2022 10:17:04 PM,Open,accepted,DPW Ops Queue,Street Defects,Pavement_Defect,Pavement_Defect,"951 KANSAS ST, SAN FRANCISCO, CA, 94107",KANSAS ST,10,Potrero Hill,BAYVIEW,37.7575063,-122.40280118,"(37.7575063, -122.40280118)",Mobile/Open311,http://mobile311.sfgov.org/reports/15750923/photos
15750915,08/28/2022 10:09:00 PM,,08/28/2022 10:30:03 PM,Open,accepted,DPW Ops Queue,Street Defects,Pavement_Defect,Pavement_Defect,"980 KANSAS ST, SAN FRANCISCO, CA, 94107",KANSAS ST,10,Potrero Hill,BAYVIEW,37.75739762,-122.40295641,"(37.75739762, -122.40295641)",Mobile/Open311,http://mobile311.sfgov.org/reports/15750915/photos
15750673,08/28/2022 07:36:00 PM,,08/28/2022 08:10:32 PM,Open,accepted,DPW Ops Queue,Street Defects,Pavement_Defect,Pavement_Defect,"2222 23RD ST, SAN FRANCISCO, CA, 94107",23RD ST,10,Potrero Hill,BAYVIEW,37.75468243,-122.40224663,"(37.75468243, -122.40224663)",Mobile/Open311,http://mobile311.sfgov.org/reports/15750673/photos
15750144,08/28/2022 04:31:00 PM,08/28/2022 05:25:00 PM,08/28/2022 05:25:00 PM,Closed,Case Transferred - made safe transfer to ssr,DPW Ops Queue,Street Defects,Pavement_Defect,Pavement_Defect,"2335 LARKIN ST, SAN FRANCISCO, CA, 94109",LARKIN ST,3,Russian Hill,CENTRAL,37.799447778835,-122.420782766907,"(37.79944778, -122.42078277)",Mobile/Open311,http://mobile311.sfgov.org/reports/15750144/photos
15750086,08/28/2022 04:16:00 PM,,08/28/2022 04:21:48 PM,Open,open,DPW BSM Queue,Street Defects,Pavement_Defect,Pavement_Defect,Intersection of OCEAN AVE and SANTA YNEZ AVE,OCEAN AVE,11,Cayuga,INGLESIDE,37.723656147576,-122.438355954433,"(37.72365615, -122.43835595)",Mobile/Open311,http://mobile311.sfgov.org/reports/15750086/photos
15750037,08/28/2022 04:02:00 PM,,08/28/2022 04:03:01 PM,Open,open,Clear Channel - Transit Queue,Street Defects,Pavement_Defect,Pavement_Defect,"2200 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,8,Duboce Triangle,MISSION,37.765628815213,-122.431334743949,"(37.76562882, -122.43133474)",Mobile/Open311,http://mobile311.sfgov.org/reports/15750037/photos
15749853,08/28/2022 03:05:00 PM,,08/28/2022 09:15:09 PM,Open,open,DPW BSM Queue,Street Defects,Manhole_Cover_Off,Manhole_Cover_Off,"260 VALENCIA ST, SAN FRANCISCO, CA, 94103",VALENCIA ST,9,Mission Dolores,MISSION,37.768672943115,-122.42244720459,"(37.76867294, -122.4224472)",Twitter,https://pbs.twimg.com/media/FbR5AfaaUAA5VvS.jpg
15749758,08/28/2022 02:34:00 PM,,08/28/2022 02:45:22 PM,Open,accepted,DPW Ops Queue,Street Defects,Pavement_Defect,Pavement_Defect,"2400 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.758680842407,-122.419161000678,"(37.75868084, -122.419161)",Mobile/Open311,http://mobile311.sfgov.org/reports/15749758/photos
15748223,08/28/2022 06:50:00 AM,,08/28/2022 07:05:44 AM,Open,open,DPW BSM Queue,Street Defects,Construction_Plate_Shifted,Construction_Plate_Shifted,Intersection of COLUMBUS AVE and GRANT AVE,COLUMBUS AVE,3,North Beach,CENTRAL,37.798152923584,-122.407081604004,"(37.79815292, -122.4070816)",Phone,
