"effectivedate","gradeid","jobcode","title","setid","step1","step2","step3","step4","step5","step6","step7","step8","step9","step10","step11","step12","step13","step14","step15","step16","step17","step18","step19","step20","rangeamin","rangeamax","rangebmin","rangebmax","rangecmin","rangecmax","notes"
"2021-07-01T00:00:00","0140U","0140","Chief Of Department, (Fire Department)","COMMN","166.75",,,,,,,,,,,,,,,,,,,,,,,,,,"Chief Of Department, (Fire Department)"
"2021-07-01T00:00:00","0140U","0140","Chief Of Department, (Fire Department)","SUPPRESSION","136.961",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0145U","0145","Chief of Department (Transitional), (Fire Department)","COMMN","166.75",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0145U","0145","Chief of Department (Transitional), (Fire Department)","SUPPRESSION","136.961",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0150U","0150","Deputy Chief Of Department, (Fire Department)","COMMN","143.9375",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0150U","0150","Deputy Chief Of Department, (Fire Department)","SUPPRESSION","118.2238",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0380U","0380","Inspector, (Police Department)","COMMN","71.9125",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0381U","0381","Inspector II","COMMN","76.2375",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0382U","0382","Inspector III","COMMN","77.6875",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0385U","0385","Crime Scene Investigations Manager","COMMN","79.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0386U","0386","Crime Scene Investigations Manager 2","COMMN","83.8625",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0387U","0387","Crime Scene Investigations Manager 3","COMMN","85.4625",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0390U","0390","Chief Of Police","COMMN","169.725",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0395U","0395","Assistant Chief Of Police","COMMN","156.475",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0400U","0400","Deputy Chief","COMMN","139.8875",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0401U","0401","Deputy Chief II","COMMN","148.3125",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0402U","0402","Deputy Chief III","COMMN","151.125",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0488U","0488","Commander (Police Department)","COMMN","113.6875",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0489U","0489","Commander 2","COMMN","120.5375",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0490U","0490","Commander III","COMMN","122.825",,,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0720U","0720","Member, Board Of Supervisors","COMMN","72.175","69.7375",,,,,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0881U","0881","Mayoral Staff I","COMMN","23.225","24.3875","25.6","26.8625","28.225",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0882U","0882","Mayoral Staff II","COMMN","24.975","26.2","27.525","28.9125","30.35",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0883U","0883","Mayoral Staff III","COMMN","26.8625","28.225","29.6125","31.0875","32.6875",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0884U","0884","Mayoral Staff IV","COMMN","28.9125","30.35","31.875","33.4375","35.125",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0885U","0885","Mayoral Staff V","COMMN","30.1875","31.725","33.2875","34.975","36.7125",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0886U","0886","Mayoral Staff VI","COMMN","32.3375","33.9375","35.6375","37.4375","39.3125",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0887U","0887","Mayoral Staff VII","COMMN","34.7625","36.5125","38.3375","40.2625","42.2625",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0888U","0888","Mayoral Staff VIII","COMMN","37.4375","39.3125","41.275","43.35","45.5125",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0889U","0889","Mayoral Staff IX","COMMN","40.2625","42.2625","44.3875","46.6125","48.925",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0890U","0890","Mayoral Staff X","COMMN","43.5","45.6875","47.975","50.375","52.875",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0891U","0891","Mayoral Staff XI","COMMN","46.85","49.2125","51.675","54.25","56.975",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","0892U","0892","Mayoral Staff XII","COMMN","50.375","52.8875","55.525","58.2875","61.2",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","1010U","1010","Information Systems Trainee","SFMTA","31.3875","32.3125","46.525","47.8125","49.075","35.9","36.875","37.8875","33.2375","34.1625","35.0875",,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","1010U","1010","Information Systems Trainee","COMMN","31.3875","32.3125","46.525","47.8125","49.075","35.9","36.875","37.8875","33.2375","34.1625","35.0875",,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","1023U","1023","IS Administrator III","SFMTA","52.5625","55.1875","57.9375","60.85","63.875",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","1023U","1023","IS Administrator III","COMMN","52.5625","55.1875","57.9375","60.85","63.875",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","1024U","1024","IS Administrator-Supervisor","SFMTA","56.5375","59.3625","62.325","65.4375","68.725",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","1024U","1024","IS Administrator-Supervisor","COMMN","56.5375","59.3625","62.325","65.4375","68.725",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","1031U","1031","IS Trainer-Assistant","SFMTA","35.575","37.3375","39.2125","41.2","43.2375",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","1031U","1031","IS Trainer-Assistant","COMMN","35.575","37.3375","39.2125","41.2","43.2375",,,,,,,,,,,,,,,,,,,,,,
"2021-07-01T00:00:00","1032U","1032","IS Trainer-Journey","SFMTA","43.2375","45.4","47.65","50.05","52.5625",,,,,,,,,,,,,,,,,,,,,,
