"type","date","lobbyistname","lobbyisttype","firmname","description","amount","clientname","clientcity","clientstate","clientzip","candidatename","descriptionofoffice","committeename","fppcid","sourceoffunds","employeefirstname","employeelastname","employeename","employmenttype","natureofemployment","dateemployed","dateappointed","salaryrange","issalary","jobtitle","officialname","departmentname","subjectarea","issue","filenumber","outcomesought","payeename","payeecity","payeestate","payeezip","experts","intermediaries","id","fromfiling"
"TotalPaymentsAndMatters","2022-08-11T10:15:52.814","KID SAFE SF","expenditure",,"Total Payments and Matters Lobbied","585.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"e99fc52b-0a3e-496f-8d9d-a132e93cee7c","9c17d9e8-f1e7-4cda-acbe-279154d11bc6"
"TotalPaymentsAndMatters","2022-08-03T14:43:26.057","CA Hotel & Lodging Association","expenditure",,"Total Payments and Matters Lobbied","14000.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a87af2ca-ae08-4431-9cd9-19aac3510c15","f0c0315f-fbb9-4cec-88d0-3d8e64290777"
"PaymentReceived","2022-07-31T00:00:00.000","Keith, Anisa","contact","Madison International",,"0.0","Madison International Realty","New York","NY","10022",,,,,,,,,,,,,,,,,,,,,,,,,,,,"232a70cc-2c5a-4781-a4e8-035e08795b47","4f54053d-9c7f-4e02-b51a-3e6e0ff3744c"
"PaymentReceived","2022-07-31T00:00:00.000","Peterson, Rich H.","contact","Lighthouse Public Affairs",,"15000.0","HISTORIC COMPLEX OWNER, LLC","SAN FRANCISCO","CA","94111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05775af3-503b-4cce-b653-90e7acc8a44d","9a7f3881-a86e-4161-9c27-af479cb28930"
"PaymentReceived","2022-07-31T00:00:00.000","Peterson, Rich H.","contact","Lighthouse Public Affairs",,"12500.0","SUTRO","SAN FRANCISCO","CA","94131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"a3b2320f-9c6a-44b9-9fed-3c9ecc997a19","9a7f3881-a86e-4161-9c27-af479cb28930"
"PaymentReceived","2022-07-31T00:00:00.000","GRUWELL, CHRIS S.","contact","NEW DEAL ADVISERS",,"5000.0","PASSPORT INC.","CHARLOTTE","NC","28202",,,,,,,,,,,,,,,,,,,,,,,,,,,,"8726f8a8-977c-4769-9401-b1a9b09bc316","d412c658-98b7-41a1-a7a8-188423ca278e"
"PaymentReceived","2022-07-31T00:00:00.000","GRUWELL, CHRIS S.","contact","NEW DEAL ADVISERS",,"0.0","ORIGINAL JOE'S","SAN FRANCISCO","CA","94127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"9941eb8d-a95a-4efe-80c6-0a6afb3dfdb7","d412c658-98b7-41a1-a7a8-188423ca278e"
"PaymentReceived","2022-07-31T00:00:00.000","GRUWELL, CHRIS S.","contact","NEW DEAL ADVISERS",,"0.0","SILVER CROWN GROUP","SAN FRANCISCO","CA","94124",,,,,,,,,,,,,,,,,,,,,,,,,,,,"fa5ec31d-9502-4da3-9ad2-15ac52a408cb","d412c658-98b7-41a1-a7a8-188423ca278e"
"PaymentReceived","2022-07-31T00:00:00.000","GRUWELL, CHRIS S.","contact","NEW DEAL ADVISERS",,"5000.0","SHACK15","SAN FRANCISCO","CA","94111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"59048008-9fa5-439e-b2e0-e44acc2e843b","d412c658-98b7-41a1-a7a8-188423ca278e"
"PaymentReceived","2022-07-31T00:00:00.000","Miller, Martha","contact","Platinum Advisors San Francisco",,"10000.0","CORPORATION OF FINE ARTS MUSEUMS","SAN FRANCISCO","CA","94118",,,,,,,,,,,,,,,,,,,,,,,,,,,,"053a6dae-a23b-4790-b6d6-4e521e3a7360","3371cf74-ea61-488b-a2b6-e2bf3cdc272b"
"PaymentReceived","2022-07-31T00:00:00.000","GRUWELL, CHRIS S.","contact","NEW DEAL ADVISERS",,"0.0","1401 HOWARD STREET LLC","SAN FRANCISCO","CA","94103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"f5683222-4e76-4461-902b-8b7ebe0abd40","d412c658-98b7-41a1-a7a8-188423ca278e"
"PaymentReceived","2022-07-31T00:00:00.000","GRUWELL, CHRIS S.","contact","NEW DEAL ADVISERS",,"1500.0","PIPELINE (FORMERLY BARBARY COAST)","SAN FRANCISCO","CA","94103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"67baf6d3-ab83-4127-b714-a61951b90da6","d412c658-98b7-41a1-a7a8-188423ca278e"
"PaymentReceived","2022-07-31T00:00:00.000","GRUWELL, CHRIS S.","contact","NEW DEAL ADVISERS",,"8250.0","CLEAR CHANNEL OUTDOOR","SAN FRANCISCO","CA","94108",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1d029292-0662-48b5-a07f-a31a38c7233f","d412c658-98b7-41a1-a7a8-188423ca278e"
"PaymentReceived","2022-07-31T00:00:00.000","Miller, Martha","contact","Platinum Advisors San Francisco",,"7250.0","GOLDEN STATE WARRIORS","OAKLAND","CA","94607",,,,,,,,,,,,,,,,,,,,,,,,,,,,"b459b16e-8c50-4606-89d4-1d9472724c3b","3371cf74-ea61-488b-a2b6-e2bf3cdc272b"
"PaymentReceived","2022-07-31T00:00:00.000","GRUWELL, CHRIS S.","contact","NEW DEAL ADVISERS",,"0.0","LAVA MAE","SAN FRANCISCO","CA","94110",,,,,,,,,,,,,,,,,,,,,,,,,,,,"a0a65307-8eca-4a6d-8412-84ac7c938bb3","d412c658-98b7-41a1-a7a8-188423ca278e"
"PaymentReceived","2022-07-31T00:00:00.000","Garvin, Katharine","contact","Eurazeo SE & affiliates Eurazeo NA, EURAZEO Investment Manager & Eurazeo Funds Management Luxembourg",,"13.89","Eurazeo SE & affiliates Eurazeo NA, EURAZEO Investment Manager & Eurazeo Funds Management Luxembourg","New York","NY","10151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"74427f68-eb05-44dd-9426-7da6b653d0f7","c745837b-c8a3-4654-882f-59f4de623262"
"PaymentReceived","2022-07-31T00:00:00.000","Peterson, Rich H.","contact","Lighthouse Public Affairs",,"0.0","SUPERPEDESTRIAN, INC.","CAMBRIDGE","MA","02139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"a0a52abb-278d-4099-a341-bd703d8e274d","9a7f3881-a86e-4161-9c27-af479cb28930"
"PaymentReceived","2022-07-31T00:00:00.000","Peterson, Rich H.","contact","Lighthouse Public Affairs",,"0.0","ROYAL AUTO GROUP","SAN FRANCISCO","CA","94103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"10cb0fdc-b4bd-41f8-8047-d13339c6366d","9a7f3881-a86e-4161-9c27-af479cb28930"
"PaymentReceived","2022-07-31T00:00:00.000","Fleisher, Arielle","contact","Waymo LLC",,"45.67","Waymo LLC","Sausalito","CA","94965",,,,,,,,,,,,,,,,,,,,,,,,,,,,"8021e545-6087-4c72-9074-38ce91256f32","cc26e6ac-2370-432e-9549-5b6f523bd20b"
