"fiscal_year","program_code","program","object_code","object","fund_type_code","fund_type","organization_group_code","fund_code","organization_group","fund","department_code","fund_category_code","department","fund_category","related_govt_unit","character_code","character","sub_object_code","sub_object","job_family_code","job_family","job_code","job","budget"
"2010","AKB","Community Services","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","0000","Turnover Allowance/Adjustment","9992M","Department Salary Adjustment","-0.13"
"2010","AKB","Community Services","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","0000","Turnover Allowance/Adjustment","9993M","Attrition Savings - Miscellaneous","-9.72"
"2010","AKB","Community Services","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","0900","Management","8435","Div Director, Adult Probation","2.00"
"2010","AKB","Community Services","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","8400","Probation & Parole","8434","Sprv Adult Probation Ofc","7.50"
"2010","AKB","Community Services","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","8400","Probation & Parole","8444","Deputy Probation Officer","49.44"
"2010","AKB","Community Services","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","5","Adult Probation","Work Orders/Overhead","No","501","Salaries","501010","Perm Salaries-Misc-Regular","8400","Probation & Parole","8444","Deputy Probation Officer","1.50"
"2010","AKB","Community Services","501","Permanent Salaries-Misc","2S","Special Revenue Funds","01","2SPPF","Public Protection","Public Protection Fund","ADP","4","Adult Probation","Grants","No","501","Salaries","501010","Perm Salaries-Misc-Regular","8400","Probation & Parole","8444","Deputy Probation Officer","1.73"
"2010","AKG","Pre - Sentencing Investigation","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","0000","Turnover Allowance/Adjustment","9993M","Attrition Savings - Miscellaneous","-0.39"
"2010","AKG","Pre - Sentencing Investigation","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","0900","Management","8435","Div Director, Adult Probation","1.00"
"2010","AKG","Pre - Sentencing Investigation","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","0900","Management","8436","Chief Adult Probation Officer","1.00"
"2010","AKG","Pre - Sentencing Investigation","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","8400","Probation & Parole","8434","Sprv Adult Probation Ofc","4.00"
"2010","AKG","Pre - Sentencing Investigation","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","8400","Probation & Parole","8444","Deputy Probation Officer","26.87"
"2010","ASH","Administration - Adult Probation","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","0000","Turnover Allowance/Adjustment","9993M","Attrition Savings - Miscellaneous","-0.51"
"2010","ASH","Administration - Adult Probation","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","0000","Turnover Allowance/Adjustment","TEMPM","Temporary Positions","0.26"
"2010","ASH","Administration - Adult Probation","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","0900","Management","0931","Manager III","1.00"
"2010","ASH","Administration - Adult Probation","501","Permanent Salaries-Misc","1G","General Fund","01","1GAGF","Public Protection","General Fund","ADP","1","Adult Probation","Operating","No","501","Salaries","501010","Perm Salaries-Misc-Regular","1000","Information Systems","1023","IS Administrator 3","1.00"
