"categor_a_indicador","nombre_indicador","pa_s","a_o_fecha","a_o_n_mero","puntaje"
"Pilar","1. Planificación estratégica","Argentina","2007-01-01T00:00:00.000","2007","2.2"
"Pilar","1. Planificación estratégica","Argentina","2013-01-01T00:00:00.000","2013","2.4"
"Pilar","1. Planificación estratégica","Bahamas","2007-01-01T00:00:00.000","2007","0.2"
"Pilar","1. Planificación estratégica","Bahamas","2013-01-01T00:00:00.000","2013","0.2"
"Pilar","1. Planificación estratégica","Barbados","2007-01-01T00:00:00.000","2007","2.1"
"Pilar","1. Planificación estratégica","Barbados","2013-01-01T00:00:00.000","2013","2.3"
"Pilar","1. Planificación estratégica","Belice","2007-01-01T00:00:00.000","2007","0.4"
"Pilar","1. Planificación estratégica","Belice","2013-01-01T00:00:00.000","2013","1.4"
"Pilar","1. Planificación estratégica","Brasil","2007-01-01T00:00:00.000","2007","4.2"
"Pilar","1. Planificación estratégica","Brasil","2013-01-01T00:00:00.000","2013","4.2"
"Pilar","1. Planificación estratégica","Chile","2007-01-01T00:00:00.000","2007","2.7"
"Pilar","1. Planificación estratégica","Chile","2013-01-01T00:00:00.000","2013","3.1"
"Pilar","1. Planificación estratégica","Colombia","2007-01-01T00:00:00.000","2007","3.8"
"Pilar","1. Planificación estratégica","Colombia","2013-01-01T00:00:00.000","2013","4.0"
"Pilar","1. Planificación estratégica","Costa Rica","2007-01-01T00:00:00.000","2007","3.2"
"Pilar","1. Planificación estratégica","Costa Rica","2013-01-01T00:00:00.000","2013","3.4"
"Pilar","1. Planificación estratégica","Desviación Estándar","2007-01-01T00:00:00.000","2007","0.9"
"Pilar","1. Planificación estratégica","Desviación Estándar","2013-01-01T00:00:00.000","2013","0.9"
"Pilar","1. Planificación estratégica","Ecuador","2007-01-01T00:00:00.000","2007","2.8"
"Pilar","1. Planificación estratégica","Ecuador","2013-01-01T00:00:00.000","2013","3.7"
"Pilar","1. Planificación estratégica","El Salvador","2007-01-01T00:00:00.000","2007","2.8"
"Pilar","1. Planificación estratégica","El Salvador","2013-01-01T00:00:00.000","2013","2.4"
"Pilar","1. Planificación estratégica","Guatemala","2007-01-01T00:00:00.000","2007","2.2"
"Pilar","1. Planificación estratégica","Guatemala","2013-01-01T00:00:00.000","2013","2.1"
"Pilar","1. Planificación estratégica","Guyana","2007-01-01T00:00:00.000","2007","1.2"
"Pilar","1. Planificación estratégica","Guyana","2013-01-01T00:00:00.000","2013","1.7"
"Pilar","1. Planificación estratégica","Haití","2007-01-01T00:00:00.000","2007","2.7"
"Pilar","1. Planificación estratégica","Haití","2013-01-01T00:00:00.000","2013","3.2"
"Pilar","1. Planificación estratégica","Honduras","2007-01-01T00:00:00.000","2007","1.8"
"Pilar","1. Planificación estratégica","Honduras","2013-01-01T00:00:00.000","2013","2.4"
"Pilar","1. Planificación estratégica","Jamaica","2007-01-01T00:00:00.000","2007","2.4"
"Pilar","1. Planificación estratégica","Jamaica","2013-01-01T00:00:00.000","2013","2.5"
"Pilar","1. Planificación estratégica","México","2007-01-01T00:00:00.000","2007","3.4"
"Pilar","1. Planificación estratégica","México","2013-01-01T00:00:00.000","2013","4.1"
"Pilar","1. Planificación estratégica","Nicaragua","2007-01-01T00:00:00.000","2007","1.9"
"Pilar","1. Planificación estratégica","Nicaragua","2013-01-01T00:00:00.000","2013","2.9"
"Pilar","1. Planificación estratégica","Panamá","2007-01-01T00:00:00.000","2007","1.9"
"Pilar","1. Planificación estratégica","Panamá","2013-01-01T00:00:00.000","2013","2.7"
"Pilar","1. Planificación estratégica","Paraguay","2007-01-01T00:00:00.000","2007","1.7"
"Pilar","1. Planificación estratégica","Paraguay","2013-01-01T00:00:00.000","2013","2.8"
"Pilar","1. Planificación estratégica","Perú","2007-01-01T00:00:00.000","2007","2.4"
"Pilar","1. Planificación estratégica","Perú","2013-01-01T00:00:00.000","2013","3.4"
"Pilar","1. Planificación estratégica","Promedio","2007-01-01T00:00:00.000","2007","2.3"
"Pilar","1. Planificación estratégica","Promedio","2013-01-01T00:00:00.000","2013","2.8"
"Pilar","1. Planificación estratégica","Región CAN","2007-01-01T00:00:00.000","2007","3.0"
"Pilar","1. Planificación estratégica","Región CAN","2013-01-01T00:00:00.000","2013","3.7"
"Pilar","1. Planificación estratégica","Región Caribe","2007-01-01T00:00:00.000","2007","1.9"
"Pilar","1. Planificación estratégica","Región Caribe","2013-01-01T00:00:00.000","2013","2.1"
"Pilar","1. Planificación estratégica","Región CID","2007-01-01T00:00:00.000","2007","2.1"
"Pilar","1. Planificación estratégica","Región CID","2013-01-01T00:00:00.000","2013","2.7"
"Pilar","1. Planificación estratégica","Región Cono Sur","2007-01-01T00:00:00.000","2007","2.6"
"Pilar","1. Planificación estratégica","Región Cono Sur","2013-01-01T00:00:00.000","2013","3.0"
"Pilar","1. Planificación estratégica","República Dominicana","2007-01-01T00:00:00.000","2007","1.8"
"Pilar","1. Planificación estratégica","República Dominicana","2013-01-01T00:00:00.000","2013","3.1"
"Pilar","1. Planificación estratégica","Suriname","2007-01-01T00:00:00.000","2007","2.6"
"Pilar","1. Planificación estratégica","Suriname","2013-01-01T00:00:00.000","2013","2.7"
"Pilar","1. Planificación estratégica","Trinidad y Tobago","2007-01-01T00:00:00.000","2007","2.9"
"Pilar","1. Planificación estratégica","Trinidad y Tobago","2013-01-01T00:00:00.000","2013","3.2"
"Pilar","1. Planificación estratégica","Uruguay","2007-01-01T00:00:00.000","2007","2.1"
"Pilar","1. Planificación estratégica","Uruguay","2013-01-01T00:00:00.000","2013","2.4"
"Pilar","2. Presupuesto por resultados","Argentina","2007-01-01T00:00:00.000","2007","2.1"
"Pilar","2. Presupuesto por resultados","Argentina","2013-01-01T00:00:00.000","2013","2.5"
"Pilar","2. Presupuesto por resultados","Bahamas","2007-01-01T00:00:00.000","2007","0.3"
"Pilar","2. Presupuesto por resultados","Bahamas","2013-01-01T00:00:00.000","2013","0.3"
"Pilar","2. Presupuesto por resultados","Barbados","2007-01-01T00:00:00.000","2007","1.0"
"Pilar","2. Presupuesto por resultados","Barbados","2013-01-01T00:00:00.000","2013","1.5"
"Pilar","2. Presupuesto por resultados","Belice","2007-01-01T00:00:00.000","2007","0.2"
"Pilar","2. Presupuesto por resultados","Belice","2013-01-01T00:00:00.000","2013","0.7"
"Pilar","2. Presupuesto por resultados","Brasil","2007-01-01T00:00:00.000","2007","3.8"
"Pilar","2. Presupuesto por resultados","Brasil","2013-01-01T00:00:00.000","2013","3.8"
"Pilar","2. Presupuesto por resultados","Chile","2007-01-01T00:00:00.000","2007","4.4"
"Pilar","2. Presupuesto por resultados","Chile","2013-01-01T00:00:00.000","2013","4.7"
"Pilar","2. Presupuesto por resultados","Colombia","2007-01-01T00:00:00.000","2007","1.7"
"Pilar","2. Presupuesto por resultados","Colombia","2013-01-01T00:00:00.000","2013","1.8"
"Pilar","2. Presupuesto por resultados","Costa Rica","2007-01-01T00:00:00.000","2007","1.5"
"Pilar","2. Presupuesto por resultados","Costa Rica","2013-01-01T00:00:00.000","2013","1.7"
"Pilar","2. Presupuesto por resultados","Desviación Estándar","2007-01-01T00:00:00.000","2007","1.0"
"Pilar","2. Presupuesto por resultados","Desviación Estándar","2013-01-01T00:00:00.000","2013","1.1"
"Pilar","2. Presupuesto por resultados","Ecuador","2007-01-01T00:00:00.000","2007","1.6"
"Pilar","2. Presupuesto por resultados","Ecuador","2013-01-01T00:00:00.000","2013","2.3"
"Pilar","2. Presupuesto por resultados","El Salvador","2007-01-01T00:00:00.000","2007","0.5"
"Pilar","2. Presupuesto por resultados","El Salvador","2013-01-01T00:00:00.000","2013","0.8"
"Pilar","2. Presupuesto por resultados","Guatemala","2007-01-01T00:00:00.000","2007","1.4"
"Pilar","2. Presupuesto por resultados","Guatemala","2013-01-01T00:00:00.000","2013","1.7"
"Pilar","2. Presupuesto por resultados","Guyana","2007-01-01T00:00:00.000","2007","1.4"
"Pilar","2. Presupuesto por resultados","Guyana","2013-01-01T00:00:00.000","2013","2.0"
"Pilar","2. Presupuesto por resultados","Haití","2007-01-01T00:00:00.000","2007","0.5"
"Pilar","2. Presupuesto por resultados","Haití","2013-01-01T00:00:00.000","2013","0.7"
"Pilar","2. Presupuesto por resultados","Honduras","2007-01-01T00:00:00.000","2007","1.1"
"Pilar","2. Presupuesto por resultados","Honduras","2013-01-01T00:00:00.000","2013","2.1"
"Pilar","2. Presupuesto por resultados","Jamaica","2007-01-01T00:00:00.000","2007","0.7"
"Pilar","2. Presupuesto por resultados","Jamaica","2013-01-01T00:00:00.000","2013","1.1"
"Pilar","2. Presupuesto por resultados","México","2007-01-01T00:00:00.000","2007","2.5"
"Pilar","2. Presupuesto por resultados","México","2013-01-01T00:00:00.000","2013","3.9"
"Pilar","2. Presupuesto por resultados","Nicaragua","2007-01-01T00:00:00.000","2007","1.3"
"Pilar","2. Presupuesto por resultados","Nicaragua","2013-01-01T00:00:00.000","2013","1.8"
"Pilar","2. Presupuesto por resultados","Panamá","2007-01-01T00:00:00.000","2007","1.3"
"Pilar","2. Presupuesto por resultados","Panamá","2013-01-01T00:00:00.000","2013","1.4"
"Pilar","2. Presupuesto por resultados","Paraguay","2007-01-01T00:00:00.000","2007","1.1"
"Pilar","2. Presupuesto por resultados","Paraguay","2013-01-01T00:00:00.000","2013","1.7"
"Pilar","2. Presupuesto por resultados","Perú","2007-01-01T00:00:00.000","2007","2.6"
