"country","pais","grupo","indicator","indicador","indicator_id","sub_indicator_if_applicable","sub_indicator_id_if_applicable","level","level_name","value","unit","complementary_data","year_date","year_text","notes","notas","source"
"Argentina","Argentina","AFFORDABLE","Residential mortgage debt as percentage of GDP. ","Deuda Hipotecaria Residencial Como Porcentaje Del PIB.","1",,,"Nacional","Argentina","0.53","%",,"2014-01-01T00:00:00.000","2014","Own estimate based on residential mortage statistics from the BCRA (housing mortage loans to private sector) and annual GDP (current) provided by INDEC.","Aproximación propia basada en las estadísticas de hipotecas residenciales de la BCRA -los préstamos hipotecarios al sector privado) y el PIB anual (2015) del INDEC","- Banco Central de la Republica de Argentina. 2014. Monthly Residential Mortgage Statistics. Retrieved from: http://www.bcra.gob.ar/Estadisticas/estser030100.asp
- Instituto Nacional de Estadistica y Censos. 2014. Annual Macroeconomic Aggregates.  Retrieved from: http://www.indec.mecon.ar/nivel4_default.asp?id_tema_1=3&id_tema_2=9&id_tema_3=47."
"Argentina","Argentina","AFFORDABLE","The typical interest rates for mortgage lending.","Las tasas de interés típicas para préstamos hipotecarios.","2",,,"Nacional","Argentina","23.09","%","Annual nominal rate by private housing finance institutions","2015-01-01T00:00:00.000","2015","Reported monthly value for mortgage loans to the non-financial private sector","Valor reportado mensual de los préstamos hipotecarios. al sector privado no financiero","Banco Central de la Republica de Argentina. 2015. Residential Mortgage Statistics. Retrieved from: http://www.bcra.gov.ar/"
"Argentina","Argentina","AFFORDABLE","The typical interest rates for  micro-credit.","Las tasas de interés  típicas para micro-crédito.","3",,,"Nacional","Argentina",,,,,,"There is currently no data available.",,
"Argentina","Argentina","AFFORDABLE","Are mortgages traded in a secondary market (i.e. mortgage-backed securities)?","¿Las Hipotecas Son Negociadas En Mercado Secundario? (Títulos Respaldados Por Hipotecas)","4",,,"Nacional","Argentina","1",,"Yes = 1, No = 0","2015-01-01T00:00:00.000","2015","Legal instruments of the Law 24.441: (i) allows the securitization of any assets with future cash flows, (ii) allows Trusts to collect mortgages and issue securitized bonds, (iii) establishes the figure of true sale to transfer assets without notice to the borrower, (iv)  (d) simplifies the regime to execute mortgages and facilitates access to the asset, exempts from VAT payment the cession of mortgage assets, and (v) allows that the originator can issue securitized bonds.","Instrumentos legales de la ley 24.441: (i) permite la securitización de cualquier bien con flujos de efectivo futuros, (ii). permite a los fideocomisos recolectar a las hipotecas y emitir bonos de titulización, (iii) establece la candidad de la venta verdadera de transferir activos sin previo aviso a la prestatario, (iv) simplifica el régimen de ejecutar hipotecas y facilita el acceso a los activos, y exime la cesión de activos hipotecarios del pago del IVA  y (v) permite que la endidad originadora emita bonos titulizados.","- Ley Nº 24.441 Financiamiento de la vivienda y la construcción. 1994. Retrieved from: http://www.infoleg.gob.ar/infolegInternet/anexos/0-4999/812/norma.htm
- Gonzales Arrieta, Gerardo M. ""El crédito hipotecario y el acceso a la vivienda para los hogares de menores ingresos en América Latina."" United Nations Economic Commission for Latin America and the Caribbean, Santiago, Chile, 2002. Retrieved from: http://repositorio.cepal.org/bitstream/handle/11362/5102/S028597_es.pdf?sequence=1 "
"Argentina","Argentina","AFFORDABLE","Main constraints in the development of the housing finance sector  ","Limitaciones principales en el desarrollo del sector de la financiación de vivienda","5",,,"Nacional","Argentina",,,,,,"There is currently no data available.",,
"Argentina","Argentina","AFFORDABLE","New developments that will have a major impact on the sector ","Nuevos desarrollos que tendrán un impacto importante en el sector","6",,,"Nacional","Argentina",,,,,,"There is currently no data available.",,
"Argentina","Argentina","AFFORDABLE","Median urban annual household income","Mediana del ingreso urbano familiar anual","7",,,"Nacional","Argentina","15990","US$","$129,201  ARS
Exchange rate of 8.08  ARS/USD is the annual average based on monthly averages as given by the World Banks data","2014-01-01T00:00:00.000","2014","This estimate of the annual value is based on the quarterly data from the INDEC EPH. Media Monthly income calculated as an addition of the households income divided by the number of households that declare an income. Annual value equals monthly value times 12. Data for 'Gran Buenos Aires' needs to be estimated by adding' BA City' plus 'other partidos'. The value was then converted from the Argentine pesos to US dollars using World Bank data. The exchange rate was calcuated as an annual average based on monthly averages.","Estimación propia del valor anual basado en los datos trimestrales del INDEC EPH. Se calculó el Ingreso promedio mensual como una suma del ingreso total de los hogares, dividido por el número de hogares que declaran un ingreso. Valor anual igual al valor mensual por 12. Datos para 'Gran Buenos Aires' tiene que ser estimado mediante la adición de 'BA City' a los 'otros Partidos'. El valor fue convertido de pesos argentinos a dolares americanos usando informacion de cambio del Banco Mundial. La tasa de cambio fue calculada como promedio anual basado en promedios mensuales. ","- Instituto Nacional de Estadistica y Censos (INDEC). 2014. Quarterly Data: ""Hogares según escala de ingreso total familiar"". La Encuesta Permanente de Hogares (EPH) y la Encuesta Anual de Hogares Urbanos. Retrieved from: http://www.indec.mecon.ar/nivel4_default.asp?id_tema_1=4&id_tema_2=31&id_tema_3=60
- The World Bank Group. 2014. Development Indicators. ""Official Exchange Rates"". Retrieved from: http://data.worldbank.org/indicator/PA.NUS.FCRF"
"Argentina","Argentina","AFFORDABLE","Urban minimum wages per month","Salarios mínimos urbano por mes","8",,,"Nacional","Argentina","4716","US$","Data is from January 2015","2015-01-01T00:00:00.000","2015","Minimum wage per month (Not discriminated between urban/rural)","Salario mínimo mensual (no desagregado entre rural y urbano)","Argentina Ministerio de Trabajo. 2015. Monthly Employment Statistics. Retreived from: http://www.trabajo.gob.ar/left/estadisticas/bel/index.asp"
"Argentina","Argentina","AFFORDABLE","Number of firms originating and funding mortgage loans ","Número de firmas que originan y proveen fondos para préstamos hipotecarios","17",,,"Nacional","Argentina","79","firms",,"2013-01-01T00:00:00.000","2013",,,"Housing Finance Information Network (HOFINET). 2013. Argentina Country Profile.  Retrieved from: http://www.hofinet.org/countries/country.aspx?regionID=4&id=8"
"Argentina","Argentina","ADEQUATE / DECENT  ","Municipal regulations allow the operation of home-based businesses in residential communities ","¿En la normativa municipal se permite la operación de negocios en el hogar en las comunidades residenciales? ","47",,,"Nacional","Argentina",,,,,,"There is currently no data available.",,
"Argentina","Argentina","AFFORDABLE","Types of originating lenders/market share: Others (e.g. insurance co, pension funds, labor tax funds) ","Tipos de prestamistas originarios/ participación en el mercado: Otros (ej. seguros, fondos de pensiones, fondos de impuestos de trabajo)","19",,,"Nacional","Argentina",,,,,,"There is currently no data available.",,
"Argentina","Argentina","AFFORDABLE","Median house price to median annual HH income: Urban","Mediana de precios de la vivienda para la mediana del ingreso familiar anual: Urbano","9",,,"Nacional","Argentina",,,,,,"Although there are no official governmental sources on housing price, the Economics Institute (INECO) of UADE (Universidad Argentina de Empresa) have a database on indicators for the construction and real-state market including a tracking on the price of the sq. meter in CABA. http://www.uade.edu.ar/acerca-de-uade/investigacion/publicaciones","Aunque no hay fuentes gubernamentales oficiales que proveen los precios de la vivienda, el Instituto de Economía (INECO) de la UADE (Universidad Argentina de la Empresa) cuenta con una base de datos sobre los indicadores del mercado de la construcción y bienes raíces, y esto incluye un monitoreo sobre el precio del metro cuadrado en CABA. http://www.uade.edu.ar/acerca-de-uade/investigacion/publicaciones",
"Argentina","Argentina","AFFORDABLE","The typical loan term for mortgage lending. ","Plazo del préstamo típico para préstamos hipotecarios","10",,,"Nacional","Argentina","20","Years","Number of years by private housing finance institutions","2015-01-01T00:00:00.000","2015","Reference value based on the analysis of three of the major mortgage lending institutions nationwide: Banco de la Nación Argentina, Banco Hipotecario, y Programa Crédito Argentino (PROCREAR) ","Valor de referencia basado en un análisis de tres de las instituciones principales de crédito hipotecario nacionales: Banco de la Nación Argentina, Banco Hipotecario, y Programa Crédito Argentino (PROCREAR) ","- Banco de la Nación Argentina. 2015. Retrieved from: http://www.bna.com.ar/Personas/NacionCasaPropia
- Banco Hipotecario, 2015. Retrieved from: http://www.hipotecario.com.ar/default.asp?id=329
- Programa Crédito Argentino (PROCREAR). 2015. http://procrear.anses.gob.ar/programa"
"Argentina","Argentina","AFFORDABLE","Loan-to-Value (LTV) on first mortgage:  Typical LTV at origination.","Relación Préstamo-Valor (LTV) en la primera hipoteca: LTV tipico en origen","11",,,"Nacional","Argentina","75","%","The range is from 70% to 80%. The range was averaged in the dato column for comparison purposes.","2015-01-01T00:00:00.000","2015","Reference value from Banco de la Nación Argentina and Banco Hipotecario","Valor de referencia del Banco de la Nación Argentina y Banco Hipotecario","- Banco de la Nación Argentina. 2015. Retrieved from: http://www.bna.com.ar/Personas/NacionCasaPropia
- Banco Hipotecario, 2015. Retrieved from: http://www.hipotecario.com.ar/default.asp?id=329"
"Argentina","Argentina","AFFORDABLE","Mortgage pmt-to-income ratio . Typical pmt-to-income ratio (HH income)","Relación pago de hipoteca-ingreso. Tipica relación pago-ingreso (ingresos familiares)","12",,,"Nacional","Argentina","30",,,"2015-01-01T00:00:00.000","2015","Reference value based on the analysis of three of the major mortgage lending institutions nationwide: Banco de la Nación Argentina, Banco Hipotecario, y Programa Crédito Argentino (PROCREAR) ","Valor de referencia basado en un análisis de tres de las instituciones principales de crédito hipotecario nacionales: Banco de la Nación Argentina, Banco Hipotecario, y Programa Crédito Argentino (PROCREAR) ","- Banco de la Nación Argentina. 2015. Retrieved from: http://www.bna.com.ar/Personas/NacionCasaPropia
- Banco Hipotecario, 2015. Retrieved from: http://www.hipotecario.com.ar/default.asp?id=329
- Programa Crédito Argentino (PROCREAR). 2015. http://procrear.anses.gob.ar/programa"
"Argentina","Argentina","AFFORDABLE","The typical loan term (number of years of mortgage loans by private housing finance institutions) for micro-credit.  ","Plazo del préstamo típico (número de años de los préstamos hipotecarios de las instituciones privadas de financiamiento de vivienda) para micro-crédito","13",,,"Nacional","Argentina",,,,,,"There is currently no data available.",,
"Argentina","Argentina","AFFORDABLE","Are non-collateralized housing micro-finance loans offered?    ","¿Se ofrecen préstamos no colateralizados de micro-financiación para vivienda?","14",,,"Nacional","Argentina","1",,"Yes = 1, No = 0","2013-01-01T00:00:00.000","2013",,,"Housing Finance Information Network (HOFINET). 2013. Argentina Country Profile.  Retrieved from: http://www.hofinet.org/countries/country.aspx?regionID=4&id=8"
"Argentina","Argentina","AFFORDABLE","Types of lenders operating in the housing micro-finance (HMF) sector.","Los tipos de prestamistas que operan en el sector de micro-financiación de la vivienda (HMF).","15",,,"Nacional","Argentina",,,"See sub-indicators 15.1 - 15.3",,,,,"Housing Finance Information Network (HOFINET). 2013. Argentina Country Profile.  Retrieved from: http://www.hofinet.org/countries/country.aspx?regionID=4&id=8"
"Argentina","Argentina","AFFORDABLE","Types of lenders operating in the housing micro-finance (HMF) sector.","Los tipos de prestamistas que operan en el sector de micro-financiación de la vivienda (HMF).","15","Type of Lender: Commercial Banks","15.1","Nacional","Argentina","1",,"Yes = 1, No = 0","2013-01-01T00:00:00.000","2013",,,"Housing Finance Information Network (HOFINET). 2013. Argentina Country Profile.  Retrieved from: http://www.hofinet.org/countries/country.aspx?regionID=4&id=8"
