"categoria","subcategoria1","nivel_educativo","grado","materia","nombre_indicador","pais","ano","tipo_desagregacion","desagregacion","valor","fuente_general","fuente_especifica"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2005","No_Aplica","No_Desagregado","63.796","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2005","Genero","Mujer","65.404","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2005","Genero","Hombre","61.513","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2005","Publico_Privado","Publico","63.817","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2005","Publico_Privado","Privado","63.706","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2006","No_Aplica","No_Desagregado","63.539","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2006","Genero","Mujer","66.227","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2006","Genero","Hombre","60.04","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2006","Publico_Privado","Publico","62.134","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2006","Publico_Privado","Privado","70.496","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2007","No_Aplica","No_Desagregado","64.006","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2007","Genero","Mujer","66.445","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2007","Genero","Hombre","60.802","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2007","Publico_Privado","Publico","65.059","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2007","Publico_Privado","Privado","58.877","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2008","No_Aplica","No_Desagregado","57.888","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2008","Genero","Mujer","58.881","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2008","Genero","Hombre","56.505","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2008","Publico_Privado","Publico","58.336","PA","CSEC"
"Aprendizaje","CSEC","Secundaria","No_Aplica","Ingles","Porcentaje_Aprobados","BRB","2008","Publico_Privado","Privado","56.014","PA","CSEC"
