"categor_a_indicador","nombre_indicador","pa_s","a_o_fecha","a_o_n_mero","puntaje"
"Indice GpRD","Indice GpRD","Haití","2007-01-01T00:00:00.000","2007","1.3"
"Indice GpRD","Indice GpRD","Haití","2013-01-01T00:00:00.000","2013","1.6"
"Indice GpRD","Indice GpRD","Argentina","2013-01-01T00:00:00.000","2013","2.3"
"Indice GpRD","Indice GpRD","Bahamas","2007-01-01T00:00:00.000","2007","0.8"
"Indice GpRD","Indice GpRD","Bahamas","2013-01-01T00:00:00.000","2013","0.9"
"Indice GpRD","Indice GpRD","Barbados","2007-01-01T00:00:00.000","2007","1.6"
"Indice GpRD","Indice GpRD","Barbados","2013-01-01T00:00:00.000","2013","1.8"
"Indice GpRD","Indice GpRD","Belice","2007-01-01T00:00:00.000","2007","0.5"
"Indice GpRD","Indice GpRD","Belice","2013-01-01T00:00:00.000","2013","1.0"
"Indice GpRD","Indice GpRD","Brasil","2007-01-01T00:00:00.000","2007","3.7"
"Indice GpRD","Indice GpRD","Brasil","2013-01-01T00:00:00.000","2013","3.9"
"Indice GpRD","Indice GpRD","Chile","2007-01-01T00:00:00.000","2007","3.9"
"Indice GpRD","Indice GpRD","Chile","2013-01-01T00:00:00.000","2013","4.2"
"Indice GpRD","Indice GpRD","Colombia","2007-01-01T00:00:00.000","2007","3.2"
"Indice GpRD","Indice GpRD","Colombia","2013-01-01T00:00:00.000","2013","3.4"
"Indice GpRD","Indice GpRD","Costa Rica","2007-01-01T00:00:00.000","2007","2.6"
"Indice GpRD","Indice GpRD","Costa Rica","2013-01-01T00:00:00.000","2013","2.9"
"Indice GpRD","Indice GpRD","Ecuador","2007-01-01T00:00:00.000","2007","2.1"
"Indice GpRD","Indice GpRD","Ecuador","2013-01-01T00:00:00.000","2013","2.8"
"Indice GpRD","Indice GpRD","El Salvador","2007-01-01T00:00:00.000","2007","1.7"
"Indice GpRD","Indice GpRD","El Salvador","2013-01-01T00:00:00.000","2013","2.0"
"Indice GpRD","Indice GpRD","Guatemala","2007-01-01T00:00:00.000","2007","2.0"
"Indice GpRD","Indice GpRD","Guatemala","2013-01-01T00:00:00.000","2013","2.2"
"Indice GpRD","Indice GpRD","Guyana","2007-01-01T00:00:00.000","2007","1.1"
"Indice GpRD","Indice GpRD","Guyana","2013-01-01T00:00:00.000","2013","1.6"
"Indice GpRD","Indice GpRD","Honduras","2007-01-01T00:00:00.000","2007","1.9"
"Indice GpRD","Indice GpRD","Honduras","2013-01-01T00:00:00.000","2013","2.3"
"Indice GpRD","Indice GpRD","Jamaica","2007-01-01T00:00:00.000","2007","1.6"
"Indice GpRD","Indice GpRD","Jamaica","2013-01-01T00:00:00.000","2013","1.9"
"Indice GpRD","Indice GpRD","México","2007-01-01T00:00:00.000","2007","3.2"
"Indice GpRD","Indice GpRD","México","2013-01-01T00:00:00.000","2013","4.0"
"Indice GpRD","Indice GpRD","Nicaragua","2007-01-01T00:00:00.000","2007","1.7"
"Indice GpRD","Indice GpRD","Nicaragua","2013-01-01T00:00:00.000","2013","2.3"
"Indice GpRD","Indice GpRD","Panamá","2007-01-01T00:00:00.000","2007","1.7"
"Indice GpRD","Indice GpRD","Panamá","2013-01-01T00:00:00.000","2013","2.1"
"Indice GpRD","Indice GpRD","Paraguay","2007-01-01T00:00:00.000","2007","1.3"
"Indice GpRD","Indice GpRD","Paraguay","2013-01-01T00:00:00.000","2013","2.0"
"Indice GpRD","Indice GpRD","Perú","2007-01-01T00:00:00.000","2007","2.4"
"Indice GpRD","Indice GpRD","Perú","2013-01-01T00:00:00.000","2013","2.9"
"Indice GpRD","Indice GpRD","República Dominicana","2007-01-01T00:00:00.000","2007","1.8"
"Indice GpRD","Indice GpRD","República Dominicana","2013-01-01T00:00:00.000","2013","2.3"
"Indice GpRD","Indice GpRD","Suriname","2007-01-01T00:00:00.000","2007","1.4"
"Indice GpRD","Indice GpRD","Suriname","2013-01-01T00:00:00.000","2013","1.7"
"Indice GpRD","Indice GpRD","Trinidad y Tobago","2007-01-01T00:00:00.000","2007","1.6"
"Indice GpRD","Indice GpRD","Trinidad y Tobago","2013-01-01T00:00:00.000","2013","1.9"
"Indice GpRD","Indice GpRD","Uruguay","2007-01-01T00:00:00.000","2007","1.8"
"Indice GpRD","Indice GpRD","Uruguay","2013-01-01T00:00:00.000","2013","2.5"
"Indice GpRD","Indice GpRD","Argentina","2007-01-01T00:00:00.000","2007","1.9"
