"id_consolidado","con_cual_genero_se_identifica_pd_1","senale_en_que_rango_de_edad_se_encuentra_pd_2","pregunta_etnia_1_pd_3","pregunta_etnia_2_pd_4","pregunta_localidad_1_pd_5","pregunta_localidad_2_pd_6","pregunta_localidad_3_localidades_pd_7","por_favor_indique_si_reside_en_una_zona_urbana_poblacion_con_mas_de_2000_habitantes_o_rural_poblacion_igual_o_menor_de_2000_habitantes_pd_8","usted_se_describiria_como_perteneciendo_a_la_clase_pd_9","pais","servicio","a_o_texto","a_o_fecha","canal","pregunta_grupo","variable","pregunta_texto","codigo","respuesta_rango_de_puntuacion"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas generales","Confianza en el gobierno","El gobierno de mi país, me genera confianza","PC_1","1"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas generales","Confianza en el organismo","El organismo que presta el servicio me ha generado confianza","PG_5","5"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas generales","Canal utilizado","¿Por cuál modalidad ha tramitado este servicio por última vez? ","PG_1","1"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas generales","Canal de preferencia","Si hubiera preferido utilizar otra modalidad, ¿Cuál habría utilizado? ","PG_2","4"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas generales","Satisfacción explícita","En general ¿Cómo califica el grado de satisfacción de la experiencia que tuvo con el servicio?","PG_3","5"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas generales","Expectativas","Cómo califica… la calidad del servicio recibido","PG_4","6"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas generales","Ideal de calidad","La calidad del servicio podría mejorarse","PG_6","10"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas generales","Valor","Considero que es necesario que el gobierno ofrezca (o exija, de ser el caso) este servicio","PG_7","5"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas específicas de un trámite","Calidad del producto obtenido a través del servicio","Considero que las autoridades prestaron la debida atención a mi denuncia e hicieron todo lo posible por resolverla. ","PE_2","7"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas específicas de un trámite","Victimización","¿Ha sido alguna vez víctima de un hurto o robo que no ha denunciado? ","PE_3","2"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas sobre el proceso","Tiempo de tramitación","Considero que el tiempo de realización del trámite (desde la primera interacción con el organismo hasta la finalización del proceso) fue razonable","PP_1","6"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas sobre el proceso","Cuantificación del tiempo de tramitación (valor)","Por favor indique cuánto tiempo duró el trámite","PP_2","1"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas sobre el proceso","Cuantificación del tiempo de tramitación (unidades)","Indique si la duración de trámite fue en meses, días, horas, o minutos. ","PP_3","2"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas sobre el proceso","Costo","El proceso (desde la primera interacción con el organismo hasta la finalización del proceso) le significó un costo importante ","PP_4","1"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas sobre el proceso","Cuantificación del costo","Por favor indique cuánto le costó el trámite (moneda local)","PP_5","0"
"1","1","1","11",,"10","103","10310","1","4","Chile","10","2015","2015-01-01T00:00:00.000","PRESENCIAL","Preguntas sobre el proceso","Esfuerzo de traslado","El proceso (desde la primera interacción con el organismo hasta la finalización del proceso) supuso un esfuerzo importante en términos de traslados al lugar de atención","PP_6","5"
