"region","region_acro_bid","region_2","pais_extendido","extended_country","pais_acronimo","anio","anio2","ronda","var_descripcion","var_description","tipo_variable","var_type","var_categoria","var_category","var_subcategoria","var_subcategory","cobertura_geografica","rango_edad","age_range","genero","gender","zona_geografica","geographical_zone","nivel_educativo","educational_level","tam_de_firma","firm_size","quintil_ingreso_laboral","labor_income_quintile","quintil_ingreso_total","total_income_quintile","fuente_datos_original","institucion_ejecutora","institucion_ejecutora_acronimo","non_average","valor"
"ALC","CAN","CAN","Bolivia","Bolivia","BOL","2005","2005","m11_m12","Ocupados con antigüedad menor o igual a 1 año que son asalariados (en niveles)","Employed workers with 1 year or less of tenure who are salaried workers","niveles, #","levels, #","Empleo","Employment","Antiguedad en el empleo","Employment tenure","Nacional","Edad 15 a 64 años","15 to 64 years old","Hombre","Men","Total","Total","Todos los niveles de escolaridad","All levels of schooling","Grande","Large","Todos","All","Todos","All","Encuesta Continua de Hogares","Instituto Nacional de Estadística","INE","0",
"ALC","CAN","CAN","Bolivia","Bolivia","BOL","2005","2005","m11_m12","Ocupados con antigüedad menor o igual a 1 año que son asalariados (en niveles)","Employed workers with 1 year or less of tenure who are salaried workers","niveles, #","levels, #","Empleo","Employment","Antiguedad en el empleo","Employment tenure","Nacional","Edad 15 a 64 años","15 to 64 years old","Mujer","Women","Total","Total","Todos los niveles de escolaridad","All levels of schooling","Grande","Large","Todos","All","Todos","All","Encuesta Continua de Hogares","Instituto Nacional de Estadística","INE","0",
"ALC","CAN","CAN","Bolivia","Bolivia","BOL","2005","2005","m11_m12","Ocupados con antigüedad menor o igual a 1 año que son asalariados (en niveles)","Employed workers with 1 year or less of tenure who are salaried workers","niveles, #","levels, #","Empleo","Employment","Antiguedad en el empleo","Employment tenure","Nacional","Edad 15 a 64 años","15 to 64 years old","Total","Total","Total","Total","Todos los niveles de escolaridad","All levels of schooling","Mediana","Medium","Todos","All","Todos","All","Encuesta Continua de Hogares","Instituto Nacional de Estadística","INE","0",
"ALC","CAN","CAN","Bolivia","Bolivia","BOL","2005","2005","m11_m12","Ocupados con antigüedad menor o igual a 1 año que son asalariados (en niveles)","Employed workers with 1 year or less of tenure who are salaried workers","niveles, #","levels, #","Empleo","Employment","Antiguedad en el empleo","Employment tenure","Nacional","Edad 15 a 64 años","15 to 64 years old","Hombre","Men","Total","Total","Todos los niveles de escolaridad","All levels of schooling","Mediana","Medium","Todos","All","Todos","All","Encuesta Continua de Hogares","Instituto Nacional de Estadística","INE","0",
"ALC","CAN","CAN","Bolivia","Bolivia","BOL","2005","2005","m11_m12","Ocupados con antigüedad menor o igual a 1 año que son asalariados (en niveles)","Employed workers with 1 year or less of tenure who are salaried workers","niveles, #","levels, #","Empleo","Employment","Antiguedad en el empleo","Employment tenure","Nacional","Edad 15 a 64 años","15 to 64 years old","Mujer","Women","Total","Total","Todos los niveles de escolaridad","All levels of schooling","Mediana","Medium","Todos","All","Todos","All","Encuesta Continua de Hogares","Instituto Nacional de Estadística","INE","0",
"ALC","CAN","CAN","Bolivia","Bolivia","BOL","2005","2005","m11_m12","Ocupados con antigüedad menor o igual a 1 año que son asalariados (en niveles)","Employed workers with 1 year or less of tenure who are salaried workers","niveles, #","levels, #","Empleo","Employment","Antiguedad en el empleo","Employment tenure","Nacional","Edad 15 a 64 años","15 to 64 years old","Total","Total","Total","Total","Todos los niveles de escolaridad","All levels of schooling","Pequeña","Small","Todos","All","Todos","All","Encuesta Continua de Hogares","Instituto Nacional de Estadística","INE","0",
"ALC","CAN","CAN","Bolivia","Bolivia","BOL","2005","2005","m11_m12","Ocupados con antigüedad menor o igual a 1 año que son asalariados (en niveles)","Employed workers with 1 year or less of tenure who are salaried workers","niveles, #","levels, #","Empleo","Employment","Antiguedad en el empleo","Employment tenure","Nacional","Edad 15 a 64 años","15 to 64 years old","Hombre","Men","Total","Total","Todos los niveles de escolaridad","All levels of schooling","Pequeña","Small","Todos","All","Todos","All","Encuesta Continua de Hogares","Instituto Nacional de Estadística","INE","0",
"ALC","CAN","CAN","Bolivia","Bolivia","BOL","2005","2005","m11_m12","Ocupados con antigüedad menor o igual a 1 año que son asalariados (en niveles)","Employed workers with 1 year or less of tenure who are salaried workers","niveles, #","levels, #","Empleo","Employment","Antiguedad en el empleo","Employment tenure","Nacional","Edad 15 a 64 años","15 to 64 years old","Mujer","Women","Total","Total","Todos los niveles de escolaridad","All levels of schooling","Pequeña","Small","Todos","All","Todos","All","Encuesta Continua de Hogares","Instituto Nacional de Estadística","INE","0",
"ALC","CAN","CAN","Bolivia","Bolivia","BOL","2005","2005","m11_m12","Ocupados con antigüedad menor o igual a 1 año que son asalariados (en niveles)","Employed workers with 1 year or less of tenure who are salaried workers","niveles, #","levels, #","Empleo","Employment","Antiguedad en el empleo","Employment tenure","Nacional","Edad 15 a 24 años","15 to 24 years old","Hombre","Men","Total","Total","Todos los niveles de escolaridad","All levels of schooling","No aplica","Do not apply","Todos","All","Todos","All","Encuesta Continua de Hogares","Instituto Nacional de Estadística","INE","0",
"ALC","CAN","CAN","Bolivia","Bolivia","BOL","2005","2005","m11_m12","Ocupados con antigüedad menor o igual a 1 año que son asalariados (en niveles)","Employed workers with 1 year or less of tenure who are salaried workers","niveles, #","levels, #","Empleo","Employment","Antiguedad en el empleo","Employment tenure","Nacional","Edad 15 a 29 años","15 to 29 years old","Hombre","Men","Total","Total","Todos los niveles de escolaridad","All levels of schooling","No aplica","Do not apply","Todos","All","Todos","All","Encuesta Continua de Hogares","Instituto Nacional de Estadística","INE","0",
