"country_id","country","country_es","parent1name","parent1name_es","parent2name","parent2name_es","parent3name","parent3name_es","parent4name","parent4name_es","ind_id","description","description_es","code","comm_id","category","unit","year","value","commoditie","commoditie_es","unitusd","valueusd","graph_order"
"JM","JAMAICA","JAMAICA","Reference Price (at farm gate)","Precio de referencia (a nivel de finca)","NULL","NULL","NULL","NULL","NULL","NULL","7","Reference Price (at farm gate)","Precio de referencia (a nivel de finca)","RP","31","2","JMD/t","2013","89530.9","Poultry Meat","Carne de pollo","USD/t","888.4677582","70"
"SR","SURINAME","SURINAM","Level of Consumption","Nivel de consumo","NULL","NULL","NULL","NULL","NULL","NULL","4","Level of Consumption","Nivel de consumo","QC","4","2","000t","2012","3.13","Beef and Veal","Carne vacuna","000t","3.13","40"
"SR","SURINAME","SURINAM","Producer Nominal Protection Coefficient (producer NPC)","Coeficiente de Protección Nominal del productor (CPN del productor)","NULL","NULL","NULL","NULL","NULL","NULL","18","Producer Nominal Protection Coefficient (producer NPC)","Coeficiente de Protección Nominal del productor (CPN del productor)","PNPC","6","2","ratio","2007","1","Bananas","Banano","ratio","1","180"
"SR","SURINAME","SURINAM","Producer Single Commodity Transfers (PSCT)","Transferencias al Productor de un Producto Individual (TPPI)","NULL","NULL","NULL","NULL","NULL","NULL","23","Producer Single Commodity Transfers (PSCT)","Transferencias al Productor de un Producto Individual (TPPI)","PSCT","24","3","SRDmn","2006","17.9415304","Oranges","Naranja","USDmn","6.4537879","30"
"JM","JAMAICA","JAMAICA","Producer Price (at farm gate)","Precio al productor (a nivel de finca)","NULL","NULL","NULL","NULL","NULL","NULL","2","Producer Price (at farm gate)","Precio al productor (a nivel de finca)","PP","52","2","JMD/t","2008","146006","Cocoa Beans","Cacao","USD/t","2002.28","20"
"NI","NICARAGUA","NICARAGUA","Market Transfers","Transferencias de mercado","NULL","NULL","NULL","NULL","NULL","NULL","9","Market Transfers","Transferencias de mercado","CT","31","2","NIOmn","2009","1254.52","Poultry Meat","Carne de pollo","USDmn","61.79883","90"
"TT","TRINIDAD AND TOBAGO","TRINIDAD Y TOBAGO","Market Transfers","Transferencias de mercado","NULL","NULL","NULL","NULL","NULL","NULL","9","Market Transfers","Transferencias de mercado","CT","97","2","TTDmn","2011","-1.7004236","Papaya","Papaya","USDmn","-0.2646121","90"
"JM","JAMAICA","JAMAICA","Market Transfers","Transferencias de mercado","NULL","NULL","NULL","NULL","NULL","NULL","9","Market Transfers","Transferencias de mercado","CT","31","2","JMDmn","2006","11162.82","Poultry Meat","Carne de pollo","USDmn","169.4417091","90"
"SR","SURINAME","SURINAM","Producer Price (at farm gate)","Precio al productor (a nivel de finca)","NULL","NULL","NULL","NULL","NULL","NULL","2","Producer Price (at farm gate)","Precio al productor (a nivel de finca)","PP","32","2","SRD/t","2014","710","Rice","Arroz","USD/t","215.1515152","20"
"GY","GUYANA","GUYANA","Budgetary Transfers","Transferencias presupuestarias","NULL","NULL","NULL","NULL","NULL","NULL","13","Budgetary Transfers","Transferencias presupuestarias","BT","32","2","GYDmn","2011","1828.49","Rice","Arroz","USDmn","8.9742022","130"
"JM","JAMAICA","JAMAICA","Total Value of Consumption (at farm gate)","Valor total de consumo  (a nivel de finca)","NULL","NULL","NULL","NULL","NULL","NULL","102","Total Value of Consumption (at farm gate)","Valor total de consumo (a nivel de finca)","VC","0","1","JMDmn","2007","61980.99","Group or Not Commodities","Grupo o no producto","USDmn","897.4947502","30"
"JM","JAMAICA","JAMAICA","Total Value of Consumption (at farm gate)","Valor total de consumo  (a nivel de finca)","Value of Consumption (at farm gate) for MPS Commodities","Valor de consumo (a nivel de finca) para productos APM","NULL","NULL","NULL","NULL","103","Value of Consumption (at farm gate) for MPS Commodities","Valor de consumo (a nivel de finca) para productos APM","VC1","0","1","JMDmn","2011","62436.27","Group or Not Commodities","Grupo o no producto","USDmn","725.328384","40"
"SR","SURINAME","SURINAM","Excess Feed Cost (EFC)","Exceso de Costo del Pienso (ECP)","NULL","NULL","NULL","NULL","NULL","NULL","12","Excess Feed Cost (EFC)","Exceso de Costo del Pienso (ECP)","EFC","56","2","SRDmn","2010","0","Cassava","Yuca","USDmn","0","120"
"SR","SURINAME","SURINAM","Market Price Support (MPS)","Apoyo al Precio de Mercado","NULL","NULL","NULL","NULL","NULL","NULL","17","Market Price Support (MPS)","Apoyo al Precio de Mercado (APM)","MPS","20","2","SRDmn","2012","6.8727944","Milk","Leche","USDmn","2.082665","70"
"BZ","BELIZE","BELICE","Consumption Price (at farm gate)","Precio de consumo (a nivel de finca)","NULL","NULL","NULL","NULL","NULL","NULL","5","Consumption Price (at farm gate)","Precio de consumo (a nivel de finca)","CP","13","2","BZD/t","2012","4409.24","Eggs","Huevo","USD/t","2204.62","50"
"SR","SURINAME","SURINAM","Budgetary Transfers","Transferencias presupuestarias","NULL","NULL","NULL","NULL","NULL","NULL","13","Budgetary Transfers","Transferencias presupuestarias","BT","32","2","SRDmn","2013","-17.819419","Rice","Arroz","USDmn","-5.3998239","130"
"JM","JAMAICA","JAMAICA","Producer Support Estimate (PSE)","Estimado de Apoyo al Productor (EAP)","Payments Based on Input Use","Pagos basados en el uso de insumos","Variable Input Use","Uso de insumos variables","NULL","NULL","109","Variable Input Use","Uso de insumos variables","PIV","0","1","JMDmn","2008","1043.46","Group or Not Commodities","Grupo o no producto","USDmn","14.3096532","80"
"GY","GUYANA","GUYANA","Market Price Support (MPS)","Apoyo al Precio de Mercado","NULL","NULL","NULL","NULL","NULL","NULL","17","Market Price Support (MPS)","Apoyo al Precio de Mercado (APM)","MPS","4","2","GYDmn","2011","-1197.76","Beef and Veal","Carne vacuna","USDmn","-5.8785771","70"
"SR","SURINAME","SURINAM","Budgetary Transfers","Transferencias presupuestarias","Transfers to Producers from Taxpayers","Transferencias a los productores de los contribuyentes","NULL","NULL","NULL","NULL","14","Transfers to Producers from Taxpayers","Transferencias a los productores de los contribuyentes","TPT","13","2","SRDmn","2012","0","Eggs","Huevo","USDmn","0","140"
"SR","SURINAME","SURINAM","Budgetary Transfers","Transferencias presupuestarias","Transfers to Producers from Taxpayers","Transferencias a los productores de los contribuyentes","NULL","NULL","NULL","NULL","14","Transfers to Producers from Taxpayers","Transferencias a los productores de los contribuyentes","TPT","31","2","SRDmn","2012","0","Poultry Meat","Carne de pollo","USDmn","0","140"
