"category","title","egle_program","date"
"Materials Management","10 Steps to Developing a Pharmaceutical Waste Program (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Programs/MMD/Drug-Disposal/10Steps-RX-Disposal.pdf)","Drug Disposal","2015"
"Water","2019 High Water Levels Information for Floodplain Management (https://www.michigan.gov/documents/egle/WRD_FOS_High_Water_Levels_FM_2019_FINAL_660236_7.pdf)","Floodplain Management","2019"
"Water","2019 High Water Levels Information for the Great Lakes (https://www.michigan.gov/documents/egle/WRD_FOS_High_Water_Levels_GL_2019_FINAL_660234_7.pdf)","Great Lakes","2019"
"Water","2019 High Water Levels Information for Wetlands, Inland Lakes, and Streams Permitting (https://www.michigan.gov/documents/egle/WRD_FOS_High_Water_Levels_Permitting_2019_FINAL_660232_7.pdf)","Inland Lakes and Streams","2019"
"Air","48217 Air Monitoring - A Year in Review (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Programs/AQD/48217/project-flyer-english.pdf)","Air - Monitoring","2018"
"Air","6J Annual Heat Input Calculation Guide (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Programs/draft/6J-Annual-Heat-Input-Calculation-Guide.pdf)","Air Compliance","2015"
"Air","Additional Technical Information for a Landfill Waste-to-Energy Facility, Including Flares (https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-waste-to-energy-facilities-landfills.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for a Metal Coil Surface Coating Process (https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-coating-metal-coil-surface.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for a Metal Furniture Coating Process (https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-coating-metal-furniture.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for a Miscellaneous Metal Coating Process (https://www.michigan.gov/documents/deq/deq-tou-aqd-pti_guidance_coating_metal_misc_635718_7.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for a Plastic Parts Coating Process (https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-coating-plastic-parts.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for a Reciprocating Internal Combustion Engine Process (https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-reciprocating-internal-combustion-engines.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for a Rendering Process (https://www.deq.state.mi.us/aps/downloads/permits/c-p/Rendering.pdf)","Permit To Install","2009"
"Air","Additional Technical Information for a Wood Furniture Coating Process (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-coating-wood-furniture.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Anhydrous Ammonia Storage and Handling (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-anhydrous-ammonia-storage-handling.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Asphalt Plants (https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-asphalt-plants.pdf)","Permit To Install","2009"
"Air","Additional Technical Information for Boilers (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-boilers.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Chemical/Pharmaceutical Processes (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-chemical-pharmaceuticals.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Concrete Plants (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-concrete-batch-plants.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Control Equipment:  Afterburner - Catalytic Oxidizer (https://www.deq.state.mi.us/aps/downloads/permits/c-p/cat%20oxidizer.pdf)","Permit To Install","2004"
"Air","Additional Technical Information for Control Equipment:  Condenser (https://www.deq.state.mi.us/aps/downloads/permits/c-p/condenser.pdf)","Permit To Install","2004"
"Air","Additional Technical Information for Control Equipment:  Electrostatic Precipitator (ESP) (https://www.deq.state.mi.us/aps/downloads/permits/c-p/esp.pdf)","Permit To Install","2004"
"Air","Additional Technical Information for Control Equipment:  Fabric or Cartridge Filters (https://www.deq.state.mi.us/aps/downloads/permits/c-p/fabric%20filters.pdf)","Permit To Install","2004"
"Air","Additional Technical Information for Control Equipment:  Scrubber (https://www.deq.state.mi.us/aps/downloads/permits/c-p/scrubber.pdf)","Permit To Install","2004"
"Air","Additional Technical Information for Control Equipment: Acid Gas Scrubber (https://www.deq.state.mi.us/aps/downloads/permits/c-p/acidgasscrub.pdf)","Permit To Install","2004"
"Air","Additional Technical Information for Control Equipment: Afterburner - Thermal Oxidizer (https://www.deq.state.mi.us/aps/downloads/permits/c-p/therm%20oxidizer.pdf)","Permit To Install","2004"
"Air","Additional Technical Information for Degreasers (Parts Cleaners) (https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-degreasers.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Dry Cleaners (https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-dry-cleaners.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Engine Test Cells (https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-engine-test-cells.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Ethylene Oxide Sterilizers (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-ethylene-oxide-sterilizers.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Fiberglass Reinforced Plastic Operations (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-fiberglass-reinforced-plastics.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Fluorescent Light Bulb Crushers (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-fluorescent-bulb-crushers.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Foundry Processes (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-foundries.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Gas Turbines (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-gas-turbines.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Grain Elevators (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-grain-elevators.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Incinerators - General Refuse (https://www.deq.state.mi.us/aps/downloads/permits/c-p/Gen%20Incin.pdf)","Permit To Install","2009"
"Air","Additional Technical Information for Incinerators - Medical Waste (https://www.deq.state.mi.us/aps/downloads/permits/c-p/Med%20Waste.pdf)","Permit To Install","2009"
"Air","Additional Technical Information for Material Handling Operations (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-material-handling.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Municipal Waste-to-Energy Facility (https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-waste-to-energy-facilities-municipal.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Natural Gas Fired Burnoff Ovens (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-natural-gas-fired-burn-off-ovens.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Natural Gas Sweetening Facility (https://www.deq.state.mi.us/aps/downloads/permits/c-p/Sweet.pdf)","Permit To Install","2009"
"Air","Additional Technical Information for Paper Machines (https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-paper-machines.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Pathological Waste Incinerators - Crematories (https://www.deq.state.mi.us/aps/downloads/permits/c-p/Path%20Waste.pdf)","Permit To Install","2009"
"Air","Additional Technical Information for Recycled Asphalt Shingles (RAS) Grinding (https://www.deq.state.mi.us/aps/downloads/permits/c-p/RAS%20Grinding.pdf)","Permit To Install","2010"
"Air","Additional Technical Information for Remediation Operations - Groundwater (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-groundwater-remediation.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Remediation Operations - Soil (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-soil-remediation.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Scrap Metal Shredder Plants (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-scrap-metal-shredders.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Shot Blasting (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-shot-blasting.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Sour Oil and Gas Well Equipment (https://www.deq.state.mi.us/aps/downloads/permits/c-p/Sour%20Oil.pdf)","Permit To Install","2009"
"Air","Additional Technical Information for Storage Tanks (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-storage-tanks.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Surface Treatment Processes (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-surface-treatment.pdf)","Permit To Install","2020"
"Air","Additional Technical Information for Waste Oil-Firing Equipment (https://www.michigan.gov/-/media/Project/Websites/egle/Documents/Permits/AQD/PTI/Guidance/technical-review-guidance-waste-oil-firing-equipment.pdf)","Permit To Install","2020"
