"municode","lu_name","lu_nametype","fy","field_name","category","group","description","account_number","notes","field_data","fiscalendmonth"
"12010","City of Harrisville","City","2018","T1R9C1","Revenue","General Fund Final Amended Budget","Property Tax (includes, delinquent taxes, penalties, interest, fees, community wide special assessments)","401-449 Except Above","Number","106550.00","3"
"12010","City of Harrisville","City","2018","T1R9C2","Revenue","General Fund","Property Tax (includes, delinquent taxes, penalties, interest, fees, community wide special assessments)","401-449 Except Above","Number","105273.00","3"
"12010","City of Harrisville","City","2018","T1R9C3","Revenue","All Other Governmental Funds","Property Tax (includes, delinquent taxes, penalties, interest, fees, community wide special assessments)","401-449 Except Above","Number","0.00","3"
"12010","City of Harrisville","City","2018","T1R9C4","Revenue","Enterprise Funds","Property Tax (includes, delinquent taxes, penalties, interest, fees, community wide special assessments)","401-449 Except Above","Number","66825.00","3"
"12010","City of Harrisville","City","2018","T1R9C7","Revenue","Total","Property Tax (includes, delinquent taxes, penalties, interest, fees, community wide special assessments)","401-449 Except Above","Sum","172098.00","3"
"12010","City of Harrisville","City","2018","T1R10C1","Revenue","General Fund Final Amended Budget","TOTAL TAX REVENUES",,"Total","106550.00","3"
"12010","City of Harrisville","City","2018","T1R10C2","Revenue","General Fund","TOTAL TAX REVENUES",,"Total","105273.00","3"
"12010","City of Harrisville","City","2018","T1R10C3","Revenue","All Other Governmental Funds","TOTAL TAX REVENUES",,"Total","0.00","3"
"12010","City of Harrisville","City","2018","T1R10C4","Revenue","Enterprise Funds","TOTAL TAX REVENUES",,"Total","66825.00","3"
"12010","City of Harrisville","City","2018","T1R10C7","Revenue","Total","TOTAL TAX REVENUES",,"Sum - Total","172098.00","3"
"12010","City of Harrisville","City","2018","T1R14C1","Revenue","General Fund Final Amended Budget","Non-Business Licenses and Permits","490-500","Number","200.00","3"
"12010","City of Harrisville","City","2018","T1R14C2","Revenue","General Fund","Non-Business Licenses and Permits","490-500","Number","215.00","3"
"12010","City of Harrisville","City","2018","T1R14C7","Revenue","Total","Non-Business Licenses and Permits","490-500","Sum","215.00","3"
"12010","City of Harrisville","City","2018","T1R15C1","Revenue","General Fund Final Amended Budget","TOTAL LICENSES AND PERMITS",,"Total","200.00","3"
"12010","City of Harrisville","City","2018","T1R15C2","Revenue","General Fund","TOTAL LICENSES AND PERMITS",,"Total","215.00","3"
"12010","City of Harrisville","City","2018","T1R15C7","Revenue","Total","TOTAL LICENSES AND PERMITS",,"Sum - Total","215.00","3"
"12010","City of Harrisville","City","2018","T1R25C1","Revenue","General Fund Final Amended Budget","State Revenue Sharing","574","Number","39600.00","3"
"12010","City of Harrisville","City","2018","T1R25C2","Revenue","General Fund","State Revenue Sharing","574","Number","39153.00","3"
"12010","City of Harrisville","City","2018","T1R25C7","Revenue","Total","State Revenue Sharing","574","Sum","39153.00","3"
"12010","City of Harrisville","City","2018","T1R26C3","Revenue","All Other Governmental Funds","Public Safety","543-545, 547, 570","Number","1769.00","3"
"12010","City of Harrisville","City","2018","T1R26C7","Revenue","Total","Public Safety","543-545, 547, 570","Sum","1769.00","3"
"12010","City of Harrisville","City","2018","T1R27C3","Revenue","All Other Governmental Funds","Streets and Highways (Act 51)","546","Number","64027.00","3"
"12010","City of Harrisville","City","2018","T1R27C7","Revenue","Total","Streets and Highways (Act 51)","546","Sum","64027.00","3"
"12010","City of Harrisville","City","2018","T1R28C3","Revenue","All Other Governmental Funds","Streets and Highways (Non-Act 51)","546","Number","111975.00","3"
"12010","City of Harrisville","City","2018","T1R28C7","Revenue","Total","Streets and Highways (Non-Act 51)","546","Sum","111975.00","3"
"12010","City of Harrisville","City","2018","T1R32C3","Revenue","All Other Governmental Funds","Culture and Recreation","566","Number","568776.00","3"
"12010","City of Harrisville","City","2018","T1R32C7","Revenue","Total","Culture and Recreation","566","Sum","568776.00","3"
"12010","City of Harrisville","City","2018","T1R33C1","Revenue","General Fund Final Amended Budget","Other General/All Other State Aid Grants","540-579 Except Above","Number","8050.00","3"
"12010","City of Harrisville","City","2018","T1R33C2","Revenue","General Fund","Other General/All Other State Aid Grants","540-579 Except Above","Number","8056.00","3"
"12010","City of Harrisville","City","2018","T1R33C4","Revenue","Enterprise Funds","Other General/All Other State Aid Grants","540-579 Except Above","Number","121667.00","3"
"12010","City of Harrisville","City","2018","T1R33C7","Revenue","Total","Other General/All Other State Aid Grants","540-579 Except Above","Sum","129723.00","3"
"12010","City of Harrisville","City","2018","T1R34C1","Revenue","General Fund Final Amended Budget","TOTAL STATE GRANTS",,"Total","47650.00","3"
"12010","City of Harrisville","City","2018","T1R34C2","Revenue","General Fund","TOTAL STATE GRANTS",,"Total","47209.00","3"
"12010","City of Harrisville","City","2018","T1R34C3","Revenue","All Other Governmental Funds","TOTAL STATE GRANTS",,"Total","746547.00","3"
