Incident Number,Highest Offense Description,Highest Offense Code,Family Violence,Occurred Date Time,Occurred Date,Occurred Time,Report Date Time,Report Date,Report Time,Location Type,Address,Zip Code,Council District,APD Sector,APD District,PRA,Census Tract,Clearance Status,Clearance Date,UCR Category,Category Description,X-coordinate,Y-coordinate,Latitude,Longitude,Location,Zip Codes,Single Member Council Districts,BOUNDARIES_single_member_districts,Zoning Review Cases_data
20163662185,FAMILY DISTURBANCE,3400,N,12/31/2016 11:59:00 PM,12/31/2016,2359,12/31/2016 11:59:00 PM,12/31/2016,2359,RESIDENCE / HOME,3809 SPICEWOOD SPRINGS RD EB,78731,10,BA,8,256,322,N,01/08/2017,,,3111040,3111040,30.3649896,-97.75058424,"(30.3649896, -97.75058424)",3647,10,5,
20163662314,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,12/31/2016 11:56:00 PM,12/31/2016,2356,12/31/2016 11:56:00 PM,12/31/2016,2356,RESIDENCE / HOME,5603 MANOR RD,78723,1,ID,4,298,21,N,01/04/2017,,,3133200,3133200,30.30357658,-97.68198713,"(30.30357658, -97.68198713)",3239,1,8,
20163662316,FAMILY DISTURBANCE/PARENTAL,3458,N,12/31/2016 11:56:00 PM,12/31/2016,2356,12/31/2016 11:56:00 PM,12/31/2016,2356,RESIDENCE / HOME,3024 E 14TH HALF ST,78702,1,CH,3,394,8,,,,,3126786,3126786,30.2789892,-97.70298787,"(30.2789892, -97.70298787)",2857,1,8,566
20163662303,DOC FIGHTING,2406,N,12/31/2016 11:53:00 PM,12/31/2016,2353,12/31/2016 11:53:00 PM,12/31/2016,2353,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,512 E 6TH ST,78701,9,GE,2,382,11,C,01/01/2017,,,3115951,3115951,30.26667871,-97.73765388,"(30.26667871, -97.73765388)",2856,9,10,
20163662141,POSS CONTROLLED SUB/NARCOTIC,1800,N,12/31/2016 11:51:00 PM,12/31/2016,2351,12/31/2016 11:51:00 PM,12/31/2016,2351,PARKING /DROP LOT/ GARAGE,2418 SPRING LN,78703,10,BA,7,354,16,C,01/01/2017,,,3106487,3106487,30.29734939,-97.76682494,"(30.29734939, -97.76682494)",2858,10,5,915
20163662249,PUBLIC INTOXICATION,2300,N,12/31/2016 11:39:00 PM,12/31/2016,2339,12/31/2016 11:39:00 PM,12/31/2016,2339,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,11500 ROCK ROSE AVE,78758,7,AD,2,201,454,C,02/24/2017,,,3119461,3119461,30.40120965,-97.72289492,"(30.40120965, -97.72289492)",3646,7,7,1402
20163662225,FAMILY DISTURBANCE,3400,Y,12/31/2016 11:38:00 PM,12/31/2016,2338,12/31/2016 11:38:00 PM,12/31/2016,2338,RESIDENCE / HOME,2620 EKTOM DR,78745,5,DA,4,506,303,N,01/31/2017,,,3095215,3095215,30.22401839,-97.80447248,"(30.22401839, -97.80447248)",3259,5,1,3819
20163661528,DWI,2100,N,12/31/2016 11:36:00 PM,12/31/2016,2336,12/31/2016 11:36:00 PM,12/31/2016,2336,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,8514 PUTNAM DR,78757,7,ID,7,234,405,C,01/01/2017,,,3120037,3120037,30.36308993,-97.7220998,"(30.36308993, -97.7220998)",3645,7,7,
20163651960,DUI - AGE 17 TO 20,2107,N,12/31/2016 11:34:00 PM,12/31/2016,2334,12/31/2016 11:34:00 PM,12/31/2016,2334,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4528 S IH 35 SVRD SB,78745,3,DA,3,492,24,C,12/31/2016,,,3110648,3110648,30.20997101,-97.7559702,"(30.20997101, -97.7559702)",3259,3,3,1776
20163662189,AGG ROBBERY/DEADLY WEAPON,300,N,12/31/2016 11:18:00 PM,12/31/2016,2318,12/31/2016 11:18:00 PM,12/31/2016,2318,SERVICE/ GAS STATION,7801 FM 969 RD,78725,1,CH,1,399,22.14,C,01/19/2017,120,Robbery,3144952,3144952,30.27973872,-97.64540027,"(30.27973872, -97.64540027)",3241,1,8,
20163662146,FAMILY DISTURBANCE,3400,N,12/31/2016 11:03:00 PM,12/31/2016,2303,12/31/2016 11:03:00 PM,12/31/2016,2303,RESIDENCE / HOME,8806 DITTMAR OAKS DR,78748,5,FR,3,536,24.23,,,,,3092443,3092443,30.1827906,-97.81432673,"(30.1827906, -97.81432673)",3637,5,1,992
20163661627,BURGLARY OF RESIDENCE,500,N,12/31/2016 11:02:00 PM,12/31/2016,2302,12/31/2016 11:02:00 PM,12/31/2016,2302,RESIDENCE / HOME,409 E WILLIAM CANNON DR,78745,2,FR,3,528,24.22,N,01/03/2017,220,Burglary,3104623,3104623,30.19148253,-97.77553852,"(30.19148253, -97.77553852)",3259,2,4,
20163662136,FAMILY DISTURBANCE,3400,N,12/31/2016 11:00:00 PM,12/31/2016,2300,12/31/2016 11:16:00 PM,12/31/2016,2316,RESIDENCE / HOME,421 THOMPSON LN,78742,3,HE,5,610,23.1,N,04/06/2017,,,3133490,3133490,30.23937836,-97.68283109,"(30.23937836, -97.68283109)",3257,3,3,3993
20163660344,FAMILY DISTURBANCE,3400,N,12/31/2016 10:58:00 PM,12/31/2016,2258,12/31/2016 10:58:00 PM,12/31/2016,2258,RESIDENCE / HOME,11900 HOBBY HORSE CT,78758,7,AD,2,202,453,N,12/31/2016,,,3122324,3122324,30.40485376,-97.71371186,"(30.40485376, -97.71371186)",3646,7,7,3253
20163662132,POSSESSION OF MARIJUANA,1803,N,12/31/2016 10:58:00 PM,12/31/2016,2258,12/31/2016 10:58:00 PM,12/31/2016,2258,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,8600 BLOCK N IH 35 SVRD NB,78753,4,ED,3,251,403,C,01/01/2017,,,3129344,3129344,30.35003369,-97.69293853,"(30.35003369, -97.69293853)",3642,4,9,2133
20163662129,DISTURBANCE - OTHER,3401,N,12/31/2016 10:56:00 PM,12/31/2016,2256,12/31/2016 10:56:00 PM,12/31/2016,2256,RESIDENCE / HOME,5007 LYNNDALE DR,78756,7,BA,6,651,2,N,01/08/2017,,,3115813,3115813,30.32088381,-97.7366332,"(30.32088381, -97.7366332)",3644,7,7,1114
20163662123,DWI - DRUG RECOGNITION EXPERT,2103,N,12/31/2016 10:55:00 PM,12/31/2016,2255,12/31/2016 11:59:00 PM,12/31/2016,2359,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,7100 BLOCK LOYOLA LN,78724,1,CH,7,302,22.22,C,01/04/2017,,,3145917,3145917,30.29792929,-97.64183501,"(30.29792929, -97.64183501)",3240,1,8,
20163660989,RUNAWAY CHILD,4100,N,12/31/2016 10:50:00 PM,12/31/2016,2250,12/31/2016 10:50:00 PM,12/31/2016,2250,RESIDENCE / HOME,4800 MANOR RD,78723,9,BA,4,900,3,N,07/24/2017,,,3131033,3131033,30.29563687,-97.68907347,"(30.29563687, -97.68907347)",3239,9,10,945
