"mes","a_o","dia","actividad","area_de_servicio","asunto","atrasada","avances_orden_de_trabajo","categor_a","departamento","estado","fecha_radicacion_solicitud","fecha_cierre_solicitud","fecha_vencimiento_solicitud","medio","naturaleza","numero_servicio","prioridad","reabierta","servicio","solucion_orden_trabajo","tipo_naturaleza","via"
"abril","2021","5","Creacion, configuracion y Monitoreo","Servicios Tecnologicos","Gestión de servidor","No","100","Virtualizacion","Secretaria de las Tecnologias de la Informacion y Comunicaciones","cerrada","2021-04-05T09:18:49.000","2021-04-05T09:19:20.000","2021-04-06T17:18:00.000","helppeople","Requerimiento","REQ5981","Media","No","Servidores","Se realiza apagado de maquina solman","Servicio","helppeople"
"abril","2021","5","Configuración","Servicios Tecnologicos","revisión impresora","Si","100","Impresora","Secretaria de Salud","cerrada","2021-04-05T09:19:59.000","2021-04-07T14:00:24.000","2021-04-06T17:20:00.000","Mail","Requerimiento","REQ5982","Media","No","Soporte y Mantenimiento","se realiza revisión de impresora en la secretaria de las tics, en el cual se encuentra que el bus de datos esta fallando y la pantalla de la impresora no presenta imagen, lo que causa problema a la hora de configurarla en los equipos, se manifiesta al funcionario que debido a que no tenemos las parte para dar arreglo debe llamar al distribuidor o un tercero para su reparación.","Servicio","Mail"
"abril","2021","5","Administracion,Monitoreo y configuracion","Servicios Tecnologicos","Exportación","No","100","Cloud","Secretaria de las Tecnologias de la Informacion y Comunicaciones","cerrada","2021-04-05T09:20:10.000","2021-04-05T09:20:42.000","2021-04-06T17:20:00.000","helppeople","Requerimiento","REQ5983","Media","No","Servidores","Se realiza proceso de exportación de maquinas solicitadas","Servicio","helppeople"
"abril","2021","5","Ingresar a equipos a usuarios","Servicios Tecnologicos","Ingreso de maquina a Dominio","No","100","Equipos","Secretaria de las Tecnologias de la Informacion y Comunicaciones","cerrada","2021-04-05T09:21:22.000","2021-04-05T09:21:54.000","2021-04-06T17:21:00.000","helppeople","Requerimiento","REQ5984","Media","No","Directorio activo","Se realiza ingreso de equipo a dominio","Servicio","helppeople"
"abril","2021","5","Monitoreo y Configuracion","Servicios Tecnologicos","Habilitación de espacio","No","100","Almacenamiento","Secretaria de las Tecnologias de la Informacion y Comunicaciones","cerrada","2021-04-05T09:22:40.000","2021-04-05T09:23:05.000","2021-04-06T17:22:00.000","helppeople","Requerimiento","REQ5985","Media","No","Servidores","Se realiza eliminación de disco local donde se almaceno backup de SADE temporal","Servicio","helppeople"
"abril","2021","5","Administracion,Monitoreo y configuracion","Servicios Tecnologicos","Migración","No","100","Cloud","Secretaria de las Tecnologias de la Informacion y Comunicaciones","cerrada","2021-04-05T09:23:43.000","2021-04-05T09:24:13.000","2021-04-06T17:23:00.000","helppeople","Requerimiento","REQ5986","Media","No","Servidores","Se realiza migracion de almacenamiento de maquinas virtuales a GCP","Servicio","helppeople"
"abril","2021","5","Creacion, configuracion y Monitoreo","Servicios Tecnologicos","Habilitación de almacenamiento","No","100","Virtualizacion","Secretaria de las Tecnologias de la Informacion y Comunicaciones","cerrada","2021-04-05T09:24:59.000","2021-04-05T09:25:15.000","2021-04-06T17:25:00.000","helppeople","Requerimiento","REQ5987","Media","No","Servidores","Se realiza reubicacion de maquinas seleccionadas a nuevo alamacenamiento y nuevo recurso informatico","Servicio","helppeople"
"abril","2021","5","Entrega e Instalación","Servicios Tecnologicos","Instalación impresora","No","100","Impresora","Secretaria de Educacion","cerrada","2021-04-05T08:44:29.000","2021-04-06T09:23:42.000","2021-04-06T17:14:00.000","helppeople","Requerimiento","REQ5988","Media","No","Soporte y Mantenimiento","no se puede realizar caso, equipo personal, sin haber pasado por las tic, por lo tal no se puede ingresar a la red que ellos necesitan","Servicio","helppeople"
"abril","2021","5","Monitoreo y Configuracion","Servicios Tecnologicos","revision de maquina virtual","No","100","Sistema Operativo","Secretaria de las Tecnologias de la Informacion y Comunicaciones","cerrada","2021-04-05T09:27:49.000","2021-04-05T09:28:08.000","2021-04-06T17:27:00.000","helppeople","Requerimiento","REQ5989","Media","No","Servidores","Se realiza revision de maquinas SAR por falta de servicio","Servicio","helppeople"
"abril","2021","5","Creacion, configuracion y Monitoreo","Servicios Tecnologicos","Revision de VM","No","100","Virtualizacion","Secretaria de las Tecnologias de la Informacion y Comunicaciones","cerrada","2021-04-05T09:28:57.000","2021-04-05T09:29:14.000","2021-04-06T17:28:00.000","helppeople","Requerimiento","REQ5990","Media","No","Servidores","Se realiza revision de maquinas VUR por falta de servicio","Servicio","helppeople"
