"departamento_prestacion","municipio_prestacion","servicio","estado","nombre","departamento_domicilio","municipio_domicilio","direccion","telefono","email","representante_legal","tipo_prestador","clasificacion"
"CAUCA","ALMAGUER","ASEO","OPERATIVA","URBASER POPAYAN S.A. E.S.P.","CAUCA","POPAYAN","CARRERA 4 No 2 - 23","8206217","Luz.galvis@urbaser.co","RODRIGO VELASCO MOSQUERA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CAUCA","ALMAGUER","ASEO","OPERATIVA","ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE ALMAGUER CAUCA","CAUCA","ALMAGUER","Calle  3 # 4  - 31","8267750","apcalmaguer@gmail.com","ALBA YAQUELINE NARVAEZ ALVAREZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","ALMAGUER","ALCANTARILLADO","OPERATIVA","ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE ALMAGUER CAUCA","CAUCA","ALMAGUER","Calle  3 # 4  - 31","8267750","apcalmaguer@gmail.com","ALBA YAQUELINE NARVAEZ ALVAREZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","ALMAGUER","ALCANTARILLADO","OPERATIVA","MUNICIPIO DE ALMAGUER","CAUCA","ALMAGUER","CENTRO ADMINISTRATIVO MUNICIPAL","8267750","fabianhurtadogomes@yahoo.es","MILTON FABIAN HURTADO GOMEZ","MUNICIPIO (PRESTACIÓN DIRECTA)","HASTA 2500 SUSCRIPTORES"
"CAUCA","ALMAGUER","ASEO","OPERATIVA","MUNICIPIO DE ALMAGUER","CAUCA","ALMAGUER","CENTRO ADMINISTRATIVO MUNICIPAL","8267750","fabianhurtadogomes@yahoo.es","MILTON FABIAN HURTADO GOMEZ","MUNICIPIO (PRESTACIÓN DIRECTA)","HASTA 2500 SUSCRIPTORES"
"CAUCA","ALMAGUER","ACUEDUCTO","OPERATIVA","ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE ALMAGUER CAUCA","CAUCA","ALMAGUER","Calle  3 # 4  - 31","8267750","apcalmaguer@gmail.com","ALBA YAQUELINE NARVAEZ ALVAREZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","ALMAGUER","ACUEDUCTO","OPERATIVA","MUNICIPIO DE ALMAGUER","CAUCA","ALMAGUER","CENTRO ADMINISTRATIVO MUNICIPAL","8267750","fabianhurtadogomes@yahoo.es","MILTON FABIAN HURTADO GOMEZ","MUNICIPIO (PRESTACIÓN DIRECTA)","HASTA 2500 SUSCRIPTORES"
"CAUCA","ARGELIA","ALCANTARILLADO","OPERATIVA","ADMINISTRACION PUBLICA COOPERATIVA DEL ACUEDUCTO  ALCANTARILLADO Y ASEO DE ARGELIA CAUCA","CAUCA","ARGELIA","CRA 1 N°1 BIS - 36","6958795","jimenaforest@gmail.com","CLAUDIA LILIANA RUIZ HOYOS","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","ARGELIA","ACUEDUCTO","OPERATIVA","ADMINISTRACION PUBLICA COOPERATIVA DEL ACUEDUCTO  ALCANTARILLADO Y ASEO DE ARGELIA CAUCA","CAUCA","ARGELIA","CRA 1 N°1 BIS - 36","6958795","jimenaforest@gmail.com","CLAUDIA LILIANA RUIZ HOYOS","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","ARGELIA","ASEO","OPERATIVA","ADMINISTRACION PUBLICA COOPERATIVA DEL ACUEDUCTO  ALCANTARILLADO Y ASEO DE ARGELIA CAUCA","CAUCA","ARGELIA","CRA 1 N°1 BIS - 36","6958795","jimenaforest@gmail.com","CLAUDIA LILIANA RUIZ HOYOS","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","BALBOA","ASEO","OPERATIVA","MUNICIPIO BALBOA CAUCA","CAUCA","BALBOA","carrera 3 Nº 5-08 Palacio Municipal","8265212","espatia@hotmail.com","AMARILDO CORREA OBANDO","MUNICIPIO (PRESTACIÓN DIRECTA)","HASTA 2500 SUSCRIPTORES"
"CAUCA","BALBOA","ASEO","OPERATIVA","COOPERATIVA  ACUEDUCTO Y ALCANTARILLADO DE BALBOA","CAUCA","BALBOA","carrera 2 No.5-11","8265069","caabesp1@hotmail.com","EDUARDO ZUÑIGA AGREDO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CAUCA","BALBOA","ALCANTARILLADO","OPERATIVA","COOPERATIVA  ACUEDUCTO Y ALCANTARILLADO DE BALBOA","CAUCA","BALBOA","carrera 2 No.5-11","8265069","caabesp1@hotmail.com","EDUARDO ZUÑIGA AGREDO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CAUCA","BALBOA","ACUEDUCTO","OPERATIVA","COOPERATIVA  ACUEDUCTO Y ALCANTARILLADO DE BALBOA","CAUCA","BALBOA","carrera 2 No.5-11","8265069","caabesp1@hotmail.com","EDUARDO ZUÑIGA AGREDO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CAUCA","BALBOA","ASEO","OPERATIVA","EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P.","NARINO","PASTO","CARRERA 24 #23-51","7362874","sonia-elizabeth.criollo@veolia.com","ANGELA MARCELA PAZ ROMERO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CAUCA","BOLIVAR","ASEO","OPERATIVA","ENTIDAD DESCENTRALIZADA TERRITORIAL MIXTA EMBOLIVAR SA ESP","CAUCA","BOLIVAR","CARRERA 3 NO 6-04","8272548","embolivar@gmail.com","CRISTOBAL  DORADO  ZUNIGA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","BOLIVAR","ALCANTARILLADO","OPERATIVA","ENTIDAD DESCENTRALIZADA TERRITORIAL MIXTA EMBOLIVAR SA ESP","CAUCA","BOLIVAR","CARRERA 3 NO 6-04","8272548","embolivar@gmail.com","CRISTOBAL  DORADO  ZUNIGA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","BOLIVAR","ACUEDUCTO","OPERATIVA","ENTIDAD DESCENTRALIZADA TERRITORIAL MIXTA EMBOLIVAR SA ESP","CAUCA","BOLIVAR","CARRERA 3 NO 6-04","8272548","embolivar@gmail.com","CRISTOBAL  DORADO  ZUNIGA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","BUENOS AIRES","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BUENOS AIRES BRISAS DEL CERRO","CAUCA","BUENOS AIRES","BUENOS AIRES CABECERA MUNICIPAL","8466562","asociacionusuariosbuenosaires@gmail.com","CESAR EDUARDO MUNOZ  SANDOVAL","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","BUENOS AIRES","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO INTERVEREDAL PALOBLANCO Y NUEVE VEREDAS","CAUCA","BUENOS AIRES","CALLE PRINCIPAL CASA DE JUSTICIA","8466709","contactenos@buenosaires-cauca.gov.co","JOSE EVELIO CARABALI","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CAUCA","BUENOS AIRES","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO DE TIMBA CAUCA","CAUCA","BUENOS AIRES","CALLE PRINCIPAL CASA DE JUSTICIA","8466709","contactenos@buenosaires-cauca.gov.co","FANOR LUCUMI","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CAUCA","BUENOS AIRES","ASEO","OPERATIVA","INTERASEO DEL VALLE S.A.S. E.S.P.",,,,,,"JUAN MANUEL GOMEZ MEJIA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CAUCA","BUENOS AIRES","ASEO","OPERATIVA","URBASER POPAYAN S.A. E.S.P.","CAUCA","POPAYAN","CARRERA 4 No 2 - 23","8206217","Luz.galvis@urbaser.co","RODRIGO VELASCO MOSQUERA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CAUCA","BUENOS AIRES","ASEO","OPERATIVA","MUNICIPIO DE BUENOS AIRES CAUCA","CAUCA","BUENOS AIRES","CENTRO ADMINISTRATIVO MUNICIPAL BARRIO CENTRAL","8466709","despacho@buenosaires-cauca.gov.co","OSCAR EDUIN  LOPEZ  SANCHEZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","BUENOS AIRES","ALCANTARILLADO","OPERATIVA","ASOCIACIÓN DE USUARIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BUENOS AIRES BRISAS DEL CERRO","CAUCA","BUENOS AIRES","BUENOS AIRES CABECERA MUNICIPAL","8466562","asociacionusuariosbuenosaires@gmail.com","CESAR EDUARDO MUNOZ  SANDOVAL","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","CAJIBIO","ASEO","OPERATIVA","ADMINISTRACION PUBLICA COOPERATIVA DE CAJIBIO","CAUCA","CAJIBIO","CALLE 5 No 2-41","8490109","apccajibio@gmail.com","CARLOS MARIO LOPEZ RODRIGUEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","CAJIBIO","ASEO","OPERATIVA","URBASER POPAYAN S.A. E.S.P.","CAUCA","POPAYAN","CARRERA 4 No 2 - 23","8206217","Luz.galvis@urbaser.co","RODRIGO VELASCO MOSQUERA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
