"nit","razonsocial","sigla","fechainscripcion","direccion","telefono","dpto","nombredpto","municipio","nombremnpio","email","paginaweb","inscrita"
"890907489","JFK COOPERATIVA FINANCIERA","No Registra","1999-10-12T00:00:00.000","Carrera 51 # 43 -24 edificio Alpujarra","2626444","5","Antioquia","1","Medellín","corporativo@jfk.com.co","www.coopkennedy.com.co","Inscrita"
"891900492","Coprocenva Cooperativa de Ahorro y crédito","COPROCENVA","1999-11-04T00:00:00.000","Av 7 Norte # 24 N -09","4880002","76","Valle","1","Cali","admon@coprocenva.com.co","www.coprocenva.com","Inscrita"
"890201280","Cooprofesores Cooperativa de Ahorro y crédito","COOPROFESORES","1999-11-18T00:00:00.000","Carrera 31 # 35 - 12  Local  101  Edificio Concasa","6328848","68","Santander","1","Bucaramanga","contacto@cooprofesores.com","www.cooprofesores.com","Inscrita"
"860014456","Cooperativa Colombiana de Ingenieros","FINANCIAR","1999-11-19T00:00:00.000","Calle 34 # 17-37","3271340- 7443132-6609766","11","Bogotá","1","Bogotá D.C.","gerenciag@financiar.com.co","www.financiar.com.co","Inscrita"
"891100079","Cooperativa de Ahorro y crédito  San Miguel","COOFISAM","1999-11-19T00:00:00.000","Calle 5 # 8-87","8332306
8333606","41","Huila","298","Garzón","gerencia@coofisam.com","www.coofisam.com","Inscrita"
"891301208","Cooperativa Especializada en Ahorro y Crédito Cootraim","COOTRAIM","1999-11-24T00:00:00.000","Calle 10 # 7 - 32","2662000","76","Valle","130","Candelaria","correo@cootraim.com","www.cootraim.com","Inscrita"
"891900541","Empresa Cooperativa de Ahorro y crédito Siglo XX Ltda","SIGLO XX LTDA","1999-11-25T00:00:00.000","calle 25 # 12-103","2305997
2307422","76","Valle","834","Tuluá","gerencia@coopsigloxx.coop","www.coopsigloxx.coop","Inscrita"
"800020684","Cooperativa de Ahorro y crédito Nacional","COFINAL LTDA","1999-11-30T00:00:00.000","Carrera 29 # 18 - 41","7336300","52","Nariño","1","Pasto","servicioalasociado@cofinal.com.co","www.cofinal.com.co","Inscrita"
"890901177","Coofinep Cooperativa Financiera","COOFINEP","1999-12-06T00:00:00.000","Calle 49 # 50-21 piso 30","3697323","5","Antioquia","1","Medellín","coofinep@coofinep.com","www.coofinep.com","Inscrita"
"890303400","COOPERATIVA DE AHORRO Y CRÉDITO BERLIN","INVERCOOB","1999-12-13T00:00:00.000","Calle 34 # 1-51","4441820 ext.130 3103884046","76","Valle","1","Cali","director.administrativo@invercoob.com","www.invercoob.com","Inscrita"
"890910254","Cooperativa de Ahorro y Crédito de Entrerrios","COOPECRÉDITO ENTRERRIOS","1999-12-16T00:00:00.000","Calle Nariño Calle 10 # 12 - 07","8670145","5","Antioquia","264","Entrerrios","coopecredito@coopecredito.com.co;","www.coopecredito.com.co","Inscrita"
"891100673","Cooperativa Latinoamericana de Ahorro y Crédito  Utrahuilca","UTRAHUILCA","1999-12-21T00:00:00.000","Carrera  6 # 5-37","8728181
8728182
8711438
 8713541
018000930105","41","Huila","1","Neiva","jhparra@utrahuilca.com","www.utrahuilca.com","Inscrita"
"860007327","Cooperativa de Ahorro y crédito  Fincomercio Ltda","FINCOMERCIO","1999-12-23T00:00:00.000","Av. Calle 80 # 28a- 05","3811820 - 2817777-3078330","11","Bogotá","1","Bogotá D.C.","fincomercio@fincomercio.com","www.fincomercio.com","Inscrita"
"890300635","COOPERATIVA DE AHORRO Y crédito COOMPARTIR","No Registra","2000-01-24T00:00:00.000","Calle 9 # 9 - 34","8819124 8807891 8807695","76","Valle","1","Cali","gerencia@cooperativacoompartir.com","www.cooperativacoompartir.com","Inscrita"
"890909246","Cooperativa Belén Ahorro y Crédito","COBELEN","2000-02-28T00:00:00.000","Calle 30A # 77 - 60","3455100","5","Antioquia","1","Medellín","jaime.varela@cobelen.com","www.cobelen.com","Inscrita"
"860514823","Cooperativa para el Bienestar Social","COOPEBIS","2000-04-03T00:00:00.000","Carrera 31A # 25A - 17 Barrio Gran America","3289099 Ext. 1301- 3134991506","11","Bogotá","1","Bogotá D.C.","gerencia@coopebis.com","www.coopebis.com","Inscrita"
"860520547","Cooperativa Multiactiva de Aviación Civil Colombiana","COOPEDAC","2000-04-03T00:00:00.000","Avenida Calle 26 # 100 - 45 Edificio CIMPEX Oficina 202","3793490 ext. 100 4139887","11","Bogotá","1","Bogotá D.C.","atencion@coopedac.com","www.coopedac.com","Inscrita"
"890905085","Cooperativa Nacional de trabajadores","COOPETRABAN","2000-04-03T00:00:00.000","Calle 25 A  # 43B - 115","2318065 2318955  018000946522","5","Antioquia","1","Medellín","contactenos@coopetraban.com.co","www.coopetraban.com.co","Inscrita"
"815000377","Cooperativa de Ahorro y crédito Manuelita","MANUELITACOOP","2000-04-03T00:00:00.000","Calle 42 # 39 - 68 Centro Comercial Unicentro Palmira Local 122","2868719
3175723901
3187077340
3173000285","76","Valle","520","Palmira","gerencia@manuelitacoop.coop","www.manuelitacoop.coop","Inscrita"
"890002377","COOPERATIVA  NACIONAL  DE AHORRO Y CRÉDITO AVANZA","No Registra","2000-04-03T00:00:00.000","Carrera 13 # 15N - 59","7412880","63","Quindio","1","Armenia","gerencia@avanza.coop","www.avanza.coop","Inscrita"
"890201854","Cooperativa de Ahorro y crédito de Trabajadores Activos y jubilados de Ecopetrol S.A.","COPACRÉDITO","2000-04-03T00:00:00.000","Calle 49 # 15 - 49 Piso 2 Ofc. 2015","6007050
3009124177","68","Santander","81","Barrancabermeja","gerencia@copacredito.com","www.copacredito.com","Inscrita"
"891300716","Cooperativa  de Ahorro y crédito Cootraipi","COOTRAIPI","2000-05-09T00:00:00.000","Carrera 5 # 4A-04","2531154 2530566 2531548 2531496 2530853    3136514345 3136517530 3136517533","76","Valle","318","San Juan Bautista de Guacari","gerencia@cootraipi.com","www.cootraipi.com","Inscrita"
"860077746","COOINDEGABO Cooperativa  Especializada de Ahorro y Crédito","COOINDEGABO","2000-05-17T00:00:00.000","Calle 25G # 85B-05 Santa Cecilia Modelia","7426104- 7121046","11","Bogotá","1","Bogotá D.C.","gerencia.general@cooindegabo.com.co","www.cooindegabo.com","Inscrita"
