"departamento_prestacion","municipio_prestacion","servicio","estado","nombre","departamento_domicilio","municipio_domicilio","direccion","telefono","email","tipo_inscripcion","representante_legal","tipo_prestador","clasificacion"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","EMPRESA COMUNITARIA ASOCIACION DE SUSCRITORES DE ACUEDUCTO Y ALCANTARILLADO DEL CORREGIMIENTO DE FELIDIA EMPRESA DE SERVICIO PUBLICO","VALLE DEL CAUCA","CALI","FELIDIA CASETA COMUNAL","5223022","ximena6928@hotmail.com","Registro por la ESP","ALEJANDRO GOMEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","JUNTA DE ACCION COMUNAL DE PARCELACION CAÑASGORDAS","VALLE DEL CAUCA","CALI","CARRERA 122 CALLES 12 Y 13","5552546","hamiltonsalazar@yahoo.com","Registro por la ESP","ALBERTO JOSE CASTRO ZAWADZKI","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","EMPRESA ADMINISTRADORA DE SERVICIOS PUBLICOS ACUEDUCTO Y ALCANTARILLADO GOLONDRINAS","VALLE DEL CAUCA","CALI","CORREGIMIENTO GOLONDRINAS","8888499","esaag_1997@yahoo.es","Registro por la ESP","DERNEY GIRALDO QUINTERO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P","VALLE DEL CAUCA","CALI","Avenida 2 N  #10 - 65 Cam Torre Emcali","8993095","alpantoja@emcali.com.co","Registro por la ESP","JUAN DIEGO FLOREZ GONZALEZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","JUNTA DE ACCION COMUNAL DE PARCELACION EL RETIRO","VALLE DEL CAUCA","CALI","CARRERA 122 CALLES 12 Y 13","4890925","hamiltonsalazar@yahoo.com","Registro por la ESP","GABRIEL ANGEL GALLEGO ROMERO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","ASOCIACION COMUNITARIA PRESTADORA DE SERVICIOS ACUEDUCTO Y ALCANTARILLADO CAMPOALEGRE","VALLE DEL CAUCA","CALI","CALLE 9 OESTE  N° 36A -17","8888752","acopscampoalegre@hotmail.com","Registro por la ESP","MARIA DUFAY GARCIA  ALVAREZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE ACUEDUCTO Y ALCANTARILLADO DE LA LOCALIDAD DE LA VORAGINE","VALLE DEL CAUCA","CALI","PUESTO DE SALUD","5550954","ASOVORAGINE97@HOTMAIL.COM","Registro por la ESP","JAVIER RUIZ HIGUITA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EL CABUYO DE LA VEREDA LA FONDA","VALLE DEL CAUCA","CALI","VEREDA LA FONDA ESTADERO DOÑA FRANCIA","3712238","octaviobrinez@gmail.com","Registro por la ESP","YANITH GUZMAN SALGUERO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","EMPRESA COMUNITARIA ASOCIACION DE USUARIOS Y / O  SUSCRIPTORES DE ACUEDUCTO Y ALCANTARILLADO RURAL DE LA VEREDA LAS PALMAS CORREGIMIENTO LA CASTILLA","VALLE DEL CAUCA","CALI","Vía Montebello desvío puente blanco Las Palmas casa 401","8888419","ecausaesp@gmail.com","Registro por la ESP","ROSALBA HERNANDEZ RODRIGUEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","ACUEDUCTO Y ALCANTARILLADO DE LA BUITRERA CALI","VALLE DEL CAUCA","CALI","Km3 vereda El Plan al lado estación de policía","3259917","asad2.acuabuitrera@gmail.com","Registro por la ESP","CLAUDIA CONSTANZA VILLAMARIN VALENCIA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
