"numero_atencion","servicio","funcionario_preliminar","funcionario_atendio","fecha_inicio","dia_inicio","mes_inicio","ano_inicio","fecha_fin","fecha_estado","dia_fin","mes_fin","ano_fin","descripcion","edad","sexo","tema","sub_tema","sede","pais","tipo_identificacion","tipo_atencion","preferencial","area"
"858935997","REGISTRO VICTIMA CONFLICTO ARMADO","LLICELY  SILVA BORJA","LLICELY  SILVA BORJA","2019-02-21T22:21:17.000","21","2","2019","2019-02-21T23:52:51.000","2019-02-21T23:52:51.000","21","2","2019","Ninguna","5","Femenino","DERECHOS HUMANOS","DESPLAZAMIENTO FORZADO","UPDH","Colombia","Cédula de Ciudadanía","NO GENERAR TURNOS","0","UGPDH - UNIDAD PERMANENTE"
"858936002","ASESORIA","OLGA LUCIA PANIAGUA ALVAREZ","OLGA LUCIA PANIAGUA ALVAREZ","2019-02-22T06:52:08.000","22","2","2019",,"2019-02-22T06:52:08.000",,,,"Ninguna","30","Femenino","SALUD","OTROS","PERSONERIA DE MEDELLIN","Colombia","Cédula de Ciudadanía","ASESORIA PRELIMINAR","0","UGPDH - ATENCION AL PUBLICO"
"858937357","ASESORIA","MARIA JOSE OCAMPO BEDOYA","LEIDY TATIANA RIOS MONDRAGON","2019-02-27T12:49:29.000","27","2","2019","2019-02-28T14:21:27.000","2019-04-04T20:32:28.000","28","2","2019","Ninguna","60","Femenino","SALUD","OTROS","UPDH","Colombia","Cédula de Ciudadanía","POR TURNO","0","UGPDH - UNIDAD PERMANENTE"
"859002951","ASESORIA","Gloria Patricia Alvarez Cano","PAOLA ANDREA DIAZ MUÑOZ","2019-12-06T12:47:23.000","6","12","2019","2019-12-06T12:57:18.000","2019-12-06T12:57:18.000","6","12","2019","Ninguna","74","Masculino","SALUD","NO MEDICAMENTOS","PERSONERIA DE MEDELLIN","Colombia","Cédula de Ciudadanía","POR TURNO","1","UGPDH - ATENCION AL PUBLICO"
"858984124","REGISTRO VICTIMA CONFLICTO ARMADO","DIANA MILENA PEREZ VALENCIA","DIANA MILENA PEREZ VALENCIA","2019-09-10T21:11:57.000","10","9","2019","2019-09-10T21:43:24.000","2019-09-10T21:43:24.000","10","9","2019","Ninguna","32","Masculino","DERECHOS HUMANOS","DERECHOS HUMANOS","UPDH","Colombia","Cédula de Ciudadanía","POR TURNO","0","UGPDH - UNIDAD PERMANENTE"
"858933161","ASESORIA","GILDARDO DE JESUS ORREGO RESTREPO","GILDARDO DE JESUS ORREGO RESTREPO","2019-02-09T09:07:18.000","9","2","2019","2019-02-09T09:16:30.000","2019-02-09T09:16:30.000","9","2","2019",,"21","Femenino","SEGURIDAD SOCIAL","SEGURIDAD SOCIAL","UPDH","Colombia","Cédula de Ciudadanía","NO GENERAR TURNOS","0","UGPDH - UNIDAD PERMANENTE"
"858984125","VERIFICACION DERECHOS HUMANOS","JOHNNY ALEX MONTOYA MONTOYA","JOHNNY ALEX MONTOYA MONTOYA","2019-09-10T21:18:51.000","10","9","2019","2019-09-10T21:25:42.000","2019-09-10T21:25:42.000","10","9","2019","Ninguna","0","Masculino","VERIFICACION DERECHOS HUMANOS","RECORRIDOS DE CIUDAD","UPDH","Colombia","Nit","NO GENERAR TURNOS","0","UGPDH - UNIDAD PERMANENTE"
"858933164","ASESORIA","TOMAS MAURICIO GRISALES RUIZ","TOMAS MAURICIO GRISALES RUIZ","2019-02-09T10:09:16.000","9","2","2019","2019-02-09T10:21:32.000","2019-02-09T10:21:32.000","9","2","2019","Ninguna","21","Femenino","DERECHOS HUMANOS","DESPLAZAMIENTO FORZADO","UPDH","Colombia","Cédula de Ciudadanía","NO GENERAR TURNOS","0","UGPDH - UNIDAD PERMANENTE"
"858937762","ASESORIA","CAROLINA INES SERRANO TEJADA","LEIDY TATIANA RIOS MONDRAGON","2019-02-28T18:04:41.000","28","2","2019","2019-03-01T14:37:12.000","2019-03-01T14:37:12.000","1","3","2019","Ninguna","41","Femenino","DERECHOS HUMANOS","DERECHOS HUMANOS","UPDH","Colombia","Cédula de Ciudadanía","POR TURNO","0","UGPDH - UNIDAD PERMANENTE"
"858928630","DERECHO DE PETICION","BLEIDY MARIA MUNERA GUTIERREZ","BLEIDY MARIA MUNERA GUTIERREZ","2019-01-22T20:32:07.000","22","1","2019","2019-01-22T20:36:39.000","2019-01-22T20:36:39.000","22","1","2019","Ninguna","46","Femenino","EDUCACION INVESTIGACION","CUPO ESCOLAR","UPDH","Colombia","Cédula de Ciudadanía","NO GENERAR TURNOS","0","UGPDH - UNIDAD PERMANENTE"
"858933162","ASESORIA","GILDARDO DE JESUS ORREGO RESTREPO","GILDARDO DE JESUS ORREGO RESTREPO","2019-02-09T09:36:25.000","9","2","2019","2019-02-09T09:44:38.000","2019-02-09T09:44:38.000","9","2","2019","Ninguna","41","Femenino","DERECHOS HUMANOS","DESPLAZAMIENTO FORZADO","UPDH","Colombia","Cédula de Ciudadanía","NO GENERAR TURNOS","0","UGPDH - UNIDAD PERMANENTE"
"858925357","ASESORIA","JUAN PABLO ECHAVARRIA ARANGO","XIOMARA  RIVERA AYALA","2019-01-04T06:16:28.000","4","1","2019","2019-01-04T06:30:27.000","2019-01-04T06:30:27.000","4","1","2019","Ninguna","66","Femenino","CARCELES","SALUD","UPDH","Colombia","Cédula de Ciudadanía","POR TURNO","0","UGPDH - UNIDAD PERMANENTE"
"858967167","ACCION DE TUTELA","YAITOR ALONSO PALACIO PIZA","YAITOR ALONSO PALACIO PIZA","2019-07-04T16:53:34.000","4","7","2019","2019-07-04T20:54:19.000","2019-07-04T20:54:19.000","4","7","2019","Ninguna","37","Femenino","CONSTITUCIONAL","CONSTITUCIONAL","UPDH","Colombia","Cédula de Ciudadanía","NO GENERAR TURNOS","0","UGPDH - UNIDAD PERMANENTE"
"858925360","ASESORIA","JOSE OCTAVIO ISAZA PELAEZ","JHON FABIO CASTRILLON LOPEZ","2019-01-04T07:05:18.000","4","1","2019","2019-01-04T07:18:38.000","2019-01-04T07:18:38.000","4","1","2019","Ninguna","39","Femenino","ADMINISTRATIVO","ADMINISTRATIVO","PERSONERIA DE MEDELLIN","Colombia","Cédula de Ciudadanía","POR TURNO","0","UGPDH - ATENCION AL PUBLICO"
"858933163","DERECHO DE PETICION","GILDARDO DE JESUS ORREGO RESTREPO","GILDARDO DE JESUS ORREGO RESTREPO","2019-02-09T10:02:20.000","9","2","2019","2019-02-09T11:00:16.000","2019-02-09T11:00:16.000","9","2","2019","Ninguna","3","Masculino","CONSTITUCIONAL","CONSTITUCIONAL","UPDH","Colombia","Cédula de Ciudadanía","NO GENERAR TURNOS","0","UGPDH - UNIDAD PERMANENTE"
"858937779","ASESORIA","LEIDY TATIANA RIOS MONDRAGON","LEIDY TATIANA RIOS MONDRAGON","2019-02-28T20:54:26.000","28","2","2019","2019-02-28T21:59:16.000","2019-02-28T21:59:16.000","28","2","2019","Ninguna","42","Femenino","DERECHOS HUMANOS","DERECHOS HUMANOS","UPDH","Colombia","Cédula de Ciudadanía","NO GENERAR TURNOS","0","UGPDH - UNIDAD PERMANENTE"
"858925494","ASESORIA","XIOMARA  RIVERA AYALA","XIOMARA  RIVERA AYALA","2019-01-05T06:22:09.000","5","1","2019","2019-01-05T06:31:10.000","2019-01-05T06:31:10.000","5","1","2019","Ninguna","60","Masculino","DERECHOS HUMANOS","DERECHOS HUMANOS","UPDH","Colombia","Cédula de Ciudadanía","NO GENERAR TURNOS","0","UGPDH - UNIDAD PERMANENTE"
"858925369","ASESORIA","JOSE OCTAVIO ISAZA PELAEZ","SANDRA YANETH MEJIA VELEZ","2019-01-04T08:10:16.000","4","1","2019","2019-01-04T08:24:29.000","2019-01-04T08:24:29.000","4","1","2019","Ninguna","5","Femenino","ADMINISTRATIVO","ADMINISTRATIVO","PERSONERIA DE MEDELLIN","Colombia","Cédula de Ciudadanía","POR TURNO","0","UGPDH - ATENCION AL PUBLICO"
