"departamento","municipio","codigo_habilitacion","nombre_prestador","nits_nit","razon_social","clpr_codigo","clpr_nombre","ese","direccion","telefono","fax","email","gerente","habilitado","dv","clase_persona","naju_codigo","naju_nombre","numero_sede_principal","fecha_corte_reps"
"Sucre","BUENAVISTA","7011000352","SERVI-HUMANOS IPS LIMITADA","806015387","SERVI-HUMANOS IPS LIMITADA","1","Instituciones - IPS","NO","CALLE 8 No. 7-60","3136481889 - 3106615421","2901167","servihumanosltda@gmail.com","EVELSY DAVILA MORENO","SI","4","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501191","ASSSALUD IPS","804011768","ASOCIACION DE PRESTADORES DE SERVICIOS Y SUMINISTROS DE SALUD ASSALUD","1","Instituciones - IPS","NO","calle 30 No 23 -18","2857233","0","assalud.corozal@gmail.com","FANY JAIMES MONSALVE","SI","1","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501790","CEMEGS IPS S.A.S","901104576","CEMEGS IPS S.A.S","1","Instituciones - IPS","N/A","CALLE 23 No 31-31","3216221618 - 3003689080","0","monikgine@hotmail.com","monica zenaida consuegra solano","SI","6","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501374","Centro Optico GMG sas","900487448","Centro Optico GMG sas","1","Instituciones - IPS","N/A","Kra 26 # 32 - 61","3205842498","0","centroopticogmg@gmail.com","GILMA ROSA FERNNADEZ PUENTES","SI","0","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501605","CLINICA SAN LUIS DE COROZAL S.A","900113613","CLINICA SAN LUIS DE COROZAL S.A","1","Instituciones - IPS","N/A","CL 26 No 25 -52","2858327","0","clinicasanluis.sa@gmail.com","JORGE LUIS MENDOZA BARRIOS","SI","5","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501581","FUNDACION IPS MEDISALUD","900703327","FUNDACION IPS MEDISALUD","1","Instituciones - IPS","N/A","CARRERA 28 No. 30-67","2859696","0","medisaludips@hotmail.com","ROY JAMER MARTINEZ BARRETO","SI","5","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021500755","FUNDACION MEDICO EDUCATIVA FUMED","900036685","FUNDACION MEDICO EDUCATIVA FUMED","1","Instituciones - IPS","NO","CARRERA 21 N° 32 - 75","2857536","2857298","fumedcorozal@hotmail.com","MARIA ERMELINA CHICA QUIÑONES","SI","5","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501211","Fundación para el Desarrollo Social y la Orientación a la Rehabilitación Integral FUNDESCOR","900235977","Fundación para el Desarrollo Social y la Orientación a la Rehabilitación Integral FUNDESCOR","1","Instituciones - IPS","N/A","Karrera 24 Nº 27-36 Barrio San José","2858149","0","fundescor@hotmail.com","PAOLA ROCIO SALGADO GAMARRA","SI","4","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501401","FUNDACION PARA EL DESARROLLO EQUIDAD Y LA SOSTENIBILIDAD FUNDES","800036327","FUNDACION PARA EL DESARROLLO EQUIDAD Y LA SOSTENIBILIDAD FUNDES","1","Instituciones - IPS","N/A","CALLE 32 No 21 - 74","3106103639","0","clinicafundes@hotmail.com","EDER SAMIR PÉREZ FUENTES","SI","0","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501465","Fundacion por un nuevo Despertar IPS","900581168","Fundacion por un nuevo Despertar IPS","1","Instituciones - IPS","N/A","Carrera 23# 29-15","3015090757","0","ipsfnd@hotmail.com","Abelardo Jose Perez Barona","SI","5","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501684","I.P.S LA DIVINA MISERICORDIA S.A.S.","900919030","IPS LA DIVINA MISERICORDIA S.A.S","1","Instituciones - IPS","N/A","CALLE 30 No. 35-128","3104944388- 3007974824","0","calidaddivinamisericordia@gmail.com","LILIANA PAOLA RAMIREZ NAVAS","SI","1","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501507","IPS CORAZON DE MARIA S.A.S","900642691","IPS CORAZON DE MARIA S.A.S","1","Instituciones - IPS","N/A","CARRERA 27 No. 27 - 36","3014467344","0","IPSCORAZONDEMARIA@HOTMAIL.COM","MARIA PAOLA CANCHILA CONTRERAS","SI","9","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501372","IPS COROZAL LTDA","900497022","IPS COROZAL LTDA","1","Instituciones - IPS","N/A","CALLE 32 No 22 -27","2714347","2714347","ipscorozal@hotmail.com","ROSARIO DEL CRISTO BARRIOS SALAS","SI","1","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501783","IPS IMAGENENES DE LA SABANA","901049005","IPS IMAGENENES DE LA SABANA","1","Instituciones - IPS","N/A","CALLE 27 No 27-02","2857668 - 3006568514","0","ipsimagenesdelasabana@gmail.com","JUAN CARLOS BENEDETTI ISAAC","SI","7","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021500726","IPS SALUD INTEGRAL DE SUCRE LTDA.","900017536","IPS SALUD INTEGRAL DE SUCRE LTDA.","1","Instituciones - IPS","NO","TRANSVERSAL 36 CALLE 38-61 BARRIO LAS FLORES","2857745 - 3104263235","2857745","ipssaludintegraldesucreltda@hotmail.com","NOHEMI CECIA SIERRA BUELVAS","SI","5","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501599","LABORATORIO CLINICO BIOHEALTH S.A.S","900793722","LABORATORIO CLINICO BIOHEALTH S.A.S","1","Instituciones - IPS","N/A","CL 28 # 28-63","2858075","0","labobiohealth@hotmail.com","Clara Ines Diaz Barrios","SI","6","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021500933","NEONATOLOGOS DE SUCRE LIMITADA","900056127","NEONATOLOGOS DE SUCRE LIMITADA","1","Instituciones - IPS","NO","CALLE 33 N 31 - 62 - Barrio:SAN JOSE","2842250","2842250","neonatologosdesucreltda@gmail.com","GUILERMO JOSE RUIZ VERGARA","SI","2","JURIDICO","1","Privada","2","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501333","NUEVA CLÍNICA COROZAL S.A.S","900460322","NUEVA CLÍNICA COROZAL S.A.S","1","Instituciones - IPS","N/A","Calle 28 No 27 - 14 Barrio San Francisco Esquina","2842419","0","nuevaclinicacorozal@hotmail.com","OSSIAN MIGUEL DIAZ VERGARA","SI","4","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021501611","PLENISALUD IPS S.A.S","900802251","PLENISALUD IPS S.A.S","1","Instituciones - IPS","N/A","CARRERA 27 No 27 - 36","SABANAS DE CALI","0","INGE2532@HOTMAIL.COM","OSCAR JAVIER RIOS GUEVARA","SI","9","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COROZAL","7021500393","UNIDAD DE CUIDADOS INTENSIVOS SOCIEDAD DE MEDICINA CRITICA S.A.S","823002504","UNIDAD DE CUIDADOS INTENSIVOS SOCIEDAD DE MEDICINA CRÍTICA S.A.S.","1","Instituciones - IPS","N/A","CALLE 26 No. 25-52","2858327","0","ucisomec@hotmail.com","JORGE LUIS MENDOZA BARRIOS","SI","5","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COVEÑAS","7022101640","CUPOSALUD I.P.S. S.A.S.","812003739","CUPOSALUD I.P.S. S.A.S.","1","Instituciones - IPS","N/A","CARRERA 5A No. 4 - 8 SECTOR CAMPANO LA PLAYA","2960010","0","gerencia.cuposalud@gmail.com","YIRA INES ODUVER POLO","SI","3","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","COVEÑAS","7022101794","SOCIEDAD PARA LA ATENCION MEDICA E IMAGENES DIAGNOSTICAS SAS ""SOMID SAS ""","900324225","SOCIEDAD PARA LA ATENCION MEDICA E IMAGENES DIAGNOSTICAS SAS ""SOMID SAS ""","1","Instituciones - IPS","N/A","cra 10 14 46","3102001020","0","somidsascosta@gmail.com","luis hernando molina restrepo","SI","6","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","GALERAS","7023500524","ASOCIACION MEDICA LA CONCEPCION EMPRESA ASOCIATIVA DE TRABAJO","823000985","ASOCIACION MEDICA LA CONCEPCION EMPRESA ASOCIATIVA DE TRABAJO","1","Instituciones - IPS","NO","CARRERA 12 No. 18-41","2893116","2893116","ipsasoconcepcion@hotmail.com","MANUEL RAMIRO ARRIETA BERNATE","SI","5","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","GALERAS","7023500938","IPS EL SEÑOR DE LOS MILAGROS LIMITADA","900069596","IPS EL SEÑOR DE LOS MILAGROS LIMITADA","1","Instituciones - IPS","NO","CR 9 Nº. 11 - 25","3126453367 - 3135826501 - 2893184","0","ipsesdlm@hotmail.com","ROCIRIS DEL CARMEN AGUAS ARRIETA","SI","1","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","GALERAS","7023501231","sociedad medica maria auxiliadora sas","900349607","sociedad medica maria auxiliadora sas","1","Instituciones - IPS","N/A","calle 11 Nº 35 - 25","2893086","0","maeshela@hotmail.com","maria esther herrera lara","SI","4","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","GUARANDA","7026500645","I.P.S. CLINICA GUARANDA SANA S.A.S.","823004881","I.P.S. CLINICA GUARANDA SANA S.A.S.","1","Instituciones - IPS","N/A","CR 10 No 06 - 15","2911064- 3128872951","2911064","direccionadclinicaguarandasana@hotmail.com","MARIA JOSEFA GALVAN CASTRO","SI","6","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","GUARANDA","7026501007","MARIA RUBIO CARDOZA E.U","900111155","MARIA RUBIO CARDOZA E.U","1","Instituciones - IPS","NO","KR 6 N° 5-24","3116687510 - (5) 2911169","2911169","mariarclab@hotmail.com","CINA YANETH CARDOZA ORDOÑEZ","SI","4","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","LA UNIÓN","7040001817","IPS LA ESPERANZA S.A.S.","901165878","IPS LA ESPERANZA S.A.S.","1","Instituciones - IPS","N/A","Calle 14 No 8 A - 76 Avenida Núñez","3215493719","0","ipslaesperanzasas@gmail.com","Plutarco Elias Agresott Herrera","SI","6","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
"Sucre","LOS PALMITOS","7041801366","DISTRIDROGAS IPS MELI SAS","900418304","DISTRIDROGAS IPS MELI SAS","1","Instituciones - IPS","N/A","carrera 11 # 7 - 181","3002516600","0","edwin.chavez@hotmail.com","EDWIN ALDRINS CHAVEZ CANABAL","SI","4","JURIDICO","1","Privada","1","Fecha corte REPS: May 7 2019 2:51PM"
