"a_o","secretaria","codigodepartamento","nombredepartamento","codigomunicipio","nombremunicipio","codigoestablecimiento","nombreestablecimiento","zona","direccion","telefono","codigo_etc","tipo_establecimiento","etnias","sector","genero","niveles","jornada","caracter","especialidad","grados","modelos_educativos","modelos","discapacidades","idiomas","numero_de_sedes","estado","prestador_de_servicio","propiedad_planta_fisica","resguardo","matricula_contratada","calendario","internado","estrato_socio_economico","correo_electronico"
"2016","PEREIRA","66","RISARALDA","66001","PEREIRA","266001001400","IE LA BELLA","RURAL","CORREG LA BELLA","3176402110","OCTAVIO MESA NOREÑA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE,FIN DE SEMANA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PREESCOLAR ESCOLARIZADO_,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,CAFAM",,,,"5",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"insti.educativalabella@gmail.com"
"2016","PEREIRA","66","RISARALDA","66001","PEREIRA","266001002244","IE GONZALO MEJIA ECHEVERRY","RURAL","VIA CORREG ALTAGRACIA","3146358724","PAOLA MERCEDES MOLINA MEJIA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,FIN DE SEMANA",,"AGROPECUARIO,ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,31,32,99","CAMINAR EN SECUNDARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,"7",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"urielgn@hotmail.com"
"2016","PEREIRA","66","RISARALDA","66001","PEREIRA","166001004641","IE MANOS UNIDAS","RURAL,URBANA","EL DANUBIO VILLA SANTANA","3103901132","MARIA CRISTINA MURILLO MEJIA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,31,32,99","CAMINAR EN SECUNDARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,"4",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,"ESTRATO 1","macrismuri@hotmail"
"2016","PEREIRA","66","RISARALDA","66001","PEREIRA","166001002495","IE GIMNASIO RISARALDA","URBANA","CL 16 3 21","315 5465496","SILVIA MARIA PESCADOR TEJADA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,"2",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"gr@gimnasiorisaralda.com"
"2016","PEREIRA","66","RISARALDA","66001","PEREIRA","166001003505","IE LUIS CARLOS GONZALEZ","URBANA","KR 23 82 103 BR CUBA","3147749627","ALBA LUCIA OSORIO OROZCO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,"MÚLTIPLE DISCAPACIDAD",,"1",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"luiscarlosgonzalez@pereiraeduca.gov.co"
"2016","PEREIRA","66","RISARALDA","66001","PEREIRA","366001005540","IE COMPARTIR LAS BRISAS","URBANA,RURAL","IND VILLA SANTANA BARRIO LAS BRISAS","3178184834","LUZ STELLA GOMEZ AVENDAÑO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,CAFAM",,,,"2",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"compartirpereira2015@gmail.com"
"2016","PEREIRA","66","RISARALDA","66001","PEREIRA","366001000670","FUND GIMN PEREIRA","URBANA","KR 13 3 E 99","3314458","PIEDAD ISAZA VALLEJO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"FUNDACION O CORPORACIONES","FUNDACION O CORPORACIONES","NO APLICA","NO","A",,,"admin@gimnasiopereira.edu.co"
"2016","PEREIRA","66","RISARALDA","66001","PEREIRA","166001006458","IE ESCUELA DE LA PALABRA","URBANA","KR 3 A 26 16","3104135559","GLORIA ESTELA VELEZ RAMIREZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,31,32,99","CAMINAR EN SECUNDARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,CAFAM",,"DI-COGNITIVO,LESIÓN NEUROMUSCULAR,SORDERA PROFUNDA,HIPOACUSIA O BAJA AUDICIÓN",,"3",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"gvel-@hotmail.com"
"2016","PEREIRA","66","RISARALDA","66001","PEREIRA","166001007314","I.E. DIEGO MAYA SALAZAR","URBANA","KR 34 32 C 35","3384054-3384100","SOL BEATRIZ PEÑA CANO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"OTRO","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"CONCESION","MUNICIPIO","NO APLICA","SI","A",,,"feyalegriasamaria@gmail.com"
"2016","PEREIRA","66","RISARALDA","66001","PEREIRA","166001000565","IE NUESTRA SEÑORA DE FATIMA","URBANA","KR 7 40 65","3002035140","TE DIANA CAROLINA VINASCO RENDON","INSTITUCION EDUCATIVA","NEGRITUDES",,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"COMERCIAL","-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"REGIMEN ESPECIAL","REGIMEN ESPECIAL","NO APLICA","NO","A",,,"nusefapereira@gmail.com"
