"id_norma","tematica_norma","fecha_expedici_n","descripci_n","url"
"Circular Interna No 007","Circulares","16 may. 2017","Se le informa a los funcionarios de la Contraloría General de Caldas y teniendo en cuenta los últimos acontecimientos relacionados con el ataque cibernético en relación con ransomwre WannaCry seguir las siguientes recomendaciones:","https://drive.google.com/open?id=0B2FG08TiuKtQMktYbG1uZjlVbUk"
"Circular Externa No 014","Circulares","20 abr. 2017","Certificar los ingresos ejecutados en la vigencia 2016","https://drive.google.com/open?id=0B2FG08TiuKtQSUJpYllRUlV0aEU"
"Circular Externa No 013","Circulares","30 mar. 2017","Horario de Trabajo dia 30 de marzo de 2017 por actividad de bienestar","https://drive.google.com/open?id=0B2FG08TiuKtQUm5NaWNvNU9rclU"
"Circular Externa No 011","Circulares","23 mar. 2017","Horario de Trabajo de los funcionarios para el día 23 de marzo de 2017 para facilitar el disfrute del partido de la seleccion Colombia,en familia dando prioridad al bienestar de cada uno","https://drive.google.com/open?id=0B2FG08TiuKtQN0RUMTcwcl84SGc"
"Circular Externa No 009","Circulares","7 mar. 2017","La Contraloría General de Caldas insta a las Entidades Territoriales a adelantar el proceso de depuración contable según lo determina el Artículo 355 de la Ley 1819 de 2016.","https://drive.google.com/open?id=0B2FG08TiuKtQV0F0N3g3Q0d1ZHM"
"Circular Externa No 007","Circulares","17 feb. 2017","Solicitud de información - Prestación del Servicio de Alumbrado Público","https://drive.google.com/open?id=0B2FG08TiuKtQYndtYUMtdW1PTzA"
"Circular Externa No 006","Circulares","17 feb. 2017","Ampliación plazo rendición de cuentas ambientales y aclaración con respecto al procedimiento de rendición de la vigencia 2016","https://drive.google.com/open?id=0B2FG08TiuKtQUm1Va3plT0FmVjg"
"Circular Externa No 004","Circulares","2 feb. 2017","La Contraloría General de Caldas solicita respetuosamente, remitir por escrito la aceptación como medio de notificación electrónica, en la cual deberán informar la dirección del correo electrónico del representante legal y otra más que se designe, para efectos de surtir el proceso de notificación de los informes de auditoría y demás actuaciones que se deriven del ejercicio auditor, realizado por esta entidad, garantizando así, el derecho de defensa y de contradicción como nociones integrantes del debido proceso.","https://drive.google.com/open?id=0B2FG08TiuKtQOTFkOHQxM09FTzg"
"Resolución No 0032","Resoluciones","30 ene. 2017","Por la cual se reglamenta el sistema electrónico de rendición de cuentas ""SIA"" y los métodos y la forma de rendición de la cuenta para todas las entidades que son sujetos de control de la Contraloria General de Caldas","https://drive.google.com/open?id=0B2FG08TiuKtQVFRBa29YbTF6NjA"
"Resolución No 508","Resoluciones","30 dic. 2016","Por medio de la cual se aprueba el plan de acción de la Contraloría General de Caldas para la vigencia 2017 y se modifica la resolución No 0172 del 22 de abril de 2016 P.E","https://drive.google.com/open?id=0B2FG08TiuKtQM2tlTXdpakFDd0k"
"Resolución No 500","Resoluciones","30 dic. 2016","Por medio de la cual se adopta el plan general de auditoria de la Contraloria General de Caldas para la vigencia dos mil diecisiete (2017)","https://drive.google.com/open?id=0B2FG08TiuKtQRkt1aHR6aHJNREk"
"Circular Externa 002","Circulares","6 ene. 2017","Creación de usuarios y entidades por daño del SIA Contralorias.","https://drive.google.com/open?id=0B2FG08TiuKtQYVZ1VEVXOXBBd0k"
"Circular Externa 001","Circulares","3 ene. 2017","Daño en el sistema de información SIA Contralorias para rendición de cuentas.
","https://drive.google.com/open?id=0B2FG08TiuKtQU2lHWEQwbXdLbm8"
"Resolución No 0466","Resoluciones","2 dic. 2016","Por medio de la cual se ajusta el plan general de auditorias de la Contraloría General de Caldas para el año 2016, modificandose la resolución 0374 de septiembre 13 de 2016
","https://drive.google.com/open?id=0B2FG08TiuKtQdDNOYXpBYThYemM"
"Resolución No 0457","Resoluciones","25 nov. 2016","Por medio de la cual se deroga la resolución número 0362 del 6 de agosto de 2013 y la resolución 0130 del 26 de marzo de 2014 y se reglamenta el procedimiento de la rendición contractual a través del SIA Observa","https://drive.google.com/open?id=0B2FG08TiuKtQdDJHT1IwODk5RWs"
"Resolución No 0452","Resoluciones","17 nov. 2016","Por medio del cual se reglamenta la audiencia pública de rendición de cuentas de la Contraloria General de Caldas","https://drive.google.com/open?id=0B2FG08TiuKtQV1ZTRk1CUURfMWM"
