"codigo","nombre","categoria","tecnologia","estado","departamento","municipio","ubicaci_n","altitud","fecha_instalacion","fecha_suspension","area_operativa","corriente","area_hidrografica","zona_hidrografica","subzona_hidrografica","entidad"
"52057100","RUMICHACA - AUT [52057100]","Limnigráfica","Automática con Telemetría","Activa","Nariño","Ipiales","(0.81378611, -77.66197778)","2582","2016-11-15",,"Area Operativa 07 - Nariño-Putumayo","Guaitara","Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52055170","LA JOSEFINA - AUT [52055170]","Climática Principal","Automática con Telemetría","Activa","Nariño","Contadero","(0.93030556, -77.49119444)","2450","2005-12-10",,"Area Operativa 07 - Nariño-Putumayo","Guaitara","Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52055220","EL PARAISO - AUT [52055220]","Climática Principal","Automática con Telemetría","Activa","Nariño","Túquerres","(1.07061111, -77.63688889)","3120","2004-03-01",,"Area Operativa 07 - Nariño-Putumayo","Guaitara","Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"44015070","EL PEPINO - AUT [44015070]","Climática Principal","Automática con Telemetría","Activa","Putumayo","Mocoa","(1.08288889, -76.66711111)","760","2005-11-11",,"Area Operativa 07 - Nariño-Putumayo","Guaitara","Amazonas","Caquetá","Alto Caqueta","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"48015040","PUERTO NARINO - AUT [48015040]","Climática Principal","Automática con Telemetría","Activa","Amazonas","Puerto Nariño","(-3.78030556, -70.36263889)","158","2005-07-19",,"Area Operativa 11 - Cundinamarca-Amazonas-San Andrés","Amazonas","Amazonas","Amazonas - Directos","Directos Río Amazonas (mi)","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"44135020","CAHUINARI - AUT [44135020]","Climática Principal","Automática con Telemetría","Suspendida","Amazonas","Santander (Araracuara)","(-1.35166667, -70.80375)","118","2006-02-04","2011-08-04","Area Operativa 04 - Huila-Caquetá","Amazonas","Amazonas","Caquetá","Río Caqueta Bajo","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"44135030","CHIRIBIQUETE - AUT [44135030]","Climática Principal","Automática con Telemetría","Suspendida","Caquetá","Solano","(-0.07416667, -72.45138889)","256","2006-02-04","2011-07-29","Area Operativa 04 - Huila-Caquetá","Amazonas","Amazonas","Yarí","Río Mesay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52055150","CERRO PARAMO  - AUT [52055150]","Climática Principal","Automática con Telemetría","Activa","Nariño","Puerres","(0.84311111, -77.38880556)","3585","2005-12-08 19:00",,"Area Operativa 07 - Nariño-Putumayo","0","Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"44037040","EL ROSARIO - AUT [44037040]","Limnigráfica","Automática con Telemetría","Activa","Caquetá","Florencia (Caquetá)","(1.72525, -75.66638889)","600","1964-08-15",,"Area Operativa 04 - Huila-Caquetá","CarañO","Amazonas","Caquetá","Río Orteguaza","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52077020","LOS NORTES - AUT [52077020]","Limnigráfica","Automática con Telemetría","Activa","Nariño","Cumbitara","(1.74111111, -77.53111111)","340","1984-09-15",,"Area Operativa 07 - Nariño-Putumayo","Patia","Pacifico","Patía","Río Patia Medio","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"51039010","TUMACO - AUT [51039010]","Mareográfica","Automática con Telemetría","Activa","Nariño","Tumaco","(1.81930556, -78.73027778)","0","1951-09-15",,"Area Operativa 07 - Nariño-Putumayo","Pacifico","Pacifico","Mira","Río Rosario","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"21017050","PITALITO 2 - AUT [21017050]","Limnigráfica","Automática con Telemetría","Activa","Huila","Pitalito","(1.84883333, -76.05244444)","1250","1972-05-15",,"Area Operativa 04 - Huila-Caquetá","Guarapas","Magdalena Cauca","Alto Magdalena","Alto Magdalena","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"51025060","BIOTOPO - AUT [51025060]","Climática Principal","Automática con Telemetría","Activa","Nariño","Barbacoas","(1.40863889, -78.28161111)","512","2005-12-12",,"Area Operativa 07 - Nariño-Putumayo","Guarapas","Pacifico","Mira","Río Mira","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"51025090","GRANJA EL MIRA - - AUT [51025090]","Climática Principal","Automática con Telemetría","Activa","Nariño","Tumaco","(1.55019444, -78.69558333)","16","2016-08-01",,"Area Operativa 07 - Nariño-Putumayo","0","Pacifico","Mira","Río Mira","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52077010","PUENTE PUSMEO - AUT [52077010]","Limnigráfica","Automática con Telemetría","Activa","Nariño","Cumbitara","(1.62405556, -77.47891667)","380","1965-09-15",,"Area Operativa 07 - Nariño-Putumayo","Patia","Pacifico","Patía","Río Patia Medio","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"51027060","SAN JUAN MIRA - AUT [51027060]","Limnigráfica","Automática con Telemetría","Activa","Nariño","Tumaco","(1.42388889, -78.67027778)","2","1980-12-15",,"Area Operativa 07 - Nariño-Putumayo","Mira","Pacifico","Mira","Río Mira","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"44037060","FLORENCIA-HACHA [44037060]","Limnigráfica","Automática con Telemetría","Activa","Caquetá","Florencia (Caquetá)","(1.62116667, -75.61922222)","270","1971-02-15",,"Area Operativa 04 - Huila-Caquetá","Hacha","Amazonas","Caquetá","Río Orteguaza","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"51020011","Piedrancha - - AUT [51020011]","Pluviográfica","Automática con Telemetría","Activa","Nariño","Mallama (Piedrancha)","(1.14152778, -77.92897222)","1830","2016-07-01",,"Area Operativa 07 - Nariño-Putumayo","Hacha","Pacifico","Mira","Río Mira","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"44015060","ACUEDUCTO MOCOA - AUT [44015060]","Climática Principal","Automática con Telemetría","Activa","Putumayo","Mocoa","(1.15733333, -76.65183333)","650","2006-03-29",,"Area Operativa 07 - Nariño-Putumayo","Hacha","Amazonas","Caquetá","Alto Caqueta","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52055210","BOTANA - AUT [52055210]","Climática Principal","Automática con Telemetría","Activa","Nariño","Pasto","(1.16, -77.27880556)","2820","2004-03-01",,"Area Operativa 07 - Nariño-Putumayo","Hacha","Pacifico","Patía","Río Juananbú","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"51025070","RICAURTE - AUT [51025070]","Climática Principal","Automática con Telemetría","Suspendida","Nariño","Ricaurte (Nariño)","(1.21533333, -77.99691667)","1210","2005-12-15","2006-08-25","Area Operativa 07 - Nariño-Putumayo","Hacha","Pacifico","Mira","Río Mira","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26015030","PNN PURACE - AUT [26015030]","Climática Principal","Automática con Telemetría","Activa","Cauca","Puracé (Coconuco)","(2.35684889, -76.40354389)","368","2007-09-26",,"Area Operativa 09 - Cauca-Valle-Caldas","Vaupes","Magdalena Cauca","Cauca","Alto Río Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52035040","VIENTO LIBRE - AUT [52035040]","Climática Ordinaria","Automática con Telemetría","Activa","Nariño","Taminango","(1.62, -77.34)","1400","2004-03-01",,"Area Operativa 07 - Nariño-Putumayo","0","Pacifico","Patía","Río Patia Alto","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26015010","EL TABLAZO - AUT [26015010]","Climática Principal","Automática con Telemetría","Activa","Cauca","Popayán","(2.47483306, -76.58129361)","1837","2005-06-28",,"Area Operativa 09 - Cauca-Valle-Caldas","Vaupes","Magdalena Cauca","Cauca","Alto Río Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"21017020","SAN AGUSTIN - AUT [21017020]","Limnigráfica","Convencional","Activa","Huila","San Agustín","(1.87027778, -76.23161111)","1233","1971-04-15",,"Area Operativa 04 - Huila-Caquetá","Sombrerillos","Magdalena Cauca","Alto Magdalena","Alto Magdalena","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"21015050","PURACE  - AUT [21015050]","Climática Principal","Automática con Telemetría","Activa","Huila","San Agustín","(1.92591667, -76.42755556)","1900","2005-07-17",,"Area Operativa 04 - Huila-Caquetá","Sombrerillos","Magdalena Cauca","Alto Magdalena","Alto Magdalena","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"21015040","LA PRIMAVERA - AUT [21015040]","Climática Principal","Automática con Telemetría","Activa","Huila","Saladoblanco","(2.02158333, -76.11433333)","1919","2005-07-28",,"Area Operativa 04 - Huila-Caquetá","Sombrerillos","Magdalena Cauca","Alto Magdalena","Ríos Directos al Magdalena (mi)","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52015050","BALBOA - AUT [52015050]","Climática Principal","Automática con Telemetría","Activa","Cauca","Balboa (Cauca)","(2.03277778, -77.22166667)","1700","2005-09-27",,"Area Operativa 07 - Nariño-Putumayo","Suaza","Pacifico","Patía","Río Patia Alto","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52025090","LA SIERRA - AUT [52025090]","Climática Principal","Automática con Telemetría","Activa","Cauca","La Sierra","(2.19383333, -76.75033333)","1870","2005-09-23",,"Area Operativa 07 - Nariño-Putumayo","Suaza","Pacifico","Patía","Río Guachicono","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"21015060","MARENGO  - AUT [21015060]","Agrometeorológica","Automática con Telemetría","Activa","Huila","Pitalito","(2.22111111, -76.11888889)","1550","2005-07-23",,"Area Operativa 04 - Huila-Caquetá","Suaza","Magdalena Cauca","Alto Magdalena","Río Páez","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"46015030","SAN VICENTE DEL CAGUAN  - AUT [46015030]","Climática Principal","Automática con Telemetría","Activa","Caquetá","San Vicente Del Caguán","(2.063, -74.76269444)","300","2008-09-29 19:00",,"Area Operativa 04 - Huila-Caquetá","0","Amazonas","Caguán","Río Caguan Alto","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"21047010","PUENTE BALSEADERO [21047010]","Limnigráfica","Automática con Telemetría","Suspendida","Huila","Agrado","(2.23236111, -75.64855556)","688","1971-09-05","2018-06-14 14:52","Area Operativa 04 - Huila-Caquetá","Magdalena","Magdalena Cauca","Alto Magdalena","Ríos Directos al Magdalena (mi)","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53075020","EL DIVISO - AUT [53075020]","Climática Principal","Automática con Telemetría","Activa","Cauca","Argelia (Cauca)","(2.31141667, -77.25877778)","1750","2005-09-29",,"Area Operativa 07 - Nariño-Putumayo","Magdalena","Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26035090","LA LAGUNA DE CAJIBIO [26035090]","Climática Principal","Automática con Telemetría","Suspendida","Cauca","Cajibío","(2.699175, -76.59544444)","1872","2004-10-04","2016-01-06","Area Operativa 09 - Cauca-Valle-Caldas","Magdalena","Magdalena Cauca","Cauca","Río Piendamo","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"21057100","TALAGA TOEZ - AUT [21057100]","Limnigráfica","Automática con Telemetría","Suspendida","Cauca","Páez (Belalcázar)","(2.70555556, -76.02219444)","1900","1991-09-01","2007-04-26","Area Operativa 04 - Huila-Caquetá","Paez","Magdalena Cauca","Alto Magdalena","Río Páez","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52045080","UNIVERSIDAD DE NARINO  - AUT [52045080]","Climática Ordinaria","Automática con Telemetría","Activa","Nariño","Pasto","(1.23, -77.28)","2626","2004-04-13",,"Area Operativa 07 - Nariño-Putumayo","0","Pacifico","Patía","Río Juananbú","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"21115170","LA PLATA - AUT [21115170]","Climática Principal","Automática con Telemetría","Activa","Huila","Neiva","(2.75913889, -75.07455556)","2101","2005-07-20",,"Area Operativa 04 - Huila-Caquetá","Paez","Magdalena Cauca","Alto Magdalena","Rio Fortalecillas y otros","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"21097070","PUENTE SANTANDER [21097070]","Limnigráfica","Automática con Telemetría","Activa","Huila","Neiva","(2.94261111, -75.30852778)","431","1960-09-15",,"Area Operativa 04 - Huila-Caquetá","Magdalena","Magdalena Cauca","Alto Magdalena","Rio Fortalecillas y otros","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"57025020","GORGONA GUAPI [57025020]","Climática Principal","Automática con Telemetría","Activa","Cauca","Guapi","(2.96294444, -78.17436111)","10","2005-09-18",,"Area Operativa 07 - Nariño-Putumayo","Magdalena","Orinoco","Guaviare","Medio Guaviare","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"22025040","EL DIABLO - AUT [22025040]","Climática Principal","Automática con Telemetría","Activa","Cauca","Páez (Belalcázar)","(2.97772222, -76.06383333)","495","2005-05-31",,"Area Operativa 09 - Cauca-Valle-Caldas","Quebrada Don Abad","Magdalena Cauca","Alto Magdalena","Río Páez","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53077010","ANGOSTURA RIO MICAY [53077010]","Limnigráfica","Automática con Telemetría","Activa","Cauca","López","(2.80122222, -77.24102778)","120","1960-03-15",,"Area Operativa 07 - Nariño-Putumayo","Micay","Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
