"departamento_prestacion","municipio_prestacion","servicio","estado","nombre","departamento_domicilio","municipio_domicilio","direccion","telefono","email","tipo_inscripcion","representante_legal","tipo_prestador","clasificacion"
"SANTANDER","SABANA DE TORRES","ACUEDUCTO","OPERATIVA","EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO, ALCANTARILLADO Y SANEAMIENTO BASICO DE SABANA DE TORRES ESPUSATO E.S.P.","SANTANDER","SABANA DE TORRES","Calle 19 No 10-41 - Barrio Carvajal","6293282","aguaytierra.dag@gmail.com","Registro por la ESP","MIGUEL OMAR LEAL BOTELLO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"SANTANDER","SABANA DE TORRES","ALCANTARILLADO","OPERATIVA","EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO, ALCANTARILLADO Y SANEAMIENTO BASICO DE SABANA DE TORRES ESPUSATO E.S.P.","SANTANDER","SABANA DE TORRES","Calle 19 No 10-41 - Barrio Carvajal","6293282","aguaytierra.dag@gmail.com","Registro por la ESP","MIGUEL OMAR LEAL BOTELLO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"SANTANDER","SABANA DE TORRES","ASEO","OPERATIVA","EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO, ALCANTARILLADO Y SANEAMIENTO BASICO DE SABANA DE TORRES ESPUSATO E.S.P.","SANTANDER","SABANA DE TORRES","Calle 19 No 10-41 - Barrio Carvajal","6293282","aguaytierra.dag@gmail.com","Registro por la ESP","MIGUEL OMAR LEAL BOTELLO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"SANTANDER","SABANA DE TORRES","ASEO","OPERATIVA","ASEO URBANO S.A.S. E.S.P.","NORTE DE SANTANDER","CUCUTA","Av 4ª N° 8N-57 Zona Industrial","5784888","silvia-paola.fuentes@veolia.com","Registro por la ESP","OSCAR GARCIA POVEDA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"SANTANDER","SABANA DE TORRES","ASEO","OPERATIVA","ALBEDO SAS ESP",,,,,,"Registro por la ESP","SILVIA MARCELA DIAZ  GORDILLO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","HASTA 2500 SUSCRIPTORES"
"SANTANDER","SABANA DE TORRES","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE LA VEREDA ROSABLANCA - BIRMANIA Y PARCELACION LAS CRISTALINAS Y LA BAHIA","SANTANDER","SABANA DE TORRES","Escuela Rural de la vereda Rosablanca","6293357","acurosablanca.cristalina@gmail.com","Registro por la ESP","DEIBY FABIAN URIBE CARRASQUILLA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","SABANA DE TORRES","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE LA VEREDA SAN RAFAEL DE PAYOA","SANTANDER","SABANA DE TORRES","Vía Panamericana Km 12 Finca Buenos Aires","6293357","acueductopayoa@gmail.com","Registro por la ESP","ROBINSON LEON ORTIZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","SABANA DE TORRES","ASEO","OPERATIVA","CORPORACIÒN COLOMBIA RECICLA","SANTANDER","GIRON","Calle 2 # 3 - 193","0000000","corporacioncolombiarecicla@gmail.com","Registro por la ESP","LUZ DENNIS AYALA ROJAS","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"SANTANDER","SABANA DE TORRES","ASEO","OPERATIVA","ASOCIACION DE TRABAJADORES POR EL MEDIO AMBIENTE","SANTANDER","SABANA DE TORRES","CARRERA 12 # 15-24 L 01 BARRIO 20 DE JULIO","6293148","trabajadoresasotramarc@gmail.com","Registro por la ESP","JEISON FABIAN  RAMIREZ AYALA","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
"SANTANDER","SABANA DE TORRES","ASEO","OPERATIVA","CORPORACION COLOMBIA SI RECICLA","SANTANDER","SABANA DE TORRES","CARRERA 16 N 17-35","6293571","CSIRECICLA@GMAIL.COM","Registro por la ESP","MAUREN YALITZA ANGARITA FLOREZ","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
