"departamento_prestacion","municipio_prestacion","servicio","estado","nombre","departamento_domicilio","municipio_domicilio","direccion","telefono","email","tipo_inscripcion","representante_legal","tipo_prestador","clasificacion"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTÁ E.S.P","BOGOTA, D.C.","BOGOTA, D.C.","Av Calle 24 No 37 - 15","3447000","lortega@acueducto.com.co","Registro por la ESP","CRISTINA ARANGO OLAYA","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ALCANTARILLADO","OPERATIVA","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTÁ E.S.P","BOGOTA, D.C.","BOGOTA, D.C.","Av Calle 24 No 37 - 15","3447000","lortega@acueducto.com.co","Registro por la ESP","CRISTINA ARANGO OLAYA","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","ASOCIACION DE SERVICIOS PÚBLICOS COMUNITARIOS SAN ISIDRO I Y II SECTOR SAN LUIS Y LA SUREÑA  ESP","BOGOTA, D.C.","BOGOTA, D.C.","CALLE 95 A No 8-31 ESTE","5200713","acualcossec@hotmail.com","Registro por la ESP","MARISOL HERNANDEZ BUITRAGO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ALCANTARILLADO","OPERATIVA","ASOCIACION DE SERVICIOS PÚBLICOS COMUNITARIOS SAN ISIDRO I Y II SECTOR SAN LUIS Y LA SUREÑA  ESP","BOGOTA, D.C.","BOGOTA, D.C.","CALLE 95 A No 8-31 ESTE","5200713","acualcossec@hotmail.com","Registro por la ESP","MARISOL HERNANDEZ BUITRAGO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","COOPERATIVA DE SERVICIOS PUBLICOS DE ACUEDUCTO Y ALCANTARILLADO DE LA PARCELACION EL JARDIN LIMITADA","BOGOTA, D.C.","BOGOTA, D.C.","Calle 223 No. 54 - 21 Int 1","6762456","coopjardin@yahoo.com","Registro por la ESP","LUIS FELIPE DEL SANTO ANGEL DE VALDENEBRO BUENO","PRESTADORES FUERA DEL ART. 15 LSPD","HASTA 2500 SUSCRIPTORES"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","CIUDAD LIMPIA BOGOTÁ S.A. E.S.P.","BOGOTA, D.C.","BOGOTA, D.C.","Calle 59C Sur N.51-50","7300150","brodriguez@ciudadlimpia.com.co","Registro por la ESP","MAURICIO VELASCO VALLECILLA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACION COOPERATIVA DE RECICLADORES DE BOGOTA","BOGOTA, D.C.","BOGOTA, D.C.","CARRERA 34 No 9-46","9054997","arbesp@gmail.com","Registro por la ESP","NOHRA PADILLA HERRERA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","CONSASA SAS ESP","BOGOTA, D.C.","BOGOTA, D.C.","CARRERA 7 N 73 47 OFICINA 202 EDIF ION 73","2777983","JARPIGA@YAHOO.COM","Registro por la ESP","JAIME ARIEL PINILLA  GALINDO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","AQUAPOLIS SOCIEDAD ANONIMA E.S.P.","BOGOTA, D.C.","BOGOTA, D.C.","Av Cra 45  169 25  of 202 Centro Comercial Punto 169","2320402","aquapolis@yahoo.com","Registro por la ESP","PATRICIA PENA PADILLA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE AGUAS CALIENTES","BOGOTA, D.C.","BOGOTA, D.C.","Calle 92 Sur  Nº 18 F-20","2009420","aguaskalientes@hotmail.com","Registro por la ESP","FELIX OCTAVIO RODRIGUEZ  DE LA ROSA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","AGUAS KPITAL S.A. E.S.P.","BOGOTA, D.C.","BOGOTA, D.C.","KR. 11  93A-85 PISO 6","6511500","martha.paez@aguaskpital.com","Registro por la ESP","ALVARO ENRIQUE ARAUJO ACUÑA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAS DE 2500 SUSCRIPTORES"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","AGUAZUL BOGOTA S.A.  E.S.P.","BOGOTA, D.C.","BOGOTA, D.C.","CALLE 82 No. 19A 34","7470001","actualizar.cons@etb.net.co","Registro por la ESP","CARLOS ALBERTO GIRALDO LOPEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAS DE 2500 SUSCRIPTORES"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACION DE RECICLAJE RECICLATODO'S","BOGOTA, D.C.","BOGOTA, D.C.","Carrera 88d #75a sur 48","4184346","carlosgarayfederincol@yahoo.com","Registro por la ESP","CARLOS EDUARDO GARAY CAICEDO","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","LIMPIEZA METROPOLITANA S.A E.S.P.","BOGOTA, D.C.","BOGOTA, D.C.","CRA 62 19 - 04 INT. 4","4172300","juan.castilla@lime.cim.co","Registro por la ESP","OSCAR SEBASTIAN ALESSO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","CANCELACION","STL S.A.  E.S.P.","BOGOTA, D.C.","BOGOTA, D.C.","CLL 113 N.7- 45 TOB OF  911","6373090","lab2stl@gmail.com","Registro por la ESP","JAIME EDUARDO VELEZ RAMIREZ",,
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ECOCAPITAL INTERNACIONAL S.A  ESP","BOGOTA, D.C.","BOGOTA, D.C.","CALLE 14 C No. 123 52","4155637","CONTABILIDAD@ECOCAPITALINTERNACIONAL.COM","Registro por la ESP","CARLOS ALBERTO RUEDA BUENO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAS DE 2500 SUSCRIPTORES"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","SESPA SANTANDER S.A.  E.S.P.","SANTANDER","SOCORRO","CARRERA 14 No. 11 - 30","7273772","contadorasespa@outlook.com","Registro por la ESP","INGRITH YOHANA ORTIZ ARMIROLA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","LA ASOCIACION DE USUARIOS DE ACUEDUCTO DE LAS VEREDAS LA UNIÓN Y LOS ANDES PICOS DE BOCA GRANDE ASOPICOS DE  BOCAGRANDE ESP","BOGOTA, D.C.","BOGOTA, D.C.","CALLE 42  13 D 15 SUR","2397410","asopicos@gmail.com","Registro por la ESP","NELSON EDUARDO HERNANDEZ CRUZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","COOPERATIVA DE TRABAJO ASOCIADO DE RECICLADORES Y RECUPERADORES AMBIENTALES NUEVO AMBIENTE","BOGOTA, D.C.","BOGOTA, D.C.","calle 20 # 16-87","2844324","rosaura468@yahoo.es","Registro por la ESP","JOSELIN MURCIA","PRODUCTOR MARGINAL, INDEPENDIENTE O USO PARTICULAR","HASTA 2500 SUSCRIPTORES"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","PROACTIVA DE SERVICIOS INTEGRALES S.A.  E.S.P.","BOGOTA, D.C.","BOGOTA, D.C.","CRA 46 N 20C 34","3351800","beatrizaldanagarzon@hotmail.co","Registro por la ESP","MARIA FERNANDA MONTAÑA  GAITAN","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAS DE 2500 SUSCRIPTORES"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","AGUAS DE BOGOTA S.A. ESP","BOGOTA, D.C.","BOGOTA, D.C.","Carrera 21 N° 44 - 07","5553636","wilson.castellanos@aguasdebogota.com.co","Registro por la ESP","NESTOR ENRIQUE RODRIGUEZ BLANCO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS ACUEDUCTO AGUAS CLARAS VEREDA OLARTE","BOGOTA, D.C.","BOGOTA, D.C.","VEREDA OLARTE KM 3.5 USME","7660997","lopezpinzonlibardo@hotmail.com","Registro por la ESP","LIBARDO LOPEZ PINZON","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","COJARDIN SA ESP","BOGOTA, D.C.","BOGOTA, D.C.","Carrera 54 # 221-89","7441106","info@cojardinsa.com","Registro por la ESP","JUAN MANUEL DE VALDENEBRO CAMPO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ALCANTARILLADO","OPERATIVA","COJARDIN SA ESP","BOGOTA, D.C.","BOGOTA, D.C.","Carrera 54 # 221-89","7441106","info@cojardinsa.com","Registro por la ESP","JUAN MANUEL DE VALDENEBRO CAMPO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS HATO, SANTA BARBARA Y LAS MERCEDES","BOGOTA, D.C.","BOGOTA, D.C.","Carrera 28 Nº 40 -40 sur","6392052","acuavidaesp@gmail.com","Registro por la ESP","MARCO ANTONIO VANEGAS FORERO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS DE PASQUILLITA Y SANTA ROSA","BOGOTA, D.C.","BOGOTA, D.C.","VEREDA PASQUILLITA (CIUDAD BOLIVAR)","3009094","aacupasa@hotmail.com","Registro por la ESP","FLOR ALBA DIAZ CEPEDA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE ACUEDUCTO DE LA VEREDA MOCHUELO ALTO ASOPORQUERA ESP","BOGOTA, D.C.","BOGOTA, D.C.","Kilómetro 24 Vía Pasquilla Ciudad Bolivar Localidad 19","7391224","mariomoya76@yahoo.com","Registro por la ESP","MYRIAM YOLANDA PAEZ PEDRAZA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACIÓN SALITRE AMBIENTAL","BOGOTA, D.C.","BOGOTA, D.C.","CRA 24 No 1h-30","4835082","asambiental1@gmail.com","Registro por la ESP","CLAUDIA ELISA DEL PILAR PRADA TORRES","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","AGUAS KAPITAL BOGOTA S.A. E.S.P.","BOGOTA, D.C.","BOGOTA, D.C.","CR 11 93A 85","6511500","martha.paez@aguaskpital.com","Registro por la ESP","ALVARO ENRIQUE  ARAUJO  ACUÑA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAS DE 2500 SUSCRIPTORES"
