"a_o","secretaria","nombreestablecimiento","zona","direccion","telefono","codigo_etc","tipo_establecimiento","etnias","sector","genero","niveles","jornada","caracter","especialidad","grados","modelos_educativos","modelos","discapacidades","idiomas","numero_de_sedes","estado","prestador_de_servicio","propiedad_planta_fisica","resguardo","matricula_contratada","calendario","internado","estrato_socio_economico","correo_electronico"
"2016","BOGOTA","LIC LAS MERCEDES                                                                                    ","URBANA","CL 97 67 A 05","2239920","FANNY BARRETO GUTIERREZ","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","COMPLETA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"liceolosalcazares@hotmail.com  licmer@gmail.com"
"2016","BOGOTA","COL URAPANES                                                                                        ","URBANA","CL 9 SUR 4 54","3339566","PABLO HERNANDO SANTANA CORTES","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","COMPLETA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"colurapanes@hotmail.com"
"2016","BOGOTA","LIC BONANZA  SIGLO XXI                                                                              ","URBANA","DG 76 68 D 01","2522734","CLARA MARITZA SANCHEZ V","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","COMPLETA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,"LESIÓN NEUROMUSCULAR","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"liceobonanzas21@yahoo.com"
"2016","BOGOTA","LIC  PEDAG SANTA MATILDE                                                                            ","URBANA","KR 95 14 A 93","4519825","ALIRIO MARTIN CRUZ LAGUNA","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","COMPLETA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"liceosantamatildeschool@yahoo.com"
"2016","BOGOTA","COL INF COLOMBIANO                                                                                  ","URBANA","CL 86 B 99 62 IN 101","2281281 / 2272099                                 ","CARLOS MARIO AVENDAÑO ROJAS","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","COMPLETA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"infantilcolombiano@hotmail.com"
"2016","BOGOTA","LIC CASTILLA DE ORO                                                                                 ","URBANA","CL 20 SUR 63 15","2609183","NELLY JUDITH JOYA HERRERA","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","COMPLETA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"castilladeoro2008@hotmail.com"
"2016","BOGOTA","COL CLAUDIA JESUS                                                                                   ","URBANA","CL 84 90 15","2244071","ALBA NELLY GUERRON","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","MAÑANA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"coclajes@hotmail.com -- colegioclaudiajesus@hotmail.com"
"2016","BOGOTA","LIC SAN JORGE                                                                                       ","URBANA","CL 55 10 25","2482173 -- 2482898","CARLINA MORENO DE CORONADO","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","MAÑANA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"lsj48@hotmail.com -- fannyalmenarez@hotmail.com"
"2016","BOGOTA","COLEGIO NUESTRA SEÑORA DE LA FELICIDAD","URBANA","KR 85 8 A 36",,"LUIS NAVARRO ALVAREZ","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","ÚNICA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,
"2016","BOGOTA","GIMN LATINOAMERICANO                                                                                ","URBANA","CL 143 B 146 A 21","5374974","AURA MARIA GUEVARA MONTEALEGRE","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","MAÑANA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"glatinoamericano@hotmail.com"
"2016","BOGOTA","GIMN PSICOPEDAG PERSONALIZADO E INTEGRAL                                                            ","URBANA","KR 73 A 10 B 82","2923032 / 2647100 / 2649429                       ","MARTHA PATRICIA PEREZ HERRERA","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","COMPLETA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,PARALISIS CEREBRAL","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"gimpsicopedagogico@gmail.com"
"2016","BOGOTA","COL JUVENTUD                                                                                        ","URBANA","CR. 19 NO.3-14 Y 3-18","2332557 / 5616164                                 ","MARIA ESTEFANIA SARMIENTO GONZALEZ","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","COMPLETA",,,"1,2,3,4,5","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"colegio_juventud@hotmail.com                      "
"2016","BOGOTA","COLEGIO SICOPEDAGICO CENTENARIO","URBANA","CR. 105C NO.16F-24","4131053/4185510","GONZALEZ DIAZ OLGA LUCIA ","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","COMPLETA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,
