"departamento","minicipio","codigo_de_habilitacion_de_sede_principal","codigo_de_habilitacion_de_sede","numero_de_sede","nombre_de_la_sede","direcci_n","coordenadas","telefono","email","nit","dv","clase_de_persona","codigo_naturaleza_juridica","naturaleza_juridica","codigo_clase_de_prestador","nombre_codigo_clase_de_prestador","ese","habilitado","codigo_grupo_servicio","nombre_grupo_del_servicio","codigo_del_servicio","nombre_del_servicio","ambulatorio","hospitalario","unidad_movil","domiciliario","otras_extramural","centro_referencia","institucion_remisora","complejidad_baja","complejidad_media","complejidad_alta","fecha_apertura"
"Valle del Cauca","CALI","7600100354","7600100354","1","GAMANUCLEAR LTDA","AV 2CN # 24N-120 CS 201-202","3 4638333
,  ","926602627","gamanuclear@hotmail.com.co","805017681","0","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","383","383-MEDICINA NUCLEAR - SI ONCOLÓGICO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20120119"
"Valle del Cauca","CALI","7600100354","7600100354","1","GAMANUCLEAR LTDA","AV 2CN # 24N-120 CS 201-202","3 4638333
,  ","926602627","gamanuclear@hotmail.com.co","805017681","0","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","7","Apoyo Diagnóstico y Complementación Terapéutica","715","715-MEDICINA NUCLEAR - SI ONCOLÓGICO","SI","NO","NO","NO","NO","SI","NO","NO","NO","SI","20060517"
"Valle del Cauca","PALMIRA","7600100354","7652000354","5","GAMANUCLEAR LTDA No. 10","CALLE 44 No. 30-92","3 5398889
,  29925","3218530198","gamanuclear@hotmail.com","805017681","0","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","383","383-MEDICINA NUCLEAR - NO ONCOLÓGICO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20180619"
"Valle del Cauca","PALMIRA","7600100354","7652000354","5","GAMANUCLEAR LTDA No. 10","CALLE 44 No. 30-92","3 5398889
,  29925","3218530198","gamanuclear@hotmail.com","805017681","0","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","7","Apoyo Diagnóstico y Complementación Terapéutica","715","715-MEDICINA NUCLEAR - NO ONCOLÓGICO","SI","NO","NO","NO","NO","NO","NO","NO","NO","SI","20171123"
"Valle del Cauca","CALI","7600100368","7600100368","1","JAVIER FERNANDO GUTIERREZ VILLEGAS","CRA 38A # 5A-100 CENTRO MEDICO IMBANACO torre b cons 708","3 4244444
,  54425","5583801","javiergutierrez123@hotmail.com","16688874","1","NATURAL","1","Privada","2","Profesional Independiente","NO","SI","3","Consulta Externa","373","373-CIRUGÍA ONCOLÓGICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20100624"
"Valle del Cauca","CALI","7600101862","7600101862","1","CESAR MARINO FERREROSA TAMAYO","CARRERA 38 A # 5A - 100 CONSULTORIO 248 TORRE A","3 4239444
,  ","5589632 - 5583495","cferrerosa@imbanaco.com.co","14940602","0","NATURAL","1","Privada","2","Profesional Independiente",,"SI","3","Consulta Externa","373","373-CIRUGÍA ONCOLÓGICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20160411"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","2","Quirúrgicos","210","210-CIRUGÍA ONCOLÓGICA","SI","SI","NO","NO","NO","NO","NO","NO","SI","SI","20030404"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","2","Quirúrgicos","217","217-OTRAS CIRUGÍAS - NO ONCOLÓGICO","SI","SI","NO","NO","NO","NO","NO","NO","SI","SI","20030404"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","2","Quirúrgicos","227","227-CIRUGÍA ONCOLÓGICA PEDIÁTRICA","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","20151124"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","2","Quirúrgicos","232","232-CIRUGÍA DE MAMA Y TUMORES TEJIDOS BLANDOS - SI ONCOLÓGICO","SI","SI","NO","NO","NO","NO","NO","NO","SI","SI","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","2","Quirúrgicos","237","237-CIRUGÍA PLÁSTICA ONCOLÓGICA","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","309","309-DOLOR Y CUIDADOS PALIATIVOS - SI ONCOLÓGICO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20030404"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","336","336-ONCOLOGÍA CLÍNICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20030404"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","346","346-REHABILITACIÓN ONCOLÓGICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","364","364-CIRUGÍA DE MAMA Y TUMORES TEJIDOS BLANDOS - SI ONCOLÓGICO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","370","370-CIRUGÍA PLÁSTICA ONCOLÓGICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","373","373-CIRUGÍA ONCOLÓGICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","374","374-CIRUGÍA ONCOLÓGICA PEDIÁTRICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","379","379-GINECOLOGÍA ONCOLÓGICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","383","383-MEDICINA NUCLEAR - SI ONCOLÓGICO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","390","390-OFTALMOLOGÍA ONCOLÓGICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","391","391-ONCOLOGÍA Y HEMATOLOGÍA PEDIÁTRICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","393","393-ORTOPEDIA ONCOLÓGICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","406","406-HEMATOLOGÍA ONCOLÓGICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20090710"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","408","408-RADIOTERAPIA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20030404"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","7","Apoyo Diagnóstico y Complementación Terapéutica","709","709-QUIMIOTERAPIA","SI","SI","NO","NO","NO","NO","NO","NO","NO","SI","20030404"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","7","Apoyo Diagnóstico y Complementación Terapéutica","711","711-RADIOTERAPIA","SI","SI","NO","NO","NO","NO","NO","NO","NO","SI","20030404"
"Valle del Cauca","CALI","7600102870","7600102870","1","FUNDACION VALLE DEL LILI","KR 98 # 18-49","3 3713056
,  52575","3319090","habilitación@fvl.org.co","890324177","5","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","7","Apoyo Diagnóstico y Complementación Terapéutica","715","715-MEDICINA NUCLEAR - SI ONCOLÓGICO","SI","SI","NO","NO","NO","NO","NO","NO","NO","SI","20030404"
"Valle del Cauca","CALI","7600103780","7600103780","1","ALVARO JAIME GUERRERO VILLOTA","CARRERA 38A # 5A-100 TORRE A CONS 247-2 CMI","3 4239444
,  ","5584243","ajguerrerov@hotmail.com","12966526","0","NATURAL","1","Privada","2","Profesional Independiente",,"SI","3","Consulta Externa","336","336-ONCOLOGÍA CLÍNICA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20140908"
"Valle del Cauca","CALI","7600104827","7600104827","5","RECUPERAR S.A. IPS - 3","CL 5A # 40-21","3 42325
,  54625","4883333 ext 101-102","admon@recuperarips.com,gerencia1@recuperarips.com","805026771","3","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","2","Quirúrgicos","210","210-CIRUGÍA ONCOLÓGICA","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","20080708"
"Valle del Cauca","CALI","7600104336","7600104336","1","CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR","AV 4 NORTE # 7N-81","3 4548056
,  53725","6607001","feerazo@colsanitas.com y mlmoreno@colsanitas.com y learias@colsanitas.com","800149384","6","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","2","Quirúrgicos","210","210-CIRUGÍA ONCOLÓGICA","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO","20100217"
"Valle del Cauca","CALI","7600104336","7600104336","1","CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR","AV 4 NORTE # 7N-81","3 4548056
,  53725","6607001","feerazo@colsanitas.com y mlmoreno@colsanitas.com y learias@colsanitas.com","800149384","6","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","2","Quirúrgicos","232","232-CIRUGÍA DE MAMA Y TUMORES TEJIDOS BLANDOS - NO ONCOLÓGICO","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO","20170919"
"Valle del Cauca","CALI","7600104336","7600104336","1","CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR","AV 4 NORTE # 7N-81","3 4548056
,  53725","6607001","feerazo@colsanitas.com y mlmoreno@colsanitas.com y learias@colsanitas.com","800149384","6","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","3","Consulta Externa","309","309-DOLOR Y CUIDADOS PALIATIVOS - SI ONCOLÓGICO","SI","NO","NO","SI","NO","NO","NO","SI","NO","NO","20161122"
"Valle del Cauca","CALI","7600104336","7600104336","1","CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR","AV 4 NORTE # 7N-81","3 4548056
,  53725","6607001","feerazo@colsanitas.com y mlmoreno@colsanitas.com y learias@colsanitas.com","800149384","6","JURIDICO","1","Privada","1","Instituciones - IPS","NO","SI","7","Apoyo Diagnóstico y Complementación Terapéutica","709","709-QUIMIOTERAPIA","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO","20030415"
