"departamento","municipio","codigo_prestador","nombre_prestador","codigo_abilitacion","numero_sede","nombre","gerente","tipo_zona","direccion","barrio","cepo_codigo","centro_poblado","telefono","fax","email","fecha_apertura","fecha_cierre","nits_nit","dv","clase_persona","naju_codigo","naturaleza","clpr_codigo","clase_prestador"
"Chocó","ACANDÍ","2700100834","ABRAZAR ATENCION MEDICA DEL PACIFICO S.A.S.","2700600834","2","ABRAZAR ATENCIÓN MEDICA DEL PACIFICO S.A.S","Ovidio Garrido Cordoba","URBANA","CALLE POLICARPA","LOS LIBERTADORES",,,"3.117479665E9",,"abrazarips@gmail.com","20190814",,"900552157","0.0","JURIDICO","1.0","Privada","1.0","Instituciones - IPS"
"Chocó","ACANDÍ","2700101075","MEDICHOCO IPS S.A.S","2700601075","3","MEDICHOCO IPS S.A.S","CIRO YACCI MENDOZA HINESTROZA","URBANA","CRA 4 N° 9-27","CONSISTORIAL","27006000","ACANDÍ","3.21641726E9",,"medicho5801@gmali.com","20190726",,"900881965","6.0","JURIDICO","1.0","Privada","1.0","Instituciones - IPS"
"Chocó","ACANDÍ","2700101140","FUNDACIÓN SANTA SOFIA DE ASIS","2700601140","2","FUNDACIÓN SANTA SOFIA DE ASIS","PATRICIA CAROLINA PEREA RENTERIA","URBANA","FRENTE AL HOSPITAL LASCARIO BARBOSA AVENDAÑO",,"27006000","ACANDÍ","9.46720285E8",,"fundacionsantasofiadeasis@gmail.com","20171219",,"901035250","4.0","JURIDICO","1.0","Privada","1.0","Instituciones - IPS"
"Chocó","ACANDÍ","2700601062","POLO SALUD IPS","2700601062","1","POLO SALUD IPS","NARCIZA JULIO POLO","URBANA","CALLE QUIBDO AV LA PLAYA","CALLE QUIBDO",,,"3.185172969E9","3136580181","polosalud@hotmail.com","20170804",,"900436203","5.0","JURIDICO","1.0","Privada","1.0","Instituciones - IPS"
"Chocó","ACANDÍ","2749100928","UNIDAD MEDICA ESPIRITU SANTO E. U.","2700600928","3","UNIDAD MEDICA ESPIRITUD SANTO E.U.","AULIO HERNAN LOZANO CAÑADAS","URBANA","DIAGONAL A LA ALCALDIA","CONSISTORIAL","27006003","CAPURGANÁ","3.108954673E9",,"unidadmedicaespiritu@hotmail.com","20190219",,"818001360","9.0","JURIDICO","1.0","Privada","1.0","Instituciones - IPS"
"Chocó","ALTO BAUDO","2700100390","IPS ERCHICHI JAI E.U.","2702500390","4","IPS ERCHICHI JAI ALTO BAUDO","PLINIO MECHA HACHITO","RURAL","RESGUARDO INDIGENA CATRU DUBASA Y ANCOSO","CATRU DUBASA Y ANCOSO","27025005","DUBAZA","3.217907591E9",,"erchichijaiipsindigena@gmail.com","20180423",,"900144266","5.0","JURIDICO","1.0","Privada","1.0","Instituciones - IPS"
"Chocó","ALTO BAUDO","2700100869","Fundacion Despertar Choco","2702500869","4","Fundacion Despertar Choco","MARIA YOHANA ARBOLEDA MURILLO","URBANA","CALLE PRINCIPAL","EL CARMELO","27025000","PIE DE PATO","3.206783508E9","6715561.0","arysto3@hotmail.com","20170721",,"900572393","8.0","JURIDICO","1.0","Privada","1.0","Instituciones - IPS"
"Chocó","ALTO BAUDO","2700101087","DAUBARA SALUD IPS S.A.S.","2702501087","2","DAUBARA SALUD IPS S.A.S.","ELICIO DE JESUS CAISAMO ISARAMA","RURAL","KATRU","KATRU","27025008","SANTA CATALINA","3.147741489E9",,"daubarasaludips@hotmail.com","20161212",,"900725702","9.0","JURIDICO","1.0","Privada","1.0","Instituciones - IPS"
"Chocó","ALTO BAUDO","2700101124","Asociación Megasalud","2702501124","4","ASOMEGASALUD","Gladys Bazan Aguilar","URBANA","B/ Lucitania","Lucitania","27025000","PIE DE PATO","6723518.0",,"asomegasalud2013@gmail.com","20190207",,"900088061","2.0","JURIDICO","1.0","Privada","4.0","Objeto Social Diferente a la Prestación de Servicios de Salud"
"Chocó","ALTO BAUDO","2702500657","I.P.S CUIDAR ES SALUD S.A.S","2702500657","1","I.P.S CUIDAR ES SALUD S.A.S","luis carlos cabrera palacios","URBANA","FRENTE AL CENTRO DE SALUD","BARRIO EL CARMELO","27025000","PIE DE PATO","3.207441866E9",,"ipscuidar.es.salud@hotmail.com","20170921",,"900424721","7.0","JURIDICO","1.0","Privada","1.0","Instituciones - IPS"
