"departamento_prestacion","municipio_prestacion","servicio","estado","nombre","departamento_domicilio","municipio_domicilio","direccion","telefono","email","tipo_inscripcion","representante_legal","tipo_prestador","clasificacion"
"ANTIOQUIA","MONTEBELLO","ACUEDUCTO","OPERATIVA","OFICINA DE SERVICIOS PÚBLICOS DE  MONTEBELLO","ANTIOQUIA","MONTEBELLO","Calle 20 No 19 - 51 P1","8480564","serviciospublicos@montebello-antioquia.gov.co","Registro por la ESP","VIRGILIO ANTONIO GARZON GARZON","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","PUERTO NARE","ACUEDUCTO","OPERATIVA","EMPRESAS PUBLICAS MUNICIPALES DE PUERTO NARE E.S.P.","ANTIOQUIA","PUERTO NARE","Carrera 2 No 49 - 35","8347184","GERENCIA@EPPN.GOV.CO","Registro por la ESP","ALEXCIS DUBER CERVERA CRUZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","DESDE 2501 HASTA 5000 USUARIOS"
"ANTIOQUIA","RETIRO","ACUEDUCTO","OPERATIVA","EMPRESA DE ASEO RETIRAR S.A. E.S.P.","ANTIOQUIA","RETIRO","CALLE 19 No. 26-150","5412887","comercial@retirarsaesp.com","Registro por la ESP","CARLOS MAURICIO YEPES BEDOYA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","RIONEGRO","ACUEDUCTO","OPERATIVA","ASOCIACION ACUEDUCTO Y ALCANTARILLADO CUATRO ESQUINAS RIONEGRO, ANTIOQUIA","ANTIOQUIA","RIONEGRO","CARRERA 38A NO 40-54","6146360","acueducto4444@hotmail.com","Registro por la ESP","HUMBERTO LEON SANTA CARDONA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","ANDES","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO MULTIVEREDAL DE JARDIN","ANTIOQUIA","JARDIN","CARRERA 7 No. 9-23","8455838","acueductomultiveredaljardin@hotmail.com","Registro por la ESP","MARISOL MARIN  MARIN","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","JARDIN","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO MULTIVEREDAL DE JARDIN","ANTIOQUIA","JARDIN","CARRERA 7 No. 9-23","8455838","acueductomultiveredaljardin@hotmail.com","Registro por la ESP","MARISOL MARIN  MARIN","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","JERICO","ACUEDUCTO","OPERATIVA","DIRECCION DE SERVICIOS PUBLICOS DOMICILIARIOS DE JERICO-ANTIOQUIA","ANTIOQUIA","JERICO","Carrera 5 No. 7 - 50 piso 1","8523101","alcaldia@jerico-antioquia.gov.co","Registro por la ESP","CARLOS AUGUSTO GIRALDO BERMUDEZ","MUNICIPIO (PRESTACIÓN DIRECTA)","HASTA 2500 SUSCRIPTORES"
"ANTIOQUIA","LA CEJA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO VERAMIEL","ANTIOQUIA","LA CEJA","CORREGIMIENTO SAN JOSE VEREDA LA MIEL","5531654","wiland@misena.edu.co","Registro por la ESP","LIBARDO DE JESUS YEPEZ GONZALES","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","LA CEJA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO CESTILLAL LA PALMA","ANTIOQUIA","LA CEJA","CALLE 21 N° 27-21. PISO 2, BARRIO MIRADOR DEL NORTE","5538072","lgcarvajal2009@hotmail.com","Registro por la ESP","MARTA NELLY BEDOYA MOLINA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"ANTIOQUIA","LA UNION","ACUEDUCTO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS LA UNION S.A E.S.P.","ANTIOQUIA","LA UNION","CALLE 10 N° 10-36","5561650","esp@launion-antioquia.gov.co","Registro por la ESP","CARMEN JUDITH VALENCIA  MORENO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","DESDE 2501 HASTA 5000 USUARIOS"
