"id","entidad","categoria","subcategoria","titulo_informacion","descripcion","idioma","lengua","fisico","electronico","formato","disponible","lugar","publicada","url","frecuenciaactualizacion","calificacion","integridad","disponibilidad","criticidad","datospersonales","tipodatopersonal","fechageneracion","responsableinformacion","responsablecustodia","objetivoexcepcion","fundamento","fundamentoconstitucional","fundamentojuridico","tipoexcepcion","fechacalificacion","plazoclasificacion","fechacreacion","fechaactualizacion","activo"
"6","Alcaldía de Chivatá Boyacá","NO ASIGNADO","NO ASIGNADO",,"Control Interno","NO ASIGNADO",,"true","false","NO ASIGNADO","false","NO ASIGNADO","false","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","false","NO ASIGNADO","1990-01-01T00:00:00.000","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO",,,"NO ASIGNADO","1990-01-01T00:00:00.000",,"2018-10-16T00:00:00.000","2018-10-16T00:00:00.000",
"7","Alcaldía de Chivatá Boyacá","NO ASIGNADO","NO ASIGNADO",,"Flujos monetarios.Gestion de la caja","NO ASIGNADO",,"true","false","NO ASIGNADO","false","NO ASIGNADO","false","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","false","NO ASIGNADO","1990-01-01T00:00:00.000","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO",,,"NO ASIGNADO","1990-01-01T00:00:00.000",,"2018-10-16T00:00:00.000","2018-10-16T00:00:00.000",
"8","Alcaldía de Chivatá Boyacá","NO ASIGNADO","NO ASIGNADO",,"Gestiones bancarias","NO ASIGNADO",,"true","false","NO ASIGNADO","false","NO ASIGNADO","false","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","false","NO ASIGNADO","1990-01-01T00:00:00.000","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO",,,"NO ASIGNADO","1990-01-01T00:00:00.000",,"2018-10-16T00:00:00.000","2018-10-16T00:00:00.000",
"9","Alcaldía de Chivatá Boyacá","NO ASIGNADO","NO ASIGNADO",,"Realizar todos los pagos","NO ASIGNADO",,"true","false","NO ASIGNADO","false","NO ASIGNADO","false","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","false","NO ASIGNADO","1990-01-01T00:00:00.000","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO",,,"NO ASIGNADO","1990-01-01T00:00:00.000",,"2018-10-16T00:00:00.000","2018-10-16T00:00:00.000",
"10","Alcaldía de Chivatá Boyacá","NO ASIGNADO","NO ASIGNADO",,"Registros Contables. Recaudo impuestos, contribuciones, servicios públicos, predios, préstamo de maquinaria.","NO ASIGNADO",,"true","false","NO ASIGNADO","false","NO ASIGNADO","false","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","false","NO ASIGNADO","1990-01-01T00:00:00.000","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO",,,"NO ASIGNADO","1990-01-01T00:00:00.000",,"2018-10-16T00:00:00.000","2018-10-16T00:00:00.000",
"11","Alcaldía de Chivatá Boyacá","NO ASIGNADO","NO ASIGNADO",,"Licencias de construcción","NO ASIGNADO",,"true","false","NO ASIGNADO","false","NO ASIGNADO","false","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","false","NO ASIGNADO","1990-01-01T00:00:00.000","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO",,,"NO ASIGNADO","1990-01-01T00:00:00.000",,"2018-10-16T00:00:00.000","2018-10-16T00:00:00.000",
"12","Alcaldía de Chivatá Boyacá","NO ASIGNADO","NO ASIGNADO",,"Uso de suelos","NO ASIGNADO",,"true","false","NO ASIGNADO","false","NO ASIGNADO","false","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","false","NO ASIGNADO","1990-01-01T00:00:00.000","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO",,,"NO ASIGNADO","1990-01-01T00:00:00.000",,"2018-10-16T00:00:00.000","2018-10-16T00:00:00.000",
"13","Alcaldía de Chivatá Boyacá","NO ASIGNADO","NO ASIGNADO",,"Estratificación","NO ASIGNADO",,"true","false","NO ASIGNADO","false","NO ASIGNADO","false","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","false","NO ASIGNADO","1990-01-01T00:00:00.000","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO",,,"NO ASIGNADO","1990-01-01T00:00:00.000",,"2018-10-16T00:00:00.000","2018-10-16T00:00:00.000",
"14","Alcaldía de Chivatá Boyacá","NO ASIGNADO","NO ASIGNADO",,"Contratación","NO ASIGNADO",,"true","false","NO ASIGNADO","false","NO ASIGNADO","false","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","false","NO ASIGNADO","1990-01-01T00:00:00.000","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO",,,"NO ASIGNADO","1990-01-01T00:00:00.000",,"2018-10-16T00:00:00.000","2018-10-16T00:00:00.000",
"15","Alcaldía de Chivatá Boyacá","NO ASIGNADO","NO ASIGNADO",,"Publicación SECOP","NO ASIGNADO",,"true","false","NO ASIGNADO","false","NO ASIGNADO","false","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","false","NO ASIGNADO","1990-01-01T00:00:00.000","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO","NO ASIGNADO",,,"NO ASIGNADO","1990-01-01T00:00:00.000",,"2018-10-16T00:00:00.000","2018-10-16T00:00:00.000",
